D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_a10.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 10:32:04 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3440,450.01,50.00,50.00,225225.51,3600.45,31534.19,100.00,150.00,11704.80,9703.30,0.00,0.00,850.03,100.00,100.00
0.6440,300.00,0.00,0.00,225936.40,2900.29,34140.07,0.00,250.00,10353.75,9653.27,50.00,0.00,800.02,50.00,150.00
0.9440,250.00,50.00,50.00,218017.24,2200.17,34841.73,0.00,250.00,10553.90,9002.84,100.00,0.00,750.02,100.00,200.00
1.2441,550.01,0.00,100.00,228373.90,2500.21,33538.67,0.00,150.00,11604.71,8952.81,0.00,0.00,950.03,50.00,250.00
1.5441,250.00,0.00,100.00,224616.24,3400.40,34641.25,150.00,50.00,10553.90,9553.20,0.00,0.00,1000.04,50.00,150.00
1.8441,400.01,0.00,0.00,220656.47,4000.55,33638.90,50.00,150.00,12055.09,9953.47,0.00,0.00,1100.04,100.00,150.00
2.1441,250.00,100.00,350.00,237111.67,3100.33,37147.43,0.00,100.00,10153.61,8852.75,50.00,0.00,1100.04,50.00,300.00
2.4441,350.00,0.00,0.00,233758.20,2400.20,31935.06,200.00,200.00,10403.79,9052.87,0.00,50.00,650.01,150.00,200.00
2.7441,500.01,0.00,50.00,230811.84,1500.08,33237.98,0.00,200.00,12305.30,10303.72,0.00,0.00,1000.04,50.00,250.00
3.0442,300.00,0.00,0.00,227866.04,2500.21,32736.84,50.00,100.00,11204.39,9353.07,150.00,50.00,1200.05,50.00,300.00
3.3442,350.00,0.00,0.00,234266.24,2700.25,33739.13,100.00,100.00,10704.01,9002.84,0.00,0.00,1150.05,0.00,150.00
3.6442,250.00,0.00,150.00,227764.50,2800.27,32837.07,100.00,0.00,11154.36,9503.17,100.00,0.00,750.02,150.00,200.00
3.9442,300.00,0.00,0.00,227256.67,3900.52,31534.19,100.00,100.00,12055.09,10704.02,0.00,0.00,1250.06,0.00,100.00
4.2442,350.00,0.00,50.00,222585.45,1900.12,31935.06,0.00,0.00,10353.75,9553.20,0.00,0.00,1600.09,100.00,200.00
4.5442,200.00,50.00,50.00,221367.11,3500.42,35543.43,50.00,50.00,10103.57,9653.27,0.00,0.00,750.02,50.00,200.00
4.8442,100.00,0.00,50.00,227866.04,2500.21,31433.97,150.00,100.00,12505.47,9102.90,0.00,0.00,1200.05,0.00,200.00
5.1443,450.01,0.00,100.00,225022.41,2400.20,34140.07,150.00,100.00,10704.01,11054.28,50.00,50.00,850.03,100.00,250.00
5.4443,100.00,0.00,50.00,223093.12,2300.18,35543.43,50.00,100.00,10103.57,10053.54,0.00,0.00,1000.04,50.00,200.00
5.7443,300.00,50.00,50.00,222077.81,3500.42,31834.84,100.00,50.00,11454.59,8602.59,50.00,0.00,700.02,0.00,100.00
6.0443,50.00,0.00,100.00,232234.13,3300.37,32035.28,0.00,50.00,10904.16,8902.78,0.00,0.00,1000.04,0.00,100.00
6.3443,400.01,0.00,50.00,226037.94,2800.27,32736.84,50.00,100.00,11704.80,9202.97,0.00,0.00,900.03,0.00,100.00
6.6443,300.00,0.00,50.00,226444.17,3600.45,34039.83,150.00,300.00,11454.59,10303.72,50.00,0.00,850.03,100.00,200.00
6.9443,150.00,0.00,100.00,239551.05,3300.37,32135.50,100.00,100.00,10904.16,8602.59,0.00,0.00,900.03,50.00,250.00
7.2444,400.01,0.00,100.00,223296.19,2700.25,32937.30,100.00,0.00,12105.13,11104.32,0.00,50.00,1050.04,0.00,150.00
7.5444,250.00,0.00,150.00,228170.78,2500.21,35844.17,150.00,0.00,12705.65,10203.65,50.00,0.00,950.03,50.00,100.00
7.8444,300.00,50.00,50.00,228983.35,3600.45,33438.44,0.00,50.00,11304.47,8452.50,50.00,0.00,850.03,50.00,100.00
8.1444,150.00,50.00,0.00,230913.43,4000.55,33538.67,0.00,50.00,12805.74,9403.10,50.00,0.00,1050.04,50.00,150.00
