D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_a13.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 11:51:45 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,250.00,0.00,100.00,181927.51,2200.17,67657.18,50.00,200.00,12055.09,9152.94,0.00,0.00,1450.07,0.00,150.00
0.6446,250.00,0.00,50.00,170996.46,1800.11,59421.28,100.00,150.00,11704.80,10003.51,0.00,0.00,500.01,0.00,150.00
0.9446,150.00,0.00,100.00,167152.28,2400.20,66652.55,50.00,100.00,12355.34,8702.66,0.00,0.00,950.03,0.00,400.01
1.2446,300.00,0.00,0.00,176865.83,2600.23,71073.43,50.00,150.00,12355.34,11104.32,0.00,0.00,850.03,150.00,250.00
1.5446,150.00,0.00,50.00,174335.64,2300.18,65949.35,100.00,100.00,13005.92,8802.72,100.00,0.00,600.01,0.00,50.00
1.8446,200.00,0.00,0.00,177270.70,1400.07,60827.08,100.00,100.00,12705.65,8252.39,50.00,0.00,1400.07,0.00,200.00
2.1446,400.01,0.00,0.00,163208.00,1500.08,67154.85,50.00,150.00,12855.78,9403.10,0.00,0.00,1150.05,100.00,200.00
2.4447,350.00,0.00,50.00,170794.10,1900.12,69465.68,50.00,100.00,12155.17,9052.87,0.00,50.00,750.02,0.00,250.00
2.7447,200.00,0.00,0.00,177574.35,1900.12,66049.80,50.00,50.00,14006.87,9052.87,0.00,0.00,1450.07,0.00,150.00
3.0447,300.00,0.00,0.00,168062.66,1400.07,61831.30,150.00,50.00,12655.61,10253.68,50.00,0.00,1250.06,50.00,200.00
3.3447,150.00,0.00,50.00,174639.23,1900.12,63538.65,100.00,50.00,13356.24,10303.72,50.00,0.00,1000.04,0.00,100.00
3.6447,250.00,0.00,100.00,174538.04,2100.15,59320.86,0.00,50.00,13256.15,9253.00,50.00,0.00,1150.05,50.00,100.00
3.9447,150.00,0.00,100.00,175954.91,2000.14,67255.32,150.00,100.00,12855.78,7852.16,100.00,50.00,1000.04,0.00,100.00
4.2448,100.00,0.00,0.00,176056.13,1300.06,67456.25,100.00,100.00,12055.09,10303.72,0.00,0.00,1050.04,0.00,250.00
4.5448,350.00,0.00,150.00,173222.50,2100.15,64844.39,50.00,50.00,12955.87,8502.53,50.00,0.00,1000.04,0.00,0.00
4.8448,350.00,0.00,100.00,176865.83,2400.20,69465.68,0.00,0.00,12805.74,9102.90,0.00,0.00,850.03,0.00,150.00
5.1448,300.00,0.00,50.00,182636.29,1900.12,64442.61,50.00,150.00,11254.43,8652.62,50.00,0.00,750.02,0.00,150.00
5.4448,200.00,0.00,50.00,175246.45,1500.08,62032.15,0.00,100.00,13556.43,9102.90,50.00,0.00,1050.04,0.00,250.00
5.7448,150.00,0.00,100.00,183446.36,2100.15,59722.50,50.00,50.00,11704.80,7802.13,100.00,0.00,1250.06,0.00,250.00
6.0448,50.00,0.00,50.00,176562.18,2400.20,62032.15,50.00,100.00,13256.15,9002.84,50.00,0.00,1100.04,0.00,150.00
6.3449,150.00,0.00,50.00,169681.23,2700.25,60827.08,50.00,100.00,13055.97,9052.87,0.00,0.00,900.03,0.00,250.00
6.6449,150.00,0.00,50.00,180105.10,1800.11,60726.65,50.00,150.00,11955.00,8852.75,0.00,0.00,1050.04,0.00,150.00
6.9449,150.00,0.00,0.00,173930.85,1600.09,62534.30,50.00,0.00,12355.34,9202.97,0.00,0.00,1400.07,100.00,0.00
7.2449,350.00,0.00,0.00,178181.69,2100.15,65447.09,150.00,150.00,12905.83,9102.90,0.00,0.00,1300.06,0.00,300.00
7.5449,450.01,0.00,0.00,180813.79,1900.12,60324.99,250.00,100.00,12855.78,9653.27,100.00,50.00,1350.06,50.00,200.00
7.8449,400.01,50.00,100.00,174740.44,2500.21,69465.68,0.00,50.00,13005.92,9603.23,50.00,0.00,800.02,50.00,200.00
8.1449,200.00,0.00,0.00,187598.67,1500.08,64743.95,100.00,200.00,12705.65,10103.58,0.00,0.00,850.03,0.00,350.00
8.4450,200.00,0.00,100.00,176056.13,1600.09,62433.87,100.00,0.00,13556.43,8952.81,50.00,0.00,1400.07,50.00,250.00
8.7450,200.00,0.00,50.00,175954.91,1600.09,63337.77,100.00,150.00,11804.88,10804.09,0.00,0.00,1350.06,100.00,300.00
9.0450,150.00,50.00,0.00,173222.50,1900.12,57814.81,50.00,150.00,10954.20,8502.53,0.00,0.00,800.02,100.00,150.00
9.3450,100.00,0.00,0.00,171502.36,2400.20,62735.16,50.00,250.00,11754.84,10303.72,0.00,0.00,1200.05,0.00,200.00
9.6450,250.00,0.00,0.00,174032.04,2100.15,65748.44,100.00,150.00,11955.00,10253.68,50.00,0.00,1250.06,0.00,200.00
9.9450,300.00,0.00,50.00,176967.04,1800.11,60827.08,100.00,150.00,11654.75,9903.44,0.00,100.00,1100.04,0.00,150.00
10.2450,400.01,0.00,100.00,176460.97,1800.11,64040.84,50.00,150.00,12405.39,8752.69,0.00,0.00,1150.05,0.00,150.00
10.5451,200.00,0.00,150.00,176460.97,1200.05,62433.87,150.00,150.00,12205.21,10353.76,50.00,0.00,1000.04,0.00,200.00
10.8451,350.00,0.00,150.00,178181.69,2700.25,63639.08,50.00,0.00,13206.11,9253.00,100.00,0.00,1000.04,0.00,250.00
11.1451,100.00,0.00,50.00,172615.36,1900.12,61630.45,150.00,150.00,12455.43,10053.54,0.00,50.00,1300.06,0.00,50.00
11.4451,200.00,0.00,150.00,168770.76,2400.20,61228.76,100.00,150.00,11654.75,8452.50,100.00,0.00,1150.05,0.00,250.00
11.7451,50.00,0.00,100.00,176562.18,2200.17,58116.01,100.00,50.00,11854.92,8852.75,0.00,0.00,1400.07,0.00,200.00
12.0451,200.00,0.00,200.00,164826.04,2000.14,65246.19,150.00,100.00,13806.67,10003.51,0.00,0.00,1000.04,0.00,150.00
12.3452,150.00,0.00,100.00,179396.45,2500.21,68661.88,0.00,100.00,11604.71,9453.13,0.00,50.00,1300.06,0.00,100.00
12.6452,100.00,0.00,150.00,170288.26,2100.15,61630.45,100.00,100.00,12905.83,10153.61,100.00,0.00,750.02,0.00,200.00
12.9452,150.00,0.00,50.00,178485.38,1300.06,64241.72,0.00,100.00,12305.30,9002.84,0.00,0.00,800.02,100.00,250.00
13.2452,300.00,0.00,0.00,172817.74,1500.08,62634.73,50.00,100.00,12355.34,10704.02,0.00,0.00,1500.08,100.00,0.00
13.5452,150.00,0.00,100.00,177068.26,1300.06,64040.84,100.00,50.00,13055.97,8752.69,150.00,0.00,1250.06,100.00,100.00
13.8452,50.00,0.00,50.00,181826.27,1900.12,60124.16,50.00,100.00,10804.09,9353.07,100.00,0.00,1150.05,0.00,200.00
14.1452,350.00,0.00,150.00,174740.44,1700.10,62132.58,100.00,100.00,12855.78,8452.50,0.00,0.00,1100.04,50.00,300.00
14.4453,100.00,0.00,0.00,169074.24,2200.17,60525.82,50.00,100.00,12505.47,8452.50,0.00,0.00,1250.06,100.00,150.00
14.7453,100.00,0.00,150.00,175550.07,2100.15,63739.52,50.00,0.00,13106.01,8752.69,0.00,0.00,700.02,50.00,200.00
15.0453,300.00,0.00,0.00,174639.23,2300.18,62735.16,50.00,200.00,11354.51,9603.23,0.00,0.00,800.02,50.00,50.00
15.3453,250.00,0.00,50.00,184357.74,1800.11,61530.03,100.00,0.00,13856.72,9703.30,0.00,0.00,1100.04,0.00,100.00
15.6453,200.00,50.00,150.00,173020.12,1400.07,62735.16,50.00,100.00,12955.87,9453.13,0.00,0.00,1000.04,50.00,300.00
15.9453,200.00,0.00,0.00,172716.55,2300.18,62835.60,150.00,100.00,12005.04,9753.33,0.00,0.00,950.03,50.00,150.00
16.2453,300.00,0.00,100.00,172210.62,1300.06,66451.63,100.00,50.00,13156.06,10403.79,0.00,0.00,1350.06,50.00,200.00
16.5454,50.00,0.00,50.00,174133.24,1400.07,60626.24,200.00,150.00,12305.30,8952.81,50.00,0.00,950.03,0.00,400.01
16.8454,300.00,0.00,0.00,173424.88,2100.15,58517.62,100.00,350.00,12905.83,7802.13,0.00,0.00,850.03,100.00,150.00
17.1454,300.00,0.00,50.00,169883.57,2300.18,55505.83,0.00,100.00,10904.16,8402.47,0.00,0.00,800.02,0.00,350.00
17.4454,50.00,0.00,50.00,173020.12,1600.09,60927.49,0.00,200.00,12305.30,9853.40,0.00,0.00,750.02,0.00,200.00
17.7454,250.00,0.00,100.00,174538.04,1600.09,63940.41,50.00,100.00,12355.34,7752.11,50.00,0.00,1150.05,100.00,150.00
18.0454,150.00,0.00,0.00,166444.26,2200.17,64241.72,100.00,250.00,10453.83,8952.81,50.00,0.00,1200.05,0.00,350.00
18.3455,400.01,0.00,0.00,169175.42,1400.07,61931.73,150.00,250.00,12555.52,10003.51,100.00,0.00,1050.04,50.00,150.00
18.6455,150.00,0.00,50.00,173121.30,2200.17,67255.32,300.00,50.00,12555.52,8302.42,50.00,0.00,1600.09,100.00,150.00
18.9455,450.01,0.00,100.00,184155.20,1700.10,62132.58,50.00,150.00,14056.92,10003.51,0.00,0.00,950.03,0.00,200.00
19.2455,150.00,0.00,150.00,171401.17,1800.11,63940.41,250.00,50.00,13706.58,7051.74,0.00,0.00,1050.04,0.00,200.00
19.5455,400.01,0.00,100.00,170187.07,1500.08,67657.18,50.00,200.00,11354.51,9152.94,0.00,0.00,1000.04,50.00,400.01
19.8455,100.00,0.00,50.00,177574.35,900.03,64743.95,250.00,100.00,12905.83,9152.94,0.00,0.00,1250.06,0.00,100.00
20.1455,100.00,0.00,200.00,176359.75,1000.03,61329.18,50.00,150.00,11604.71,9603.23,0.00,0.00,900.03,50.00,100.00
20.4456,150.00,0.00,100.00,171097.64,2200.17,68762.35,50.00,150.00,12305.30,9052.87,150.00,0.00,1300.06,50.00,50.00
20.7456,200.00,0.00,50.00,170288.26,1100.04,68561.40,0.00,0.00,11804.88,9353.07,50.00,0.00,1250.06,50.00,250.00
21.0456,150.00,0.00,50.00,180003.86,2100.15,66753.01,100.00,150.00,10653.97,8152.33,100.00,0.00,850.03,0.00,250.00
21.3456,350.00,0.00,50.00,174841.64,1700.10,67757.65,50.00,200.00,11704.80,10303.72,0.00,0.00,1450.07,50.00,50.00
21.6456,150.00,0.00,0.00,166343.12,1800.11,66552.09,100.00,150.00,11754.84,8752.69,0.00,0.00,1500.08,0.00,150.00
21.9456,150.00,0.00,0.00,181320.02,2000.14,60726.65,200.00,50.00,12705.65,9002.84,0.00,0.00,1200.05,50.00,200.00
22.2456,300.00,0.00,0.00,177574.35,1100.04,63538.65,0.00,100.00,13306.20,9403.10,0.00,0.00,1150.05,0.00,50.00
22.5457,200.00,0.00,0.00,172514.17,1900.12,59822.92,100.00,0.00,12355.34,10403.79,0.00,0.00,1150.05,0.00,100.00
22.8457,250.00,50.00,100.00,178890.30,2600.23,64141.28,200.00,200.00,11454.59,9303.03,50.00,0.00,1650.10,0.00,100.00
23.1457,50.00,0.00,50.00,179092.75,2900.29,66250.72,100.00,100.00,13956.82,9002.84,50.00,0.00,850.03,100.00,100.00
23.4457,250.00,0.00,100.00,167860.34,2000.14,62333.44,150.00,150.00,12705.65,9503.17,0.00,0.00,1200.05,50.00,250.00
23.7457,200.00,0.00,200.00,173121.30,2800.27,62233.01,0.00,0.00,13856.72,9853.40,0.00,0.00,950.03,0.00,100.00
24.0457,50.00,0.00,0.00,173020.12,1600.09,61730.87,150.00,100.00,12755.69,9052.87,50.00,0.00,900.03,0.00,150.00
24.3458,150.00,0.00,50.00,175752.49,1400.07,58316.82,0.00,150.00,12655.61,10253.68,50.00,0.00,1250.06,50.00,300.00
24.6458,50.00,0.00,150.00,177270.70,1700.10,58718.43,150.00,100.00,12805.74,9803.37,0.00,50.00,750.02,50.00,150.00
24.9458,250.00,0.00,0.00,180611.32,2500.21,66049.80,0.00,50.00,12355.34,10353.76,50.00,0.00,850.03,0.00,200.00
25.2458,150.00,0.00,0.00,174639.23,900.03,65848.90,100.00,150.00,12455.43,9753.33,100.00,0.00,1250.06,150.00,200.00
25.5458,150.00,0.00,50.00,173627.26,1900.12,64241.72,0.00,150.00,12055.09,10053.54,0.00,0.00,750.02,0.00,200.00
25.8458,150.00,0.00,100.00,169478.89,2300.18,58216.41,50.00,50.00,13556.43,10153.61,50.00,0.00,1000.04,50.00,200.00
26.1458,100.00,0.00,50.00,174538.04,2600.23,65647.99,100.00,0.00,13055.97,9303.03,0.00,0.00,1100.04,100.00,250.00
26.4459,150.00,0.00,100.00,172412.99,2000.14,63940.41,100.00,0.00,12505.47,10303.72,50.00,0.00,1250.06,50.00,250.00
26.7459,50.00,50.00,50.00,173424.88,1800.11,62936.03,0.00,50.00,11754.84,9152.94,0.00,0.00,950.03,50.00,150.00
27.0459,250.00,0.00,0.00,171300.00,1500.08,63036.46,50.00,100.00,12305.30,8752.69,0.00,0.00,1650.10,0.00,50.00
27.3459,300.00,0.00,0.00,166343.12,2400.20,59722.50,50.00,50.00,12605.56,8702.66,0.00,0.00,1200.05,0.00,150.00
27.6459,300.00,0.00,50.00,176967.04,2100.15,57413.23,250.00,150.00,11754.84,10353.76,50.00,0.00,950.03,50.00,200.00
27.9459,300.00,100.00,50.00,174740.44,1700.10,61730.87,100.00,300.00,11504.63,8952.81,0.00,0.00,1250.06,50.00,300.00
28.2459,250.00,0.00,150.00,170692.94,1500.08,62534.30,200.00,50.00,12455.43,10754.05,50.00,0.00,1300.06,0.00,300.00
28.5460,350.00,0.00,150.00,175853.70,2800.27,60827.08,50.00,150.00,11454.59,7702.08,0.00,0.00,900.03,0.00,150.00
28.8460,200.00,0.00,100.00,177068.26,2100.15,65346.64,0.00,0.00,13456.34,9202.97,50.00,0.00,1350.06,0.00,150.00
29.1460,150.00,0.00,100.00,164320.37,1700.10,63438.21,50.00,100.00,12555.52,10553.90,0.00,0.00,800.02,50.00,100.00
29.4460,300.00,0.00,0.00,171401.17,1400.07,62433.87,100.00,50.00,11904.96,9753.33,0.00,50.00,700.02,0.00,150.00
29.7460,200.00,0.00,50.00,172514.17,1500.08,61329.18,200.00,50.00,12605.56,9102.90,100.00,0.00,1150.05,50.00,250.00
30.0460,200.00,0.00,50.00,175044.04,2500.21,63136.90,100.00,150.00,12055.09,9303.03,100.00,0.00,450.01,0.00,100.00
30.3461,150.00,50.00,0.00,180712.55,1800.11,60726.65,0.00,150.00,14307.16,9553.20,0.00,0.00,900.03,0.00,300.00
30.6461,250.00,0.00,50.00,178890.30,1600.09,61329.18,0.00,0.00,12455.43,8902.78,100.00,0.00,1150.05,50.00,200.00
30.9461,200.00,0.00,50.00,170288.26,1600.09,60726.65,0.00,150.00,12605.56,10353.76,0.00,0.00,800.02,50.00,150.00
31.2461,150.00,0.00,150.00,172311.80,1200.05,62132.58,50.00,200.00,12155.17,8502.53,0.00,0.00,1050.04,100.00,150.00
31.5461,300.00,0.00,0.00,171300.00,2000.14,63237.34,250.00,100.00,12405.39,10153.61,100.00,0.00,650.01,50.00,400.01
31.8461,200.00,0.00,100.00,174942.85,1400.07,61730.87,0.00,50.00,13005.92,7652.05,0.00,0.00,950.03,50.00,150.00
32.1461,100.00,0.00,50.00,171502.36,2000.14,63639.08,150.00,150.00,13256.15,9553.20,0.00,0.00,1050.04,0.00,150.00
32.4462,200.00,0.00,100.00,174032.04,2400.20,61128.34,0.00,50.00,13005.92,10103.58,50.00,0.00,850.03,0.00,300.00
32.7462,50.00,0.00,0.00,183446.36,1400.07,60425.40,50.00,50.00,11854.92,9403.10,50.00,0.00,900.03,50.00,50.00
