D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_a04.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 11:06:03 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,450.01,0.00,50.00,186788.38,2100.15,68259.99,50.00,200.00,12505.47,10603.94,150.00,0.00,800.02,100.00,300.00
0.6446,200.00,0.00,50.00,194792.04,1900.12,72379.86,300.00,200.00,12805.74,10503.87,50.00,50.00,850.03,100.00,300.00
0.9446,100.00,0.00,100.00,191752.16,2900.29,63538.65,100.00,50.00,12705.65,10704.02,50.00,0.00,1350.06,100.00,400.01
1.2447,450.01,50.00,100.00,196818.98,1800.11,70068.57,100.00,100.00,12405.39,11404.56,50.00,50.00,1200.05,350.00,350.00
1.5447,250.00,0.00,150.00,194082.68,2900.29,70370.02,150.00,50.00,13856.72,11554.68,100.00,100.00,1250.06,200.00,500.01
1.8447,250.00,0.00,50.00,191650.84,2000.14,69566.16,0.00,150.00,13756.62,10503.87,100.00,0.00,1500.08,300.00,400.01
2.1447,100.00,0.00,250.00,184965.36,1500.08,70169.06,50.00,50.00,11904.96,11154.36,0.00,0.00,900.03,100.00,550.01
2.4447,400.01,0.00,50.00,185674.28,3700.47,67054.39,50.00,250.00,13756.62,12155.18,50.00,0.00,1000.04,0.00,350.00
2.7447,350.00,0.00,150.00,196008.17,1500.08,73887.42,0.00,200.00,12505.47,10954.21,0.00,50.00,1850.12,150.00,350.00
3.0447,250.00,0.00,50.00,204016.86,3100.33,66049.80,50.00,50.00,13706.58,11304.48,200.00,50.00,1850.12,100.00,250.00
3.3447,250.00,0.00,0.00,189928.53,2700.25,73585.89,100.00,100.00,13005.92,8902.78,50.00,50.00,1700.10,0.00,250.00
3.6448,350.00,0.00,100.00,186281.96,2700.25,69566.16,200.00,50.00,13856.72,11254.44,50.00,0.00,1250.06,50.00,450.01
3.9448,400.01,0.00,100.00,183547.62,6001.24,73183.87,50.00,100.00,13956.82,9553.20,100.00,0.00,1550.09,0.00,350.00
4.2448,200.00,0.00,150.00,187092.22,2200.17,70671.48,100.00,100.00,13706.58,11955.01,50.00,0.00,1650.10,50.00,300.00
4.5448,400.01,50.00,50.00,182737.54,1800.11,68561.40,0.00,200.00,12905.83,10854.13,150.00,50.00,1100.04,150.00,650.02
4.8448,150.00,0.00,50.00,193880.00,3200.35,66853.47,50.00,100.00,14607.47,9953.47,200.00,0.00,1450.07,200.00,350.00
5.1448,300.00,0.00,150.00,189219.41,2200.17,67958.58,50.00,150.00,13156.06,9653.27,50.00,0.00,1650.10,100.00,250.00
5.4449,400.01,0.00,100.00,191448.21,4100.58,70169.06,50.00,0.00,13005.92,11454.60,100.00,0.00,1450.07,250.00,300.00
5.7449,150.00,0.00,100.00,194589.37,3200.35,71274.41,50.00,200.00,13055.97,10754.05,0.00,50.00,1500.08,50.00,450.01
6.0449,200.00,0.00,100.00,188611.61,2900.29,67255.32,100.00,50.00,14357.21,10553.90,150.00,50.00,1400.07,250.00,350.00
6.3449,200.00,0.00,0.00,189928.53,2700.25,70671.48,150.00,50.00,13656.53,8252.39,250.00,0.00,1400.07,0.00,350.00
6.6449,350.00,0.00,100.00,212029.93,3100.33,67556.71,200.00,200.00,13456.34,9603.23,50.00,50.00,1550.09,0.00,500.01
6.9449,300.00,0.00,150.00,196616.27,4600.73,72781.86,250.00,50.00,13356.24,8952.81,150.00,0.00,1500.08,100.00,350.00
7.2449,350.00,0.00,0.00,192866.71,2900.29,66049.80,50.00,0.00,13806.67,10954.21,100.00,0.00,1250.06,150.00,300.00
7.5450,300.00,50.00,200.00,183446.36,4000.55,69365.20,300.00,50.00,12655.61,9953.47,0.00,0.00,1550.09,100.00,400.01
7.8450,500.01,0.00,50.00,189320.70,2700.25,64040.84,150.00,50.00,14407.26,10754.05,50.00,0.00,2000.14,150.00,450.01
8.1450,250.00,50.00,50.00,192968.04,2100.15,72781.86,50.00,200.00,13456.34,10954.21,0.00,0.00,950.03,150.00,400.01
8.4450,200.00,0.00,50.00,204219.68,2200.17,65346.64,100.00,100.00,14307.16,10653.98,100.00,50.00,1600.09,50.00,250.00
8.7450,500.01,100.00,50.00,183851.40,3400.40,68059.05,150.00,100.00,12855.78,11504.64,100.00,0.00,1750.11,100.00,250.00
9.0450,350.00,0.00,150.00,191144.26,2600.23,68360.46,0.00,0.00,13656.53,10804.09,50.00,50.00,1300.06,50.00,150.00
9.3450,250.00,0.00,50.00,189016.81,1900.12,69164.25,150.00,50.00,12155.17,9303.03,0.00,0.00,1250.06,0.00,350.00
9.6451,250.00,0.00,100.00,200468.18,1900.12,66049.80,100.00,100.00,12355.34,9603.23,50.00,0.00,1100.04,100.00,550.01
9.9451,150.00,0.00,100.00,200975.07,3400.40,75395.14,200.00,50.00,12955.87,11354.52,100.00,100.00,950.03,150.00,400.01
10.2451,500.01,0.00,100.00,188307.71,2000.14,64442.61,150.00,200.00,13156.06,11004.24,50.00,100.00,1850.12,50.00,350.00
10.5451,450.01,0.00,50.00,183243.84,2700.25,73485.39,150.00,50.00,13356.24,11804.88,150.00,50.00,1450.07,150.00,450.01
10.8451,300.00,0.00,50.00,195704.14,2400.20,72580.85,0.00,100.00,13055.97,9803.37,150.00,0.00,1000.04,200.00,450.01
11.1451,200.00,0.00,0.00,188307.71,1900.12,66853.47,0.00,50.00,13306.20,11354.52,100.00,0.00,1300.06,150.00,150.00
11.4452,350.00,0.00,50.00,195400.10,3100.33,70570.99,100.00,300.00,12505.47,10203.65,50.00,0.00,1450.07,50.00,450.01
11.7452,100.00,50.00,50.00,187699.96,1400.07,69465.68,200.00,150.00,12705.65,11904.97,0.00,0.00,1300.06,100.00,250.00
12.0452,250.00,0.00,0.00,195906.82,2600.23,75998.27,0.00,50.00,14006.87,9653.27,0.00,0.00,1100.04,100.00,300.00
12.3452,200.00,50.00,200.00,183547.62,1400.07,67657.18,150.00,200.00,14807.67,11154.36,200.00,50.00,1500.08,0.00,150.00
12.6452,300.00,0.00,0.00,188510.30,3200.35,73284.38,100.00,150.00,13005.92,10653.98,200.00,50.00,1450.07,50.00,400.01
12.9452,200.00,0.00,50.00,188712.90,1700.10,65748.44,50.00,100.00,14307.16,10904.17,200.00,0.00,1500.08,0.00,350.00
13.2452,150.00,50.00,0.00,197021.68,2500.21,70872.45,250.00,100.00,12805.74,10754.05,150.00,0.00,1200.05,150.00,350.00
13.5453,200.00,50.00,150.00,183142.57,2100.15,71575.89,100.00,100.00,14207.06,11854.93,100.00,0.00,1900.13,100.00,400.01
13.8453,250.00,0.00,100.00,194792.04,3900.52,68059.05,200.00,100.00,12405.39,11304.48,50.00,0.00,1650.10,250.00,550.01
14.1453,250.00,0.00,100.00,196413.56,2800.27,67355.79,150.00,100.00,13306.20,10153.61,0.00,50.00,1650.10,100.00,450.01
14.4453,450.01,0.00,50.00,194285.34,2500.21,73183.87,100.00,100.00,10804.09,10603.94,50.00,200.00,1250.06,150.00,200.00
