Li;62.2
Be;56.4
Mg;1756
Cl;61
Sc;21
Ti;54.9
V;46.3
Cr;117
Mn;536
Co;57.1
Ni;57.4
Cu;120
Zn;111
Ga;16.1
Ge;56.9
As;44.2
Br;0.44
Sr;6760
Y;22.4
Zr;8.67
Nb;35.2
Mo;1.21
Ru;20.1
Pd;3.4
Ag;53.3
Cd;54.6
Sn;58.1
Sb;20.6
I;20.3
Ba;58.7
La;10.4
Ce;11.2
Pr;12.1
Nd;11
Sm;11
Eu;11.8
Gd;10.8
Tb;10.9
Dy;10.7
Ho;11.3
Er;11.2
Tm;11.9
Yb;11.6
Lu;10.8
Hf;4.73
Ta;20.5
W;2.16
Pt;17.8
Au;7.12
Hg;10.2
Tl;14.2
Pb;56.5
Bi;19.9
Th;55.4
U;1.52
