D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_c14.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 14:59:02 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,200.00,0.00,100.00,168467.29,1500.08,72982.86,150.00,50.00,16859.95,7201.82,0.00,0.00,850.03,0.00,150.00
0.6446,100.00,50.00,50.00,170389.42,800.02,76199.32,0.00,0.00,15758.69,8402.47,50.00,0.00,1000.04,0.00,150.00
0.9447,100.00,0.00,150.00,170187.07,1400.07,67255.32,150.00,50.00,14807.67,7101.77,50.00,0.00,1150.05,0.00,100.00
1.2447,150.00,0.00,50.00,158354.93,1600.09,72178.86,200.00,50.00,16309.31,7251.84,50.00,50.00,900.03,50.00,150.00
1.5447,200.00,0.00,0.00,169984.74,1600.09,73585.89,50.00,50.00,13656.53,7351.90,0.00,0.00,1000.04,0.00,150.00
1.8447,150.00,0.00,200.00,170389.42,1500.08,74389.97,50.00,100.00,14357.21,6651.55,50.00,0.00,1500.08,100.00,50.00
2.1447,150.00,0.00,50.00,164522.63,1900.12,67456.25,0.00,100.00,18061.42,7702.08,50.00,50.00,1150.05,0.00,50.00
2.4447,350.00,0.00,0.00,168062.66,1600.09,68661.88,50.00,0.00,15758.69,7702.08,50.00,0.00,750.02,0.00,50.00
2.7448,200.00,0.00,200.00,166241.97,1600.09,69063.77,50.00,0.00,16509.54,8302.42,50.00,0.00,800.02,100.00,0.00
3.0448,200.00,0.00,100.00,170085.90,1100.04,71776.88,50.00,150.00,17010.13,8652.62,0.00,0.00,1350.06,50.00,100.00
3.3448,250.00,0.00,50.00,171502.36,1000.03,70269.53,50.00,100.00,15658.58,7652.05,100.00,0.00,1200.05,0.00,150.00
3.6448,150.00,0.00,50.00,176663.40,1700.10,69365.20,150.00,100.00,15408.31,7501.97,0.00,0.00,1100.04,0.00,100.00
3.9448,150.00,0.00,0.00,170794.10,1700.10,72781.86,0.00,50.00,16309.31,6701.57,0.00,0.00,1200.05,0.00,150.00
4.2448,50.00,0.00,0.00,167253.43,1900.12,71977.87,100.00,50.00,16359.37,6801.62,0.00,0.00,950.03,0.00,50.00
4.5448,50.00,0.00,0.00,167961.50,1000.03,71776.88,150.00,50.00,14857.73,6951.69,50.00,0.00,1400.07,0.00,50.00
4.8449,100.00,0.00,100.00,178181.69,900.03,67054.39,50.00,0.00,17811.10,6901.67,150.00,0.00,1300.06,0.00,150.00
5.1449,50.00,0.00,50.00,170692.94,2100.15,74993.06,50.00,50.00,16609.65,7101.77,0.00,0.00,1050.04,50.00,0.00
5.4449,100.00,0.00,50.00,163511.36,1500.08,69666.64,50.00,50.00,14657.52,8552.56,100.00,0.00,950.03,100.00,100.00
5.7449,200.00,0.00,50.00,163814.75,1200.05,69867.60,0.00,0.00,16209.19,7752.11,100.00,0.00,650.01,0.00,50.00
6.0449,200.00,50.00,50.00,169377.73,1800.11,73485.39,0.00,200.00,16709.77,7802.13,150.00,0.00,1500.08,0.00,150.00
6.3449,350.00,0.00,0.00,166545.41,1300.06,69063.77,50.00,50.00,14056.92,6751.60,50.00,0.00,1200.05,100.00,150.00
6.6449,150.00,0.00,0.00,166140.83,1900.12,64342.17,150.00,100.00,16859.95,6901.67,50.00,0.00,850.03,100.00,50.00
6.9450,200.00,0.00,100.00,165129.44,1800.11,69867.60,50.00,200.00,15258.15,7802.13,0.00,0.00,1150.05,0.00,100.00
7.2450,350.00,0.00,150.00,168163.82,1400.07,67255.32,50.00,50.00,15057.94,6701.57,100.00,0.00,1250.06,50.00,0.00
7.5450,100.00,0.00,50.00,169377.73,2100.15,70068.57,150.00,0.00,16709.77,6901.67,50.00,0.00,1500.08,0.00,200.00
7.8450,150.00,0.00,50.00,161893.47,1000.03,70269.53,0.00,50.00,16409.42,7702.08,150.00,0.00,1150.05,0.00,50.00
8.1450,200.00,0.00,0.00,169074.24,1200.05,68561.40,100.00,100.00,15258.15,7602.03,50.00,0.00,1200.05,0.00,100.00
8.4450,50.00,0.00,100.00,168366.13,900.03,72681.35,50.00,150.00,16259.25,7552.00,50.00,0.00,1350.06,50.00,250.00
8.7451,200.00,0.00,50.00,165736.27,1600.09,66150.26,0.00,50.00,15908.86,7151.79,150.00,0.00,1150.05,0.00,0.00
9.0451,200.00,0.00,50.00,170288.26,1200.05,66853.47,50.00,100.00,13656.53,8052.27,0.00,0.00,850.03,0.00,100.00
9.3451,200.00,0.00,0.00,164016.99,1000.03,71274.41,50.00,200.00,16008.97,8552.56,50.00,0.00,1350.06,50.00,0.00
9.6451,100.00,0.00,50.00,173829.65,1200.05,66351.17,100.00,200.00,15007.88,7451.95,0.00,0.00,1200.05,0.00,100.00
9.9451,150.00,0.00,0.00,170591.76,2000.14,70269.53,200.00,50.00,16709.77,7952.22,0.00,0.00,1350.06,0.00,0.00
10.2451,150.00,0.00,0.00,175550.07,2100.15,72078.36,250.00,150.00,15808.75,7201.82,50.00,0.00,1050.04,0.00,150.00
10.5451,450.01,0.00,0.00,173728.47,1600.09,70771.97,100.00,0.00,17510.73,8202.36,100.00,50.00,650.01,100.00,100.00
10.8452,400.01,0.00,150.00,175145.25,2300.18,74188.95,50.00,50.00,15658.58,7201.82,0.00,0.00,750.02,0.00,150.00
