D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_c11.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 14:51:33 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3447,450.01,0.00,0.00,164826.04,2100.15,65647.99,50.00,100.00,16759.83,7201.82,100.00,0.00,1800.11,50.00,100.00
0.6447,100.00,0.00,200.00,176865.83,1700.10,65447.09,0.00,150.00,16059.03,8202.36,100.00,0.00,1150.05,0.00,150.00
0.9447,150.00,0.00,150.00,165736.27,1100.04,69264.73,50.00,100.00,16559.60,8952.81,0.00,0.00,1150.05,0.00,100.00
1.2447,200.00,0.00,0.00,170490.60,900.03,70470.51,100.00,0.00,16008.97,7201.82,50.00,0.00,1300.06,0.00,100.00
1.5447,50.00,0.00,200.00,180003.86,1700.10,62534.30,0.00,0.00,17761.04,7501.97,0.00,0.00,1450.07,50.00,200.00
1.8448,150.00,0.00,0.00,169276.57,1600.09,66451.63,100.00,100.00,17911.23,7251.84,150.00,0.00,1200.05,0.00,150.00
2.1448,50.00,0.00,0.00,179295.21,1700.10,67757.65,150.00,50.00,16309.31,7151.79,50.00,0.00,1200.05,0.00,250.00
2.4448,150.00,0.00,0.00,172109.44,2000.14,69566.16,100.00,150.00,17710.98,7602.03,50.00,0.00,750.02,0.00,100.00
2.7448,250.00,0.00,0.00,172412.99,1500.08,66953.93,50.00,50.00,16459.48,7151.79,50.00,0.00,1050.04,100.00,150.00
3.0448,150.00,0.00,0.00,172918.93,1800.11,65647.99,50.00,150.00,16259.25,7351.90,50.00,0.00,350.00,0.00,150.00
3.3448,150.00,0.00,50.00,161691.25,1500.08,61027.91,50.00,100.00,16609.65,6801.62,0.00,50.00,1300.06,50.00,100.00
3.6449,150.00,0.00,50.00,169883.57,1500.08,58216.41,0.00,150.00,15208.09,8002.24,50.00,0.00,1200.05,0.00,50.00
3.9449,250.00,0.00,0.00,177979.25,700.02,68360.46,150.00,200.00,16809.89,7301.87,50.00,0.00,1150.05,50.00,50.00
4.2449,100.00,0.00,0.00,171097.64,1900.12,65145.74,0.00,0.00,17310.49,7802.13,0.00,0.00,1200.05,0.00,50.00
4.5449,200.00,0.00,0.00,182737.54,2000.14,65848.90,0.00,0.00,16709.77,7351.90,0.00,0.00,1150.05,100.00,100.00
4.8449,200.00,0.00,100.00,175752.49,1500.08,74088.44,250.00,100.00,16159.14,6701.57,0.00,0.00,950.03,50.00,50.00
5.1449,50.00,0.00,0.00,175347.66,2400.20,65447.09,50.00,50.00,17811.10,7051.74,100.00,0.00,950.03,50.00,100.00
5.4449,150.00,0.00,0.00,166140.83,1500.08,68460.93,50.00,100.00,17460.67,7952.22,100.00,0.00,750.02,0.00,200.00
5.7450,0.00,50.00,0.00,168264.97,1600.09,62032.15,0.00,50.00,15358.26,8252.39,100.00,0.00,850.03,0.00,50.00
6.0450,100.00,100.00,0.00,168062.66,1700.10,66250.72,50.00,50.00,15458.36,7451.95,50.00,0.00,1150.05,0.00,50.00
6.3450,0.00,0.00,150.00,173627.26,1100.04,68259.99,100.00,150.00,15908.86,7001.72,50.00,0.00,1300.06,0.00,150.00
6.6450,200.00,0.00,0.00,170389.42,1500.08,67355.79,50.00,200.00,17110.24,6751.60,0.00,0.00,1450.07,50.00,100.00
6.9450,150.00,0.00,0.00,172412.99,1600.09,68460.93,100.00,100.00,16259.25,6251.37,100.00,0.00,1650.10,0.00,50.00
7.2450,200.00,0.00,0.00,168062.66,1700.10,67355.79,50.00,100.00,17510.73,8102.30,0.00,0.00,1100.04,0.00,50.00
7.5450,350.00,0.00,50.00,173020.12,1400.07,67958.58,50.00,100.00,15408.31,7602.03,50.00,0.00,700.02,50.00,200.00
7.8451,250.00,0.00,50.00,169681.23,1700.10,68661.88,200.00,0.00,15208.09,7802.13,50.00,0.00,1000.04,0.00,0.00
8.1451,50.00,0.00,150.00,173222.50,1100.04,65647.99,200.00,50.00,16759.83,8752.69,0.00,0.00,950.03,0.00,150.00
8.4451,350.00,0.00,100.00,173526.07,1100.04,66652.55,50.00,150.00,16609.65,7151.79,100.00,0.00,750.02,0.00,50.00
8.7451,250.00,0.00,0.00,165736.27,1200.05,64141.28,0.00,100.00,16509.54,7401.92,100.00,0.00,1150.05,0.00,50.00
9.0451,50.00,0.00,50.00,170692.94,2000.14,66853.47,100.00,50.00,14507.37,7301.87,0.00,0.00,1200.05,0.00,100.00
9.3451,100.00,0.00,0.00,168973.08,1600.09,64643.51,250.00,50.00,16809.89,6901.67,100.00,0.00,900.03,0.00,100.00
9.6452,150.00,0.00,50.00,169276.57,1500.08,63538.65,50.00,100.00,17861.16,7401.92,0.00,0.00,1550.09,0.00,50.00
9.9452,100.00,0.00,50.00,176359.75,1800.11,65346.64,150.00,0.00,16809.89,8552.56,0.00,0.00,1450.07,0.00,150.00
10.2452,0.00,50.00,0.00,172514.17,2300.18,68561.40,0.00,50.00,15958.91,8402.47,50.00,0.00,950.03,0.00,50.00
