D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_c09.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 14:47:12 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,0.00,0.00,100.00,173222.50,1900.12,63839.96,50.00,200.00,16609.65,8502.53,50.00,0.00,1250.06,100.00,0.00
0.6446,100.00,0.00,0.00,175853.70,1100.04,65246.19,50.00,50.00,14907.78,6551.50,0.00,0.00,1000.04,0.00,50.00
0.9446,250.00,0.00,0.00,179700.16,1200.05,61027.91,50.00,100.00,18662.19,8152.33,0.00,0.00,1150.05,0.00,50.00
1.2446,300.00,0.00,50.00,181320.02,500.01,64442.61,100.00,50.00,16059.03,6701.57,0.00,0.00,1400.07,0.00,200.00
1.5446,150.00,0.00,50.00,164724.90,1100.04,62936.03,50.00,100.00,15007.88,7201.82,50.00,0.00,950.03,0.00,50.00
1.8446,150.00,0.00,50.00,167860.34,1700.10,64141.28,100.00,100.00,18061.42,7301.87,50.00,0.00,1000.04,50.00,50.00
2.1447,50.00,50.00,0.00,176359.75,1000.03,63036.46,0.00,100.00,17210.37,7451.95,50.00,0.00,1250.06,100.00,50.00
2.4447,150.00,0.00,50.00,175448.88,2400.20,64743.95,50.00,0.00,16309.31,8002.24,0.00,0.00,850.03,0.00,200.00
2.7447,200.00,0.00,150.00,174234.44,900.03,73284.38,0.00,250.00,16709.77,7952.22,50.00,0.00,1100.04,50.00,0.00
3.0447,400.01,0.00,50.00,171097.64,1200.05,64543.05,150.00,50.00,17160.31,7351.90,0.00,0.00,950.03,0.00,50.00
3.3447,200.00,0.00,50.00,171805.88,1300.06,69164.25,50.00,200.00,16309.31,8202.36,0.00,0.00,1250.06,0.00,50.00
3.6447,100.00,0.00,150.00,168871.92,1400.07,66351.17,0.00,150.00,17961.29,6451.46,100.00,0.00,1200.05,0.00,0.00
3.9448,200.00,0.00,0.00,167354.59,1500.08,64944.84,0.00,100.00,17060.19,7902.19,0.00,0.00,1150.05,0.00,300.00
4.2448,200.00,0.00,150.00,174133.24,1800.11,61630.45,0.00,200.00,15658.58,7501.97,50.00,0.00,950.03,0.00,200.00
4.5448,50.00,0.00,50.00,174942.85,2200.17,67456.25,200.00,200.00,17761.04,6551.50,0.00,0.00,1300.06,0.00,50.00
4.8448,200.00,0.00,100.00,173121.30,2600.23,61931.73,150.00,0.00,16609.65,7652.05,50.00,0.00,1000.04,0.00,50.00
5.1448,400.01,0.00,0.00,171907.07,1900.12,67958.58,100.00,0.00,16359.37,8302.42,50.00,0.00,1200.05,0.00,150.00
5.4448,50.00,0.00,0.00,172311.80,1900.12,66351.17,50.00,0.00,16709.77,7251.84,100.00,0.00,900.03,0.00,50.00
5.7448,50.00,0.00,0.00,180003.86,1100.04,65547.54,50.00,100.00,16659.71,6801.62,0.00,0.00,1250.06,50.00,100.00
6.0449,150.00,0.00,50.00,172716.55,2000.14,68762.35,200.00,350.00,15308.20,8052.27,100.00,50.00,1250.06,0.00,50.00
6.3449,50.00,0.00,100.00,169478.89,1300.06,69968.08,50.00,100.00,18361.80,6451.46,50.00,0.00,1000.04,0.00,150.00
6.6449,150.00,0.00,50.00,164016.99,1800.11,61429.60,50.00,100.00,15007.88,7852.16,50.00,0.00,900.03,100.00,200.00
6.9449,300.00,0.00,0.00,171603.53,1600.09,60525.82,50.00,50.00,17560.79,6751.60,50.00,0.00,1400.07,0.00,200.00
7.2449,300.00,0.00,50.00,170692.94,1200.05,61027.91,100.00,0.00,16359.37,8502.53,50.00,0.00,1100.04,100.00,150.00
