D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_b29.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 12:52:52 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,500.01,50.00,150.00,245651.25,4600.73,31233.54,150.00,150.00,10954.20,7101.77,400.01,150.00,800.02,150.00,100.00
0.6446,350.00,50.00,50.00,239754.35,6001.24,30431.84,0.00,0.00,9703.30,8302.42,50.00,50.00,1200.05,150.00,200.00
0.9446,450.01,0.00,50.00,275578.88,4800.79,30131.21,200.00,100.00,10503.86,8502.53,100.00,200.00,850.03,0.00,200.00
1.2446,400.01,150.00,0.00,260403.88,3400.40,28628.18,100.00,50.00,10153.61,9052.87,150.00,200.00,1350.06,200.00,150.00
1.5446,350.00,0.00,50.00,241685.84,2900.29,32135.50,200.00,150.00,9703.30,9152.94,150.00,250.00,1000.04,100.00,150.00
1.8447,600.01,100.00,0.00,251143.60,5100.89,33839.36,50.00,300.00,11955.00,8402.47,50.00,250.00,1250.06,100.00,100.00
2.1447,400.01,50.00,150.00,256638.01,6401.41,28728.38,0.00,150.00,10754.05,8702.66,400.01,100.00,850.03,150.00,50.00
2.4447,450.01,0.00,200.00,264883.47,4300.64,29830.59,0.00,0.00,9703.30,9052.87,300.00,300.00,1050.04,100.00,250.00
2.7447,150.00,0.00,0.00,245549.56,6201.32,29229.38,100.00,50.00,10653.97,7852.16,50.00,200.00,1300.06,50.00,100.00
3.0447,300.00,0.00,100.00,279145.75,4300.64,28628.18,50.00,50.00,9653.26,9002.84,300.00,0.00,1650.10,100.00,50.00
3.3447,300.00,0.00,150.00,255722.14,4500.70,29129.17,50.00,250.00,10603.94,8502.53,200.00,50.00,1200.05,150.00,300.00
3.6447,200.00,0.00,50.00,225530.15,4100.58,29028.97,150.00,100.00,10904.16,9453.13,150.00,100.00,1050.04,50.00,150.00
3.9448,350.00,0.00,100.00,246464.82,5901.20,28527.98,150.00,0.00,10754.05,8502.53,150.00,0.00,1250.06,0.00,150.00
4.2448,550.01,50.00,50.00,245346.19,4600.73,32335.95,100.00,150.00,11854.92,9002.84,150.00,50.00,1400.07,150.00,50.00
4.5448,250.00,0.00,50.00,258978.83,3600.45,28427.79,50.00,0.00,9953.47,8052.27,200.00,200.00,1250.06,100.00,250.00
4.8448,200.00,0.00,50.00,257350.39,4800.79,30632.26,100.00,150.00,11454.59,8352.45,150.00,100.00,1100.04,250.00,100.00
5.1448,300.00,50.00,50.00,262439.89,4200.61,29129.17,300.00,0.00,10754.05,8902.78,250.00,50.00,1000.04,150.00,150.00
5.4448,250.00,100.00,200.00,249821.19,4800.79,30532.05,0.00,100.00,9903.43,8802.72,250.00,100.00,1050.04,100.00,200.00
5.7448,450.01,0.00,0.00,262948.93,4700.76,25422.22,50.00,150.00,11454.59,7852.16,0.00,150.00,850.03,0.00,300.00
6.0449,400.01,50.00,200.00,248600.59,4100.58,32135.50,0.00,50.00,10253.68,9653.27,300.00,50.00,1150.05,50.00,500.01
6.3449,150.00,0.00,150.00,264170.70,4900.83,30231.42,100.00,50.00,9903.43,8952.81,150.00,250.00,1100.04,0.00,300.00
6.6449,150.00,0.00,0.00,265698.07,6301.36,29129.17,50.00,0.00,9202.96,8402.47,200.00,50.00,1050.04,200.00,100.00
6.9449,250.00,50.00,100.00,267123.75,4900.83,35443.18,350.00,0.00,10904.16,9052.87,350.00,50.00,1400.07,0.00,150.00
7.2449,250.00,50.00,50.00,435917.87,3400.40,30231.42,150.00,100.00,10353.75,8252.39,100.00,200.00,850.03,150.00,200.00
7.5449,300.00,0.00,150.00,256943.31,3900.52,31534.19,0.00,150.00,10103.57,9303.03,300.00,150.00,550.01,150.00,50.00
7.8450,200.00,0.00,0.00,248905.74,4800.79,30431.84,50.00,350.00,11504.63,8852.75,400.01,50.00,1900.13,50.00,200.00
8.1450,500.01,0.00,200.00,272114.75,4600.73,32736.84,100.00,50.00,11704.80,8402.47,250.00,150.00,650.01,0.00,250.00
8.4450,450.01,0.00,100.00,250329.81,4300.64,30231.42,250.00,100.00,8702.65,8602.59,150.00,50.00,950.03,50.00,350.00
8.7450,200.00,0.00,150.00,231929.35,6901.64,30732.47,150.00,150.00,11204.39,8802.72,200.00,100.00,650.01,50.00,50.00
9.0450,300.00,0.00,0.00,246769.90,5200.93,34541.01,100.00,100.00,11604.71,8302.42,250.00,100.00,1200.05,50.00,350.00
9.3450,450.01,0.00,0.00,256536.23,3700.47,30732.47,50.00,150.00,10503.86,9453.13,50.00,150.00,1000.04,50.00,300.00
9.6451,450.01,0.00,150.00,243922.61,3900.52,29229.38,200.00,50.00,10603.94,7552.00,100.00,150.00,950.03,150.00,350.00
9.9451,300.00,0.00,100.00,242702.51,4600.73,29529.98,100.00,50.00,10553.90,7852.16,0.00,200.00,1650.10,0.00,350.00
10.2451,150.00,0.00,100.00,247481.81,3700.47,28828.58,0.00,100.00,9803.36,9403.10,250.00,200.00,1150.05,50.00,200.00
10.5451,400.01,0.00,150.00,242397.49,5000.86,28828.58,50.00,100.00,11154.36,7902.19,250.00,150.00,1350.06,100.00,150.00
10.8451,550.01,0.00,100.00,256332.71,4100.58,31133.33,250.00,100.00,11004.24,9202.97,150.00,250.00,900.03,0.00,100.00
11.1451,300.00,0.00,50.00,256638.01,3600.45,30732.47,200.00,250.00,10153.61,9903.44,250.00,200.00,1100.04,0.00,250.00
11.4451,300.00,0.00,0.00,246871.61,3200.35,29630.18,100.00,100.00,10053.54,7952.22,150.00,200.00,1000.04,0.00,150.00
11.7451,300.00,0.00,200.00,259996.70,4000.55,27726.43,100.00,150.00,9253.00,9052.87,250.00,100.00,850.03,0.00,100.00
12.0452,350.00,50.00,50.00,267531.13,5501.04,34039.83,200.00,150.00,10153.61,8302.42,350.00,100.00,1900.13,100.00,200.00
12.3452,400.01,0.00,50.00,236095.39,5601.08,34240.30,150.00,0.00,9903.43,8252.39,100.00,100.00,900.03,0.00,350.00
12.6452,200.00,50.00,100.00,253585.30,4000.55,30031.01,50.00,50.00,11054.28,7702.08,50.00,100.00,1450.07,50.00,250.00
12.9452,50.00,50.00,200.00,258571.70,3700.47,30431.84,0.00,0.00,10403.79,8702.66,200.00,200.00,1300.06,0.00,150.00
13.2452,300.00,0.00,50.00,236298.66,5501.04,28828.58,50.00,350.00,11604.71,8602.59,150.00,50.00,1100.04,100.00,100.00
13.5452,200.00,50.00,50.00,228780.20,4500.70,32436.17,100.00,50.00,9953.47,8402.47,150.00,100.00,1250.06,100.00,250.00
13.8453,250.00,0.00,100.00,256230.96,3100.33,28527.98,100.00,50.00,10603.94,8202.36,100.00,0.00,950.03,0.00,100.00
14.1453,200.00,50.00,150.00,228373.90,4600.73,30932.89,100.00,100.00,9753.33,8602.59,0.00,100.00,850.03,150.00,150.00
14.4453,350.00,0.00,50.00,228577.05,3900.52,29229.38,0.00,50.00,11154.36,9503.17,100.00,50.00,1150.05,0.00,50.00
14.7453,500.01,0.00,50.00,253178.32,5401.00,29529.98,350.00,0.00,9953.47,8252.39,100.00,100.00,1550.09,0.00,100.00
15.0453,200.00,0.00,100.00,258469.95,4400.67,29630.18,0.00,150.00,12055.09,9152.94,100.00,50.00,1150.05,100.00,250.00
15.3453,550.01,50.00,50.00,266716.41,3900.52,31133.33,100.00,100.00,10303.72,8302.42,0.00,200.00,1550.09,0.00,200.00
15.6453,100.00,100.00,50.00,238737.89,5901.20,32636.62,150.00,0.00,9853.40,9102.90,200.00,150.00,900.03,50.00,150.00
15.9454,150.00,0.00,50.00,268345.90,8102.26,30632.26,50.00,150.00,10053.54,8052.27,100.00,50.00,1450.07,50.00,150.00
16.2454,600.01,0.00,50.00,250736.69,3800.50,32035.28,50.00,100.00,10653.97,8402.47,100.00,250.00,1050.04,100.00,100.00
16.5454,300.00,50.00,150.00,237823.12,4400.67,28628.18,100.00,350.00,9753.33,9052.87,150.00,250.00,1300.06,100.00,300.00
16.8454,100.00,50.00,50.00,251855.74,4400.67,28027.01,50.00,100.00,11504.63,8602.59,400.01,0.00,700.02,100.00,200.00
17.1454,350.00,0.00,100.00,253788.79,5601.08,32536.39,100.00,50.00,13156.06,7852.16,200.00,150.00,1600.09,50.00,250.00
17.4454,250.00,0.00,0.00,252567.87,5100.89,27225.49,100.00,250.00,9303.03,8602.59,150.00,100.00,1500.08,50.00,50.00
17.7454,50.00,0.00,150.00,279451.54,4400.67,31333.75,150.00,150.00,9853.40,7752.11,150.00,50.00,750.02,100.00,200.00
