D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_b20.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 12:29:10 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3440,250.00,0.00,150.00,236603.52,2700.25,32436.17,100.00,150.00,9953.47,8852.75,50.00,0.00,1100.04,0.00,0.00
0.6440,500.01,0.00,0.00,228373.90,2600.23,31634.41,150.00,150.00,11004.24,8252.39,100.00,0.00,750.02,0.00,50.00
0.9440,200.00,0.00,100.00,231116.60,2700.25,33137.75,50.00,50.00,9052.87,8802.72,150.00,0.00,1400.07,0.00,50.00
1.2441,150.00,0.00,50.00,229592.82,3000.31,30331.63,50.00,50.00,11404.55,8152.33,0.00,0.00,650.01,50.00,100.00
1.5441,100.00,0.00,50.00,231726.17,3400.40,35042.21,150.00,100.00,9603.23,9152.94,0.00,0.00,1200.05,0.00,200.00
1.8441,250.00,50.00,0.00,226748.85,4600.73,32736.84,0.00,50.00,10653.97,7852.16,0.00,0.00,1050.04,0.00,200.00
2.1441,350.00,0.00,50.00,232030.93,3100.33,33237.98,0.00,150.00,11154.36,7802.13,0.00,0.00,1400.07,150.00,250.00
2.4441,150.00,0.00,100.00,226444.17,3200.35,35042.21,100.00,150.00,9152.93,8552.56,0.00,0.00,650.01,50.00,50.00
2.7441,250.00,0.00,50.00,224920.87,3400.40,32736.84,50.00,100.00,10403.79,8402.47,0.00,0.00,1150.05,0.00,100.00
3.0441,0.00,0.00,50.00,239144.46,3300.37,29930.80,50.00,100.00,11454.59,9453.13,50.00,0.00,950.03,0.00,100.00
3.3442,300.00,0.00,150.00,231421.36,2600.23,34541.01,150.00,100.00,9603.23,9102.90,0.00,0.00,900.03,0.00,200.00
3.6442,150.00,0.00,50.00,227358.23,4000.55,30732.47,150.00,100.00,10203.64,7852.16,0.00,0.00,1100.04,0.00,200.00
3.9442,150.00,0.00,0.00,225327.05,2800.27,34039.83,0.00,50.00,9653.26,8152.33,0.00,0.00,1200.05,0.00,0.00
4.2442,150.00,0.00,50.00,216393.31,2000.14,33438.44,150.00,100.00,9703.30,9052.87,0.00,0.00,900.03,0.00,100.00
4.5442,250.00,0.00,50.00,229288.09,3000.31,33939.60,150.00,150.00,10153.61,8352.45,0.00,0.00,600.01,0.00,100.00
4.8442,450.01,0.00,0.00,231827.76,2200.17,33237.98,250.00,0.00,9803.36,9553.20,100.00,0.00,1100.04,0.00,150.00
5.1443,300.00,0.00,0.00,228780.20,4000.55,30932.89,200.00,200.00,9653.26,8652.62,0.00,0.00,350.00,50.00,250.00
5.4443,250.00,0.00,100.00,232538.94,2900.29,30431.84,50.00,150.00,10153.61,9653.27,100.00,0.00,850.03,50.00,200.00
5.7443,350.00,0.00,50.00,234571.09,2200.17,34039.83,200.00,200.00,11104.32,7752.11,100.00,0.00,950.03,0.00,100.00
6.0443,200.00,0.00,100.00,243210.86,1700.10,32736.84,50.00,50.00,9202.96,8452.50,50.00,0.00,1300.06,100.00,150.00
6.3443,300.00,0.00,50.00,232234.13,2200.17,33137.75,0.00,100.00,9002.84,8252.39,0.00,0.00,1050.04,0.00,350.00
6.6443,200.00,100.00,0.00,237721.48,3600.45,33137.75,250.00,100.00,9603.23,8902.78,50.00,0.00,800.02,50.00,50.00
6.9443,600.01,50.00,0.00,234164.65,2600.23,32536.39,100.00,100.00,10754.05,8502.53,0.00,0.00,1200.05,50.00,50.00
7.2444,250.00,0.00,100.00,244329.32,4300.64,31033.11,100.00,150.00,10653.97,7451.95,0.00,0.00,900.03,50.00,100.00
7.5444,300.00,0.00,0.00,225123.95,3000.31,30031.01,50.00,50.00,10203.64,8452.50,50.00,0.00,1050.04,0.00,250.00
7.8444,200.00,0.00,0.00,228577.05,3300.37,33538.67,150.00,100.00,10553.90,8602.59,0.00,50.00,900.03,0.00,100.00
8.1444,150.00,0.00,0.00,230202.32,3400.40,34140.07,100.00,0.00,10453.83,9953.47,0.00,0.00,850.03,0.00,0.00
8.4444,400.01,0.00,50.00,231116.60,2900.29,32235.72,0.00,300.00,8952.81,8102.30,0.00,0.00,1000.04,100.00,300.00
8.7444,400.01,0.00,0.00,237924.76,2800.27,31033.11,0.00,50.00,10553.90,8652.62,0.00,0.00,1000.04,0.00,100.00
9.0444,150.00,0.00,150.00,239652.69,2900.29,31634.41,0.00,200.00,10053.54,8102.30,0.00,0.00,1150.05,0.00,100.00
9.3445,150.00,50.00,150.00,225123.95,2900.29,31333.75,150.00,100.00,10403.79,7952.22,0.00,0.00,1000.04,0.00,150.00
9.6445,250.00,0.00,0.00,236908.42,2900.29,30231.42,0.00,150.00,11454.59,8202.36,50.00,50.00,1750.11,50.00,50.00
9.9445,350.00,0.00,0.00,242194.17,2300.18,30331.63,100.00,50.00,9403.10,8552.56,50.00,0.00,850.03,0.00,200.00
10.2445,450.01,50.00,50.00,230507.06,2500.21,33338.21,50.00,100.00,10303.72,9403.10,0.00,0.00,600.01,0.00,150.00
10.5445,100.00,0.00,0.00,226037.94,3700.47,32035.28,100.00,100.00,9903.43,8502.53,0.00,0.00,900.03,0.00,300.00
10.8445,300.00,100.00,0.00,225225.51,2500.21,29429.78,150.00,100.00,10553.90,9152.94,0.00,0.00,700.02,0.00,150.00
11.1446,300.00,0.00,150.00,229795.97,2200.17,32335.95,50.00,300.00,10203.64,8852.75,50.00,0.00,650.01,0.00,100.00
11.4446,250.00,0.00,150.00,231522.97,2100.15,33037.52,50.00,0.00,11004.24,7602.03,100.00,0.00,1100.04,50.00,100.00
11.7446,300.00,0.00,50.00,238636.23,2700.25,30732.47,150.00,100.00,9403.10,8852.75,50.00,0.00,900.03,0.00,150.00
12.0446,400.01,50.00,0.00,231421.36,3000.31,32335.95,150.00,0.00,9753.33,9653.27,0.00,0.00,700.02,0.00,350.00
12.3446,200.00,50.00,50.00,232234.13,2800.27,28728.38,100.00,200.00,8902.77,7652.05,0.00,0.00,950.03,0.00,0.00
12.6446,400.01,0.00,50.00,225225.51,3900.52,34140.07,250.00,50.00,11104.32,9253.00,100.00,0.00,1000.04,100.00,0.00
12.9446,400.01,0.00,50.00,224413.13,2600.23,32736.84,150.00,200.00,10553.90,9503.17,100.00,0.00,850.03,0.00,150.00
13.2447,300.00,0.00,50.00,231218.19,2100.15,30832.68,100.00,0.00,10503.86,8702.66,0.00,0.00,950.03,0.00,100.00
13.5447,350.00,50.00,100.00,231522.97,2600.23,71676.39,50.00,100.00,11154.36,9353.07,0.00,50.00,1250.06,100.00,150.00
13.8447,200.00,0.00,0.00,234774.32,3100.33,33939.60,0.00,150.00,8902.77,7251.84,0.00,0.00,1200.05,50.00,0.00
14.1447,200.00,0.00,50.00,227662.92,3700.47,30532.05,100.00,100.00,11054.28,8602.59,50.00,0.00,850.03,50.00,100.00
14.4447,200.00,0.00,100.00,228881.76,3400.40,34440.77,100.00,0.00,10503.86,8002.24,0.00,0.00,650.01,0.00,150.00
14.7447,350.00,0.00,200.00,235180.79,2300.18,32536.39,100.00,150.00,10553.90,9453.13,0.00,0.00,1000.04,0.00,0.00
15.0447,50.00,0.00,50.00,226951.98,3400.40,30031.01,50.00,150.00,11004.24,8202.36,0.00,0.00,1450.07,0.00,150.00
15.3448,450.01,0.00,50.00,236501.90,3200.35,31734.62,100.00,0.00,10553.90,7802.13,50.00,0.00,800.02,0.00,150.00
15.6448,150.00,0.00,0.00,231726.17,2100.15,34941.97,50.00,0.00,10353.75,8402.47,0.00,0.00,1300.06,0.00,500.01
15.9448,150.00,0.00,100.00,228373.90,3200.35,32436.17,50.00,150.00,11204.39,9253.00,0.00,0.00,1150.05,100.00,50.00
16.2448,500.01,0.00,50.00,222483.91,4100.58,31734.62,150.00,300.00,9152.93,8302.42,0.00,0.00,1100.04,0.00,150.00
16.5448,400.01,0.00,100.00,242905.86,2700.25,34941.97,200.00,250.00,12355.34,8652.62,0.00,0.00,950.03,0.00,200.00
16.8448,300.00,0.00,0.00,232030.93,2600.23,31634.41,50.00,250.00,9253.00,7351.90,0.00,0.00,800.02,0.00,150.00
17.1449,300.00,0.00,0.00,220351.90,2900.29,33739.13,150.00,50.00,9853.40,8952.81,0.00,0.00,1100.04,0.00,150.00
17.4449,300.00,0.00,150.00,231015.01,3500.42,31734.62,150.00,200.00,8052.27,9553.20,50.00,0.00,1150.05,0.00,250.00
17.7449,100.00,0.00,0.00,224413.13,2800.27,34240.30,50.00,250.00,11104.32,9503.17,0.00,0.00,1050.04,0.00,50.00
18.0449,200.00,0.00,50.00,229694.38,2800.27,34039.83,50.00,100.00,10804.09,8902.78,0.00,0.00,850.03,50.00,150.00
18.3449,400.01,0.00,100.00,230507.06,3300.37,34340.54,0.00,50.00,10704.01,9202.97,0.00,0.00,1400.07,100.00,0.00
18.6449,150.00,50.00,50.00,233250.15,3600.45,31935.06,50.00,200.00,10053.54,8602.59,50.00,0.00,900.03,0.00,50.00
18.9450,300.00,0.00,150.00,222483.91,3000.31,31333.75,200.00,100.00,9553.20,9303.03,0.00,0.00,950.03,0.00,300.00
19.2450,250.00,0.00,0.00,228577.05,3900.52,31935.06,200.00,250.00,10153.61,8752.69,0.00,0.00,750.02,150.00,150.00
19.5450,350.00,0.00,100.00,233351.76,3200.35,33137.75,50.00,0.00,10904.16,9303.03,50.00,0.00,1000.04,50.00,100.00
19.8450,300.00,0.00,50.00,237010.03,3400.40,31534.19,150.00,100.00,10353.75,8352.45,50.00,0.00,1450.07,0.00,50.00
20.1450,500.01,0.00,50.00,234977.56,3600.45,31133.33,150.00,150.00,11304.47,7702.08,100.00,50.00,800.02,0.00,100.00
20.4450,150.00,0.00,0.00,231015.01,2100.15,32937.30,0.00,200.00,10003.50,7652.05,0.00,0.00,1200.05,50.00,50.00
