D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_a23.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 11:27:44 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3447,300.00,50.00,50.00,228272.34,2500.21,32536.39,250.00,100.00,12105.13,9202.97,0.00,0.00,850.03,150.00,250.00
0.6447,200.00,0.00,50.00,227764.50,2900.29,35643.67,0.00,100.00,11754.84,8852.75,100.00,0.00,1000.04,0.00,200.00
0.9447,150.00,100.00,100.00,225733.28,2300.18,34841.73,150.00,100.00,11354.51,8802.72,300.00,0.00,1100.04,0.00,100.00
1.2447,200.00,0.00,100.00,230100.73,3500.42,37849.24,50.00,0.00,10503.86,8102.30,50.00,0.00,1000.04,0.00,100.00
1.5447,250.00,0.00,0.00,220656.47,2800.27,32536.39,150.00,50.00,10303.72,7902.19,50.00,0.00,800.02,0.00,150.00
1.8448,200.00,0.00,100.00,225428.61,2300.18,34240.30,0.00,200.00,11054.28,7802.13,0.00,0.00,750.02,50.00,50.00
2.1448,50.00,0.00,100.00,217103.76,3600.45,34641.25,150.00,250.00,11654.75,7852.16,0.00,0.00,700.02,50.00,150.00
2.4448,250.00,0.00,0.00,234063.01,3000.31,32837.07,100.00,200.00,10053.54,9703.30,50.00,50.00,1400.07,100.00,200.00
2.7448,50.00,0.00,50.00,224616.24,3200.35,33839.36,50.00,200.00,11104.32,8402.47,50.00,0.00,600.01,50.00,100.00
3.0448,400.01,0.00,150.00,223093.12,3500.42,34340.54,0.00,0.00,10403.79,9603.23,0.00,0.00,850.03,50.00,250.00
3.3448,200.00,0.00,150.00,224514.67,2400.20,34841.73,100.00,0.00,9303.03,8702.66,0.00,0.00,1150.05,0.00,250.00
3.6449,100.00,0.00,50.00,218321.73,2100.15,30431.84,150.00,0.00,11304.47,9052.87,0.00,0.00,900.03,0.00,50.00
3.9449,300.00,0.00,150.00,226139.50,3100.33,32035.28,0.00,0.00,10603.94,8252.39,0.00,0.00,1200.05,0.00,150.00
4.2449,150.00,0.00,150.00,222991.58,2800.27,36245.16,150.00,50.00,9403.10,9553.20,50.00,0.00,800.02,50.00,100.00
4.5449,150.00,0.00,0.00,217205.25,4200.61,30331.63,100.00,100.00,10754.05,9002.84,100.00,0.00,1200.05,50.00,100.00
4.8449,450.01,0.00,150.00,221468.65,3400.40,36245.16,50.00,150.00,10653.97,9553.20,0.00,0.00,750.02,0.00,200.00
5.1449,350.00,0.00,50.00,226037.94,3200.35,33939.60,150.00,200.00,10954.20,8552.56,0.00,0.00,1000.04,0.00,150.00
5.4449,150.00,0.00,100.00,226647.29,3200.35,32937.30,250.00,200.00,10553.90,8052.27,0.00,50.00,1050.04,100.00,200.00
5.7450,200.00,0.00,150.00,219336.79,2600.23,33839.36,150.00,0.00,10353.75,9853.40,0.00,0.00,950.03,0.00,100.00
6.0450,200.00,0.00,0.00,225022.41,2600.23,35743.92,150.00,250.00,11404.55,8502.53,100.00,0.00,1000.04,50.00,150.00
6.3450,350.00,0.00,100.00,217103.76,2400.20,32837.07,100.00,100.00,12355.34,9002.84,100.00,0.00,600.01,50.00,350.00
6.6450,400.01,0.00,50.00,223702.34,2300.18,32235.72,100.00,50.00,10503.86,6701.57,50.00,0.00,850.03,50.00,100.00
6.9450,150.00,0.00,50.00,219438.31,2500.21,32736.84,50.00,300.00,10503.86,7952.22,50.00,0.00,950.03,0.00,50.00
7.2450,200.00,0.00,100.00,226748.85,2100.15,36646.16,150.00,0.00,10553.90,9303.03,0.00,0.00,1200.05,50.00,150.00
7.5450,200.00,0.00,50.00,224616.24,3500.42,36846.67,0.00,0.00,9903.43,8552.56,150.00,0.00,950.03,100.00,200.00
7.8451,350.00,0.00,100.00,226139.50,3000.31,33638.90,200.00,100.00,11104.32,9102.90,0.00,0.00,1000.04,50.00,150.00
8.1451,250.00,0.00,50.00,230303.88,2600.23,34440.77,50.00,0.00,11154.36,7351.90,50.00,0.00,1050.04,0.00,100.00
8.4451,500.01,0.00,50.00,228577.05,1800.11,32035.28,100.00,100.00,10704.01,8402.47,0.00,0.00,1150.05,0.00,50.00
8.7451,350.00,0.00,50.00,216799.29,3100.33,37748.98,100.00,100.00,9803.36,9453.13,50.00,0.00,1050.04,50.00,100.00
9.0451,0.00,0.00,0.00,226850.42,1700.10,34541.01,100.00,250.00,11004.24,9202.97,0.00,0.00,850.03,50.00,200.00
9.3451,200.00,0.00,0.00,219641.33,2500.21,31634.41,150.00,150.00,10603.94,8752.69,50.00,0.00,900.03,0.00,150.00
9.6452,250.00,0.00,50.00,226951.98,4300.64,36044.66,0.00,0.00,10403.79,10053.54,0.00,0.00,900.03,50.00,50.00
9.9452,350.00,50.00,50.00,224006.96,3100.33,31935.06,100.00,50.00,10603.94,9603.23,50.00,0.00,1200.05,0.00,150.00
10.2452,150.00,0.00,150.00,226444.17,3300.37,33338.21,200.00,0.00,11354.51,7952.22,0.00,0.00,1000.04,150.00,150.00
10.5452,150.00,0.00,100.00,213146.02,2700.25,34340.54,50.00,200.00,11254.43,9353.07,100.00,0.00,1250.06,0.00,0.00
10.8452,150.00,0.00,200.00,218626.25,2800.27,35643.67,100.00,150.00,11704.80,9753.33,50.00,0.00,1050.04,50.00,100.00
11.1452,300.00,0.00,50.00,222585.45,2800.27,30031.01,200.00,100.00,10003.50,8152.33,50.00,0.00,1200.05,0.00,400.01
11.4452,150.00,0.00,50.00,212029.93,3600.45,32937.30,100.00,100.00,11154.36,8902.78,0.00,0.00,1150.05,100.00,150.00
11.7453,100.00,0.00,100.00,231522.97,2500.21,31333.75,300.00,50.00,10553.90,9403.10,0.00,0.00,1050.04,50.00,100.00
12.0453,150.00,0.00,0.00,223702.34,2900.29,38952.15,0.00,50.00,11604.71,8902.78,0.00,0.00,1350.06,50.00,150.00
12.3453,200.00,0.00,50.00,216393.31,3500.42,32837.07,100.00,100.00,9853.40,9002.84,0.00,0.00,900.03,50.00,150.00
12.6453,150.00,0.00,250.00,222077.81,3300.37,33939.60,0.00,150.00,12005.04,8202.36,0.00,0.00,850.03,50.00,100.00
12.9453,250.00,50.00,100.00,221976.27,2700.25,33939.60,100.00,0.00,10653.97,9803.37,50.00,0.00,750.02,50.00,250.00
13.2453,100.00,0.00,50.00,227662.92,3900.52,35743.92,0.00,50.00,9403.10,8702.66,0.00,0.00,800.02,50.00,250.00
13.5454,200.00,0.00,100.00,229186.50,2700.25,30331.63,0.00,50.00,9803.36,7852.16,100.00,0.00,1000.04,100.00,200.00
13.8454,250.00,0.00,150.00,216596.29,2500.21,33137.75,50.00,350.00,12505.47,8902.78,0.00,0.00,800.02,50.00,250.00
14.1454,200.00,0.00,100.00,232132.54,2900.29,32436.17,0.00,100.00,11454.59,8502.53,50.00,0.00,1300.06,150.00,500.01
14.4454,300.00,0.00,50.00,224108.50,3200.35,34841.73,150.00,0.00,11904.96,9102.90,50.00,0.00,850.03,0.00,200.00
14.7454,250.00,50.00,200.00,230811.84,2500.21,29229.38,150.00,150.00,9703.30,8102.30,0.00,0.00,1250.06,50.00,250.00
15.0454,200.00,0.00,50.00,219945.85,2300.18,32636.62,50.00,250.00,10453.83,8202.36,50.00,0.00,1150.05,100.00,100.00
15.3454,300.00,0.00,50.00,221062.55,2300.18,34039.83,100.00,150.00,9253.00,8302.42,0.00,0.00,1050.04,0.00,400.01
15.6455,500.01,0.00,50.00,216393.31,3400.40,35844.17,50.00,100.00,10103.57,9052.87,0.00,0.00,1100.04,0.00,200.00
15.9455,250.00,0.00,50.00,220047.39,3000.31,33338.21,200.00,50.00,11304.47,8902.78,0.00,0.00,500.01,50.00,50.00
16.2455,300.00,0.00,0.00,222585.45,2800.27,32636.62,150.00,200.00,9753.33,7401.92,0.00,0.00,800.02,0.00,350.00
16.5455,250.00,0.00,0.00,228069.19,3800.50,34440.77,150.00,100.00,8502.53,7652.05,0.00,50.00,1400.07,50.00,50.00
16.8455,550.01,0.00,100.00,220148.88,2800.27,29529.98,100.00,100.00,10804.09,9403.10,150.00,0.00,1300.06,100.00,100.00
17.1455,200.00,0.00,50.00,217814.23,2900.29,34340.54,50.00,100.00,9553.20,8252.39,0.00,0.00,700.02,0.00,100.00
17.4455,250.00,0.00,50.00,220961.04,2500.21,33538.67,50.00,50.00,11254.43,8452.50,0.00,50.00,750.02,0.00,100.00
17.7456,150.00,0.00,100.00,219133.76,3800.50,35042.21,50.00,50.00,10303.72,9553.20,50.00,0.00,1000.04,150.00,100.00
18.0456,100.00,50.00,200.00,219336.79,2700.25,35643.67,0.00,50.00,10804.09,8402.47,0.00,0.00,700.02,50.00,100.00
18.3456,200.00,0.00,100.00,219641.33,2700.25,29630.18,200.00,50.00,10704.01,9553.20,0.00,0.00,1000.04,0.00,100.00
18.6456,200.00,0.00,50.00,222077.81,4200.61,32335.95,50.00,250.00,12005.04,8902.78,50.00,0.00,1100.04,0.00,250.00
18.9456,250.00,0.00,100.00,221570.17,2900.29,30031.01,0.00,100.00,11104.32,7652.05,50.00,0.00,1300.06,0.00,50.00
19.2456,400.01,0.00,150.00,221671.70,3300.37,30131.21,100.00,50.00,11804.88,8252.39,0.00,0.00,1200.05,0.00,100.00
19.5456,150.00,0.00,100.00,230507.06,2500.21,33137.75,0.00,250.00,11504.63,9353.07,100.00,0.00,1150.05,0.00,150.00
19.8457,250.00,0.00,50.00,215378.44,3100.33,30231.42,50.00,0.00,10653.97,9603.23,50.00,0.00,1250.06,50.00,150.00
20.1457,400.01,0.00,100.00,229389.65,3300.37,31734.62,150.00,200.00,9603.23,9503.17,100.00,0.00,900.03,0.00,100.00
20.4457,200.00,50.00,100.00,214059.25,2100.15,31433.97,50.00,50.00,13055.97,9753.33,0.00,50.00,450.01,100.00,100.00
20.7457,250.00,0.00,100.00,219438.31,2400.20,30431.84,50.00,50.00,10153.61,9253.00,100.00,0.00,850.03,50.00,100.00
21.0457,200.00,0.00,50.00,226037.94,2800.27,34541.01,0.00,0.00,10303.72,8802.72,50.00,0.00,1050.04,50.00,100.00
21.3457,250.00,0.00,0.00,229186.50,3700.47,35443.18,100.00,0.00,12255.26,8002.24,0.00,0.00,1450.07,0.00,100.00
21.6458,300.00,0.00,50.00,223194.65,2000.14,31333.75,100.00,50.00,11404.55,8602.59,0.00,0.00,850.03,100.00,150.00
21.9458,200.00,0.00,50.00,222686.99,3300.37,34039.83,0.00,100.00,11054.28,7552.00,50.00,0.00,1550.09,0.00,250.00
22.2458,250.00,0.00,0.00,219844.36,2400.20,33939.60,100.00,200.00,10904.16,8952.81,0.00,0.00,850.03,50.00,150.00
22.5458,300.00,0.00,0.00,226139.50,3100.33,31634.41,250.00,100.00,9753.33,8552.56,0.00,0.00,1200.05,50.00,200.00
22.8458,400.01,0.00,0.00,217205.25,3000.31,35543.43,50.00,200.00,9853.40,9703.30,0.00,0.00,900.03,0.00,200.00
23.1458,100.00,0.00,50.00,224108.50,2200.17,33739.13,100.00,50.00,9803.36,7301.87,0.00,0.00,950.03,0.00,0.00
23.4458,250.00,0.00,150.00,224108.50,3000.31,30231.42,0.00,100.00,11955.00,9303.03,0.00,0.00,800.02,50.00,100.00
23.7459,450.01,0.00,0.00,221773.22,2600.23,34039.83,0.00,0.00,10704.01,8502.53,0.00,0.00,750.02,100.00,350.00
24.0459,200.00,0.00,0.00,226545.73,2700.25,28928.78,0.00,200.00,10603.94,8652.62,0.00,0.00,900.03,0.00,150.00
24.3459,200.00,0.00,100.00,214668.12,2000.14,35844.17,0.00,50.00,9953.47,8402.47,100.00,50.00,750.02,100.00,50.00
24.6459,250.00,0.00,50.00,222890.04,2900.29,36846.67,100.00,200.00,11604.71,9403.10,0.00,0.00,900.03,50.00,100.00
24.9459,400.01,0.00,100.00,214769.58,3300.37,32937.30,100.00,0.00,10804.09,8802.72,0.00,0.00,1050.04,0.00,100.00
25.2459,100.00,0.00,50.00,220554.96,1600.09,34140.07,0.00,150.00,10053.54,9603.23,100.00,0.00,1000.04,0.00,150.00
25.5459,200.00,0.00,250.00,218321.73,2100.15,34541.01,0.00,150.00,9703.30,8752.69,100.00,0.00,1150.05,50.00,50.00
25.8460,300.00,50.00,100.00,223296.19,3500.42,34340.54,0.00,50.00,10904.16,8802.72,50.00,0.00,1100.04,50.00,100.00
26.1460,200.00,0.00,0.00,225225.51,3400.40,34340.54,100.00,150.00,10103.57,7501.97,0.00,0.00,700.02,0.00,150.00
26.4460,500.01,0.00,50.00,223397.73,2700.25,30431.84,50.00,150.00,10553.90,9052.87,50.00,0.00,700.02,100.00,150.00
26.7460,550.01,0.00,50.00,221164.09,3300.37,35242.69,100.00,150.00,11804.88,9303.03,0.00,0.00,1350.06,100.00,400.01
27.0460,400.01,0.00,50.00,214668.12,1900.12,35042.21,100.00,100.00,9453.13,9152.94,0.00,0.00,850.03,0.00,50.00
27.3460,300.00,0.00,0.00,227967.63,3000.31,34440.77,50.00,50.00,12405.39,10053.54,100.00,0.00,750.02,0.00,200.00
27.6461,350.00,0.00,50.00,229389.65,3300.37,34440.77,100.00,100.00,10553.90,8802.72,50.00,0.00,1050.04,50.00,150.00
27.9461,350.00,50.00,100.00,218727.73,2800.27,33939.60,100.00,150.00,11004.24,9002.84,50.00,0.00,900.03,0.00,50.00
28.2461,500.01,50.00,0.00,217002.27,2500.21,37548.46,100.00,50.00,10253.68,8702.66,50.00,0.00,950.03,0.00,100.00
28.5461,200.00,0.00,50.00,223803.88,3300.37,35443.18,50.00,100.00,13156.06,8952.81,50.00,0.00,700.02,200.00,150.00
