D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_a24.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 11:30:05 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,300.00,0.00,50.00,226748.85,2600.23,31433.97,0.00,250.00,11854.92,8552.56,0.00,0.00,650.01,50.00,250.00
0.6446,250.00,0.00,50.00,217103.76,2300.18,33237.98,50.00,100.00,10303.72,7001.72,0.00,0.00,1350.06,0.00,100.00
0.9446,300.00,0.00,0.00,229999.15,2600.23,31935.06,50.00,50.00,9653.26,9102.90,0.00,0.00,950.03,0.00,300.00
1.2446,150.00,50.00,100.00,225022.41,3200.35,32335.95,0.00,0.00,11754.84,8152.33,50.00,0.00,1150.05,0.00,250.00
1.5446,150.00,0.00,100.00,222179.35,2200.17,30632.26,100.00,150.00,11654.75,8002.24,0.00,0.00,950.03,0.00,100.00
1.8446,300.00,0.00,150.00,230710.23,2000.14,33638.90,50.00,200.00,11504.63,8452.50,0.00,0.00,1100.04,50.00,150.00
2.1447,300.00,0.00,150.00,221671.70,3100.33,28027.01,50.00,300.00,11104.32,9303.03,50.00,0.00,1000.04,50.00,250.00
2.4447,150.00,0.00,0.00,216088.84,2600.23,39553.77,100.00,50.00,11054.28,8802.72,50.00,0.00,650.01,50.00,100.00
2.7447,250.00,0.00,50.00,231421.36,3000.31,32536.39,0.00,0.00,10704.01,7702.08,0.00,0.00,1050.04,0.00,50.00
3.0447,200.00,0.00,0.00,220250.42,3500.42,30732.47,50.00,0.00,11754.84,7552.00,0.00,0.00,1100.04,0.00,50.00
3.3447,200.00,50.00,100.00,229186.50,3100.33,35342.94,150.00,100.00,10854.12,8702.66,0.00,0.00,650.01,100.00,150.00
3.6447,350.00,0.00,100.00,223397.73,4700.76,34741.49,0.00,200.00,9503.16,8452.50,0.00,0.00,1100.04,0.00,250.00
3.9447,250.00,0.00,50.00,224920.87,3500.42,32335.95,50.00,50.00,11854.92,9453.13,0.00,0.00,800.02,50.00,150.00
4.2448,400.01,50.00,50.00,220554.96,1900.12,36946.92,100.00,200.00,11254.43,8102.30,0.00,0.00,1100.04,0.00,150.00
