D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_c17.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 13:44:25 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3447,200.00,0.00,100.00,238026.39,2700.25,33137.75,150.00,250.00,9953.47,8652.62,0.00,0.00,1450.07,0.00,450.01
0.6447,300.00,0.00,100.00,233250.15,3700.47,29630.18,0.00,50.00,9603.23,9253.00,50.00,0.00,550.01,0.00,100.00
0.9447,450.01,0.00,150.00,241787.50,3300.37,32235.72,0.00,150.00,9403.10,7401.92,0.00,0.00,1050.04,0.00,200.00
1.2448,300.00,0.00,200.00,233453.37,2100.15,31935.06,250.00,50.00,8952.81,8152.33,0.00,0.00,1200.05,50.00,100.00
1.5448,150.00,0.00,50.00,241177.51,3500.42,32736.84,250.00,200.00,9002.84,8702.66,50.00,0.00,900.03,0.00,100.00
1.8448,200.00,0.00,50.00,250329.81,2700.25,29630.18,200.00,100.00,8102.30,8352.45,0.00,50.00,1050.04,0.00,50.00
2.1448,350.00,0.00,0.00,232234.13,3300.37,32035.28,100.00,100.00,9303.03,8902.78,0.00,0.00,1200.05,50.00,100.00
2.4448,400.01,0.00,200.00,237010.03,3200.35,30131.21,0.00,0.00,8702.65,8302.42,100.00,50.00,800.02,0.00,150.00
2.7448,450.01,0.00,50.00,236095.39,2600.23,32536.39,0.00,50.00,9553.20,7952.22,0.00,50.00,900.03,50.00,300.00
3.0448,200.00,0.00,50.00,239957.64,4200.61,27025.11,150.00,200.00,9403.10,8952.81,0.00,0.00,1000.04,0.00,150.00
3.3449,150.00,0.00,50.00,236705.15,3300.37,31333.75,0.00,150.00,9102.90,7602.03,50.00,0.00,900.03,50.00,200.00
3.6449,100.00,0.00,150.00,243312.55,3700.47,32436.17,0.00,50.00,9753.33,8552.56,100.00,0.00,1050.04,50.00,150.00
3.9449,100.00,0.00,50.00,240465.92,3000.31,32235.72,150.00,50.00,9503.16,8452.50,0.00,50.00,750.02,0.00,200.00
4.2449,300.00,50.00,50.00,239856.01,3300.37,34340.54,150.00,200.00,10003.50,7902.19,0.00,0.00,1000.04,100.00,200.00
4.5449,350.00,0.00,100.00,235993.77,2800.27,31233.54,0.00,100.00,8152.33,9403.10,0.00,0.00,1000.04,50.00,200.00
4.8449,300.00,0.00,50.00,230710.23,2800.27,31133.33,100.00,100.00,9653.26,8352.45,50.00,0.00,950.03,50.00,50.00
5.1449,350.00,0.00,50.00,238636.23,2400.20,32436.17,0.00,50.00,8902.77,8302.42,0.00,0.00,800.02,50.00,50.00
5.4450,350.00,0.00,150.00,235485.64,2600.23,31834.84,0.00,200.00,9102.90,8652.62,0.00,0.00,900.03,0.00,0.00
5.7450,200.00,0.00,0.00,234774.32,3300.37,33939.60,0.00,100.00,8552.56,7652.05,0.00,0.00,750.02,0.00,150.00
6.0450,200.00,0.00,50.00,243719.26,2400.20,30932.89,0.00,150.00,9052.87,7902.19,0.00,0.00,1300.06,0.00,200.00
6.3450,200.00,50.00,0.00,235282.40,3500.42,31834.84,0.00,250.00,8552.56,7501.97,0.00,50.00,600.01,100.00,350.00
6.6450,250.00,0.00,0.00,235892.14,3700.47,29830.59,50.00,50.00,9553.20,8752.69,50.00,0.00,800.02,0.00,250.00
6.9450,350.00,50.00,50.00,239652.69,3200.35,33839.36,50.00,200.00,8652.62,8102.30,0.00,0.00,1000.04,0.00,300.00
