Li;9
Be;2.2
B;6.1
Na;23960
Mg;21470
Al;70920
Si;254300
P;1600
K;14900
Ca;50460
Sc;33
Ti;14100
V;425
Cr;17
Mn;1550
Fe;96390
Co;38
Ni;13
Cu;21
Zn;125
Ga;23
Ge;1.7
As;1.1
Se;0.1
Rb;47
Sr;342
Y;35
Zr;184
Nb;12.5
Mo;230
Rh;0.00048
Pd;0.03
Ag;1.01
Cd;0.287
In;0.11
Sn;2.6
Sb;0.32
Cs;1.16
Ba;683
La;24.7
Ce;53.3
Pr;6.7
Nd;28.9
Sm;6.59
Eu;1.97
Gd;6.71
Tb;1.02
Dy;6.44
Ho;1.27
Er;3.7
Tm;0.51
Yb;3.39
Lu;0.503
Hf;4.84
Ta;0.78
W;0.51
Re;0.0064
Ir;0.011
Pt;0.44
Au;0.024
Tl;0.25
Pb;11
Bi;0.058
Th;5.9
U;1.69
