Ca;228
Sc;4.2
Ti;60.8
V;2.75
Cr;6
Mn;49.3
Fe;32400
Co;10.9
Ni;441
Cu;39
Zn;7521
Ga;0.15
Ge;2.75
As;25.7
Se;541
Sr;0.71
Y;3.9
Zr;7.9
Nb;9.1
Mo;7.9
Ru;2.15
Rh;0.5
Pd;0.2
Ag;51.3
Cd;24.4
In;8.65
Sn;5.5
Sb;25
Te;13.7
Ba;1.5
La;80.1
Ce;4.1
Pr;3.8
Nd;3.8
Sm;3.9
Eu;3.8
Gd;3.7
Tb;3.9
Dy;3.9
Ho;3.9
Er;4
Tm;3.9
Yb;3.9
Lu;4
Hf;6.8
Ta;9.1
W;9.7
Re;5.04
Ir;0.36
Pt;33.1
Au;4
Tl;1.11
Pb;1216
Bi;7.2
Th;3.9
U;3.5
