Be;40.6
Mg;124
Al;181.5
P;203
S;133
Ti;4.5
Cr;400
Mn;205.9
Fe;234.6
Co;207.9
Ni;209
Cu;995000
Zn;217.3
As;199.9
Se;210
Zr;42.2
Ag;163
Cd;186.1
Sn;247.3
Sb;202
Te;215
Pb;236
Bi;200
