D:\0 ICPMS Data\User Data\Hakim, Fahmi\24_03_22_ap_ne_FIMI.b\24_03_22_a04.d
Intensity Vs Time,CPS
Acquired      : 22/03/2024 10:05:35 using Batch 24_03_22_ap_ne_FIMI.b
Time [Sec],Li7,B11,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca43,Ca44,Sc45,Ti49,V51,Mn55,Fe56,Fe57,Ni60,Cu63,Zn66,As75,Br81,Rb85,Sr88,Y89,Zr90,Nb93,Sb121,I127,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Dy163,Er166,Yb172,Hf178,Ta181,Pb208
0.2778,500.01,0.00,21515.86,0.00,500.01,15508.27,2500.22,3000.31,2000.14,60124.99,0.00,6001.25,0.00,0.00,0.00,3500.43,84247.98,3500.43,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.4578,500.01,0.00,24520.59,0.00,500.01,10503.80,2000.14,2500.22,500.01,46575.04,0.00,10503.83,0.00,0.00,0.00,3500.43,92800.79,1500.08,0.00,0.00,0.00,0.00,500.01,500.01,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6379,3000.31,0.00,26524.09,0.00,1000.03,8502.49,3000.31,3500.42,1000.03,53097.51,0.00,13005.88,0.00,0.00,0.00,3000.32,97330.82,4500.71,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.8179,2000.14,0.00,27525.95,0.00,1000.03,13005.82,3000.31,2000.14,1500.08,52093.86,0.00,6501.47,0.00,0.00,0.00,2500.22,92800.79,4000.56,0.00,0.00,0.00,0.00,750.02,500.01,0.00,0.00,0.00,0.00,500.01,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9980,2000.14,0.00,27525.95,500.01,0.00,17510.55,3500.42,2000.14,1500.08,50588.52,0.00,9503.14,500.01,0.00,1000.03,5000.88,103373.09,4500.71,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,1250.06,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1780,1500.08,0.00,27525.95,0.00,0.00,12004.96,3500.42,2250.17,500.01,48079.96,500.01,8002.23,0.00,0.00,0.00,2500.22,91794.31,4500.71,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3581,2500.21,0.00,20013.72,0.00,0.00,15508.27,2000.14,2500.22,3000.31,52093.86,500.01,8502.51,0.00,500.01,0.00,4000.56,91794.31,6501.48,0.00,0.00,0.00,0.00,2000.14,0.00,0.00,0.00,0.00,0.00,500.01,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5381,1500.08,0.00,20514.42,0.00,0.00,18011.16,2500.22,1750.11,2250.17,50086.77,0.00,10503.83,0.00,0.00,0.00,3500.43,92297.54,1500.08,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.7182,1000.03,0.00,23018.15,0.00,0.00,13005.82,2000.14,2000.14,1250.05,51090.28,1000.03,13506.34,0.00,0.00,0.00,2500.22,83745.03,7501.97,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8982,500.01,0.00,19012.38,0.00,1000.03,10503.80,3500.42,1750.11,2000.14,52595.67,0.00,9503.14,0.00,0.00,500.01,500.01,91291.10,1500.08,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,1500.08,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
