C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16apr18.b\16apr18_a01.d
Intensity Vs Time,CPS
Acquired      : 18/04/2016 12:57:54 using Batch PAM_FI_16apr18.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
8.0848,0.00,0.00,4700.73,0.00,7601.91,138736.25,2900.28,12204.97,3000.30,0.00,1200.05,0.00,0.00,0.00,400.01,3050.32,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
8.3819,0.00,0.00,5000.83,0.00,4800.76,140048.32,3550.42,14807.31,2800.26,0.00,2400.19,200.00,0.00,0.00,200.00,2850.28,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
8.6789,0.00,0.00,5200.89,0.00,4800.76,140048.32,3550.42,12805.47,3000.30,0.00,1600.09,400.01,0.00,0.00,400.01,3550.43,0.00,0.00,0.00,800.02,0.00,0.00,0.00,0.00,0.00
8.9759,0.00,0.00,5601.03,0.00,6201.27,141007.20,3400.38,14006.54,2200.16,0.00,800.02,0.00,0.00,0.00,200.00,3500.42,0.00,0.00,50.00,600.01,0.00,0.00,0.00,0.00,0.00
9.2730,0.00,0.00,5501.00,0.00,6001.19,147014.25,2650.23,14607.12,1800.11,0.00,2800.26,0.00,0.00,0.00,0.00,3700.47,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
9.5700,0.00,0.00,3200.34,0.00,5601.04,141865.21,4250.60,13406.00,3400.39,0.00,1400.07,200.00,0.00,0.00,200.00,3300.37,0.00,0.00,150.00,200.00,0.00,0.00,0.00,0.00,0.00
9.8670,0.00,0.00,5901.15,0.00,6001.19,139796.00,3050.31,15207.71,3200.34,0.00,2800.26,0.00,0.00,0.00,0.00,3550.43,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
10.1640,0.00,0.00,4800.76,0.00,6201.27,137323.39,3650.44,15808.34,2800.26,0.00,1800.11,0.00,0.00,0.00,0.00,3900.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.4611,0.00,0.00,6301.31,0.00,8202.23,147519.15,3050.31,15407.92,2400.19,0.00,1600.09,0.00,0.00,0.00,400.01,3000.31,0.00,0.00,0.00,600.01,0.00,0.00,0.00,16.67,0.00
10.7581,200.00,0.00,5701.07,0.00,5200.90,142824.21,2850.27,14006.54,3400.39,0.00,2000.14,200.00,0.00,0.00,200.00,3250.36,0.00,0.00,0.00,800.02,0.00,0.00,0.00,0.00,0.00
11.0551,0.00,0.00,5501.00,0.00,5400.97,139240.88,3700.46,16809.42,2400.19,0.00,2400.19,400.01,0.00,0.00,0.00,3600.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
11.3521,0.00,0.00,4900.79,0.00,5000.83,139039.03,2750.25,14406.92,3400.39,0.00,2200.16,400.01,0.00,0.00,0.00,4300.63,0.00,0.00,150.00,800.02,0.00,0.00,0.00,0.00,0.00
11.6491,0.00,0.00,5400.96,0.00,5801.12,140704.39,2500.21,12004.81,3800.48,0.00,3200.35,400.01,0.00,0.00,0.00,3950.54,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
11.9462,0.00,0.00,5501.00,0.00,4800.76,139240.88,3350.37,14807.31,3000.30,0.00,1800.11,400.01,0.00,0.00,200.00,3200.35,200.00,0.00,0.00,200.00,0.00,0.00,0.00,50.00,0.00
12.2432,0.00,0.00,5801.11,0.00,6601.44,138887.63,3450.40,13005.64,2800.26,0.00,2400.19,200.00,0.00,0.00,200.00,3200.35,0.00,0.00,100.00,0.00,0.00,0.00,0.00,16.67,0.00
12.5402,0.00,200.00,5100.86,0.00,7802.02,140956.74,2850.27,12405.13,3000.30,0.00,1000.03,0.00,0.00,0.00,0.00,3650.46,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,200.00
12.8372,0.00,0.00,5601.03,0.00,3600.43,139997.85,3800.48,13806.36,2600.23,0.00,2400.19,0.00,0.00,200.00,200.00,2600.23,0.00,0.00,0.00,800.02,0.00,0.00,0.00,0.00,200.00
13.1343,0.00,0.00,5400.96,0.00,6401.36,140300.65,3150.33,14206.73,3000.30,0.00,2000.14,200.00,0.00,0.00,0.00,3750.48,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
13.4313,0.00,0.00,4200.58,0.00,5400.97,143026.12,3350.37,12605.30,3400.39,0.00,2800.26,0.00,0.00,0.00,600.01,3600.45,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
13.7283,0.00,0.00,5300.93,0.00,6401.36,139493.20,2700.24,13806.36,4600.71,0.00,1200.05,0.00,0.00,0.00,200.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
14.0253,0.00,0.00,5200.89,0.00,9402.93,137071.11,3950.52,14006.54,2400.19,0.00,1800.11,0.00,0.00,0.00,200.00,2750.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.3224,0.00,0.00,5300.93,0.00,7401.82,140401.59,2750.25,10803.89,2400.19,0.00,800.02,200.00,0.00,0.00,200.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
14.6194,0.00,0.00,5501.00,0.00,5400.97,143379.46,3550.42,12605.30,3000.30,0.00,400.01,200.00,0.00,0.00,0.00,3200.35,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
14.9164,0.00,0.00,6001.19,0.00,7201.72,143934.72,3200.34,18411.30,1600.09,200.00,1800.11,200.00,0.00,0.00,200.00,2850.28,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
15.2134,0.00,0.00,5601.03,0.00,8202.23,147367.68,3150.33,10203.47,4400.65,0.00,2400.19,0.00,0.00,0.00,0.00,3600.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.5105,0.00,0.00,4600.70,0.00,5400.97,143480.41,2950.29,14807.31,2600.23,0.00,2600.23,0.00,0.00,0.00,200.00,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.8075,0.00,0.00,6001.19,0.00,7201.72,141108.14,3400.38,12204.97,3800.48,0.00,1000.03,0.00,0.00,0.00,0.00,3200.35,0.00,0.00,100.00,600.01,0.00,0.00,0.00,16.67,0.00
16.1045,0.00,0.00,5100.86,0.00,7001.62,143783.28,3450.40,15608.13,2800.26,0.00,2000.14,200.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
16.4016,0.00,0.00,3700.45,0.00,5200.90,144792.88,3150.33,15007.51,3000.30,0.00,2000.14,0.00,0.00,0.00,0.00,3500.42,0.00,0.00,50.00,600.01,0.00,0.00,0.00,33.33,0.00
16.6986,0.00,0.00,5200.89,0.00,6401.36,145954.02,3600.43,13606.18,2800.26,0.00,1200.05,400.01,0.00,0.00,0.00,3700.47,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
16.9956,0.00,0.00,5601.03,0.00,5801.12,141209.08,3750.47,13205.82,1800.11,0.00,1600.09,200.00,0.00,0.00,0.00,3600.45,400.01,0.00,50.00,0.00,0.00,0.00,400.01,0.00,0.00
17.2926,0.00,0.00,4700.73,0.00,7201.72,135406.14,3600.43,14807.31,1600.09,0.00,1200.05,0.00,0.00,0.00,200.00,3650.46,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
17.5896,0.00,0.00,3900.50,0.00,4600.70,137727.06,3150.33,16609.20,4000.54,0.00,3000.30,0.00,0.00,200.00,400.01,3400.40,0.00,0.00,100.00,200.00,0.00,200.00,0.00,16.67,0.00
17.8867,0.00,0.00,4700.73,0.00,4000.53,139846.46,3000.30,15808.34,4400.65,0.00,2600.23,200.00,0.00,0.00,200.00,3000.31,0.00,0.00,0.00,800.02,0.00,0.00,0.00,0.00,0.00
18.1837,200.00,0.00,4700.73,0.00,8402.34,147822.11,3100.32,16609.20,3200.34,0.00,3600.44,0.00,0.00,0.00,600.01,3400.40,0.00,0.00,50.00,200.00,0.00,0.00,0.00,33.33,0.00
18.4807,0.00,0.00,4800.76,0.00,8602.45,144843.36,2900.28,11604.49,1600.09,0.00,1200.05,0.00,0.00,0.00,200.00,3300.37,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
18.7778,0.00,0.00,7201.71,0.00,5601.04,137272.94,4250.60,12405.13,2000.13,0.00,2400.19,400.01,0.00,0.00,200.00,3750.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
19.0748,0.00,0.00,4800.76,0.00,6801.53,138635.33,3000.30,15207.71,2800.26,0.00,1600.09,0.00,0.00,0.00,0.00,3400.40,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,200.00
19.3718,0.00,0.00,5801.11,0.00,7601.91,140552.99,2750.25,17009.65,3200.34,0.00,1800.11,200.00,0.00,0.00,200.00,3100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
19.6688,0.00,0.00,6001.19,0.00,7401.82,138383.03,3900.51,17009.65,2600.23,0.00,2800.26,400.01,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
19.9658,0.00,0.00,4000.53,0.00,6401.36,139341.81,2900.28,11604.49,3600.43,0.00,1600.09,0.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
20.2629,0.00,0.00,6801.53,0.00,8402.34,143480.41,3400.38,12805.47,2600.23,0.00,2000.14,0.00,0.00,0.00,200.00,3400.40,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20.5599,200.00,0.00,5300.93,0.00,7601.91,141511.91,2700.24,15808.34,2600.23,0.00,1000.03,400.01,0.00,0.00,400.01,4250.62,0.00,0.00,0.00,800.02,0.00,0.00,0.00,0.00,0.00
20.8569,0.00,0.00,5501.00,0.00,5200.90,142369.93,2900.28,15007.51,3400.39,0.00,1600.09,0.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,33.33,0.00
21.1539,0.00,0.00,6101.23,0.00,7001.62,138685.79,2550.22,15207.71,2200.16,0.00,2800.26,400.01,0.00,0.00,600.01,3500.42,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,200.00
21.4510,0.00,0.00,5901.15,0.00,7201.72,142117.58,3550.42,15808.34,2800.26,0.00,2000.14,0.00,0.00,200.00,200.00,3250.36,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
21.7480,0.00,0.00,4700.73,0.00,6601.44,136970.20,2300.18,17209.88,3800.48,0.00,1800.11,200.00,0.00,0.00,400.01,3750.48,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
22.0450,0.00,0.00,3600.43,0.00,6001.19,141562.38,2800.26,13606.18,4200.59,0.00,2400.19,0.00,0.00,0.00,200.00,2750.26,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
22.3420,0.00,200.00,5100.86,0.00,7001.62,141511.91,4800.77,16609.20,2600.23,0.00,1400.07,0.00,0.00,0.00,0.00,2900.29,0.00,0.00,0.00,400.01,0.00,0.00,0.00,33.33,0.00
22.6391,0.00,0.00,6801.53,0.00,5801.12,143985.19,2850.27,14206.73,2000.13,0.00,2800.26,200.00,0.00,0.00,600.01,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
22.9361,0.00,0.00,5901.15,0.00,8002.12,146711.32,3400.38,16208.76,1600.09,0.00,2200.16,600.01,0.00,0.00,200.00,2800.27,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
23.2331,0.00,0.00,5200.89,0.00,7001.62,139896.92,3400.38,14607.12,3000.30,0.00,2000.14,400.01,0.00,0.00,200.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,200.00
23.5301,0.00,0.00,5100.86,0.00,5000.83,136263.83,3300.36,15007.51,3200.34,0.00,3200.35,0.00,0.00,200.00,400.01,3150.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
23.8272,0.00,0.00,4400.64,0.00,7802.02,139139.95,3450.40,14607.12,2400.19,0.00,1600.09,400.01,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.1242,0.00,0.00,5400.96,0.00,7601.91,138181.19,3200.34,12405.13,3200.34,0.00,2600.23,600.01,0.00,0.00,200.00,3950.54,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
24.4212,0.00,0.00,5000.83,0.00,8002.12,139846.46,3200.34,12605.30,3400.39,0.00,2200.16,200.00,0.00,0.00,200.00,3850.51,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
24.7183,0.00,400.01,5200.89,0.00,5200.90,140603.45,3100.32,12004.81,2600.23,0.00,2600.23,600.01,0.00,0.00,0.00,3200.35,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
25.0153,0.00,0.00,5701.07,0.00,7802.02,141108.14,2700.24,18211.06,3400.39,0.00,3200.35,200.00,0.00,0.00,200.00,3800.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25.3123,0.00,0.00,4500.67,0.00,8802.57,140452.05,2900.28,13406.00,3800.48,0.00,800.02,400.01,0.00,0.00,200.00,3000.31,0.00,0.00,50.00,800.02,0.00,0.00,0.00,16.67,0.00
25.6093,0.00,0.00,4600.70,0.00,6001.19,142117.58,3500.41,14807.31,2400.19,0.00,1000.03,200.00,0.00,0.00,200.00,3400.40,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
25.9063,0.00,0.00,4500.67,0.00,6801.53,141461.44,2650.23,11404.34,2200.16,0.00,1400.07,200.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
26.2034,0.00,0.00,6201.27,0.00,8002.12,141209.08,3200.34,14006.54,5400.98,0.00,1800.11,400.01,0.00,0.00,0.00,3250.36,0.00,0.00,50.00,400.01,0.00,0.00,0.00,0.00,200.00
26.5004,0.00,200.00,5000.83,0.00,7201.72,136314.28,3950.52,13806.36,3400.39,0.00,1800.11,600.01,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
26.7974,0.00,0.00,4500.67,0.00,6201.27,140401.59,3850.49,16208.76,2200.16,0.00,1600.09,0.00,0.00,0.00,200.00,3250.36,0.00,0.00,0.00,200.00,200.00,0.00,0.00,0.00,0.00
27.0944,0.00,0.00,5400.96,0.00,9202.81,139442.74,3950.52,15608.13,2200.16,0.00,2000.14,400.01,0.00,200.00,0.00,3200.35,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
27.3915,0.00,0.00,5200.89,0.00,8402.34,142268.99,3800.48,17009.65,1600.09,0.00,2400.19,200.00,0.00,200.00,0.00,3350.39,0.00,0.00,0.00,0.00,200.00,0.00,0.00,33.33,0.00
27.6885,0.00,0.00,6101.23,0.00,5000.83,143480.41,4200.59,14607.12,2400.19,0.00,3400.39,400.01,0.00,0.00,0.00,3200.35,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
27.9855,0.00,0.00,5200.89,0.00,6601.44,137827.97,3400.38,15207.71,2600.23,0.00,2400.19,200.00,0.00,0.00,0.00,3300.37,0.00,0.00,0.00,800.02,0.00,0.00,0.00,33.33,0.00
28.2825,0.00,0.00,6001.19,0.00,4200.58,145045.30,3050.31,14406.92,2800.26,0.00,2000.14,0.00,0.00,0.00,200.00,2950.30,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
28.5796,0.00,0.00,5000.83,0.00,6601.44,134598.95,3200.34,12805.47,2400.19,0.00,1800.11,600.01,0.00,0.00,200.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
28.8766,0.00,0.00,5300.93,0.00,4400.64,141209.08,3600.43,18411.30,3600.43,200.00,1800.11,600.01,0.00,0.00,200.00,2700.25,200.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,400.01
29.1736,0.00,0.00,5701.07,0.00,4400.64,139190.42,3850.49,11204.19,1800.11,0.00,2000.14,0.00,0.00,0.00,600.01,2600.23,0.00,0.00,0.00,800.02,0.00,0.00,0.00,16.67,0.00
29.4706,0.00,0.00,4900.79,0.00,6601.44,140653.92,2850.27,15007.51,3000.30,0.00,2600.23,200.00,0.00,200.00,0.00,2600.23,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
29.7677,0.00,0.00,5501.00,0.00,5000.83,136465.65,3300.36,14206.73,2400.19,0.00,2600.23,0.00,0.00,0.00,0.00,2450.21,0.00,0.00,50.00,600.01,0.00,0.00,0.00,0.00,0.00
30.0647,0.00,0.00,5601.03,0.00,5400.97,137474.76,3750.47,15608.13,1800.11,0.00,1200.05,0.00,0.00,0.00,0.00,3950.54,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
30.3617,0.00,0.00,4200.58,0.00,6001.19,146155.96,2400.19,14206.73,2800.26,0.00,1800.11,200.00,0.00,0.00,0.00,3100.33,0.00,0.00,150.00,0.00,0.00,0.00,0.00,16.67,0.00
30.6587,0.00,0.00,6801.53,0.00,6001.19,142420.41,3200.34,17009.65,2600.23,0.00,2800.26,200.00,0.00,0.00,200.00,2600.23,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
30.9558,0.00,0.00,6501.39,0.00,6001.19,147973.58,3500.41,17009.65,4200.59,0.00,2000.14,0.00,0.00,0.00,400.01,3200.35,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
31.2528,0.00,0.00,6601.44,0.00,5200.90,141663.32,3050.31,14006.54,3200.34,0.00,1600.09,0.00,0.00,0.00,200.00,2750.26,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
31.5498,0.00,0.00,5100.86,0.00,9202.81,140401.59,3600.43,15608.13,2400.19,0.00,800.02,600.01,0.00,200.00,600.01,3650.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31.8468,0.00,0.00,5501.00,0.00,5000.83,143682.32,3550.42,11404.34,3400.39,0.00,2400.19,0.00,0.00,200.00,0.00,3800.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32.1439,0.00,0.00,4400.64,0.00,7601.91,142571.84,2600.23,16609.20,3400.39,0.00,2200.16,200.00,0.00,0.00,0.00,3500.42,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
32.4409,0.00,0.00,4000.53,0.00,6401.36,139594.13,3050.31,12405.13,4000.54,0.00,1800.11,200.00,0.00,0.00,200.00,2600.23,0.00,0.00,50.00,0.00,0.00,0.00,0.00,33.33,0.00
32.7379,0.00,0.00,4100.55,0.00,7001.62,140805.33,3750.47,15407.92,4000.54,0.00,2400.19,0.00,0.00,0.00,0.00,3150.34,0.00,0.00,50.00,200.00,0.00,0.00,0.00,33.33,0.00
33.0350,0.00,0.00,5901.15,0.00,7201.72,144237.59,3050.31,15608.13,3200.34,0.00,1200.05,0.00,0.00,0.00,200.00,3300.37,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
33.3320,0.00,0.00,4600.70,0.00,6801.53,140906.27,4150.57,15207.71,4600.71,0.00,2200.16,0.00,0.00,0.00,200.00,3800.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
33.6290,0.00,0.00,6201.27,0.00,6401.36,139896.92,3700.46,14607.12,2600.23,0.00,2800.26,200.00,0.00,0.00,400.01,3050.32,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
33.9260,0.00,0.00,4700.73,0.00,8202.23,144288.07,3300.36,15207.71,3200.34,0.00,1200.05,200.00,0.00,0.00,200.00,3500.42,0.00,0.00,100.00,400.01,0.00,0.00,0.00,16.67,0.00
34.2230,0.00,0.00,4300.61,0.00,6401.36,137020.65,4100.56,15407.92,2600.23,0.00,1800.11,600.01,0.00,200.00,200.00,3250.36,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
34.5201,0.00,0.00,6501.39,0.00,5601.04,142470.89,3050.31,13806.36,1400.07,0.00,1600.09,200.00,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.8171,0.00,0.00,7201.71,0.00,8202.23,136617.02,3600.43,16408.98,2000.13,0.00,1800.11,200.00,0.00,0.00,200.00,3250.36,0.00,0.00,50.00,0.00,0.00,0.00,0.00,33.33,0.00
35.1141,0.00,0.00,5200.89,0.00,5200.90,141057.68,3150.33,16408.98,2600.23,0.00,2400.19,200.00,0.00,0.00,400.01,4250.62,0.00,0.00,50.00,800.02,0.00,0.00,0.00,16.67,0.00
35.4111,0.00,0.00,5601.03,0.00,5200.90,143076.59,3700.46,15007.51,3000.30,0.00,2600.23,200.00,0.00,0.00,200.00,3700.47,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
