C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16apr18.b\16apr18_a22.d
Intensity Vs Time,CPS
Acquired      : 18/04/2016 17:44:35 using Batch PAM_FI_16apr18.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
6.0056,0.00,0.00,5200.89,0.00,5601.04,110856.60,3200.34,13005.64,2200.16,0.00,2200.16,0.00,0.00,0.00,200.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.3027,0.00,0.00,6501.39,0.00,6001.19,105367.41,4700.74,11604.49,2600.23,0.00,1800.11,200.00,0.00,0.00,0.00,2850.28,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
6.5997,0.00,0.00,4600.70,0.00,4800.76,112720.36,3450.40,14006.54,2600.23,0.00,2600.23,0.00,0.00,0.00,0.00,2850.28,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
6.8967,400.01,0.00,6301.31,0.00,5601.04,108136.94,3500.41,12204.97,2600.23,0.00,2800.26,0.00,0.00,200.00,200.00,2400.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.1937,0.00,0.00,4300.61,0.00,6001.19,110453.66,3700.46,12805.47,1000.03,0.00,2200.16,200.00,0.00,0.00,0.00,2250.17,0.00,0.00,50.00,200.00,0.00,0.00,0.00,33.33,0.00
7.4908,0.00,200.00,6001.19,0.00,4600.70,111662.52,3150.33,10603.75,1200.05,0.00,2400.19,400.01,0.00,0.00,0.00,2600.23,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
7.7878,0.00,0.00,5901.15,0.00,5801.12,111007.71,3750.47,14807.31,2400.19,0.00,1200.05,0.00,0.00,0.00,400.01,2400.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.0848,0.00,0.00,5300.93,0.00,7201.72,108690.91,3750.47,12405.13,1200.05,0.00,1400.07,0.00,0.00,0.00,200.00,3350.39,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00
8.3818,0.00,0.00,5200.89,0.00,5601.04,112418.12,3400.38,11204.19,1200.05,0.00,1600.09,200.00,0.00,0.00,0.00,3400.40,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
8.6789,0.00,0.00,6101.23,0.00,5000.83,107180.13,3150.33,12605.30,1000.03,0.00,1800.11,200.00,0.00,0.00,400.01,2250.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.9759,0.00,0.00,5801.11,0.00,6801.53,106223.39,3700.46,13406.00,2000.13,0.00,2200.16,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
9.2729,0.00,0.00,5100.86,0.00,7201.72,108892.35,3700.46,11404.34,3000.30,0.00,1800.11,0.00,0.00,0.00,0.00,3600.45,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
9.5699,0.00,0.00,5400.96,0.00,4400.64,101390.23,3250.35,9803.21,2000.13,0.00,2600.23,200.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
9.8670,0.00,0.00,5801.11,0.00,5200.90,112166.26,2700.24,12405.13,600.01,0.00,3000.30,0.00,0.00,0.00,200.00,2200.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.1640,0.00,0.00,5901.15,0.00,4400.64,107431.91,3300.36,10803.89,2800.26,0.00,2000.14,200.00,0.00,0.00,0.00,2800.27,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
10.4610,0.00,0.00,6501.39,0.00,5601.04,109043.44,3600.43,10803.89,1000.03,0.00,600.01,200.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
10.7580,0.00,0.00,5000.83,0.00,5601.04,106575.87,4200.59,14206.73,1600.09,0.00,1800.11,200.00,0.00,0.00,200.00,2350.19,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00
11.0551,0.00,0.00,5000.83,0.00,5200.90,108237.66,3450.40,14206.73,2600.23,0.00,2400.19,200.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,600.01
11.3521,0.00,0.00,5701.07,0.00,5601.04,108791.63,3500.41,13606.18,800.02,0.00,1800.11,0.00,0.00,0.00,200.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.6491,0.00,0.00,6801.53,0.00,5200.90,108590.19,4000.53,12004.81,1800.11,0.00,2200.16,200.00,0.00,200.00,0.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
11.9461,0.00,0.00,4600.70,0.00,5000.83,107734.07,3800.48,11604.49,2400.19,0.00,2200.16,0.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
12.2432,0.00,0.00,4800.76,0.00,5601.04,108237.66,2900.28,11404.34,1400.07,0.00,2800.26,0.00,0.00,0.00,200.00,2300.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.5402,0.00,0.00,5501.00,0.00,6001.19,107280.85,2950.29,11804.65,3000.30,0.00,1200.05,400.01,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
12.8372,0.00,0.00,5200.89,0.00,5000.83,107734.07,4100.56,13005.64,1600.09,0.00,3000.30,0.00,0.00,0.00,0.00,2250.17,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
13.1342,0.00,0.00,5100.86,0.00,6801.53,105921.28,3850.49,13406.00,1200.05,0.00,1600.09,200.00,0.00,0.00,0.00,2650.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
13.4313,0.00,0.00,4900.79,0.00,7201.72,108338.38,3300.36,9803.21,1400.07,0.00,2600.23,0.00,0.00,0.00,200.00,2450.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.7283,0.00,0.00,5000.83,0.00,5200.90,105719.86,3150.33,13806.36,1400.07,0.00,1800.11,0.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
14.0253,0.00,0.00,5200.89,0.00,5000.83,111209.19,3400.38,13406.00,1800.11,0.00,3400.39,200.00,0.00,0.00,200.00,2450.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
14.3223,0.00,0.00,6101.23,0.00,5200.90,107583.00,2900.28,10603.75,1600.09,0.00,1400.07,0.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
14.6194,0.00,0.00,5501.00,0.00,5400.97,109849.27,3400.38,12204.97,1800.11,0.00,1600.09,400.01,0.00,0.00,400.01,2350.19,0.00,0.00,50.00,0.00,0.00,0.00,200.00,16.67,0.00
14.9164,0.00,0.00,6001.19,0.00,5400.97,114282.08,3800.48,12004.81,2600.23,200.00,1000.03,0.00,0.00,0.00,0.00,3100.33,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.2134,0.00,0.00,4700.73,0.00,5801.12,108741.27,3350.37,10603.75,1400.07,0.00,3000.30,0.00,0.00,0.00,0.00,2900.29,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
15.5104,0.00,0.00,6701.48,0.00,4800.76,107683.70,4150.57,10803.89,1400.07,0.00,2400.19,200.00,0.00,0.00,200.00,3350.39,0.00,0.00,100.00,0.00,200.00,0.00,0.00,0.00,200.00
15.8075,0.00,0.00,4800.76,0.00,4400.64,108489.45,3000.30,11804.65,2000.13,0.00,2400.19,800.02,0.00,0.00,0.00,3300.37,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,200.00
16.1045,0.00,0.00,5701.07,0.00,5000.83,110453.66,3950.52,15608.13,1200.05,0.00,1000.03,0.00,0.00,0.00,200.00,2800.27,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
16.4015,0.00,0.00,6701.48,0.00,4200.58,108187.29,3400.38,13205.82,1200.05,0.00,2600.23,0.00,0.00,0.00,0.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.6985,0.00,0.00,5501.00,0.00,7201.72,105216.36,3200.34,12805.47,1000.03,0.00,1000.03,0.00,0.00,0.00,200.00,3750.48,0.00,0.00,0.00,200.00,200.00,0.00,0.00,16.67,0.00
16.9956,0.00,0.00,4900.79,0.00,5400.97,107381.57,3950.52,12805.47,1600.09,0.00,2200.16,200.00,0.00,0.00,200.00,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.2926,0.00,0.00,6101.23,0.00,5200.90,112619.62,3000.30,10003.34,1200.05,0.00,3000.30,200.00,0.00,0.00,200.00,2850.28,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
17.5896,0.00,0.00,5000.83,0.00,4200.58,108288.01,3650.44,11204.19,2000.13,0.00,1600.09,200.00,0.00,0.00,0.00,3200.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.8866,0.00,0.00,4600.70,0.00,6801.53,108690.91,3050.31,11004.04,2400.19,0.00,2400.19,0.00,0.00,0.00,0.00,2550.22,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
18.1837,0.00,0.00,5200.89,0.00,6001.19,106122.68,3250.35,13205.82,2200.16,0.00,1800.11,0.00,0.00,0.00,0.00,2850.28,0.00,0.00,100.00,1000.04,200.00,0.00,0.00,16.67,0.00
18.4807,0.00,0.00,6101.23,0.00,7001.62,105820.57,3450.40,11404.34,400.01,0.00,3800.49,0.00,0.00,0.00,0.00,2500.21,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
18.7777,0.00,0.00,5000.83,0.00,7601.91,109295.25,3650.44,11004.04,2600.23,0.00,1800.11,400.01,0.00,0.00,200.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19.0747,0.00,0.00,4100.55,0.00,4400.64,106424.80,3750.47,10203.47,2000.13,0.00,2000.14,600.01,0.00,0.00,0.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19.3718,0.00,0.00,5601.03,0.00,5601.04,109295.25,3850.49,12204.97,1600.09,0.00,2600.23,0.00,0.00,0.00,0.00,2500.21,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
19.6688,0.00,0.00,5701.07,0.00,5000.83,108791.63,2850.27,11204.19,2000.13,0.00,3200.35,0.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
19.9658,0.00,0.00,6501.39,0.00,5200.90,110151.46,3050.31,10603.75,2400.19,0.00,1800.11,200.00,0.00,0.00,0.00,2850.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.2628,0.00,0.00,6601.44,0.00,4600.70,110252.20,3350.37,12605.30,1600.09,0.00,1600.09,0.00,0.00,0.00,200.00,2650.24,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
20.5599,0.00,0.00,4000.53,0.00,4800.76,106525.51,3250.35,12805.47,1800.11,0.00,800.02,0.00,0.00,0.00,0.00,2500.21,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
20.8569,0.00,0.00,4300.61,0.00,6601.44,114483.59,3050.31,13806.36,1000.03,0.00,3600.44,0.00,0.00,0.00,0.00,2800.27,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
21.1539,0.00,600.01,4900.79,0.00,6201.27,107230.49,2900.28,11404.34,1400.07,0.00,3000.30,400.01,0.00,0.00,0.00,2350.19,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
21.4509,0.00,0.00,4500.67,0.00,8202.23,110604.76,3750.47,11804.65,1200.05,0.00,3200.35,0.00,0.00,0.00,0.00,2850.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
21.7480,0.00,0.00,5100.86,0.00,3800.48,106626.22,3800.48,13806.36,1400.07,0.00,2600.23,0.00,0.00,0.00,200.00,2300.18,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
22.0450,0.00,0.00,5601.03,0.00,5000.83,113022.62,3750.47,12204.97,1400.07,0.00,2000.14,0.00,0.00,200.00,0.00,2700.25,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
22.3420,0.00,0.00,5801.11,0.00,7001.62,105317.05,2850.27,10603.75,1400.07,0.00,4400.65,200.00,0.00,0.00,0.00,2250.17,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
22.6390,0.00,0.00,6901.57,0.00,6401.36,112518.87,2850.27,15407.92,2000.13,0.00,1600.09,200.00,0.00,0.00,0.00,3300.37,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
22.9361,0.00,0.00,6101.23,0.00,4200.58,108690.91,3400.38,12004.81,1400.07,0.00,1200.05,0.00,0.00,0.00,0.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23.2331,0.00,0.00,5100.86,0.00,6601.44,105317.05,3550.42,12204.97,1200.05,0.00,2200.16,0.00,0.00,0.00,0.00,2450.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,33.33,0.00
23.5301,0.00,0.00,4900.79,0.00,4400.64,107683.70,4200.59,15608.13,1400.07,0.00,3600.44,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23.8271,0.00,0.00,5300.93,0.00,6401.36,107834.78,3500.41,11604.49,800.02,0.00,3000.30,0.00,0.00,0.00,0.00,2650.24,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
24.1242,0.00,0.00,5100.86,0.00,4800.76,108841.99,4150.57,16008.55,1200.05,0.00,2000.14,200.00,0.00,0.00,0.00,2850.28,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
24.4212,0.00,0.00,5000.83,0.00,6001.19,107834.78,3500.41,11804.65,800.02,0.00,2600.23,200.00,0.00,0.00,200.00,3100.33,200.00,0.00,100.00,200.00,0.00,0.00,0.00,0.00,0.00
24.7182,0.00,0.00,7001.62,0.00,4600.70,107180.13,3850.49,13406.00,800.02,0.00,2400.19,200.00,0.00,0.00,0.00,3000.31,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
25.0152,0.00,0.00,5000.83,0.00,3400.38,111813.65,3000.30,12605.30,1600.09,0.00,2000.14,0.00,0.00,0.00,0.00,3400.40,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
25.3123,0.00,0.00,5100.86,0.00,3600.43,107381.57,3900.51,14406.92,2600.23,0.00,3000.30,0.00,0.00,0.00,0.00,2700.25,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
25.6093,0.00,0.00,6201.27,0.00,7001.62,105266.70,3450.40,13406.00,1600.09,0.00,2000.14,200.00,0.00,200.00,200.00,2600.23,0.00,0.00,50.00,400.01,0.00,0.00,0.00,0.00,0.00
25.9063,0.00,0.00,4700.73,0.00,3200.34,109244.89,3650.44,14607.12,1400.07,0.00,3600.44,0.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
26.2033,0.00,0.00,5300.93,0.00,6001.19,107834.78,3400.38,12405.13,800.02,0.00,2200.16,0.00,0.00,0.00,200.00,2900.29,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
26.5004,0.00,0.00,6401.35,0.00,6401.36,105266.70,3350.37,10003.34,1400.07,0.00,1400.07,200.00,0.00,0.00,0.00,2150.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.7974,0.00,0.00,5501.00,0.00,5601.04,105669.51,3450.40,9402.95,2200.16,0.00,2200.16,400.01,0.00,0.00,200.00,3400.40,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
27.0944,0.00,0.00,6001.19,0.00,4400.64,110806.24,3600.43,12004.81,2200.16,0.00,2200.16,0.00,0.00,0.00,0.00,2600.23,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
27.3914,0.00,0.00,6401.35,0.00,5200.90,111813.65,3550.42,12605.30,1000.03,0.00,2200.16,0.00,0.00,0.00,0.00,3050.32,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
27.6885,0.00,0.00,5901.15,0.00,6201.27,105870.92,3850.49,13205.82,2000.13,0.00,2200.16,0.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
27.9855,0.00,0.00,5501.00,0.00,4800.76,109295.25,3600.43,11804.65,2000.13,0.00,2200.16,0.00,0.00,0.00,0.00,3350.39,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
28.2825,0.00,0.00,5400.96,0.00,5601.04,106122.68,2950.29,13005.64,400.01,0.00,1600.09,0.00,0.00,0.00,0.00,1950.13,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,200.00
28.5795,0.00,0.00,5701.07,0.00,5000.83,108841.99,3950.52,8602.47,1400.07,0.00,1000.03,200.00,0.00,0.00,0.00,3500.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
28.8766,0.00,0.00,5701.07,0.00,5000.83,109547.07,4100.56,13406.00,1800.11,0.00,1800.11,0.00,200.00,0.00,0.00,2950.30,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
29.1736,0.00,0.00,7101.66,0.00,6201.27,108086.58,3150.33,13205.82,1600.09,0.00,1800.11,0.00,0.00,0.00,200.00,2650.24,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
29.4706,0.00,0.00,5000.83,0.00,6001.19,113173.75,2800.26,11004.04,1000.03,0.00,2600.23,0.00,0.00,0.00,400.01,3000.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.7676,0.00,0.00,5901.15,0.00,4400.64,109295.25,2950.29,11804.65,1200.05,0.00,2600.23,200.00,0.00,0.00,400.01,2750.26,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
30.0647,0.00,0.00,5801.11,0.00,3200.34,106827.64,4050.55,14406.92,1400.07,0.00,3000.30,0.00,0.00,0.00,400.01,3000.31,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
30.3617,0.00,200.00,4300.61,0.00,5000.83,106676.57,3550.42,9603.08,2000.13,0.00,1800.11,200.00,0.00,0.00,200.00,2450.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
30.6587,0.00,0.00,4800.76,0.00,7601.91,107583.00,3800.48,11804.65,1600.09,0.00,2000.14,0.00,0.00,0.00,200.00,2750.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30.9557,0.00,0.00,5200.89,0.00,4000.53,112569.25,3200.34,11604.49,1600.09,0.00,3600.44,0.00,0.00,0.00,0.00,2500.21,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
31.2528,0.00,0.00,4900.79,0.00,4400.64,110504.03,3950.52,12405.13,1000.03,0.00,2000.14,400.01,0.00,0.00,0.00,2800.27,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
31.5498,0.00,0.00,5501.00,0.00,4600.70,106273.74,3050.31,10203.47,2600.23,0.00,2400.19,400.01,0.00,0.00,200.00,2650.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
31.8468,0.00,0.00,5801.11,0.00,6801.53,109144.17,3500.41,10203.47,800.02,0.00,1400.07,0.00,0.00,0.00,0.00,2900.29,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
32.1438,0.00,0.00,4200.58,0.00,6401.36,103806.62,3350.37,12004.81,1400.07,0.00,2000.14,400.01,0.00,0.00,0.00,2550.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32.4409,0.00,0.00,5300.93,0.00,6601.44,106223.39,2950.29,11804.65,1200.05,0.00,3000.30,0.00,0.00,0.00,0.00,3000.31,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
32.7379,0.00,0.00,5400.96,0.00,5801.12,108086.58,3850.49,13806.36,2800.26,0.00,1600.09,0.00,0.00,0.00,0.00,2350.19,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,0.00
33.0349,0.00,0.00,5701.07,0.00,6401.36,111209.19,2700.24,12204.97,800.02,0.00,1400.07,200.00,0.00,0.00,200.00,2650.24,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
33.3319,0.00,400.01,6501.39,0.00,7601.91,110201.83,3650.44,11204.19,3000.30,0.00,2600.23,400.01,0.00,0.00,200.00,3000.31,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
33.6290,0.00,0.00,3900.50,0.00,4600.70,104612.16,4200.59,12004.81,2000.13,0.00,1400.07,0.00,0.00,0.00,0.00,2300.18,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
33.9260,0.00,0.00,6201.27,0.00,6601.44,110705.51,2800.26,11004.04,1400.07,0.00,2400.19,0.00,200.00,0.00,0.00,2450.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.2230,0.00,0.00,6401.35,0.00,7601.91,112216.63,3200.34,12204.97,1800.11,0.00,2400.19,200.00,0.00,0.00,0.00,2400.20,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
34.5200,0.00,0.00,5701.07,0.00,3600.43,104964.60,3800.48,13005.64,2600.23,0.00,1800.11,0.00,0.00,0.00,0.00,2300.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.8171,0.00,0.00,5801.11,0.00,4800.76,108338.38,2950.29,10003.34,1400.07,0.00,2000.14,600.01,0.00,0.00,0.00,1850.12,0.00,0.00,50.00,0.00,200.00,0.00,0.00,0.00,0.00
35.1141,0.00,200.00,5701.07,0.00,7001.62,110755.87,3650.44,14406.92,2600.23,200.00,800.02,0.00,0.00,0.00,200.00,2450.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
35.4111,0.00,0.00,5400.96,0.00,5000.83,108288.01,3300.36,12405.13,2800.26,0.00,2600.23,200.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
