Intensity Vs Time, Counts Per Second
Time in Seconds ,Li7,Na23,Al27,K39,Ca43,Ti47,Fe57,Cu63,Zn66,P31,Cs133,La139,Ce140,Ta181,Au197,Pb208,Th232,Nb93,Pr141,Eu153,Tb159,Ho165,Er166,Tm169,Lu175,Rb85,Sr88,Y89,Mg24,Ba137,Hf178,Nd146,Zr90,Sm147,Gd157,Dy163,Yb172,Si29,S33,B11,V51,Se77,Mn55,Mo95,As75
7.29,0.,1800.1134071446,400.0056000784,32737.468032163,0.,0.,100.00035000123,0.,0.,1900.1263584028,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,100.00035000123,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,78515.170825648,5801.1776390607,0.,0.,0.,1200.0504021169,0.,0
8.019,0.,1100.0423516305,200.0014000098,30632.807737086,100.00035000123,0.,0.,0.,0.,3500.4288025283,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,78615.721539905,4200.6174907711,0.,0.,0.,1100.0423516305,100.00035000123,0
8.748,0.,500.00875015313,200.0014000098,33840.032758754,100.00035000123,0.,500.00875015313,0.,0.,3600.4536571608,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,88875.603245665,6101.3026281111,0.,0.,0.,1800.1134071446,0.,0
9.477,0.,800.02240062722,200.0014000098,33338.856437178,0.,0.,300.00315003308,0.,0.,4900.8404941447,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,87466.949128741,7401.917096528,100.00035000123,0.,0.,1100.0423516305,0.,0
10.206,0.,1400.0686033616,100.00035000123,30231.955176622,100.00035000123,0.,500.00875015313,20.00001400001,0.,3100.3363864979,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,76604.841345759,5801.1776390607,0.,0.,0.,1500.0787541346,0.,0
10.935,0.,700.01715042019,200.0014000098,31234.107645549,0.,0.,400.0056000784,0.,40.000056000078,3100.3363864979,0.,0.,50.000087500153,0.,0.,0.,200.0014000098,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,79922.945055232,7101.76478855,0.,0.,0.,600.01260026461,0.,0
11.664,0.,300.00315003308,100.00035000123,34842.438089593,100.00035000123,0.,300.00315003308,0.,0.,3300.3811940279,0.,0.,0.,0.,0.,0.,0.,50.000087500153,100.00035000123,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79621.267502389,7501.9692669326,100.00035000123,0.,0.,1000.035001225,0.,0
12.393,0.,800.02240062722,300.00315003308,33238.623280252,400.0056000784,0.,200.0014000098,0.,0.,3800.5054672271,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,50.000087500153,0.,0.,0.,0.,0.,200.0014000098,0.,0.,0.,0.,84147.097953139,5300.9833324082,0.,0.,0.,1500.0787541346,0.,0
13.122,0.,1800.1134071446,200.0014000098,32436.783312276,200.0014000098,0.,100.00035000123,0.,0.,3400.4046481531,0.,0.,50.000087500153,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,73086.480154113,6201.3456920152,0.,0.,100.00035000123,1200.0504021169,0.,0
13.851,0.,1000.035001225,100.00035000123,33038.15907373,0.,0.,100.00035000123,20.00001400001,40.000056000078,3300.3811940279,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,82336.594203444,6301.3894563751,0.,0.,0.,1500.0787541346,0.,0
14.58,0.,1800.1134071446,100.00035000123,32035.880185808,100.00035000123,0.,200.0014000098,0.,20.00001400001,3200.3584401453,100.00035000123,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,50.000087500153,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,77610.246156839,8002.2406273757,0.,100.00035000123,0.,1100.0423516305,0.,0
15.309,0.,1900.1263584028,0.,29730.905276034,200.0014000098,0.,400.0056000784,0.,0.,3600.4536571608,100.00035000123,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,82336.594203444,6301.3894563751,100.00035000123,0.,0.,800.02240062722,0.,0
16.038,100.00035000123,2800.2744268938,100.00035000123,34742.194395093,300.00315003308,0.,100.00035000123,0.,0.,3000.3150330785,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,78314.071514485,4700.7732772041,0.,0.,0.,600.01260026461,0.,0
16.767,0.,700.01715042019,100.00035000123,33138.390825772,200.0014000098,0.,0.,0.,20.00001400001,3000.3150330785,0.,50.000087500153,50.000087500153,0.,16.666676388895,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79822.38516507,6501.4790864922,0.,0.,0.,900.02835089305,0.,0
17.496,0.,1500.0787541346,200.0014000098,30733.022632819,200.0014000098,0.,300.00315003308,20.00001400001,0.,3100.3363864979,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79017.931454953,5100.9105125265,0.,0.,0.,1200.0504021169,0.,0
18.225,0.,900.02835089305,200.0014000098,33739.796089488,0.,0.,300.00315003308,0.,20.00001400001,3600.4536571608,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79319.596302363,5801.1776390607,0.,0.,100.00035000123,1700.1011560188,0.,0
18.954,0.,1100.0423516305,100.00035000123,33439.090296557,300.00315003308,0.,400.0056000784,0.,40.000056000078,2800.2744268938,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84147.097953139,6401.4339211983,0.,0.,0.,1300.0591526914,0.,0
19.683,0.,700.01715042019,200.0014000098,32837.697676933,200.0014000098,0.,300.00315003308,0.,0.,3900.5324226757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,83040.651808942,7201.8148573441,0.,0.,0.,1200.0504021169,0.,0
20.412,0.,3000.3150330785,300.00315003308,33038.15907373,300.00315003308,0.,500.00875015313,0.,20.00001400001,3500.4288025283,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,82437.171743105,6801.6187852709,0.,0.,0.,1000.035001225,0.,0
21.141,0.,500.00875015313,0.,28728.858138,0.,0.,400.0056000784,0.,40.000056000078,3400.4046481531,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,76202.699179818,6001.2602646556,0.,0.,0.,1300.0591526914,0.,0
21.87,0.,500.00875015313,100.00035000123,31033.671533614,100.00035000123,0.,500.00875015313,0.,20.00001400001,3900.5324226757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79520.709729855,7702.0757094037,0.,0.,0.,1500.0787541346,0.,0
22.599,0.,1000.035001225,0.,32336.556477097,0.,0.,100.00035000123,0.,0.,3100.3363864979,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84147.097953139,6601.524952264,0.,0.,0.,1200.0504021169,0.,0
23.328,0.,700.01715042019,200.0014000098,32637.239089801,100.00035000123,0.,100.00035000123,0.,0.,3100.3363864979,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84348.279159707,8002.2406273757,0.,100.00035000123,0.,1500.0787541346,0.,0
24.057,0.,4300.6472474107,0.,36045.417225704,200.0014000098,0.,100.00035000123,0.,0.,3700.479212058,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,85756.626705416,6601.524952264,0.,0.,0.,1500.0787541346,0.,0
24.786,0.,600.01260026461,100.00035000123,35243.419893309,300.00315003308,100.00035000123,100.00035000123,0.,0.,3800.5054672271,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,76705.378651339,6601.524952264,0.,0.,0.,1300.0591526914,0.,0
25.515,0.,800.02240062722,100.00035000123,36145.670054113,400.0056000784,0.,0.,0.,0.,4100.5884344403,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,83442.98597516,7602.0221378887,0.,100.00035000123,100.00035000123,1700.1011560188,0.,0
26.244,0.,2800.2744268938,200.0014000098,31634.988297057,300.00315003308,0.,200.0014000098,40.000056000078,20.00001400001,2600.2366215326,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,76805.916662572,6101.3026281111,0.,0.,0.,1700.1011560188,0.,0
26.973,0.,700.01715042019,0.,30031.533109765,100.00035000123,0.,0.,0.,0.,3900.5324226757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,86460.852391666,6201.3456920152,0.,0.,0.,1600.0896050179,0.,0
27.702,0.,400.0056000784,400.0056000784,32937.92802412,0.,0.,100.00035000123,0.,0.,3700.479212058,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,91592.684423074,7501.9692669326,0.,100.00035000123,0.,1000.035001225,0.,0
28.431,0.,800.02240062722,200.0014000098,38652.219148069,100.00035000123,0.,400.0056000784,0.,0.,3900.5324226757,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,83744.744014382,6401.4339211983,0.,0.,0.,1700.1011560188,0.,0
29.16,0.,5401.0207929299,100.00035000123,31234.107645549,300.00315003308,0.,100.00035000123,0.,0.,3700.479212058,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,78917.377917474,6501.4790864922,0.,0.,0.,2500.2187691423,0.,0
29.889,0.,600.01260026461,300.00315003308,32637.239089801,100.00035000123,0.,500.00875015313,0.,0.,3700.479212058,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,78213.522917565,5601.0978151718,0.,0.,0.,1300.0591526914,0.,0
30.618,0.,800.02240062722,200.0014000098,34641.951403149,300.00315003308,0.,100.00035000123,0.,0.,3900.5324226757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,77308.617303794,6801.6187852709,0.,0.,0.,1300.0591526914,0.,300.0031500330
31.347,0.,1000.035001225,300.00315003308,30733.022632819,0.,0.,200.0014000098,0.,0.,3900.5324226757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,80727.449589218,8402.4703262759,0.,0.,0.,1600.0896050179,0.,0
32.076,0.,700.01715042019,0.,34842.438089593,100.00035000123,0.,300.00315003308,0.,40.000056000078,3000.3150330785,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84247.688203318,8002.2406273757,0.,0.,0.,1000.035001225,0.,0
32.805,0.,1000.035001225,0.,34641.951403149,0.,0.,300.00315003308,0.,60.000126000265,3400.4046481531,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,80425.75509455,5701.1373769067,0.,0.,100.00035000123,1500.0787541346,0.,100.0003500012
33.534,0.,300.00315003308,300.00315003308,35443.915010698,0.,100.00035000123,300.00315003308,0.,20.00001400001,3700.479212058,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,86058.433475728,6701.5715185211,0.,0.,0.,1500.0787541346,0.,0
34.263,0.,300.00315003308,100.00035000123,32537.010849842,200.0014000098,0.,100.00035000123,0.,20.00001400001,4100.5884344403,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,91793.970189532,7802.1299814849,0.,0.,0.,1200.0504021169,0.,0
34.992,0.,1100.0423516305,100.00035000123,33038.15907373,300.00315003308,0.,200.0014000098,0.,20.00001400001,3600.4536571608,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,86561.458886567,7201.8148573441,0.,0.,0.,1100.0423516305,0.,100.0003500012
35.721,0.,800.02240062722,100.00035000123,30733.022632819,100.00035000123,0.,200.0014000098,0.,0.,3800.5054672271,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,150.00078750413,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,80626.884051722,5701.1373769067,0.,0.,0.,1600.0896050179,0.,100.0003500012
36.45,0.,600.01260026461,100.00035000123,32737.468032163,100.00035000123,0.,200.0014000098,0.,0.,3800.5054672271,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,85354.227566808,6901.6667525207,0.,0.,0.,1600.0896050179,0.,0
37.179,0.,700.01715042019,0.,32637.239089801,300.00315003308,0.,400.0056000784,40.000056000078,0.,3600.4536571608,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,85153.032235287,6401.4339211983,0.,0.,0.,1200.0504021169,0.,0
37.908,0.,500.00875015313,200.0014000098,30733.022632819,300.00315003308,0.,200.0014000098,0.,0.,3100.3363864979,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,81431.428118713,5501.0589538486,0.,100.00035000123,0.,1800.1134071446,0.,0
38.637,0.,3000.3150330785,300.00315003308,33338.856437178,200.0014000098,0.,200.0014000098,0.,0.,3300.3811940279,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,73790.083254464,5200.9465722762,0.,0.,0.,1300.0591526914,0.,0
39.366,0.,500.00875015313,0.,29530.490231164,100.00035000123,0.,100.00035000123,0.,20.00001400001,4500.7088616457,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,81330.857639409,6501.4790864922,0.,0.,0.,600.01260026461,0.,0
40.095,0.,700.01715042019,0.,33138.390825772,0.,0.,300.00315003308,20.00001400001,0.,3300.3811940279,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,78917.377917474,5901.2186016412,0.,0.,0.,1700.1011560188,0.,0
40.824,0.,1200.0504021169,100.00035000123,30532.593543608,100.00035000123,0.,400.0056000784,0.,0.,3000.3150330785,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,76604.841345759,5701.1373769067,0.,0.,0.,1000.035001225,0.,0
41.553,0.,400.0056000784,200.0014000098,34942.682486657,0.,0.,300.00315003308,0.,0.,3200.3584401453,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,80828.015832664,8302.4118506426,0.,0.,0.,1800.1134071446,0.,0
42.282,0.,600.01260026461,200.0014000098,34240.986460794,200.0014000098,0.,500.00875015313,0.,0.,4100.5884344403,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,84247.688203318,6501.4790864922,0.,0.,100.00035000123,1100.0423516305,0.,0
43.011,0.,800.02240062722,200.0014000098,31835.432836747,200.0014000098,0.,100.00035000123,0.,0.,5000.8751531518,0.,50.000087500153,0.,3900.5324226757,150.00078750413,5601.0978151718,4500.7088616457,0.,0.,0.,0.,150.00078750413,0.,350.00428755252,2350.1933033992,0.,0.,0.,0.,0.,400.0056000784,0.,0.,0.,0.,0.,100.00035000123,78515.170825648,5100.9105125265,100.00035000123,100.00035000123,0.,1400.0686033616,700.01715042019,0
43.74,5000.8751531518,518024.98900419,31334.32675496,39654.961777023,1600.0896050179,500.00875015313,800.02240062722,11764.842409136,9703.2942684041,3900.5324226757,133521.07327233,78716.272959957,88422.806463642,115464.74560104,2383.532159641,88774.980502105,172839.28260631,67509.135910625,137357.1854538,55457.434915791,100653.34356258,138417.34462276,42814.06053808,114003.07672768,126558.121315,73890.600804776,71830.132013557,57866.963600177,1900.1263584028,11904.95841518,40758.059856265,20314.433404934,35343.667100703,16309.304458193,14207.060909272,29881.218402926,26825.162001958,107099.96481862,7101.76478855,200.0014000098,10904.159937016,300.00315003308,23218.853709212,8702.6499569119,5300.983332408
44.469,44268.483343733,20322946.804942,717790.90162615,129685.98612832,28528.457135993,8302.4118506426,1300.0591526914,25041.929217416,8502.529502527,8102.2970011998,187826.69615257,162367.49814012,160294.28179815,154733.4718461,2533.5579754738,140487.40487204,212163.85981066,129837.35171984,197049.69186443,76755.647568749,136953.33588886,175876.00942567,53098.497713258,146295.26465195,166717.16797069,111432.91688209,155340.00105571,145790.14009372,42262.421596698,24120.345511439,44168.173575914,28979.363339904,72784.946549181,27125.728753723,16809.884211917,41760.950106681,33439.090296557,574316.91480626,6101.3026281111,3200.3584401453,76001.632330573,700.01715042019,64143.681847338,16109.077465152,10103.57161256
45.198,58419.204386551,22209175.153836,814368.59692663,146749.89194785,29730.905276034,7602.0221378887,1300.0591526914,25081.999421693,9162.9376378067,11604.711512874,156856.43614133,115162.31913015,115565.55584171,118993.52564762,1683.4325155657,110022.04456294,164946.79460101,87416.642614134,132612.67053789,55909.190649338,115968.80388972,114607.88716118,38702.354610199,120506.12572806,136751.4153671,93253.376547252,118338.11514043,118842.27441118,44268.483343733,17911.221380195,38251.141776555,18061.410295954,56511.553807215,15107.984569845,17510.725319258,27676.784207917,32236.330344298,750193.70596717,7101.76478855,5100.9105125265,99747.01988217,500.00875015313,74996.340419218,13106.009105175,7201.814857344
45.927,44067.864511347,16906605.290926,650375.07280795,121413.76233532,23920.009087602,3800.5054672271,1600.0896050179,18732.273385522,7361.896424519,8902.7732138561,124338.75984641,122926.61762993,110072.43047004,120909.51268646,2150.1617996754,99344.227749151,193096.2551609,77358.888338235,129282.35235619,66102.581283247,124994.44455186,126860.78811386,44519.260840052,140083.46723665,133470.60494534,77459.430936394,112843.9280128,113801.47891723,35343.667100703,18712.24716577,39153.581676524,18562.051411879,47980.439206329,17210.360637104,18211.600789703,28277.959832785,25522.779080329,594310.26017151,6801.6187852709,4200.6174907711,71277.373744563,300.00315003308,60728.805797096,10403.78697846,13706.57230141
46.656,59122.087109882,19808722.390203,767054.64365845,109921.27327985,25122.069738265,5300.9833324082,1200.0504021169,22758.113182282,6501.4790864922,9303.0281356582,135741.85536308,113902.27746826,102164.01036894,132915.46506096,1500.0787541346,69870.448960239,171219.95728555,80777.732622697,136044.71590869,63390.330343799,118590.19256095,142153.76776577,44118.018955725,134984.73195584,136044.71590869,96122.298065413,124792.69222029,113952.67700942,41460.075649616,18111.473618537,40356.923440513,20314.433404934,54403.393649631,19112.776891352,16809.884211917,31183.998354206,26524.601567954,636260.29424994,6801.6187852709,4200.6174907711,62134.832586713,300.00315003308,54202.632684989,14006.863363048,9303.028135658
47.385,45773.214256203,18606648.937931,693221.01951016,114456.68216183,24420.855410521,6001.2602646556,1200.0504021169,18251.651854544,6321.3982933025,7602.0221378887,133823.88696101,111785.65665038,100703.69655824,128878.72993678,1716.7698159198,88774.980502105,176382.19294481,85505.125919462,135842.80816825,58770.641434204,132360.34664848,128929.18211837,43766.941537081,131502.47860573,146497.31945085,80878.299219121,105588.77788015,121565.04068613,37749.81087545,17510.725319258,46074.17942888,19112.776891352,56109.975552082,18111.473618537,16109.077465152,30833.238230813,30733.022632819,536072.85374747,6501.4790864922,4100.5884344403,71176.874533215,600.01260026461,56611.950131385,9002.8358933064,7201.814857344
48.114,42663.611444664,17798370.906717,689130.04628508,113347.89420395,22818.208930727,6701.5715185211,1100.0423516305,19913.870010462,7301.8656266676,8102.2970011998,125347.51795844,109568.57936532,104329.57708383,127970.62099903,1783.4446500036,79219.04064739,179014.63462248,78565.446094553,139780.52146877,64997.528139495,112843.9280128,122119.74162034,46174.50255988,135893.2848371,137559.11449711,79118.485698256,115867.9908149,113297.49678794,39855.518737601,16309.304458193,40758.059856265,19313.045962548,55005.693439945,18912.510625779,14307.160733947,30131.743792085,27125.728753723,577439.06793581,6601.524952264,3400.4046481531,61933.96316232,600.01260026461,57113.942314918,11804.875413546,7001.71542027
