Intensity Vs Time, Counts Per Second
Time in Seconds ,Li7,Na23,Al27,K39,Ca43,Ti47,Fe57,Cu63,Zn66,P31,Cs133,La139,Ce140,Ta181,Au197,Pb208,Th232,Nb93,Pr141,Eu153,Tb159,Ho165,Er166,Tm169,Lu175,Rb85,Sr88,Y89,Mg24,Ba137,Hf178,Nd146,Zr90,Sm147,Gd157,Dy163,Yb172,Si29,S33,B11,V51,Se77,Mn55,Mo95,As75
0.,100.00035000123,500.00875015313,200.0014000098,36045.417225704,200.0014000098,0.,300.00315003308,0.,0.,4500.7088616457,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,85253.629547905,4900.8404941447,0.,0.,0.,1700.1011560188,0.,0
0.729,0.,700.01715042019,500.00875015313,36947.717977768,100.00035000123,0.,100.00035000123,0.,0.,3600.4536571608,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84348.279159707,6801.6187852709,0.,0.,0.,1500.0787541346,0.,0
1.458,0.,300.00315003308,200.0014000098,39354.131608027,100.00035000123,0.,500.00875015313,0.,0.,3600.4536571608,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,82336.594203444,6201.3456920152,0.,100.00035000123,0.,1800.1134071446,0.,0
2.187,0.,100.00035000123,100.00035000123,37248.497543802,200.0014000098,0.,400.0056000784,0.,0.,3500.4288025283,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79017.931454953,6301.3894563751,100.00035000123,0.,0.,1800.1134071446,0.,0
2.916,0.,700.01715042019,100.00035000123,33138.390825772,100.00035000123,0.,200.0014000098,0.,40.000056000078,3300.3811940279,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,85857.228255855,8202.3540756197,0.,100.00035000123,0.,1700.1011560188,0.,0
3.645,0.,600.01260026461,0.,38752.490248041,100.00035000123,0.,300.00315003308,0.,0.,3500.4288025283,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,87265.724129976,7101.76478855,0.,0.,0.,1100.0423516305,0.,0
4.374,0.,300.00315003308,300.00315003308,37749.81087545,300.00315003308,0.,300.00315003308,0.,0.,3800.5054672271,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,85857.228255855,7902.1849541398,0.,0.,0.,900.02835089305,0.,100.0003500012
5.103,0.,300.00315003308,0.,38451.679056652,0.,0.,400.0056000784,0.,20.00001400001,2000.1400098007,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,82034.865820845,6401.4339211983,0.,0.,0.,1300.0591526914,0.,100.0003500012
5.832,0.,400.0056000784,100.00035000123,35744.662956364,300.00315003308,0.,300.00315003308,0.,20.00001400001,3400.4046481531,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,86863.28260959,7401.917096528,0.,100.00035000123,0.,1300.0591526914,0.,0
6.561,0.,400.0056000784,200.0014000098,36245.923585182,200.0014000098,0.,200.0014000098,0.,0.,4300.6472474107,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,88573.737134615,4700.7732772041,0.,0.,0.,1000.035001225,0.,100.0003500012
7.29,0.,500.00875015313,100.00035000123,37248.497543802,200.0014000098,0.,0.,0.,20.00001400001,2500.2187691423,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79621.267502389,7201.8148573441,0.,0.,0.,1000.035001225,0.,0
8.019,0.,400.0056000784,200.0014000098,37148.236985726,100.00035000123,0.,200.0014000098,0.,0.,3300.3811940279,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84448.870822313,5401.0207929299,0.,0.,0.,1600.0896050179,0.,0
8.748,0.,400.0056000784,500.00875015313,42864.21058746,100.00035000123,0.,300.00315003308,20.00001400001,0.,4300.6472474107,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,84650.05626621,6401.4339211983,100.00035000123,0.,0.,1200.0504021169,0.,0
9.477,0.,400.0056000784,200.0014000098,36346.177818919,700.01715042019,0.,100.00035000123,0.,0.,2400.2016169358,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,87768.791925271,6701.5715185211,100.00035000123,200.0014000098,100.00035000123,800.02240062722,0.,0
10.206,0.,200.0014000098,100.00035000123,39354.131608027,0.,0.,300.00315003308,0.,0.,3600.4536571608,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84750.650047516,6101.3026281111,0.,0.,0.,2000.1400098007,0.,0
10.935,0.,300.00315003308,300.00315003308,39755.239905849,400.0056000784,0.,0.,20.00001400001,20.00001400001,3500.4288025283,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,82437.171743105,6701.5715185211,0.,0.,0.,1400.0686033616,0.,0
11.664,0.,200.0014000098,200.0014000098,36546.688394424,200.0014000098,0.,200.0014000098,20.00001400001,0.,3000.3150330785,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,83141.234291296,5300.9833324082,0.,0.,0.,2000.1400098007,0.,0
12.393,0.,400.0056000784,100.00035000123,36847.459527872,0.,0.,400.0056000784,0.,0.,3900.5324226757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,88473.116510668,6701.5715185211,0.,0.,0.,400.0056000784,0.,0
13.122,0.,100.00035000123,200.0014000098,38251.141776555,200.0014000098,0.,200.0014000098,0.,20.00001400001,1700.1011560188,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,83442.98597516,6801.6187852709,0.,0.,0.,1500.0787541346,0.,0
13.851,0.,100.00035000123,100.00035000123,38953.034556549,0.,0.,200.0014000098,20.00001400001,0.,1800.1134071446,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79118.485698256,6401.4339211983,0.,0.,0.,2000.1400098007,0.,100.0003500012
14.58,0.,800.02240062722,0.,36145.670054113,300.00315003308,0.,500.00875015313,0.,0.,2800.2744268938,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,80828.015832664,5300.9833324082,0.,0.,0.,1100.0423516305,0.,0
15.309,0.,500.00875015313,100.00035000123,36145.670054113,300.00315003308,0.,200.0014000098,20.00001400001,20.00001400001,2600.2366215326,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,78515.170825648,5501.0589538486,0.,0.,0.,1600.0896050179,0.,0
16.038,0.,300.00315003308,200.0014000098,40457.206489977,800.02240062722,0.,200.0014000098,0.,40.000056000078,3600.4536571608,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,74594.243409839,6901.6667525207,0.,100.00035000123,0.,1000.035001225,0.,0
16.767,0.,100.00035000123,200.0014000098,40457.206489977,300.00315003308,0.,600.01260026461,0.,0.,3500.4288025283,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,77911.881361362,7902.1849541398,0.,100.00035000123,100.00035000123,1000.035001225,0.,0
17.496,0.,300.00315003308,100.00035000123,38852.762050865,100.00035000123,0.,200.0014000098,0.,20.00001400001,4000.560078411,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,81330.857639409,5901.2186016412,0.,0.,0.,1200.0504021169,0.,0
18.225,0.,600.01260026461,0.,38852.762050865,100.00035000123,100.00035000123,100.00035000123,0.,0.,4400.6777043665,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84448.870822313,7702.0757094037,0.,0.,0.,1400.0686033616,0.,0
18.954,0.,400.0056000784,200.0014000098,37348.758804619,300.00315003308,0.,200.0014000098,20.00001400001,0.,3300.3811940279,0.,0.,0.,0.,16.666676388895,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,85253.629547905,6501.4790864922,0.,0.,0.,1000.035001225,0.,0
19.683,0.,100.00035000123,200.0014000098,38050.607307719,200.0014000098,0.,300.00315003308,0.,40.000056000078,4000.560078411,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,82437.171743105,5300.9833324082,0.,0.,0.,1000.035001225,0.,0
20.412,0.,300.00315003308,100.00035000123,37950.341127506,0.,0.,200.0014000098,0.,0.,3900.5324226757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,83945.919571384,8102.2970011998,0.,0.,0.,1300.0591526914,0.,0
21.141,0.,700.01715042019,300.00315003308,40758.059856265,0.,0.,500.00875015313,0.,0.,3300.3811940279,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,89278.101285504,7201.8148573441,0.,100.00035000123,0.,1100.0423516305,0.,0
21.87,0.,600.01260026461,100.00035000123,38752.490248041,300.00315003308,0.,100.00035000123,20.00001400001,0.,2800.2744268938,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,77107.534930265,7401.917096528,100.00035000123,0.,0.,1300.0591526914,0.,0
22.599,0.,100.00035000123,0.,37449.020768186,100.00035000123,0.,100.00035000123,0.,0.,3200.3584401453,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,77710.790519284,6001.2602646556,0.,100.00035000123,0.,900.02835089305,0.,0
23.328,0.,300.00315003308,0.,37950.341127506,200.0014000098,0.,500.00875015313,20.00001400001,0.,3500.4288025283,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79219.04064739,6401.4339211983,0.,0.,0.,1000.035001225,0.,0
24.057,0.,500.00875015313,100.00035000123,37749.81087545,300.00315003308,100.00035000123,500.00875015313,40.000056000078,20.00001400001,3500.4288025283,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,79520.709729855,6901.6667525207,0.,100.00035000123,0.,1200.0504021169,0.,0
24.786,0.,200.0014000098,100.00035000123,38953.034556549,100.00035000123,0.,100.00035000123,0.,0.,2300.1851649058,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,90888.20650282,7001.715420278,0.,0.,0.,1100.0423516305,0.,0
25.515,0.,100.00035000123,100.00035000123,37348.758804619,200.0014000098,0.,500.00875015313,0.,0.,3200.3584401453,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,81129.718798779,6301.3894563751,0.,0.,0.,1100.0423516305,0.,0
26.244,0.,300.00315003308,100.00035000123,35945.165099948,200.0014000098,0.,400.0056000784,0.,20.00001400001,3400.4046481531,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,200.0014000098,0.,0.,0.,0.,0.,0.,0.,0.,81230.2878661,7101.76478855,0.,0.,0.,1400.0686033616,0.,0
26.973,0.,0.,200.0014000098,36145.670054113,0.,0.,500.00875015313,0.,0.,3100.3363864979,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,83845.331439793,5901.2186016412,0.,0.,0.,1200.0504021169,0.,0
27.702,0.,400.0056000784,100.00035000123,39153.581676524,0.,0.,100.00035000123,0.,0.,2400.2016169358,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,50.000087500153,0.,100.00035000123,0.,0.,0.,100.00035000123,0.,0.,0.,0.,81230.2878661,8002.2406273757,0.,100.00035000123,0.,1600.0896050179,0.,0
28.431,0.,100.00035000123,200.0014000098,37649.546803594,200.0014000098,0.,300.00315003308,0.,20.00001400001,4600.7407192558,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,80828.015832664,8002.2406273757,0.,0.,0.,1300.0591526914,0.,0
29.16,0.,100.00035000123,200.0014000098,39454.407628119,0.,0.,100.00035000123,0.,0.,3400.4046481531,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,82940.07003271,7602.0221378887,100.00035000123,0.,0.,1500.0787541346,0.,0
29.889,0.,400.0056000784,200.0014000098,39955.798272287,100.00035000123,0.,400.0056000784,20.00001400001,0.,3000.3150330785,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,77107.534930265,5701.1373769067,0.,0.,0.,800.02240062722,0.,0
30.618,0.,400.0056000784,200.0014000098,36045.417225704,400.0056000784,0.,100.00035000123,0.,0.,3400.4046481531,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,88674.358465091,7802.1299814849,0.,100.00035000123,0.,1900.1263584028,0.,0
31.347,0.,5401.0207929299,3300.3811940279,49084.179367615,100.00035000123,300.00315003308,400.0056000784,0.,120.00050400212,3500.4288025283,0.,0.,50.000087500153,0.,0.,300.00315003308,0.,50.000087500153,0.,0.,0.,0.,0.,0.,0.,250.00218751914,50.000087500153,0.,100.00035000123,0.,0.,0.,0.,0.,0.,0.,0.,112440.76780981,8502.529502527,0.,0.,0.,1100.0423516305,0.,0
