D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_d13.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 15:44:40 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3447,100.00,0.00,0.00,173728.47,1500.08,58417.22,0.00,150.00,16109.08,7852.16,50.00,0.00,1000.04,0.00,300.00
0.6447,250.00,0.00,100.00,171198.82,1700.10,66753.01,150.00,200.00,15408.31,7802.13,50.00,0.00,1500.08,50.00,50.00
0.9447,150.00,0.00,0.00,164320.37,1900.12,64442.61,0.00,100.00,17861.16,6901.67,0.00,0.00,1400.07,0.00,300.00
1.2448,200.00,0.00,50.00,168366.13,1900.12,71776.88,0.00,200.00,15408.31,7101.77,0.00,0.00,700.02,50.00,200.00
1.5448,50.00,0.00,0.00,167152.28,1500.08,64844.39,100.00,150.00,17761.04,7101.77,0.00,0.00,1500.08,50.00,100.00
1.8448,50.00,0.00,0.00,169478.89,1500.08,63739.52,50.00,50.00,15508.42,7752.11,50.00,0.00,1000.04,0.00,250.00
2.1448,200.00,0.00,0.00,173930.85,1000.03,61228.76,50.00,0.00,16309.31,6601.53,100.00,0.00,1150.05,0.00,100.00
2.4448,150.00,0.00,0.00,176562.18,1600.09,64040.84,150.00,50.00,14957.83,6351.41,0.00,0.00,1250.06,0.00,50.00
2.7448,50.00,0.00,50.00,173424.88,800.02,61831.30,50.00,0.00,15958.91,7201.82,0.00,0.00,1350.06,0.00,100.00
3.0448,200.00,0.00,50.00,173222.50,600.01,64342.17,100.00,50.00,16209.19,7001.72,0.00,0.00,1650.10,50.00,150.00
3.3449,300.00,0.00,100.00,166039.69,1400.07,61530.03,0.00,50.00,15808.75,6601.53,0.00,0.00,1450.07,0.00,0.00
3.6449,100.00,0.00,50.00,169580.07,1700.10,67456.25,50.00,150.00,16859.95,7201.82,50.00,50.00,1300.06,50.00,150.00
3.9449,150.00,0.00,50.00,167354.59,2000.14,62132.58,150.00,100.00,14557.42,8202.36,0.00,0.00,1300.06,0.00,150.00
4.2449,0.00,0.00,150.00,175550.07,1700.10,64844.39,50.00,300.00,17110.24,8052.27,0.00,50.00,1500.08,0.00,200.00
4.5449,150.00,0.00,0.00,173526.07,1500.08,67355.79,50.00,150.00,16709.77,7151.79,50.00,0.00,1450.07,0.00,0.00
4.8449,250.00,0.00,0.00,171300.00,1000.03,66049.80,50.00,50.00,15358.26,6651.55,150.00,0.00,1950.13,0.00,100.00
5.1449,50.00,0.00,50.00,172817.74,1100.04,61027.91,100.00,50.00,16759.83,7451.95,200.00,0.00,1400.07,0.00,100.00
5.4450,100.00,0.00,50.00,163106.87,1700.10,65848.90,50.00,150.00,15358.26,7401.92,0.00,0.00,1450.07,0.00,50.00
5.7450,150.00,0.00,0.00,176460.97,1900.12,62835.60,150.00,100.00,16759.83,7852.16,0.00,0.00,1400.07,50.00,150.00
6.0450,350.00,0.00,50.00,164522.63,1500.08,61530.03,100.00,100.00,15458.36,6751.60,0.00,0.00,550.01,0.00,150.00
6.3450,150.00,0.00,50.00,163612.49,1900.12,62333.44,0.00,400.01,16709.77,7251.84,50.00,0.00,950.03,0.00,150.00
6.6450,300.00,0.00,50.00,172918.93,1600.09,60827.08,100.00,100.00,12855.78,7552.00,0.00,0.00,1150.05,0.00,0.00
6.9450,50.00,0.00,0.00,176157.32,1300.06,61228.76,0.00,50.00,18011.35,7602.03,50.00,0.00,1650.10,0.00,100.00
7.2451,100.00,0.00,200.00,166949.99,1700.10,68762.35,150.00,300.00,16609.65,7852.16,0.00,0.00,900.03,50.00,100.00
7.5451,50.00,0.00,0.00,168467.29,1500.08,60525.82,0.00,100.00,15458.36,7652.05,100.00,0.00,950.03,0.00,100.00
7.8451,200.00,0.00,0.00,176967.04,1500.08,65346.64,50.00,0.00,17861.16,7151.79,100.00,0.00,1150.05,0.00,0.00
8.1451,250.00,0.00,150.00,174639.23,1400.07,63438.21,150.00,50.00,17660.91,5701.14,50.00,0.00,1350.06,0.00,100.00
8.4451,200.00,0.00,50.00,171097.64,1800.11,66351.17,0.00,150.00,16509.54,7451.95,100.00,0.00,1200.05,0.00,50.00
8.7451,50.00,0.00,50.00,168871.92,1300.06,67456.25,100.00,50.00,16008.97,6651.55,0.00,0.00,1100.04,50.00,0.00
9.0451,100.00,0.00,50.00,162803.52,2100.15,63136.90,0.00,150.00,15408.31,6651.55,50.00,0.00,1100.04,50.00,150.00
9.3452,100.00,0.00,50.00,170692.94,1300.06,60124.16,50.00,150.00,18261.67,7802.13,50.00,0.00,1050.04,0.00,250.00
9.6452,100.00,0.00,100.00,174942.85,1300.06,62433.87,0.00,100.00,16159.14,7652.05,0.00,0.00,1500.08,0.00,50.00
9.9452,300.00,0.00,0.00,168163.82,2000.14,62835.60,100.00,100.00,15658.58,7451.95,50.00,0.00,1400.07,50.00,0.00
