D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_d06.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 15:28:08 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3467,150.00,0.00,100.00,167455.74,2200.17,77204.60,0.00,200.00,15608.53,7451.95,0.00,0.00,1600.09,0.00,100.00
0.6467,50.00,0.00,100.00,170692.94,1500.08,76098.79,100.00,100.00,18361.80,7251.84,50.00,0.00,1050.04,0.00,150.00
0.9467,150.00,0.00,150.00,164724.90,1600.09,78209.95,50.00,250.00,15908.86,6801.62,100.00,0.00,1150.05,100.00,100.00
1.2467,200.00,0.00,0.00,172615.36,1800.11,74792.03,100.00,350.00,17060.19,6551.50,100.00,0.00,1400.07,50.00,150.00
1.5467,400.01,50.00,0.00,168871.92,900.03,72580.85,50.00,50.00,15458.36,6651.55,0.00,0.00,1550.09,0.00,250.00
1.8467,50.00,0.00,50.00,170187.07,1700.10,75395.14,250.00,0.00,16209.19,8352.45,0.00,0.00,900.03,50.00,250.00
2.1467,50.00,0.00,150.00,166545.41,1100.04,78310.50,150.00,50.00,15158.04,7501.97,100.00,0.00,950.03,100.00,50.00
2.4467,450.01,0.00,0.00,175044.04,1100.04,75495.65,100.00,50.00,17911.23,7101.77,50.00,0.00,1400.07,0.00,100.00
2.7468,300.00,0.00,100.00,166747.69,1400.07,77305.13,50.00,100.00,17410.61,7051.74,0.00,0.00,950.03,0.00,150.00
3.0468,250.00,0.00,100.00,170895.29,1600.09,74691.52,150.00,50.00,17560.79,6601.53,0.00,0.00,850.03,100.00,150.00
3.3468,200.00,0.00,0.00,175044.04,1000.03,67657.18,0.00,100.00,15107.99,8552.56,0.00,50.00,1000.04,50.00,300.00
3.6468,200.00,0.00,100.00,165635.12,1000.03,74490.49,100.00,150.00,16259.25,5751.16,50.00,50.00,1200.05,0.00,0.00
3.9468,250.00,0.00,100.00,167658.03,1400.07,69365.20,100.00,100.00,16910.01,6401.44,50.00,0.00,700.02,0.00,100.00
4.2468,50.00,0.00,0.00,170490.60,1000.03,81829.82,0.00,0.00,15158.04,5100.91,100.00,0.00,800.02,50.00,0.00
4.5469,200.00,0.00,50.00,178080.47,1100.04,69164.25,0.00,150.00,15057.94,7301.87,50.00,0.00,1100.04,50.00,100.00
4.8469,100.00,0.00,100.00,164826.04,1600.09,76400.37,50.00,50.00,15358.26,8052.27,0.00,0.00,950.03,0.00,50.00
5.1469,200.00,0.00,100.00,167658.03,1300.06,74892.55,200.00,50.00,17660.91,7101.77,100.00,0.00,1450.07,0.00,150.00
5.4469,100.00,0.00,150.00,169074.24,2300.18,79315.93,50.00,100.00,17010.13,7501.97,50.00,0.00,1250.06,0.00,150.00
5.7469,200.00,50.00,100.00,177574.35,1300.06,76199.32,100.00,400.01,15408.31,6201.35,50.00,0.00,1150.05,0.00,200.00
6.0469,200.00,0.00,50.00,168163.82,1600.09,78209.95,100.00,100.00,17660.91,6651.55,0.00,0.00,1200.05,0.00,0.00
6.3470,250.00,0.00,150.00,176967.04,1600.09,81930.38,100.00,100.00,16409.42,6701.57,150.00,0.00,950.03,0.00,50.00
6.6470,300.00,0.00,200.00,164623.77,2000.14,73183.87,100.00,100.00,16459.48,6051.28,200.00,0.00,1100.04,0.00,50.00
6.9470,150.00,0.00,50.00,165432.85,1200.05,78712.66,100.00,250.00,15758.69,6501.48,150.00,0.00,1400.07,150.00,0.00
7.2470,150.00,0.00,50.00,170996.46,1500.08,75696.70,50.00,100.00,16259.25,7602.03,50.00,0.00,1000.04,0.00,100.00
7.5470,250.00,0.00,0.00,172514.17,1400.07,73686.40,50.00,100.00,15458.36,6601.53,50.00,0.00,1500.08,0.00,50.00
7.8470,100.00,50.00,0.00,164118.12,800.02,67858.11,100.00,100.00,14957.83,5701.14,0.00,0.00,1050.04,50.00,50.00
8.1470,300.00,50.00,100.00,164927.16,2100.15,74691.52,100.00,100.00,15758.69,7001.72,50.00,0.00,850.03,0.00,100.00
8.4471,200.00,0.00,100.00,180206.34,1800.11,132097.85,0.00,0.00,16309.31,7151.79,50.00,0.00,1350.06,50.00,50.00
