C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16may17.b\16may17_a01.d
Intensity Vs Time,CPS
Acquired      : 17/05/2016 10:04:07 using Batch PAM_FI_16may17.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
13.7283,0.00,0.00,9002.67,0.00,8602.45,212032.54,5551.03,22216.46,4200.59,0.00,5400.98,800.02,0.00,0.00,0.00,3700.47,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
14.0253,0.00,0.00,9803.17,0.00,9803.18,209142.53,5200.90,22216.46,2200.16,0.00,3400.39,200.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
14.3223,0.00,0.00,10503.64,0.00,9402.93,207216.16,4250.60,19813.09,3000.30,0.00,3400.39,200.00,0.00,0.00,0.00,3900.52,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
14.6193,200.00,0.00,9102.73,0.00,8602.45,216140.33,5450.99,17410.11,4600.71,0.00,3000.30,1200.05,0.00,0.00,0.00,4150.59,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
14.9164,0.00,400.01,11304.22,0.00,10403.59,214923.10,4200.59,19612.83,4800.77,0.00,3600.44,800.02,0.00,0.00,200.00,4000.55,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
15.2134,0.00,0.00,10103.37,0.00,8202.23,221669.85,5100.87,19813.09,4200.59,0.00,1600.09,400.01,0.00,0.00,200.00,3200.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.5104,0.00,0.00,10003.30,0.00,8002.12,215988.18,4400.64,17209.88,2000.13,0.00,1200.05,800.02,0.00,0.00,400.01,3600.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.8074,0.00,0.00,10603.71,0.00,10203.45,211119.85,5050.85,16208.76,4600.71,0.00,2600.23,1000.03,0.00,0.00,0.00,3850.51,0.00,0.00,50.00,600.01,0.00,0.00,0.00,50.00,0.00
16.1045,0.00,0.00,8602.44,0.00,8802.57,213350.98,4500.67,19212.31,4800.77,0.00,3600.44,400.01,0.00,0.00,0.00,3700.47,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
16.4015,0.00,0.00,11904.68,0.00,9402.93,211779.00,5300.93,17209.88,4400.65,0.00,2000.14,600.01,0.00,0.00,0.00,3950.54,200.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
16.6985,0.00,0.00,10503.64,0.00,10003.31,204124.37,4900.80,20413.90,4800.77,0.00,4400.65,0.00,0.00,0.00,400.01,3750.48,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
16.9955,0.00,0.00,11104.07,0.00,6801.53,212945.29,4950.82,15007.51,4200.59,0.00,4600.71,600.01,0.00,0.00,0.00,4050.56,200.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
17.2926,0.00,0.00,11204.14,0.00,8802.57,212793.16,4100.56,19612.83,2400.19,0.00,2200.16,0.00,0.00,0.00,0.00,4150.59,0.00,0.00,0.00,400.01,0.00,0.00,0.00,16.67,0.00
17.5896,400.01,0.00,9402.92,0.00,8202.23,206912.04,4900.80,19212.31,3000.30,0.00,3800.49,400.01,0.00,200.00,400.01,3950.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.8866,0.00,0.00,9803.17,0.00,9803.18,203769.62,4250.60,19412.57,3200.34,0.00,4800.78,800.02,0.00,0.00,400.01,4500.70,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
18.1836,0.00,0.00,8502.38,0.00,10403.59,206557.20,6151.26,23217.97,4800.77,0.00,2600.23,400.01,0.00,0.00,0.00,4750.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.4807,200.00,0.00,9603.04,0.00,7802.02,213705.96,4750.75,21215.01,4200.59,0.00,4400.65,0.00,0.00,0.00,200.00,4150.59,0.00,0.00,50.00,200.00,0.00,0.00,0.00,33.33,0.00
18.7777,0.00,0.00,10703.78,0.00,8202.23,205746.24,5150.88,19612.83,3000.30,0.00,2600.23,400.01,0.00,0.00,0.00,4000.55,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
19.0747,0.00,200.00,8902.62,0.00,6201.27,215633.13,4750.75,19813.09,4600.71,0.00,3200.35,0.00,0.00,0.00,0.00,4000.55,0.00,0.00,100.00,0.00,0.00,0.00,0.00,16.67,0.00
19.3717,0.00,200.00,9703.11,0.00,8202.23,207114.79,4550.69,17610.34,3400.39,0.00,4600.71,1000.03,0.00,0.00,0.00,3800.50,0.00,0.00,0.00,400.01,200.00,0.00,0.00,16.67,0.00
19.6688,0.00,200.00,9703.11,0.00,6801.53,209903.00,3800.48,16609.20,4200.59,0.00,2800.26,0.00,0.00,0.00,0.00,4350.65,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19.9658,0.00,200.00,9903.24,0.00,9202.81,219437.50,4900.80,17209.88,4600.71,0.00,3400.39,600.01,0.00,0.00,400.01,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
20.2628,0.00,0.00,9703.11,0.00,9803.18,214923.10,4250.60,23017.67,3000.30,0.00,2600.23,0.00,0.00,0.00,200.00,3350.39,0.00,0.00,150.00,400.01,0.00,0.00,0.00,0.00,0.00
20.5598,0.00,0.00,11304.22,0.00,8802.57,208027.25,4900.80,17209.88,2200.16,0.00,3400.39,0.00,0.00,0.00,0.00,4300.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.8569,0.00,0.00,8702.50,0.00,7601.91,213452.39,4850.78,18211.06,4200.59,0.00,2600.23,400.01,0.00,0.00,0.00,3750.48,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00
21.1539,0.00,0.00,10503.64,0.00,8602.45,205036.65,4000.53,21215.01,3800.48,0.00,2400.19,200.00,0.00,0.00,0.00,4650.74,0.00,0.00,50.00,400.01,200.00,0.00,0.00,0.00,0.00
21.4509,0.00,0.00,10503.64,0.00,8002.12,212438.21,4300.62,16208.76,5000.84,0.00,3200.35,200.00,0.00,0.00,200.00,3850.51,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00
21.7479,0.00,0.00,10203.43,0.00,9402.93,211018.43,5100.87,20814.45,3400.39,0.00,3000.30,600.01,0.00,0.00,200.00,4350.65,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
22.0450,0.00,0.00,10003.30,0.00,7601.91,207064.11,3800.48,21014.73,2000.13,0.00,2200.16,600.01,0.00,0.00,400.01,4100.58,0.00,0.00,150.00,200.00,0.00,0.00,0.00,0.00,0.00
22.3420,0.00,0.00,10503.64,0.00,9402.93,202604.04,5000.83,19813.09,4200.59,0.00,1800.11,200.00,0.00,0.00,200.00,3600.45,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
22.6390,0.00,0.00,9703.11,0.00,8602.45,207165.50,5450.99,19412.57,3200.34,0.00,2400.19,600.01,0.00,0.00,0.00,3100.33,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
22.9360,0.00,0.00,9803.17,0.00,9603.05,211728.30,4850.78,18811.80,3600.43,0.00,2800.26,1200.05,0.00,0.00,0.00,4400.66,200.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
23.2331,0.00,0.00,8902.62,0.00,8002.12,216850.44,4050.55,21415.29,3200.34,0.00,2000.14,0.00,0.00,0.00,0.00,3900.52,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
23.5301,0.00,200.00,10003.30,0.00,9202.81,204884.59,4200.59,18010.82,3000.30,0.00,3400.39,400.01,0.00,0.00,200.00,4000.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
23.8271,0.00,0.00,9302.85,0.00,11604.46,209243.95,3750.47,18611.55,4200.59,0.00,3800.49,400.01,0.00,0.00,200.00,3350.39,200.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
24.1241,0.00,0.00,11404.29,0.00,7601.91,211677.59,4900.80,20614.17,3000.30,0.00,3400.39,1000.03,200.00,0.00,0.00,3200.35,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
24.4212,0.00,0.00,11704.52,0.00,9002.68,215633.13,4650.72,21215.01,2400.19,0.00,4000.54,200.00,0.00,200.00,200.00,4150.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
24.7182,0.00,0.00,8602.44,0.00,9803.18,208838.35,5000.83,21014.73,4000.54,0.00,3000.30,600.01,0.00,0.00,200.00,3550.43,0.00,0.00,50.00,200.00,0.00,0.00,0.00,33.33,0.00
25.0152,0.00,0.00,10803.85,0.00,7601.91,205644.85,5050.85,20213.63,3400.39,0.00,3400.39,400.01,200.00,0.00,0.00,4050.56,0.00,0.00,100.00,0.00,200.00,0.00,0.00,0.00,0.00
25.3122,0.00,0.00,10603.71,0.00,9002.68,208686.28,4950.82,15007.51,3600.43,0.00,4200.60,400.01,0.00,0.00,0.00,3550.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
25.6093,0.00,0.00,9903.24,0.00,8002.12,211119.85,5000.83,18611.55,3200.34,0.00,2800.26,200.00,0.00,0.00,0.00,3800.50,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
25.9063,0.00,0.00,9302.85,0.00,7802.02,220655.13,4650.72,16408.98,3200.34,0.00,2600.23,200.00,0.00,0.00,0.00,4100.58,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
26.2033,0.00,0.00,11003.99,0.00,8402.34,210815.63,4800.77,20614.17,2200.16,0.00,4200.60,200.00,200.00,0.00,0.00,4250.62,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
26.5003,0.00,0.00,12104.83,0.00,8602.45,202401.34,5350.95,15808.34,4400.65,0.00,2200.16,600.01,0.00,0.00,200.00,3950.54,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
26.7974,0.00,0.00,11304.22,0.00,8802.57,208483.50,5501.01,19412.57,2600.23,0.00,3000.30,200.00,0.00,0.00,0.00,3950.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.0944,200.00,0.00,9703.11,0.00,7601.91,212843.87,6001.20,19412.57,3800.48,0.00,3800.49,200.00,0.00,0.00,200.00,3350.39,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
27.3914,0.00,400.01,8502.38,0.00,9603.05,213198.85,5851.14,17810.58,2000.13,0.00,4200.60,600.01,0.00,0.00,0.00,4050.56,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
27.6884,0.00,0.00,11804.60,0.00,6801.53,208584.89,6501.41,16609.20,3800.48,0.00,3400.39,0.00,0.00,0.00,0.00,3600.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.9855,200.00,200.00,9703.11,0.00,10203.45,208280.71,5551.03,17610.34,3000.30,0.00,4400.65,200.00,0.00,0.00,0.00,4600.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28.2825,0.00,0.00,11204.14,0.00,7201.72,206405.15,4600.70,18211.06,2200.16,0.00,3600.44,1200.05,0.00,0.00,0.00,3600.45,200.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
28.5795,200.00,0.00,10003.30,0.00,7601.91,205543.48,5350.95,20213.63,2800.26,0.00,2200.16,200.00,0.00,200.00,200.00,3650.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
28.8765,0.00,0.00,10203.43,0.00,8402.34,209700.22,5551.03,18211.06,3200.34,0.00,5000.84,400.01,0.00,0.00,0.00,4150.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00
29.1736,0.00,0.00,8802.56,0.00,8602.45,202046.63,5450.99,22016.16,1600.09,0.00,2800.26,400.01,0.00,0.00,0.00,4050.56,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
29.4706,0.00,200.00,9603.04,0.00,8602.45,210004.42,4500.67,19813.09,3200.34,0.00,4200.60,400.01,0.00,0.00,200.00,4100.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.7676,0.00,0.00,9703.11,0.00,8402.34,201185.21,4400.64,18010.82,3200.34,0.00,2800.26,400.01,0.00,0.00,0.00,3800.50,0.00,0.00,100.00,200.00,0.00,0.00,0.00,16.67,0.00
30.0646,0.00,0.00,9703.11,0.00,7802.02,212843.87,5400.97,17810.58,2000.13,0.00,2600.23,600.01,0.00,0.00,200.00,3700.47,0.00,0.00,0.00,400.01,0.00,0.00,0.00,33.33,0.00
30.3617,0.00,0.00,10603.71,0.00,10003.31,211779.00,3500.41,16208.76,4600.71,0.00,4400.65,1400.07,0.00,200.00,400.01,4400.66,0.00,0.00,100.00,200.00,0.00,0.00,0.00,16.67,0.00
30.6587,0.00,0.00,10203.43,0.00,8402.34,207824.49,5350.95,19813.09,6201.29,0.00,3400.39,800.02,0.00,0.00,0.00,3850.51,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
30.9557,0.00,0.00,12204.91,0.00,9202.81,217357.67,4050.55,19212.31,5200.91,0.00,1800.11,0.00,0.00,0.00,0.00,4000.55,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
31.2527,0.00,0.00,11304.22,0.00,7201.72,209953.71,4650.72,19412.57,4200.59,0.00,2000.14,800.02,0.00,0.00,0.00,5300.96,0.00,0.00,150.00,0.00,0.00,0.00,0.00,33.33,0.00
31.5498,0.00,0.00,11604.44,0.00,9603.05,216038.89,4350.63,15007.51,3800.48,0.00,3400.39,200.00,0.00,200.00,0.00,4350.65,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
31.8468,0.00,0.00,9302.85,0.00,10203.45,206607.91,4800.77,20413.90,3800.48,0.00,3600.44,600.01,0.00,0.00,0.00,3350.39,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
32.1438,0.00,0.00,9502.98,0.00,7601.91,218270.73,4800.77,18010.82,4000.54,0.00,4000.54,400.01,0.00,0.00,200.00,3650.46,0.00,0.00,100.00,400.01,0.00,0.00,0.00,0.00,0.00
32.4408,0.00,0.00,10403.57,0.00,12405.10,209446.73,5300.93,17410.11,3200.34,0.00,2600.23,200.00,0.00,0.00,0.00,3250.36,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
32.7379,0.00,0.00,9803.17,0.00,9002.68,214466.65,4950.82,18411.30,3000.30,0.00,3600.44,200.00,0.00,0.00,0.00,4000.55,0.00,0.00,0.00,200.00,200.00,0.00,0.00,16.67,0.00
33.0349,0.00,0.00,11404.29,0.00,9603.05,213452.39,4850.78,23418.29,3600.43,0.00,3200.35,400.01,0.00,0.00,0.00,3050.32,200.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
33.3319,200.00,0.00,11204.14,0.00,7001.62,215125.95,4550.69,19012.05,4000.54,0.00,4600.71,800.02,0.00,0.00,0.00,4450.68,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
33.6289,0.00,0.00,10003.30,0.00,6001.19,210562.11,5100.87,18611.55,3000.30,0.00,4200.60,0.00,0.00,0.00,200.00,3900.52,0.00,0.00,0.00,600.01,0.00,0.00,0.00,0.00,0.00
33.9260,0.00,0.00,11304.22,0.00,10603.72,212996.00,4550.69,19813.09,3000.30,200.00,3400.39,0.00,0.00,0.00,0.00,3650.46,0.00,0.00,50.00,200.00,0.00,0.00,0.00,16.67,200.00
34.2230,0.00,200.00,10303.50,0.00,10603.72,212286.08,4950.82,19813.09,4600.71,0.00,4800.78,200.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
34.5200,0.00,0.00,12104.83,0.00,8202.23,206658.59,4900.80,21215.01,2600.23,0.00,4200.60,400.01,200.00,0.00,200.00,4150.59,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
34.8170,0.00,200.00,10203.43,0.00,7201.72,211728.30,4700.74,19212.31,3600.43,0.00,3400.39,200.00,0.00,0.00,200.00,3450.41,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
35.1141,0.00,0.00,9102.73,0.00,10203.45,209345.31,5050.85,18211.06,3000.30,0.00,2600.23,200.00,0.00,0.00,600.01,3250.36,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
35.4111,0.00,0.00,9302.85,0.00,10603.72,205340.75,5350.95,18010.82,3400.39,0.00,2000.14,600.01,0.00,0.00,0.00,4250.62,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
