D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_d23.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 15:59:07 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3448,250.00,50.00,50.00,240669.21,4800.79,22517.44,200.00,150.00,8702.65,10553.90,50.00,50.00,1200.05,0.00,0.00
0.6448,200.00,0.00,100.00,231116.60,3400.40,27526.05,50.00,50.00,8652.62,8552.56,0.00,0.00,500.01,50.00,100.00
0.9448,350.00,0.00,0.00,235587.28,2400.20,25121.70,100.00,50.00,8202.36,8352.45,0.00,0.00,900.03,50.00,100.00
1.2448,350.00,0.00,0.00,237314.94,4400.67,24821.19,100.00,100.00,9553.20,9253.00,0.00,0.00,1050.04,100.00,150.00
1.5448,350.00,0.00,0.00,232437.33,3100.33,25121.70,0.00,0.00,7101.77,8002.24,50.00,0.00,850.03,0.00,0.00
1.8448,300.00,0.00,150.00,243414.21,3000.31,27726.43,150.00,150.00,9553.20,8202.36,0.00,0.00,1150.05,0.00,50.00
2.1449,200.00,0.00,100.00,235079.17,2700.25,27826.62,0.00,350.00,7602.02,8602.59,0.00,0.00,500.01,0.00,100.00
2.4449,350.00,0.00,100.00,239652.69,2900.29,27626.24,50.00,100.00,8252.38,10053.54,0.00,0.00,700.02,50.00,100.00
2.7449,150.00,0.00,0.00,235587.28,3400.40,27425.86,50.00,100.00,8352.44,10103.58,50.00,0.00,900.03,0.00,50.00
3.0449,300.00,0.00,0.00,232640.53,3900.52,28928.78,150.00,0.00,8652.62,8502.53,0.00,0.00,1000.04,0.00,100.00
3.3449,150.00,0.00,50.00,235180.79,2700.25,26824.74,50.00,0.00,8702.65,7902.19,0.00,0.00,1100.04,0.00,150.00
3.6449,350.00,0.00,150.00,223702.34,2600.23,21315.63,0.00,150.00,7602.02,8802.72,0.00,50.00,1150.05,50.00,0.00
3.9449,450.01,0.00,0.00,228170.78,4400.67,26724.56,100.00,150.00,9253.00,8452.50,0.00,0.00,900.03,0.00,150.00
4.2450,450.01,0.00,100.00,235384.03,2600.23,26524.19,50.00,50.00,8702.65,8052.27,0.00,0.00,800.02,50.00,50.00
4.5450,200.00,0.00,50.00,240059.30,3900.52,24921.36,0.00,150.00,8402.47,10353.76,0.00,50.00,550.01,100.00,100.00
4.8450,250.00,0.00,50.00,239957.64,4200.61,24821.19,50.00,50.00,7451.94,9303.03,0.00,0.00,950.03,0.00,50.00
5.1450,150.00,0.00,50.00,234164.65,2300.18,26724.56,350.00,50.00,8852.74,9303.03,0.00,0.00,950.03,100.00,50.00
5.4450,200.00,0.00,50.00,236298.66,3200.35,23519.02,150.00,250.00,8402.47,8802.72,0.00,0.00,1250.06,50.00,100.00
5.7450,250.00,0.00,150.00,233656.59,2400.20,26524.19,50.00,50.00,8052.27,8252.39,0.00,0.00,1200.05,150.00,100.00
6.0451,100.00,0.00,0.00,233250.15,3500.42,26824.74,150.00,100.00,7852.16,7652.05,0.00,0.00,750.02,0.00,150.00
6.3451,400.01,0.00,150.00,235993.77,3500.42,28928.78,0.00,50.00,7852.16,8552.56,0.00,0.00,1050.04,0.00,50.00
6.6451,200.00,0.00,50.00,230405.49,3300.37,23418.86,0.00,100.00,7401.92,8802.72,0.00,0.00,650.01,0.00,150.00
6.9451,450.01,0.00,100.00,244736.06,2800.27,23719.35,0.00,300.00,8302.41,7501.97,0.00,0.00,650.01,50.00,50.00
7.2451,250.00,50.00,0.00,236908.42,2500.21,22617.59,200.00,0.00,8302.41,8752.69,50.00,50.00,850.03,0.00,0.00
7.5451,300.00,0.00,50.00,231726.17,2400.20,27726.43,200.00,150.00,8052.27,8502.53,0.00,0.00,1100.04,0.00,300.00
7.8451,150.00,0.00,100.00,234469.48,3500.42,24921.36,200.00,0.00,7702.08,7802.13,0.00,0.00,1250.06,0.00,0.00
8.1452,100.00,0.00,50.00,238839.53,3000.31,22417.28,150.00,100.00,7902.19,8052.27,0.00,0.00,800.02,0.00,100.00
8.4452,150.00,0.00,100.00,230100.73,2500.21,28327.59,250.00,250.00,8052.27,8102.30,0.00,0.00,1000.04,50.00,50.00
8.7452,250.00,0.00,0.00,231218.19,2100.15,24220.17,150.00,150.00,8652.62,7952.22,50.00,0.00,1100.04,50.00,100.00
9.0452,200.00,0.00,50.00,240669.21,2300.18,28427.79,0.00,150.00,7401.92,8502.53,0.00,0.00,850.03,0.00,100.00
9.3452,200.00,0.00,200.00,231015.01,2500.21,23118.38,100.00,50.00,8502.53,8602.59,0.00,0.00,1150.05,0.00,100.00
9.6452,200.00,0.00,0.00,235892.14,3100.33,22417.28,100.00,250.00,8602.59,10303.72,50.00,0.00,750.02,50.00,0.00
9.9452,250.00,0.00,150.00,235892.14,3400.40,25923.11,150.00,100.00,7702.08,7051.74,100.00,0.00,600.01,50.00,0.00
10.2453,200.00,0.00,50.00,230405.49,3800.50,23218.54,50.00,200.00,9553.20,8252.39,0.00,0.00,1050.04,0.00,50.00
10.5453,150.00,0.00,150.00,237111.67,4100.58,24821.19,350.00,50.00,8452.50,8502.53,0.00,0.00,550.01,50.00,100.00
10.8453,200.00,0.00,150.00,228373.90,2200.17,25522.40,0.00,50.00,8252.38,9403.10,0.00,0.00,450.01,50.00,150.00
11.1453,250.00,0.00,0.00,238941.16,3600.45,24420.51,100.00,50.00,7501.97,9202.97,0.00,0.00,800.02,0.00,50.00
11.4453,250.00,0.00,0.00,237213.31,3500.42,25221.88,0.00,50.00,7702.08,8202.36,50.00,0.00,1450.07,50.00,0.00
11.7453,250.00,0.00,100.00,238331.32,2900.29,22317.13,50.00,100.00,8202.36,9052.87,0.00,0.00,1000.04,50.00,100.00
12.0454,250.00,0.00,50.00,235384.03,2700.25,24520.68,0.00,100.00,7151.79,8852.75,0.00,0.00,1000.04,100.00,250.00
12.3454,250.00,0.00,50.00,236095.39,3100.33,24520.68,0.00,150.00,7602.02,8952.81,0.00,0.00,1000.04,50.00,150.00
12.6454,200.00,50.00,100.00,234977.56,2500.21,23919.67,150.00,150.00,7952.21,7401.92,100.00,0.00,1050.04,0.00,50.00
12.9454,150.00,0.00,50.00,234571.09,3200.35,25322.05,50.00,100.00,8352.44,7952.22,50.00,0.00,850.03,0.00,50.00
13.2454,550.01,0.00,50.00,235079.17,3700.47,25021.53,0.00,100.00,7952.21,9152.94,100.00,0.00,950.03,0.00,100.00
13.5454,350.00,0.00,50.00,228577.05,2900.29,23418.86,100.00,50.00,7602.02,8402.47,50.00,0.00,800.02,0.00,0.00
13.8454,150.00,0.00,0.00,238432.96,2800.27,23919.67,0.00,0.00,8252.38,9853.40,0.00,0.00,800.02,100.00,50.00
14.1455,350.00,0.00,50.00,232640.53,3200.35,22517.44,50.00,50.00,8952.81,8402.47,0.00,0.00,650.01,0.00,100.00
14.4455,250.00,0.00,50.00,237518.21,2500.21,27726.43,0.00,150.00,8752.68,8152.33,0.00,0.00,1700.10,50.00,100.00
14.7455,200.00,0.00,0.00,237924.76,3900.52,25722.75,100.00,50.00,8002.24,10253.68,0.00,0.00,900.03,0.00,100.00
15.0455,450.01,0.00,0.00,235282.40,4400.67,24120.01,100.00,50.00,7802.13,8652.62,0.00,0.00,900.03,0.00,50.00
15.3455,400.01,0.00,50.00,242499.17,3300.37,23218.54,50.00,100.00,7552.00,9102.90,50.00,0.00,950.03,0.00,250.00
15.6455,500.01,0.00,150.00,239144.46,2800.27,23819.51,100.00,200.00,8402.47,9453.13,0.00,0.00,1550.09,50.00,150.00
15.9455,250.00,50.00,100.00,235587.28,2700.25,24520.68,0.00,50.00,8702.65,9453.13,0.00,0.00,800.02,50.00,50.00
16.2456,150.00,0.00,50.00,228577.05,3600.45,26824.74,100.00,100.00,7852.16,8852.75,0.00,0.00,1100.04,50.00,100.00
16.5456,300.00,0.00,0.00,230811.84,3200.35,25221.88,0.00,150.00,9303.03,9953.47,50.00,0.00,750.02,0.00,100.00
16.8456,400.01,0.00,50.00,241889.16,3100.33,25822.93,0.00,100.00,8852.74,7301.87,0.00,0.00,950.03,0.00,100.00
17.1456,300.00,50.00,100.00,235384.03,3200.35,25923.11,50.00,100.00,7952.21,8552.56,50.00,0.00,650.01,0.00,50.00
17.4456,250.00,0.00,200.00,235587.28,3500.42,26023.29,0.00,200.00,8702.65,9703.30,0.00,0.00,700.02,0.00,50.00
17.7456,250.00,0.00,50.00,238839.53,3700.47,23719.35,200.00,100.00,7602.02,8252.39,0.00,0.00,1200.05,0.00,50.00
18.0457,150.00,0.00,50.00,229897.56,2200.17,24220.17,100.00,200.00,8502.53,8402.47,0.00,0.00,1250.06,50.00,50.00
18.3457,450.01,0.00,0.00,230913.43,3600.45,27125.30,100.00,50.00,8552.56,7752.11,0.00,0.00,750.02,0.00,0.00
18.6457,500.01,0.00,0.00,233453.37,2400.20,25221.88,50.00,100.00,8352.44,8502.53,50.00,0.00,850.03,50.00,150.00
18.9457,350.00,0.00,100.00,222585.45,2900.29,26524.19,100.00,150.00,8852.74,7501.97,50.00,0.00,750.02,0.00,0.00
19.2457,350.00,0.00,100.00,230202.32,2700.25,26524.19,150.00,50.00,8202.36,9503.17,0.00,0.00,850.03,50.00,100.00
19.5457,250.00,0.00,50.00,241584.18,2200.17,21916.52,0.00,50.00,7001.72,9753.33,0.00,0.00,1050.04,0.00,100.00
19.8457,450.01,0.00,0.00,232945.36,3400.40,21415.77,0.00,100.00,8502.53,10053.54,0.00,50.00,1000.04,0.00,100.00
20.1458,350.00,50.00,50.00,231624.56,3900.52,25622.58,0.00,100.00,8252.38,9803.37,0.00,0.00,1050.04,50.00,0.00
20.4458,100.00,0.00,50.00,229186.50,3500.42,24120.01,250.00,200.00,7501.97,8702.66,0.00,0.00,1050.04,150.00,200.00
20.7458,350.00,0.00,0.00,238229.66,2500.21,22918.06,100.00,150.00,8702.65,9002.84,0.00,0.00,1050.04,0.00,0.00
21.0458,350.00,0.00,50.00,230710.23,2400.20,25422.22,0.00,50.00,7602.02,8602.59,0.00,0.00,900.03,0.00,0.00
21.3458,250.00,0.00,150.00,240872.56,2700.25,24520.68,100.00,200.00,9102.90,9453.13,0.00,0.00,650.01,0.00,0.00
21.6458,200.00,0.00,50.00,231929.35,2800.27,25522.40,50.00,50.00,8752.68,9002.84,0.00,0.00,1150.05,0.00,200.00
21.9459,200.00,0.00,50.00,234875.93,3600.45,22517.44,100.00,100.00,7501.97,8802.72,0.00,50.00,350.00,100.00,0.00
22.2459,150.00,0.00,150.00,241380.83,2900.29,25121.70,50.00,50.00,7001.72,8652.62,100.00,0.00,800.02,100.00,0.00
22.5459,450.01,0.00,200.00,234367.87,2900.29,26524.19,150.00,50.00,9403.10,8802.72,50.00,0.00,1000.04,0.00,0.00
22.8459,250.00,0.00,0.00,233351.76,3700.47,26323.83,50.00,150.00,8902.77,8102.30,0.00,0.00,900.03,50.00,50.00
23.1459,250.00,0.00,0.00,246363.11,2700.25,25622.58,100.00,50.00,8102.30,8002.24,50.00,0.00,650.01,0.00,50.00
23.4459,200.00,0.00,50.00,234469.48,2800.27,24019.84,150.00,100.00,7652.05,8052.27,0.00,0.00,950.03,50.00,100.00
23.7459,350.00,50.00,100.00,239856.01,2900.29,24520.68,0.00,50.00,8902.77,8752.69,0.00,0.00,1050.04,50.00,100.00
