D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_c40.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 15:04:05 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3449,350.00,0.00,50.00,229592.82,3700.47,28127.20,0.00,50.00,10153.61,9503.17,0.00,50.00,800.02,0.00,0.00
0.6449,50.00,0.00,50.00,238432.96,2700.25,32536.39,100.00,50.00,10003.50,9303.03,100.00,0.00,1050.04,50.00,50.00
0.9449,250.00,0.00,50.00,234875.93,2300.18,29930.80,150.00,150.00,8452.50,8202.36,0.00,0.00,1000.04,50.00,100.00
1.2449,250.00,0.00,50.00,233351.76,2100.15,29229.38,100.00,50.00,9202.96,9002.84,0.00,0.00,1150.05,0.00,100.00
1.5450,250.00,0.00,0.00,223803.88,2800.27,29329.58,150.00,300.00,9553.20,8452.50,50.00,0.00,1000.04,0.00,100.00
1.8450,350.00,0.00,0.00,230405.49,3000.31,31233.54,100.00,300.00,9553.20,8502.53,50.00,0.00,1000.04,50.00,100.00
2.1450,350.00,0.00,0.00,240059.30,3700.47,28628.18,50.00,350.00,9152.93,8502.53,50.00,0.00,1400.07,0.00,0.00
2.4450,450.01,0.00,50.00,220961.04,3000.31,28628.18,50.00,0.00,8902.77,8002.24,0.00,0.00,750.02,50.00,50.00
2.7450,250.00,50.00,0.00,232945.36,3500.42,28728.38,100.00,0.00,8752.68,7652.05,0.00,0.00,850.03,50.00,50.00
3.0450,250.00,0.00,0.00,228373.90,3000.31,31734.62,200.00,200.00,9603.23,8602.59,0.00,0.00,1050.04,0.00,150.00
3.3451,250.00,0.00,50.00,226139.50,3400.40,33237.98,150.00,200.00,9453.13,8102.30,0.00,0.00,950.03,50.00,50.00
3.6451,400.01,0.00,0.00,225936.40,2300.18,28327.59,50.00,50.00,11004.24,9453.13,0.00,0.00,850.03,0.00,100.00
3.9451,400.01,0.00,150.00,224006.96,2500.21,29229.38,150.00,0.00,9403.10,9353.07,0.00,0.00,1300.06,0.00,200.00
4.2451,200.00,0.00,0.00,244736.06,2200.17,28728.38,150.00,0.00,8202.36,9953.47,0.00,0.00,1400.07,0.00,50.00
4.5451,550.01,0.00,50.00,234774.32,2800.27,28327.59,100.00,100.00,10704.01,9102.90,50.00,0.00,1200.05,0.00,100.00
4.8451,300.00,0.00,50.00,236400.27,3300.37,30031.01,200.00,150.00,8902.77,8802.72,0.00,0.00,900.03,0.00,150.00
5.1451,100.00,0.00,50.00,230202.32,2700.25,28127.20,0.00,150.00,9753.33,10053.54,0.00,0.00,950.03,50.00,100.00
5.4452,250.00,0.00,150.00,233046.95,3800.50,29630.18,50.00,50.00,8502.53,8452.50,50.00,0.00,1050.04,0.00,50.00
5.7452,200.00,0.00,150.00,240669.21,3200.35,31834.84,150.00,300.00,9503.16,8352.45,0.00,0.00,1200.05,0.00,150.00
6.0452,250.00,0.00,100.00,225530.15,2500.21,29730.39,50.00,50.00,9753.33,8352.45,50.00,0.00,1050.04,150.00,100.00
6.3452,100.00,0.00,0.00,232030.93,2500.21,29028.97,100.00,300.00,10754.05,8202.36,0.00,0.00,800.02,0.00,50.00
6.6452,400.01,50.00,0.00,227866.04,2400.20,30131.21,150.00,100.00,8952.81,9503.17,50.00,0.00,1000.04,0.00,150.00
6.9452,400.01,0.00,0.00,231929.35,2700.25,28127.20,100.00,50.00,8402.47,7602.03,50.00,0.00,900.03,0.00,50.00
