D:\0 ICPMS Data\User Data\M Beeskow\21_08_25_Qtz.b\21_08_25_d06.d
Intensity Vs Time,CPS
Acquired      : 25/08/2021 15:06:58 using Batch 21_08_25_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3447,350.00,0.00,50.00,249617.75,3300.37,25822.93,0.00,50.00,10153.61,9503.17,50.00,0.00,1000.04,100.00,0.00
0.6447,300.00,0.00,50.00,250838.43,3100.33,26424.01,100.00,100.00,9303.03,8402.47,0.00,0.00,1150.05,100.00,0.00
0.9447,500.01,0.00,0.00,255009.81,3400.40,30431.84,50.00,50.00,8752.68,8202.36,0.00,0.00,1100.04,0.00,150.00
1.2447,100.00,0.00,100.00,255823.88,2600.23,27125.30,50.00,150.00,9403.10,8602.59,0.00,0.00,1150.05,50.00,50.00
1.5447,400.01,0.00,150.00,247990.33,2300.18,29229.38,50.00,50.00,8952.81,9753.33,0.00,0.00,1300.06,150.00,150.00
1.8447,400.01,0.00,50.00,258877.05,3200.35,31534.19,200.00,100.00,9953.47,9253.00,0.00,0.00,1150.05,100.00,50.00
2.1447,300.00,0.00,0.00,244837.74,3700.47,27826.62,100.00,150.00,8302.41,8552.56,50.00,0.00,1050.04,50.00,100.00
2.4448,350.00,0.00,100.00,260912.84,2900.29,28828.58,50.00,0.00,9653.26,9553.20,0.00,0.00,1350.06,0.00,150.00
2.7448,150.00,0.00,150.00,247075.00,2900.29,27025.11,200.00,150.00,9653.26,9303.03,0.00,0.00,1000.04,0.00,50.00
3.0448,300.00,50.00,0.00,251652.27,2900.29,25021.53,50.00,0.00,10003.50,8002.24,50.00,50.00,700.02,50.00,50.00
3.3448,450.01,0.00,50.00,260811.06,4000.55,27225.49,100.00,100.00,9603.23,9403.10,0.00,0.00,1250.06,100.00,200.00
3.6448,100.00,100.00,50.00,257452.17,3600.45,29129.17,150.00,100.00,10003.50,8552.56,0.00,0.00,850.03,200.00,50.00
3.9448,300.00,0.00,50.00,258062.82,3400.40,29529.98,100.00,200.00,9753.33,9102.90,0.00,0.00,1450.07,0.00,150.00
4.2449,150.00,0.00,50.00,263152.54,2900.29,25622.58,50.00,100.00,9453.13,9553.20,50.00,0.00,800.02,150.00,50.00
4.5449,200.00,0.00,100.00,255620.36,4200.61,25322.05,150.00,50.00,8452.50,9102.90,0.00,0.00,850.03,0.00,50.00
4.8449,200.00,0.00,0.00,246871.61,3900.52,28127.20,50.00,100.00,9653.26,8502.53,0.00,0.00,850.03,0.00,100.00
5.1449,200.00,0.00,50.00,252567.87,3400.40,28828.58,50.00,100.00,10403.79,9403.10,50.00,0.00,1300.06,100.00,200.00
5.4449,350.00,50.00,0.00,264985.28,3400.40,29028.97,150.00,0.00,9403.10,8902.78,50.00,0.00,1600.09,50.00,250.00
5.7449,250.00,0.00,0.00,260200.29,4100.58,26123.47,150.00,100.00,9002.84,9253.00,0.00,0.00,950.03,0.00,50.00
6.0450,200.00,0.00,200.00,260403.88,2900.29,26023.29,0.00,100.00,9403.10,8602.59,50.00,0.00,1200.05,0.00,50.00
6.3450,400.01,0.00,0.00,251652.27,3000.31,26624.37,50.00,250.00,8852.74,9253.00,0.00,0.00,1050.04,50.00,150.00
6.6450,300.00,0.00,50.00,257045.09,2800.27,30231.42,100.00,50.00,8802.71,9853.40,0.00,0.00,850.03,0.00,50.00
6.9450,450.01,0.00,50.00,257757.50,3000.31,27526.05,150.00,150.00,8852.74,10303.72,0.00,0.00,1250.06,0.00,150.00
7.2450,300.00,0.00,50.00,267836.67,3500.42,27025.11,0.00,150.00,8302.41,9303.03,0.00,0.00,1100.04,50.00,150.00
7.5450,300.00,0.00,0.00,258978.83,3400.40,28728.38,250.00,0.00,9052.87,9503.17,50.00,50.00,850.03,0.00,100.00
7.8450,250.00,0.00,100.00,242600.83,2800.27,26824.74,100.00,0.00,9253.00,9503.17,50.00,0.00,650.01,50.00,50.00
8.1451,250.00,0.00,150.00,253992.29,2800.27,27826.62,0.00,0.00,7852.16,9152.94,100.00,0.00,1500.08,100.00,150.00
8.4451,50.00,0.00,50.00,247278.42,2800.27,27926.82,100.00,50.00,9253.00,8502.53,0.00,0.00,750.02,0.00,0.00
8.7451,200.00,0.00,150.00,262236.28,3900.52,25021.53,0.00,50.00,8502.53,8652.62,0.00,0.00,1200.05,0.00,200.00
9.0451,300.00,50.00,150.00,255416.85,2500.21,25822.93,0.00,100.00,8302.41,8202.36,0.00,50.00,850.03,50.00,250.00
9.3451,150.00,0.00,0.00,256332.71,3500.42,27926.82,100.00,100.00,8052.27,9903.44,50.00,0.00,1450.07,0.00,50.00
9.6451,400.01,0.00,100.00,248092.04,4400.67,26524.19,200.00,150.00,8202.36,10804.09,0.00,0.00,1100.04,50.00,300.00
9.9451,250.00,50.00,50.00,262439.89,4200.61,27926.82,100.00,0.00,9703.30,7401.92,50.00,0.00,1100.04,0.00,250.00
10.2452,250.00,0.00,100.00,256434.47,2400.20,23619.18,50.00,200.00,7852.16,8252.39,0.00,0.00,1000.04,0.00,150.00
10.5452,250.00,0.00,50.00,254094.04,5000.86,28327.59,150.00,200.00,7101.77,8802.72,0.00,0.00,1250.06,50.00,200.00
10.8452,300.00,0.00,100.00,261930.86,3700.47,26824.74,100.00,150.00,8052.27,8852.75,0.00,0.00,1350.06,50.00,100.00
11.1452,200.00,100.00,50.00,250126.34,2200.17,25923.11,50.00,150.00,9002.84,9303.03,0.00,0.00,800.02,200.00,350.00
11.4452,300.00,0.00,100.00,256230.96,3800.50,27125.30,0.00,100.00,9152.93,8752.69,100.00,0.00,1300.06,50.00,150.00
11.7452,400.01,50.00,0.00,249109.16,3600.45,26824.74,0.00,100.00,8352.44,9703.30,0.00,0.00,1000.04,50.00,150.00
12.0452,350.00,0.00,50.00,242905.86,3400.40,28227.40,50.00,100.00,9853.40,10153.61,0.00,0.00,1150.05,50.00,50.00
12.3453,300.00,0.00,100.00,252669.63,4100.58,28127.20,50.00,200.00,9703.30,9703.30,0.00,0.00,950.03,0.00,250.00
12.6453,400.01,0.00,0.00,249312.60,4400.67,23819.51,150.00,150.00,9453.13,10103.58,0.00,0.00,900.03,0.00,100.00
12.9453,50.00,0.00,100.00,252873.12,2700.25,30732.47,0.00,150.00,8752.68,9453.13,50.00,0.00,750.02,100.00,250.00
13.2453,300.00,0.00,50.00,261625.46,2700.25,26924.93,150.00,50.00,8552.56,9152.94,50.00,0.00,950.03,0.00,200.00
13.5453,400.01,0.00,50.00,262032.67,2700.25,27726.43,0.00,250.00,9403.10,9653.27,0.00,0.00,950.03,0.00,100.00
13.8453,400.01,0.00,50.00,248905.74,4000.55,25021.53,50.00,100.00,8852.74,8952.81,50.00,0.00,1050.04,50.00,350.00
14.1453,100.00,50.00,100.00,249007.45,3600.45,28027.01,50.00,150.00,7552.00,9202.97,50.00,0.00,1050.04,50.00,200.00
14.4454,300.00,0.00,0.00,258368.14,3700.47,25422.22,100.00,100.00,9202.96,8702.66,100.00,50.00,750.02,0.00,150.00
14.7454,250.00,0.00,50.00,252466.16,3200.35,28127.20,200.00,200.00,9453.13,9453.13,50.00,0.00,650.01,50.00,150.00
15.0454,350.00,0.00,50.00,255620.36,3400.40,27025.11,100.00,150.00,9052.87,8952.81,0.00,0.00,900.03,150.00,150.00
15.3454,150.00,0.00,100.00,257553.93,3100.33,27225.49,100.00,150.00,8952.81,9603.23,0.00,0.00,900.03,50.00,50.00
15.6454,500.01,0.00,0.00,247278.42,2100.15,25221.88,150.00,100.00,9753.33,10053.54,0.00,0.00,950.03,50.00,100.00
15.9454,200.00,0.00,50.00,253890.55,3600.45,27526.05,50.00,150.00,8152.33,9703.30,0.00,0.00,1250.06,50.00,100.00
16.2455,100.00,0.00,0.00,250228.08,3100.33,24120.01,100.00,150.00,8302.41,10153.61,0.00,0.00,1250.06,0.00,100.00
16.5455,300.00,50.00,100.00,247278.42,3100.33,27526.05,200.00,150.00,9603.23,8552.56,0.00,0.00,650.01,0.00,50.00
16.8455,150.00,0.00,100.00,259996.70,3200.35,27225.49,50.00,150.00,9703.30,9603.23,50.00,50.00,900.03,0.00,50.00
17.1455,200.00,0.00,0.00,252771.36,4600.73,27425.86,50.00,100.00,9052.87,9453.13,50.00,0.00,850.03,0.00,150.00
17.4455,250.00,0.00,0.00,252466.16,2600.23,28427.79,100.00,50.00,10253.68,8652.62,0.00,0.00,400.01,150.00,100.00
17.7455,50.00,0.00,100.00,260912.84,2900.29,25522.40,50.00,150.00,8902.77,9353.07,50.00,0.00,900.03,100.00,50.00
