Acquisition date,24/08/21,,,,,,,,,,,,,,
Acquisition time,10:56:04,,,,,,,,,,,,,,
Time,Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
60.9488,1260615.96,172858.68,150869.98,577526761.17,44676975,27115260.91,275824.8,230335.72,3723286.18,178814.15,2649609.13,1845460.5,978947.36,288162.48,1450641.6
61.2488,1279458.77,175742.5,145516.44,557772940.52,44013123.21,26468105.05,263394.58,210483.98,3492883.18,175068.09,2467771.95,1730732.02,1001016.89,291275.42,1411063.18
61.5488,1277901.88,174882.36,144405.57,563228520.54,41993664.1,26196030.53,253264.72,217842.7,3650356.33,179320.45,2623252.29,1808179.08,1012439.75,304500.24,1443880.76
61.8489,1268759.35,169368.47,142436.51,566329461.36,44085789.4,25177828.15,270015.92,216066.11,3606328.83,182510.53,2522797.63,1768089.74,983872.56,297962.89,1394047.36
62.1489,1179497.27,166789.27,144304.59,540102716.92,42221292.85,25053238.74,259677.78,210686.94,3527080.71,174663.17,2551504.38,1760955.45,989120.9,287703.27,1427600.88
62.4489,1269574.18,169570.78,151223.6,564064861.14,42476528.09,25068828.83,276946.09,218604.15,3641003.34,175371.79,2587124.39,1847276.5,1017859.28,295410.06,1466780.96
62.7489,1294950.14,178120.84,146627.39,550667767.3,43489325.03,25547263.14,265940.89,215457.06,3625546.36,181953.48,2678596.35,1826682.44,1023603.03,308894.21,1464672.46
63.0489,1266174.23,169469.62,145213.48,549678431.93,42968297.02,26168240.54,261968.85,211650.98,3628560.34,181599,2591528.57,1782800.86,1010293.95,293470.21,1456851.27
63.3489,1270311.4,172555.15,144759.02,582807183.63,43314816.79,25010240.65,261306.96,219568.73,3597860.67,173499.08,2602269.91,1757842.31,980499.61,284438.06,1418140.53
63.6489,1233193.23,166233.04,160015.91,547232071.56,42588238.1,25113736.88,261816.11,212259.89,3636662.11,172689.36,2520659.97,1817663.49,1025535.94,304500.24,1458348.54
63.9489,1286932.85,170329.46,150465.88,542045893.55,43189945.55,29752576.5,273633.47,215051.03,3660946.72,181193.91,2618074.92,1782518.54,1031121.58,295001.64,1446651.27
64.249,1263812.2,163452.17,137489.76,542808638.52,42535379.15,25101584.73,262070.7,218147.29,3517810.67,171474.83,2548426.76,1777719.11,1003214.94,297809.72,1449311.33
64.549,1214481.37,166789.27,144910.51,544598483.93,40495518.34,26028120.72,262528.96,210686.94,3523914.65,177295.36,2645728,1849428.23,1028221.09,309558.52,1464672.46
64.849,1281583.14,174679.98,148698.03,559669520.6,42035727.74,26454663.68,269761.21,217233.57,3561471.79,173853.37,2574343.94,1807530.51,1010132.91,306288.33,1497834.67
65.149,1252559.87,174882.36,154002.21,562271903.68,43357641.34,25783418.39,270831.05,218756.47,3751172.34,178966.04,2705195.76,1857630.75,1025482.32,296277.98,1454910.45
65.449,1242015.65,178120.84,146324.4,566020443.88,44215665.95,26758670.43,270983.91,217944.24,3649208.81,175523.65,2544757.87,1768219.45,990620.7,299290.55,1440667.58
65.749,1252472.56,166435.3,144910.51,557728404.65,43919116.08,26207585.82,268538.6,209773.68,3621924.07,178966.04,2573237.21,1795428.93,1030208.4,294797.44,1432693.36
66.0491,1228828.1,165929.65,142133.59,540999363.87,42916151.42,25438037.01,257030.79,210788.4,3587028.35,172689.36,2580969.16,1804463.15,981356.25,286223.63,1464949.9
66.3491,1215422.3,169621.36,150920.51,538389621.22,42484006.34,26056304.65,254944.07,210585.45,3505810.08,176181.68,2570781.18,1794826.14,989710.06,289234.08,1426715.53
66.6491,1204674.38,165575.7,143092.83,548351860.41,40841182.09,25988596.38,265227.88,200644.38,3488210.14,170462.79,2517370.11,1802860.8,991156.45,291122.31,1432527.25
66.9491,1262449.31,169267.31,145213.48,564047450.52,43810913.36,26099672.79,277965.53,215964.6,3593512.53,180636.9,2614269.59,1800655.65,1027791.41,288060.45,1433634.47
67.2491,1241457.88,166435.3,142032.63,532776504.52,43172611.24,25219811.57,261001.46,214594.26,3425912.15,166668.33,2520667.55,1787127.22,1001874.61,300822.63,1406254.69
67.5491,1220835.06,163401.61,137489.76,557059693.85,41760851.7,24752228.24,251941.75,216116.87,3556930.1,174561.95,2559289.38,1727885.94,988692.38,298728.83,1411339.55
67.8492,1248965.91,165929.65,139104.83,563073759.47,40947732.23,24680664.24,264209.38,215152.51,3426167.93,167933.06,2543863.39,1767586.14,982426.95,298933.11,1509295.31
68.1492,1256556.39,165929.65,144304.59,551885080.86,43667935.02,25780887.68,257488.89,208403.93,3584546.66,176687.89,2551580.18,1768463.62,995067.68,299750.15,1419301.95
68.4492,1219122.96,161682.8,138600.11,551341188.22,41818478.18,25438120.57,257285.28,204751.86,3432914.8,178004.1,2566968.27,1720614.3,967390.14,291581.67,1394544.24
68.7492,1196574.63,163351.06,141881.18,524981509.07,39151907.13,24583351.52,255300.29,204599.72,3459805.52,169703.82,2556075.32,1815649.1,1025106.45,289948.54,1412776.86
69.0492,1186903.44,169570.78,144658.03,551474921.97,41583478.18,25394621.12,266450.22,216370.65,3532963.48,172638.75,2629998.79,1798343.69,983230.08,296329.03,1428707.81
69.3492,1205406.75,170683.52,156276,555536643.06,43355394.3,26681221.35,274907.47,217995,3603722.71,170867.6,2508394.99,1779153.6,1015927.34,286988.94,1429205.96
69.6492,1210892.26,171442.26,143648.21,555498457.45,40796990.3,24919374.06,263649.22,205918.38,3458022.02,171171.2,2562996.17,1735577.23,986282.23,304091.58,1447260.74
69.9492,1199863.03,170127.14,139962.93,552170715.97,40742811.66,26089896.16,256572.71,210281.05,3530018.64,170412.21,2596895.45,1770806.11,994799.71,291887.89,1447260.74
70.2493,1246390.48,170936.43,141224.9,545578903.72,42747908.74,25514125.25,264565.84,206019.82,3448952.45,167528.32,2567112.29,1776536.43,1008309.28,297350.2,1423782.81
70.5493,1191612.93,167244.4,144708.52,526053986.46,41800906.08,25824685.57,259066.89,211853.96,3538825.52,175321.17,2636260.15,1753943.25,974665.82,299801.22,1424114.84
70.8493,1206003.32,161430.04,146223.4,537031634.9,42261775.24,25030772.77,261052.39,208099.54,3535016.58,173903.97,2546645.38,1794017.33,979964.36,278623.78,1429150.59
71.1493,1222241.6,159206.03,144910.51,517720271.09,40691058.4,24769155.31,257794.29,202621.92,3466849.64,167983.64,2483842.27,1769692.09,979910.84,286121.58,1412776.86
71.4493,1181451.88,157032.89,144102.62,533012262.83,42511743.61,26011122.03,268589.55,199782.48,3472220.88,174005.2,2579915.49,1790179.32,1023871.39,293419.17,1403105.18
71.7493,1203059.28,162087.21,144102.62,538116097.86,41111599.72,25287698.89,258914.18,213883.76,3454441.2,171930.26,2609342.37,1809575.42,999730.37,311551.68,1475496
72.0494,1228410.99,160621.28,143648.21,548149998.15,41516173.98,25628544.09,258506.93,205512.62,3457123.36,174106.42,2464489.66,1741841.67,982694.63,290203.69,1408244.14
72.3494,1184226.16,164513.9,140467.71,526475500.1,40408620.89,24946662.69,259932.32,203382.57,3461153.51,167477.75,2499980.81,1718142.1,993888.87,292296.22,1406807.32
72.6494,1178425.39,160823.46,142890.88,542214280.32,40855056.67,26002407.82,260034.16,213224.05,3443919.95,170108.61,2548100.8,1762481.5,973970.21,294031.74,1399072.66
72.9494,1216460.23,170481.2,143193.81,543775642.88,41133190.33,25392914.09,251382.06,210839.14,3433136.01,174713.78,2629559.13,1800129.17,1022153.42,299086.3,1452581.84
73.2494,1238591.45,161682.8,145364.95,538850455.95,40606503.11,24632473.43,249092.68,207237.18,3427792.43,164290.99,2528081.13,1777772.53,978037.4,302048.39,1403381.45
73.5494,1189013.26,159559.83,144304.59,544419751.72,41332962.91,25728888.88,260492.36,207186.47,3420063.94,168236.6,2475496.31,1716295.58,999515.92,293623.36,1386650.59
73.8494,1192102.8,159104.94,139609.59,533544800.71,40495613.45,24577275.44,252501.44,204193.99,3396083.5,168135.41,2489231.89,1761611.65,1003697.46,291428.56,1411394.82
74.1495,1194838.28,164311.66,138902.94,525298096.39,41787102.84,25414389.26,253213.82,199681.09,3366482.97,170058.01,2431030.04,1731807.89,973328.13,289387.18,1398244.14
74.4495,1245415.6,171543.43,147687.93,549892952.64,41567986.68,24803140.75,258099.71,198261.58,3420160.72,166061.32,2473252.53,1784273.5,995871.48,289642.33,1395427.73
74.7495,1186626.98,164867.82,144708.52,549883364.18,42134692.63,25741017.16,263038.16,205411.21,3462314.86,171829.05,2573047.7,1740597.94,1005574.22,295563.21,1416979.1
75.0495,1186723.99,158144.69,142234.57,528402485.69,41896268.57,25779467.15,263343.68,210078.1,3464243.53,172942.4,2526186.04,1773751.38,990567.19,287907.37,1401226.86
75.3495,1166363.07,154203.21,137943.98,523651236.75,39551476.07,25190911.41,255147.63,194510.72,3378034.23,163077.17,2513989.28,1717081.5,980124.9,282142.68,1387478.42
75.6495,1158913.25,157841.46,140114.36,524182933.54,39892443.63,24851641.92,251941.75,206324.17,3290483.86,164341.56,2511101.17,1639153.73,949216.89,283162.82,1343505.37
75.9495,1116372.62,155719.03,132696.02,532133236.77,38266418.69,24685773.39,239684.52,202926.17,3251634.03,163886.38,2437761.38,1692695.21,960064.75,296737.48,1353302.34
76.2496,1146574.48,155314.81,146223.4,524833224.42,38893271.6,25231175.86,255554.79,195777.8,3264505.63,164290.99,2490664.57,1761893.97,986442.87,274799.88,1379147.36
76.5496,1184861.53,163755.51,144304.59,539944843.81,41080331.38,25495467.28,259321.44,208353.2,3523665.79,170665.2,2479589.7,1765419.15,993621,300720.48,1405204.79
76.8496,1197598.01,162188.31,136732.75,539936306.72,41051892.65,24976279.08,257488.89,202875.46,3415819.49,170007.41,2559524.38,1752508.76,938537.3,290663.01,1357707.52
77.1496,1169908.53,158902.78,137843.04,530625157.44,39565802.44,24419536.2,258761.45,201455.65,3386633.73,167427.16,2483554.21,1736782.81,980339.06,276737.18,1378154.69
77.4496,1173468.54,158346.84,142386.02,518817182.22,39363188.36,24431258.61,248990.92,200593.69,3437539.45,167983.64,2575814.52,1787562.14,1021884.96,310938.38,1460733.59
77.7496,1207715.42,167446.68,144809.51,539765522.83,40942180.02,24856333.27,254893.16,205766.24,3359466.5,170968.8,2585646.23,1808034.11,1005359.77,294542.21,1442828.13
78.0497,1170442.05,159559.83,143345.28,547670911.71,40378743.58,25241453.86,256216.41,202419.09,3462494.59,168186.01,2568454.02,1743039.62,990727.93,289948.54,1396642.68
78.3497,1137950.92,155921.15,140215.32,537629273.36,39307761.37,24886546.53,253977.15,199022.01,3306770.37,159790.28,2604013.39,1780908.56,1004126.46,285560.4,1393826.46
78.6497,1159053.9,166384.74,142486.99,545408246,40595493.8,25706363.23,257030.79,204295.42,3394037.32,163987.52,2557333.66,1760467.11,977127.54,299392.68,1377216.99
78.9497,1145439.54,169368.47,139761.02,535806877.66,40005723,24972590.46,251025.9,203484,3449837.29,171778.44,2529877.67,1773583.52,998819.14,293776.49,1399183.11
79.2497,1180894.11,163806.07,143092.83,544529093.78,40622149.16,26900604.71,258201.51,201759.89,3270160.28,160144.21,2540619.01,1735844.29,965411.43,283417.85,1384884.77
79.5497,1186602.73,161632.25,145718.43,529389928.6,40026374.37,25796907.51,256369.12,199579.69,3339253.53,162723.17,2519196.97,1728832.09,972044.04,283519.87,1395703.91
79.8497,1113307.33,158245.76,138852.48,522044623.4,40171659.2,24670624.98,247871.8,203737.56,3462625.94,164493.31,2532553.53,1769157.97,981784.47,292500.39,1420131.64
80.1498,1223672.4,161834.45,148950.56,566426607.58,41143973.75,25808403.12,258048.8,205512.62,3779770.51,164493.31,2523479.86,1800167.32,976217.68,292194.12,1416315.53
80.4498,1336477.09,160671.83,143900.66,514567518.96,38252330.1,23742954.94,250873.27,203636.15,3217623.14,165757.82,2472744.65,1709649.63,971937.01,281275.61,1393219.14
80.7498,1180443.05,155668.51,137641.16,520410380.15,39055759.96,23940337.9,247312.28,198869.92,3307523.86,163785.23,2566164.75,1840920.5,1028865.63,298371.39,1462619.63
81.0498,1145036.98,162643.29,142638.45,534036629.71,39740964.58,25466758.11,248075.27,200137.38,3304261.03,171576.03,2583652.6,1745115.05,1003804.69,290918.16,1381850.29
81.3498,1156788.89,156123.28,139104.83,515559882.26,38595366.37,23975015.7,244921.83,200847.2,3374695.36,163684.07,2441574.29,1701706.54,960813.09,275513.6,1375287.01
81.6498,1124031,159559.83,144405.57,526036954.33,39538980.63,24491506.07,246651.05,202672.63,3286384.58,166769.51,2487571.79,1781885.23,993460.25,293419.17,1433689.84
81.9498,1211547.03,151222.53,142991.86,529693100.49,41287724.88,26448098.17,247007.1,203788.28,3381877.74,170766.41,2565876.7,1811727.15,961454.69,300516.19,1375066.41
82.2499,1176601.73,148393.98,142436.51,545656746.86,39413075.03,24618459.06,241565.65,203838.99,3537353.1,163835.79,2550192.98,1792346.31,1003375.78,283978.96,1434409.57
82.5499,1200178.29,154607.42,139104.83,526741874.18,40319975.74,25328822.82,253417.38,200948.61,3342696.09,165252,2481484.78,1703965.09,956643.75,292908.74,1367955.08
82.8499,1225336,157032.89,139761.02,540993392.11,39298059.86,24112628.68,241413.13,196436.72,3310185.28,155088.81,2504612.4,1775636.06,989977.93,294746.41,1432804
83.1499,1171300.52,162087.21,149253.61,531626730.71,38773857.46,23757458.74,247007.1,200441.58,3320858.62,161054.38,2530241.52,1752989.47,983069.43,287703.27,1397029.2
83.4499,1157792.87,150111.25,138953.42,533488489.55,40119763.26,25383400.07,246905.35,199630.38,3349899.21,164290.99,2463345.03,1813588.93,989120.9,283774.9,1388582.23
83.7499,1149261.46,159054.39,137792.58,526106176.27,39036226.16,24170751.31,237498.63,198362.98,3361726.98,159790.28,2509698.8,1780809.37,972953.61,288927.91,1348733.2
84.05,1138072.17,155365.33,137893.52,508049386.44,39135107.83,24199317.22,242938.53,193395.79,3266614.02,159689.15,2471690.98,1687018.3,929359.08,279796.66,1357707.52
84.35,1152190.95,146727.4,137641.16,522234584.2,39483030.51,24874752.5,255096.75,198261.58,3296643.15,159992.53,2435926.94,1749365.1,986550.1,277909.91,1356000.39
84.65,1134914.73,150414.33,139609.59,535775841.34,39421112.07,24881652.25,250873.27,196233.97,3408395.17,169552.04,2516126.93,1751562.61,982962.4,281224.61,1347962.7
84.95,1158796.85,148191.96,134966.55,505381356.06,38592929.1,24465960.29,233991.72,192382.29,3334663.44,164088.68,2511283.09,1780969.6,951460.55,290611.96,1373191.7
85.25,1158762.9,157538.23,142587.96,542218696.05,40226360.95,24642990.17,246244.14,202317.66,3346691.68,165960.16,2638769.24,1711664.02,994103.13,282856.74,1413274.41
85.55,1146724.83,156982.35,145920.42,520172098.57,38683547.84,25218546.21,255198.54,198210.89,3344071.74,164847.35,2523957.42,1717455.38,958407.62,287244.04,1380581.54
85.85,1108200.12,152586.5,142789.92,528264882.91,38431784.21,25159396.98,243904.71,194510.72,3266752.28,160700.43,2532970.45,1750517.26,977555.76,294440.09,1354183.2
86.1501,1117575.46,155365.33,138852.48,502304260.22,39092544.84,24149216.45,246142.43,197501.18,3244555.34,164240.42,2472358.05,1750486.74,988103.22,287499.17,1420961.43
86.4501,1140400.24,152687.54,137086.02,517668838.27,38465739.49,25678418.06,240548.8,201709.18,3302823.17,161003.82,2482659.73,1675290.6,943555.66,280663.6,1347907.62
86.7501,1131272.27,150464.83,140013.4,513168445.24,37514147.64,23592187.08,238566.11,197906.74,3193995.26,159486.91,2436199.83,1720744.02,968994.82,274239.14,1335914.65
87.0501,1079380.56,143950.2,138145.86,500460584.87,37938755.03,23482447.64,236329.57,198515.06,3245910.24,164948.51,2462041.21,1664875.31,965839.26,282907.76,1333935.16
87.3501,1089400.96,149909.22,136379.49,515569933.32,38685081.53,23942391.11,239176.15,191368.86,3198861.86,164189.83,2478839.24,1713350.3,937096.09,291275.42,1335914.65
87.6501,1127852.92,148343.48,137994.46,525790009.5,38180091.92,23962195.06,234042.55,199630.38,3229160.58,158374.62,2449154.63,1728130.1,954078.71,287652.25,1357817.68
87.9501,1102190.79,154102.16,143042.35,526921069,39504430.89,25007578.63,240091.24,184276.84,3240601.23,161560.06,2547630.82,1700294.94,978733.2,289540.26,1409791.8
88.2502,1136006.01,159964.18,135572.08,512592633.13,37776231.01,23644173.94,239938.7,202723.34,3201433.41,157666.85,2401254.47,1726909.26,974398.24,276482.28,1351980.96
88.5502,1093106.47,149656.65,140972.5,511818659.57,37533312.87,24885543.8,238210.28,191470.2,3261906.42,158071.28,2494803.44,1712190.51,995710.74,295001.64,1354128.22
88.8502,1145987.61,151828.72,137287.89,507675562.75,37902362.49,24411478.53,230739.72,193142.41,3281607.85,159436.35,2491756.14,1755995.79,971669.53,273423.54,1369222.66
89.1502,1083556.53,147838.43,148950.56,537580279.71,38084039.86,24665300.95,246295.02,191672.89,3185298.98,155493.16,2472881.09,1702965.53,953918.36,266900.42,1339544.53
89.4502,1088232.07,143596.77,142032.63,520211503.76,36927265.89,24179632.65,231603.47,191774.22,3090676.83,155998.65,2438481.51,1672154.57,928238.87,274392.07,1331571
89.7502,1106163.06,146222.41,135572.08,495603316.19,36871280.11,22880653.46,239023.63,183314.62,3093988.05,153067.13,2389467.04,1682325.7,927385.45,284744.14,1370931.45
90.0503,1082048.14,143798.72,134260.12,498833448.86,37251505.49,24037483.5,240447.09,194054.6,3179983.05,161560.06,2466869.89,1700020.25,967497.07,289744.41,1341084.77
90.3503,1125684.9,147434.41,138095.4,505332656.79,37224873.9,23881940.72,231146.19,185644.32,3159092.62,151955.33,2407546.15,1690322.2,930105.86,268938.57,1300653.81
90.6503,1050396.09,146727.4,133553.74,486318156.68,36900586.75,23245134.48,233839.28,184124.9,3030252.21,153521.98,2345811.86,1616034.06,900368.16,265219.17,1264658.5
90.9503,1003892.89,132291.6,125180.55,439487625.28,33375265.85,20163883.32,200896.04,158066.66,2661393.12,135137.32,2007205.68,1368386.59,769405.96,219900.12,1027191.8
91.2503,827725.89,111319.19,100190.16,363058450.59,27024606.83,17498073.44,172834.28,135790.09,2201402.83,109468.57,1643645.02,1194872.27,607023,182269.59,853463.48
91.5503,717019.63,85497.49,84140.03,286158789.64,21911603.35,13780660.66,132660.19,110826.75,1687921.44,89278.61,1258897.3,961272.95,484212.21,134942.14,656186.67
91.8503,586070.21,72377.44,63587.18,231245588.04,17439291.68,10796710.28,104629.94,84146.23,1384519.47,71277.7,1098339.65,736981.3,369676.56,114714.38,538731.01
92.1504,467185.74,59018.04,52192.46,185188399.39,13829046.93,8611531.17,87314.75,65398.83,1110310.18,65098.25,889031.25,609832.03,313185.03,87822.44,415193.26
92.4504,369881.76,41408.14,42160.35,147239050.65,10860540.24,6752586.04,66302.78,54101.9,942726.37,47679.58,701678.86,490415.53,255643.36,73591.39,347704.05
92.7504,287271.39,36545.29,33337.75,118109642.49,8769568.18,5476156.37,55507.11,41309.43,762636.72,40407.17,574845.56,396280.15,201274.33,61383.22,273399.17
93.0504,237243.33,28327.22,26874.54,91328365.59,7041582.3,4522224.32,46424.95,36346.02,614598.39,37098.19,449478.17,310678.39,168398.19,46626.9,221474.61
93.3504,198882.28,26223.33,22517.23,82326717.42,5684952.52,3564496.2,36295.83,28578.46,523369.09,33789.99,369564.48,263891.46,132064.71,36848.05,181341.46
93.6504,149100.04,18611.76,16809.6,61749035.89,4805432.41,2955575.46,27175.7,25121.99,413810.64,30883.41,297086.74,210810.96,112445.95,31485.09,148853.74
93.9504,128961.5,17210.05,13856.53,53246996.83,3822798.12,2539298.57,23369.01,18261.62,361621.95,24070.3,253500.9,177761.18,91696.77,25272.61,124260.6
94.2505,108699.18,12955.7,11904.82,42758023.29,3185221.24,2237846.4,21866.64,15558.44,287260.79,21516.22,214209.42,146505.62,77512.16,21165.86,100617.88
94.5505,82329.2,10453.71,9853.3,34315386.41,2574977.41,1704572.21,18111.42,14357.19,243254.57,19913.89,172090.27,123487.27,67711.96,17761.17,80636.44
94.8505,71573.29,9352.97,8252.31,28536984.46,2135734.53,1443873.91,13756.59,10353.74,204757.67,18712.27,141100.11,100606.9,55107.32,17060.31,66561.19
95.1505,61076.23,7151.74,6951.64,24448106.59,1769241.07,1279342.36,10403.77,8452.49,176230.87,17110.26,122124.82,85407.34,43817.88,12055.15,57671.04
95.4505,48830.72,6701.52,6101.27,20834992.84,1508524.95,1038794.19,9353.05,7151.78,146750.27,16459.49,100908.58,71832.12,39003.79,11504.69,49288.44
95.7505,40505.56,5901.18,5250.94,16828584.12,1291703.39,928662.5,8802.7,6551.5,130342.21,14457.32,80629.1,57667.44,28178.09,9353.1,39406.56
96.0506,35091.71,4550.7,4950.83,14490609.06,1105151.49,783471.44,6251.36,6201.34,110374.96,14857.74,71329.36,45824.19,26074.05,7101.79,39958.15
96.3506,29379.24,4550.7,3600.44,12751765.41,998533.01,694094.14,4700.77,4800.8,92045.73,11955.01,61533.52,41009.42,22768.34,7652.07,29982.75
96.6506,25572.16,3550.43,4350.64,9938404.72,852572.27,596395.51,5951.23,3600.45,80375.58,13106.02,49837.62,34642.41,21366.15,4150.61,27327.21
96.9506,20063.64,2500.21,2800.27,10151821.5,691765.92,488476.46,4200.61,3750.49,73237.34,13756.63,45172,31635.37,16109.18,5000.89,21516.87
97.2506,18561.68,1700.1,3000.31,7398956.41,598357.91,422351.37,3050.32,2350.19,65700.81,12205.22,35795.22,25723.39,15058.02,4600.75,17461.11
97.5506,15708.36,2650.24,2250.17,6575169.12,471416.6,390991.63,3600.45,1950.13,55859.05,12155.18,32286.8,22918.57,12705.71,3500.43,15658.94
97.8506,13105.82,1700.1,1200.05,5486027.58,415757.47,357751.32,2700.25,2250.18,49284.91,10754.05,29129.96,18211.73,11604.77,3150.35,13806.95
98.1507,11454.45,1700.1,2000.14,4594416.68,371791.11,318452.47,2450.21,1750.11,42513.2,13756.63,24370.97,13306.26,11204.44,3700.48,11955.21
98.4507,9703.19,1350.06,950.03,4024092.7,322331.93,295984.77,1800.11,1800.11,40657.8,13706.58,22367.67,15858.89,9553.23,2800.28,10053.68
98.7507,8152.25,1000.03,950.03,3534818.52,274465.01,241998.95,2250.18,1700.1,37599.44,14006.88,18211.71,13606.55,7952.24,1750.11,9853.54
99.0507,8402.39,1050.04,1200.05,3167965.4,229292.94,236509.64,1450.07,950.03,31785.34,12155.18,14056.98,9603.26,7552.02,2250.18,7852.25
99.3507,6551.45,1500.08,1300.06,2670816.49,215687.21,203819.82,1700.1,850.03,32336.58,10904.17,11905.01,10954.24,6701.59,1350.06,6951.76
99.6507,5501.03,950.03,950.03,2401088.55,204122.12,284050.05,950.03,1150.05,30482.5,10754.05,11104.36,7351.91,5951.25,1300.06,8202.45
99.9507,4700.75,550.01,650.01,4918826.16,156032.34,174137.44,1500.08,600.01,28979.38,11254.44,9853.43,6251.38,5050.9,1150.05,6051.34
100.2508,4000.54,300,550.01,1940001.5,132197.96,158762.79,700.02,800.02,25272.34,9353.07,8852.77,5651.13,6251.38,1100.04,4000.58
100.5508,3750.48,350,650.01,1793388.52,120597.83,241897.27,900.03,650.01,22367.5,10503.87,7752.12,5701.15,4300.65,1750.11,3900.55
100.8508,3400.39,500.01,300,1500993.13,110618.99,153506.76,550.01,850.03,23218.86,11454.6,7351.91,4750.8,4500.72,1400.07,3850.54
101.1508,3400.39,150,600.01,1209848.87,109913.67,133409.77,750.02,250,23970.1,9953.47,7852.18,4300.65,4050.58,1000.04,3650.49
101.4508,3050.32,350,400.01,1253943.15,94606.63,131694.21,750.02,650.01,19763.67,12655.61,6601.54,3250.37,3400.41,500.01,2750.28
101.7508,2500.21,350,300,1175479.71,89876.79,118581.99,800.02,700.02,21566.27,10503.87,5351.01,3650.47,2800.28,700.02,3650.49
102.0509,2950.3,350,500.01,1072351.23,78913.46,121102.66,600.01,700.02,20664.94,11704.8,5551.09,3600.46,3900.54,500.01,2900.31
102.3509,1800.11,200,350,984656.79,68762.13,103870,900.03,300,18962.58,11804.88,3800.51,3450.42,3850.52,700.02,2750.28
102.6509,1650.09,200,500.01,1014600.98,66250.52,109914.23,250,450.01,18211.61,11754.84,4400.68,2250.18,3250.37,700.02,1850.12
102.9509,2300.18,100,250,942283.69,64542.86,100546.75,100,400.01,19713.6,10553.9,4950.87,2100.16,2450.21,500.01,2500.23
103.2509,1850.12,150,200,822979.79,62433.69,102560.75,650.01,300,16609.65,9353.07,3450.42,2150.16,3450.42,550.01,2550.24
103.5509,1600.09,250,350,798683.5,57513.47,106488.87,400.01,550.01,19513.32,10503.87,2400.2,2800.28,2700.26,400.01,2600.25
103.8509,1550.08,150,550.01,803961.96,56007.61,102057.22,200,250,16759.83,10153.61,3300.38,2600.24,2600.24,700.02,1950.14
104.151,1100.04,350,200,1266822.27,66953.72,103668.57,150,200,17060.19,10453.83,2900.3,1350.06,3650.47,500.01,2300.19
104.451,1400.07,150,200,696950.5,38551.01,96016.25,350,600.01,17060.19,11354.52,2650.25,1600.09,1950.13,300,1850.12
104.751,2150.16,50,100,669834.91,34240.25,95613.6,300,200,16359.37,11454.6,2750.27,1800.11,3500.43,450.01,1150.05
105.051,1950.13,0,250,633880.37,40857.29,99036.43,300,100,16659.71,11854.93,2600.24,2100.16,2550.23,400.01,1150.05
105.351,1800.11,200,100,639831.98,34941.91,93197.99,450.01,200,17660.91,10603.94,2350.2,1750.11,2300.19,250,1500.08
105.651,1250.05,50,450.01,572727.49,28427.75,91386.53,300,150,16659.71,11354.52,2300.19,1550.08,2950.31,450.01,1150.05
105.951,1000.03,150,300,543957.03,30532.01,86758.29,250,300,18461.93,11704.8,1800.11,900.03,2050.15,450.01,1150.05
106.2511,1300.06,200,200,592389.84,27225.45,85651.75,100,150,17110.24,12105.14,2550.23,1050.04,2850.29,150,1900.13
106.5511,1050.04,100,100,608638.72,39152.62,89374.07,200,100,16809.89,10403.79,1650.1,1250.06,2250.18,350,1200.05
106.8511,950.03,150,200,551741.36,27225.45,79919.23,250,200,14407.26,12205.22,1700.1,1450.07,2050.15,350,1150.05
107.1511,1150.04,50,250,610618.95,25822.9,85852.93,150,150,15057.94,9653.27,2000.14,1200.05,2050.15,200,1250.06
107.4511,750.02,100,200,504992.92,19212.68,87160.68,200,400.01,17210.37,10553.9,1050.04,900.03,2650.25,300,1200.05
107.7511,950.03,50,250,465511.52,23619.16,87361.89,300,250,16509.54,10453.83,1300.06,650.01,1950.13,400.01,1150.05
108.0512,850.02,0,100,511514.36,23719.32,89977.78,150,0,15308.2,11454.6,1800.11,900.03,2500.22,500.01,1150.05
108.3512,1300.06,100,250,468711.62,27025.08,92694.78,300,100,15708.64,11404.56,800.02,750.02,2050.15,450.01,1100.04
108.6512,950.03,0,350,451996.29,23519,86758.29,150,200,17610.85,10854.13,1450.07,1150.05,2600.24,250,1650.1
108.9512,1200.05,50,200,463756.93,17009.94,77204.6,400.01,250,17160.31,10653.98,900.03,700.02,1800.11,500.01,1400.07
109.2512,1000.03,50,100,427782.23,19813.48,89172.84,100,250,16910.01,11604.72,1350.06,800.02,2150.16,500.01,950.03
109.5512,850.02,50,200,390867.77,22517.41,82734.92,350,250,15358.26,12805.75,750.02,650.01,2750.27,50,1000.04
109.8512,550.01,0,100,533791.65,20814.88,77908.34,0,350,13806.67,9503.17,1000.04,950.03,1800.11,50,1000.04
110.1513,750.02,100,150,388916.65,20214.03,80321.44,200,150,16209.19,12455.44,1300.06,450.01,1950.13,300,1200.05
110.4513,550.01,100,50,358553.39,17610.65,78712.66,200,50,16008.97,13156.07,1450.07,750.02,2250.18,200,1500.08
110.7513,600.01,50,0,457462.79,19613.21,82232.08,500.01,400.01,13556.43,10553.9,1050.04,850.03,1850.12,250,1150.05
111.0513,700.02,0,300,490511.08,19713.35,79718.12,200,200,15208.09,12205.22,1150.05,300,1850.12,150,1300.06
