file,isotope,value
demo_mi03.csv,Na23,54639.4309555372
demo_mi04.csv,Na23,54890.0283011052
demo_mi05.csv,Na23,55001.5298602985
demo_mi06.csv,Na23,55118.493777255
demo_mi07.csv,Na23,54965.3262271321
demo_mi08.csv,Na23,55350.0590641722
demo_mi09.csv,Na23,55155.8215894651
