D:\0 ICPMS Data\User Data\Hakim, Fahmi\24_03_22_ap_ne_FIMI.b\24_03_22_a09.d
Intensity Vs Time,CPS
Acquired      : 22/03/2024 10:55:15 using Batch 24_03_22_ap_ne_FIMI.b
Time [Sec],Li7,B11,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca43,Ca44,Sc45,Ti49,V51,Mn55,Fe56,Fe57,Ni60,Cu63,Zn66,As75,Br81,Rb85,Sr88,Y89,Zr90,Nb93,Sb121,I127,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Dy163,Er166,Yb172,Hf178,Ta181,Pb208
0.2780,1000.03,500.01,24019.76,0.00,1500.08,9503.11,2500.22,2500.22,1000.03,45571.84,0.00,3000.31,0.00,0.00,0.00,2000.14,63139.38,500.01,0.00,0.00,0.00,0.00,750.02,500.01,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.4580,500.01,0.00,22016.60,500.01,1000.03,13005.82,1500.08,1750.11,0.00,37047.49,500.01,4500.70,0.00,0.00,0.00,3500.43,74694.99,500.01,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6381,500.01,0.00,14006.72,0.00,0.00,9503.11,4500.70,250.00,2000.14,38050.10,500.01,7001.70,0.00,0.00,500.01,1500.08,74694.99,500.01,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.8181,500.01,0.00,18511.74,0.00,1000.03,9503.11,4500.70,2500.22,2000.14,40556.91,0.00,9002.82,0.00,0.00,0.00,1000.04,67157.67,1500.08,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9981,500.01,0.00,23018.15,0.00,500.01,8502.49,2000.14,750.02,1000.03,37548.79,0.00,8002.23,0.00,0.00,0.00,2500.22,78716.52,2000.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.01
1.1782,2500.21,0.00,13506.25,0.00,1500.08,12505.38,2500.22,2000.14,1000.03,35543.72,500.01,7001.70,0.00,0.00,0.00,2500.22,66655.32,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3582,0.00,0.00,21515.86,0.00,500.01,8002.20,2500.22,2000.14,250.00,35042.50,1000.03,3500.43,0.00,0.00,500.01,6001.26,67660.03,500.01,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5383,0.00,0.00,13506.25,0.00,500.01,10503.80,5000.86,2500.22,2500.22,39554.13,0.00,6001.25,500.01,0.00,0.00,2500.22,65148.38,1500.08,0.00,0.00,0.00,500.01,250.00,1000.04,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.7183,500.01,0.00,15007.72,0.00,0.00,12004.96,2000.14,2000.14,500.01,42061.21,500.01,4000.56,0.00,0.00,500.01,1500.08,73187.21,2000.14,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8984,1000.03,0.00,19012.38,0.00,0.00,10503.80,1000.03,1000.03,1500.08,33538.93,0.00,4500.70,0.00,0.00,0.00,1500.08,70172.12,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
