D:\0 ICPMS Data\User Data\Hakim, Fahmi\24_03_22_ap_ne_FIMI.b\24_03_22_a22.d
Intensity Vs Time,CPS
Acquired      : 22/03/2024 12:56:06 using Batch 24_03_22_ap_ne_FIMI.b
Time [Sec],Li7,B11,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca43,Ca44,Sc45,Ti49,V51,Mn55,Fe56,Fe57,Ni60,Cu63,Zn66,As75,Br81,Rb85,Sr88,Y89,Zr90,Nb93,Sb121,I127,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Dy163,Er166,Yb172,Hf178,Ta181,Pb208
0.2787,0.00,0.00,21015.13,0.00,500.01,8002.20,1000.03,2500.22,1250.05,32536.64,1500.08,3500.43,0.00,0.00,0.00,3000.32,70674.59,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.4588,2000.14,0.00,19513.04,0.00,500.01,9002.79,3000.31,1000.03,750.02,29530.18,0.00,5501.05,0.00,0.00,0.00,3500.43,69669.66,500.01,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6388,500.01,0.00,21515.86,0.00,500.01,9503.11,1500.08,1500.08,1000.03,38050.10,1000.03,2500.22,0.00,0.00,0.00,4000.56,62637.18,2000.14,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.01
0.8189,1000.03,0.00,16509.34,0.00,2000.14,9503.11,500.01,1250.05,2000.14,33538.93,0.00,4500.70,0.00,0.00,0.00,2500.22,62637.18,1000.04,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9989,1000.03,0.00,21015.13,0.00,500.01,8002.20,3000.31,1500.08,1750.11,33538.93,0.00,5000.87,0.00,0.00,0.00,500.01,55106.20,500.01,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1789,500.01,0.00,22517.37,0.00,0.00,6001.24,2000.14,2000.14,500.01,39554.13,0.00,8002.23,0.00,0.00,0.00,4000.56,66655.32,1000.04,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3590,1500.08,0.00,25021.44,500.01,0.00,7501.94,2500.22,2000.14,1250.05,30532.27,500.01,4000.56,500.01,0.00,0.00,1500.08,52094.92,500.01,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5390,0.00,0.00,17009.91,0.00,0.00,7501.94,1000.03,1750.11,500.01,39052.77,0.00,3500.43,0.00,0.00,0.00,2000.14,62134.99,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,500.01,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.7191,1500.08,0.00,16509.34,0.00,0.00,14507.24,1500.08,1000.03,250.00,36044.96,0.00,2000.14,0.00,0.00,0.00,4500.71,68162.41,1500.08,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8991,0.00,0.00,18011.11,0.00,500.01,9503.11,2000.14,500.01,2000.14,35543.72,0.00,4500.70,0.00,0.00,0.00,3500.43,55608.14,1000.04,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,1250.06,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
