D:\0 ICPMS Data\User Data\Hakim, Fahmi\24_03_22_ap_ne_FIMI.b\24_03_22_a21.d
Intensity Vs Time,CPS
Acquired      : 22/03/2024 12:48:39 using Batch 24_03_22_ap_ne_FIMI.b
Time [Sec],Li7,B11,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca43,Ca44,Sc45,Ti49,V51,Mn55,Fe56,Fe57,Ni60,Cu63,Zn66,As75,Br81,Rb85,Sr88,Y89,Zr90,Nb93,Sb121,I127,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Dy163,Er166,Yb172,Hf178,Ta181,Pb208
0.2774,1000.03,0.00,16509.34,0.00,500.01,14507.24,2500.22,1500.08,500.01,28528.17,0.00,5501.05,0.00,0.00,0.00,1500.08,74694.99,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.4575,2000.14,0.00,20514.42,0.00,500.01,12004.96,2500.22,1000.03,500.01,35543.72,0.00,3000.31,0.00,0.00,0.00,2000.14,63641.61,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6375,0.00,0.00,13506.25,0.00,500.01,11504.55,3000.31,250.00,500.01,37047.49,0.00,3500.43,0.00,0.00,0.00,1000.04,68162.41,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.8176,1000.03,0.00,14507.21,0.00,0.00,12004.96,2000.14,1000.03,1000.03,36044.96,0.00,4500.70,0.00,0.00,0.00,1500.08,68162.41,2500.22,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9976,500.01,0.00,17009.91,0.00,1000.03,9002.79,2000.14,1500.08,1750.11,35543.72,500.01,2000.14,0.00,0.00,0.00,3500.43,66152.99,2000.14,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1777,500.01,0.00,16509.34,0.00,1500.08,12505.38,2000.14,2250.17,2500.22,34541.29,500.01,2000.14,0.00,0.00,0.00,2000.14,55106.20,500.01,0.00,0.00,500.01,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3577,500.01,0.00,20514.42,0.00,500.01,12505.38,2000.14,1250.05,1500.08,30532.27,500.01,3500.43,0.00,0.00,0.00,2500.22,69167.24,500.01,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5378,1500.08,0.00,18011.11,0.00,1000.03,7501.94,3000.31,1250.05,1000.03,36546.22,0.00,4000.56,0.00,0.00,0.00,3500.43,67660.03,1000.04,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.7178,500.01,0.00,18011.11,0.00,0.00,11504.55,2000.14,1250.05,750.02,25522.55,0.00,6501.47,0.00,0.00,0.00,4000.56,59122.23,1000.04,0.00,0.00,0.00,0.00,250.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8978,0.00,500.01,16509.34,0.00,1000.03,11004.17,1500.08,2250.17,1000.03,40055.52,0.00,3000.31,0.00,0.00,0.00,2000.14,68162.41,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
