D:\0 ICPMS Data\User Data\Hakim, Fahmi\24_03_22_ap_ne_FIMI.b\24_03_22_a11.d
Intensity Vs Time,CPS
Acquired      : 22/03/2024 11:14:03 using Batch 24_03_22_ap_ne_FIMI.b
Time [Sec],Li7,B11,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca43,Ca44,Sc45,Ti49,V51,Mn55,Fe56,Fe57,Ni60,Cu63,Zn66,As75,Br81,Rb85,Sr88,Y89,Zr90,Nb93,Sb121,I127,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Dy163,Er166,Yb172,Hf178,Ta181,Pb208
0.2781,0.00,0.00,19012.38,0.00,500.01,10003.44,2500.22,1500.08,1500.08,43064.16,500.01,5000.87,0.00,0.00,0.00,2500.22,65650.68,2000.14,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,500.01,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.4581,1000.03,0.00,20013.72,0.00,0.00,10003.44,1500.08,2750.26,1750.11,35543.72,500.01,4500.70,0.00,0.00,0.00,2000.14,80727.71,500.01,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6381,500.01,0.00,21015.13,0.00,0.00,11504.55,3500.42,750.02,1500.08,39052.77,0.00,5000.87,0.00,0.00,0.00,1500.08,72182.11,500.01,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.8182,500.01,0.00,21515.86,0.00,0.00,13005.82,2000.14,1000.03,750.02,30532.27,500.01,5000.87,0.00,0.00,0.00,3000.32,72182.11,2000.14,500.01,0.00,0.00,0.00,250.00,500.01,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9982,500.01,500.01,18011.11,0.00,1500.08,17009.95,3500.42,3000.31,1250.05,44067.18,0.00,4000.56,500.01,0.00,0.00,2500.22,80727.71,1500.08,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1783,0.00,0.00,16008.78,0.00,0.00,9503.11,3500.42,1750.11,1000.03,40556.91,1000.03,2000.14,500.01,0.00,0.00,2000.14,64646.10,1000.04,0.00,0.00,0.00,0.00,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3583,500.01,0.00,20013.72,0.00,500.01,11504.55,2000.14,2250.17,500.01,41058.33,500.01,7501.96,0.00,0.00,0.00,2000.14,61130.66,1500.08,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5384,0.00,0.00,21515.86,0.00,0.00,11504.55,1000.03,1250.05,3000.31,39554.13,0.00,5000.87,0.00,0.00,0.00,3000.32,75197.62,3000.32,0.00,0.00,500.01,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.7184,0.00,0.00,18011.11,0.00,1000.03,10003.44,0.00,2250.17,2000.14,45070.27,0.00,4000.56,0.00,0.00,0.00,1500.08,66152.99,1500.08,0.00,0.00,0.00,0.00,500.01,500.01,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8985,500.01,0.00,19012.38,0.00,1500.08,9503.11,1000.03,2250.17,2000.14,31033.33,0.00,7001.70,0.00,0.00,0.00,1500.08,73689.78,1500.08,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
