D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_a18.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 12:09:52 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,150.00,50.00,0.00,178384.14,2400.20,63538.65,100.00,50.00,12505.47,10003.51,50.00,0.00,1300.06,0.00,200.00
0.6446,150.00,100.00,0.00,180206.34,2100.15,61730.87,50.00,0.00,12955.87,8352.45,100.00,0.00,1350.06,0.00,300.00
0.9446,350.00,0.00,50.00,167556.88,2600.23,62233.01,100.00,200.00,12655.61,9202.97,50.00,100.00,1250.06,50.00,150.00
1.2447,100.00,0.00,0.00,180307.58,1900.12,59622.09,100.00,150.00,13856.72,9152.94,0.00,0.00,850.03,0.00,300.00
1.5447,150.00,0.00,50.00,171805.88,1900.12,62634.73,50.00,100.00,11804.88,9152.94,50.00,0.00,950.03,50.00,150.00
1.8447,200.00,0.00,50.00,177776.79,3200.35,62233.01,150.00,50.00,13055.97,8652.62,50.00,0.00,1050.04,0.00,150.00
2.1447,150.00,0.00,0.00,178991.52,3300.37,62333.44,150.00,0.00,13556.43,8102.30,100.00,0.00,950.03,0.00,150.00
2.4447,250.00,0.00,50.00,179497.68,2700.25,65447.09,0.00,100.00,12105.13,9353.07,0.00,0.00,1250.06,0.00,100.00
2.7447,250.00,0.00,150.00,176967.04,3200.35,62233.01,50.00,100.00,13506.38,8102.30,0.00,0.00,1200.05,0.00,50.00
3.0447,100.00,50.00,100.00,177574.35,1700.10,63839.96,150.00,0.00,12005.04,10253.68,0.00,0.00,1550.09,50.00,250.00
3.3448,400.01,0.00,100.00,163410.24,2200.17,60023.74,0.00,150.00,13556.43,8252.39,0.00,0.00,1250.06,0.00,150.00
3.6448,50.00,0.00,50.00,179801.39,2500.21,59822.92,50.00,0.00,12505.47,8152.33,0.00,0.00,1050.04,50.00,150.00
3.9448,300.00,0.00,50.00,172817.74,2300.18,59923.33,100.00,50.00,12005.04,9002.84,0.00,0.00,1350.06,50.00,150.00
4.2448,100.00,0.00,50.00,173526.07,2100.15,58818.83,0.00,100.00,12355.34,9853.40,0.00,0.00,1550.09,0.00,200.00
4.5448,350.00,0.00,0.00,165736.27,2000.14,62032.15,0.00,100.00,12105.13,10053.54,50.00,0.00,1100.04,0.00,350.00
4.8448,300.00,0.00,0.00,178991.52,2100.15,64040.84,50.00,50.00,11304.47,8852.75,100.00,0.00,950.03,100.00,250.00
5.1448,50.00,0.00,50.00,181320.02,1900.12,65246.19,50.00,150.00,12305.30,8702.66,100.00,0.00,850.03,50.00,150.00
5.4449,100.00,0.00,50.00,178282.92,1900.12,62835.60,0.00,150.00,11354.51,9353.07,0.00,0.00,1000.04,100.00,250.00
5.7449,150.00,0.00,0.00,166444.26,1500.08,60425.40,50.00,100.00,12905.83,8702.66,50.00,0.00,1250.06,50.00,50.00
6.0449,50.00,0.00,100.00,173222.50,3100.33,63940.41,150.00,100.00,13055.97,8452.50,50.00,0.00,900.03,50.00,200.00
6.3449,200.00,0.00,50.00,175752.49,1800.11,59622.09,50.00,150.00,11304.47,10303.72,50.00,0.00,1650.10,0.00,200.00
6.6449,100.00,0.00,50.00,172210.62,2700.25,61931.73,50.00,100.00,11704.80,9403.10,100.00,0.00,1050.04,100.00,100.00
6.9449,400.01,0.00,50.00,175448.88,1700.10,58517.62,100.00,100.00,12605.56,9853.40,100.00,0.00,1150.05,0.00,250.00
7.2450,350.00,0.00,150.00,178890.30,1900.12,63839.96,50.00,0.00,14257.12,8152.33,0.00,0.00,1450.07,50.00,100.00
7.5450,100.00,0.00,50.00,174234.44,2800.27,61931.73,50.00,150.00,11804.88,8352.45,0.00,0.00,1150.05,0.00,400.01
7.8450,200.00,0.00,50.00,174032.04,3200.35,61730.87,100.00,200.00,13556.43,8552.56,0.00,0.00,1000.04,0.00,250.00
8.1450,300.00,0.00,0.00,180003.86,3300.37,61831.30,0.00,200.00,11304.47,7602.03,50.00,0.00,1050.04,0.00,200.00
8.4450,350.00,0.00,0.00,167152.28,3000.31,62936.03,0.00,150.00,11754.84,8752.69,50.00,0.00,750.02,0.00,300.00
8.7450,350.00,0.00,100.00,172514.17,2400.20,58618.02,0.00,100.00,11804.88,8602.59,50.00,50.00,1350.06,0.00,100.00
9.0450,250.00,0.00,150.00,173930.85,2700.25,62433.87,50.00,150.00,11154.36,9703.30,0.00,0.00,1000.04,0.00,150.00
9.3451,150.00,0.00,50.00,169782.40,1600.09,64844.39,150.00,100.00,11504.63,8802.72,0.00,0.00,900.03,100.00,200.00
9.6451,400.01,0.00,50.00,176460.97,1500.08,60626.24,50.00,50.00,11654.75,8452.50,0.00,0.00,1150.05,50.00,100.00
9.9451,300.00,0.00,150.00,169984.74,2300.18,58116.01,100.00,100.00,13506.38,7902.19,0.00,0.00,1300.06,0.00,200.00
10.2451,150.00,0.00,150.00,175954.91,3400.40,57011.65,100.00,150.00,12105.13,9253.00,100.00,0.00,950.03,0.00,150.00
10.5451,200.00,0.00,100.00,175044.04,2400.20,60324.99,50.00,250.00,11354.51,8952.81,50.00,0.00,850.03,50.00,250.00
10.8451,150.00,0.00,0.00,178991.52,2600.23,57413.23,150.00,0.00,12755.69,9403.10,200.00,0.00,950.03,100.00,250.00
11.1452,150.00,0.00,0.00,181016.28,1200.05,60726.65,100.00,50.00,11154.36,8702.66,0.00,0.00,1400.07,50.00,50.00
11.4452,200.00,0.00,0.00,176460.97,2900.29,70068.57,50.00,150.00,12155.17,9253.00,0.00,0.00,850.03,0.00,150.00
11.7452,300.00,0.00,0.00,172412.99,2400.20,56509.69,100.00,100.00,12405.39,8802.72,0.00,0.00,850.03,0.00,400.01
12.0452,100.00,0.00,0.00,177270.70,2100.15,62233.01,0.00,150.00,12005.04,9152.94,0.00,0.00,800.02,0.00,200.00
12.3452,200.00,50.00,50.00,175853.70,1900.12,62233.01,100.00,0.00,10704.01,10003.51,0.00,0.00,1050.04,0.00,100.00
12.6452,350.00,50.00,100.00,172210.62,1900.12,59822.92,150.00,150.00,13306.20,8652.62,0.00,0.00,1100.04,0.00,100.00
12.9452,100.00,50.00,50.00,168871.92,2000.14,58919.23,100.00,0.00,12455.43,8752.69,0.00,0.00,1100.04,0.00,50.00
13.2453,450.01,0.00,100.00,172817.74,2400.20,59822.92,0.00,200.00,10603.94,8702.66,150.00,0.00,1300.06,100.00,250.00
13.5453,100.00,0.00,100.00,174436.83,1900.12,57513.62,50.00,150.00,11955.00,9102.90,100.00,50.00,1150.05,0.00,200.00
13.8453,200.00,0.00,50.00,180813.79,1700.10,62132.58,100.00,50.00,12455.43,9253.00,0.00,0.00,1000.04,0.00,200.00
14.1453,250.00,0.00,0.00,174740.44,1800.11,65246.19,50.00,0.00,12255.26,9803.37,0.00,50.00,1300.06,50.00,100.00
14.4453,100.00,0.00,100.00,180813.79,1700.10,57614.02,50.00,0.00,12005.04,9202.97,0.00,0.00,750.02,100.00,200.00
14.7453,250.00,0.00,100.00,181016.28,1900.12,60425.40,0.00,50.00,12105.13,8952.81,50.00,0.00,1250.06,0.00,250.00
15.0454,0.00,0.00,100.00,177574.35,1600.09,60726.65,50.00,50.00,11554.67,8652.62,100.00,0.00,1100.04,0.00,200.00
15.3454,200.00,0.00,0.00,182130.02,3200.35,64141.28,100.00,0.00,10754.05,11304.48,0.00,0.00,1350.06,50.00,300.00
