D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_b10.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 13:08:28 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,250.00,0.00,150.00,177979.25,1900.12,77405.66,150.00,350.00,19012.65,7101.77,0.00,0.00,1500.08,0.00,200.00
0.6446,250.00,0.00,50.00,169377.73,1600.09,78310.50,100.00,0.00,18361.80,7752.11,0.00,0.00,1100.04,0.00,150.00
0.9446,300.00,0.00,0.00,180105.10,1300.06,79416.48,100.00,0.00,17660.91,7401.92,50.00,0.00,1000.04,50.00,150.00
1.2447,300.00,0.00,50.00,178890.30,1900.12,73083.37,100.00,100.00,19162.85,7602.03,50.00,0.00,1100.04,250.00,150.00
1.5447,200.00,0.00,50.00,168467.29,1400.07,74691.52,100.00,50.00,17861.16,7151.79,0.00,0.00,1400.07,0.00,50.00
1.8447,150.00,0.00,0.00,174538.04,1500.08,79215.38,100.00,100.00,16109.08,7902.19,100.00,0.00,1300.06,50.00,100.00
2.1447,150.00,0.00,0.00,170187.07,800.02,77506.20,0.00,300.00,18612.12,9002.84,50.00,0.00,1300.06,0.00,300.00
2.4447,200.00,0.00,150.00,163612.49,1300.06,73183.87,0.00,150.00,16509.54,8852.75,0.00,0.00,1300.06,0.00,200.00
2.7447,150.00,0.00,0.00,171704.71,1100.04,74691.52,50.00,100.00,18411.86,7451.95,0.00,0.00,1500.08,0.00,200.00
3.0447,150.00,0.00,150.00,181016.28,900.03,74792.03,200.00,100.00,17310.49,7952.22,100.00,0.00,850.03,0.00,50.00
3.3448,250.00,0.00,50.00,169478.89,1000.03,76400.37,50.00,150.00,17861.16,7802.13,100.00,0.00,1500.08,0.00,200.00
3.6448,250.00,0.00,50.00,173424.88,1300.06,80421.98,100.00,0.00,19162.85,7501.97,100.00,0.00,1000.04,0.00,350.00
3.9448,100.00,0.00,50.00,173323.69,900.03,85651.75,50.00,0.00,18912.52,8002.24,100.00,0.00,950.03,0.00,300.00
4.2448,200.00,50.00,50.00,173323.69,1400.07,79517.02,100.00,100.00,19262.99,7501.97,50.00,0.00,1400.07,100.00,300.00
4.5448,200.00,0.00,0.00,173829.65,1100.04,74490.49,50.00,0.00,16059.03,7752.11,150.00,50.00,1350.06,100.00,50.00
4.8448,100.00,0.00,200.00,171300.00,1200.05,82533.78,100.00,0.00,18612.12,7702.08,50.00,0.00,850.03,0.00,100.00
5.1448,200.00,0.00,150.00,165331.71,1700.10,72681.35,50.00,0.00,19413.19,7702.08,100.00,0.00,900.03,0.00,50.00
5.4449,150.00,0.00,250.00,168467.29,1600.09,82131.51,0.00,150.00,18061.42,7752.11,200.00,0.00,1450.07,0.00,100.00
5.7449,150.00,0.00,0.00,176460.97,1300.06,67456.25,100.00,100.00,16659.71,8602.59,0.00,0.00,1350.06,0.00,200.00
6.0449,200.00,0.00,0.00,169883.57,1500.08,82131.51,50.00,50.00,17710.98,7401.92,0.00,0.00,1100.04,0.00,0.00
6.3449,150.00,0.00,100.00,172615.36,1700.10,75395.14,50.00,150.00,20314.44,6601.53,100.00,0.00,1000.04,0.00,100.00
6.6449,200.00,0.00,50.00,163511.36,2200.17,69264.73,150.00,50.00,18311.73,7451.95,0.00,0.00,1050.04,0.00,150.00
6.9449,100.00,0.00,0.00,171502.36,1300.06,75696.70,50.00,250.00,17560.79,7501.97,100.00,0.00,1350.06,0.00,100.00
7.2449,250.00,0.00,0.00,169276.57,1700.10,77305.13,0.00,100.00,16609.65,6351.41,150.00,50.00,1450.07,0.00,100.00
7.5450,50.00,0.00,50.00,164623.77,1500.08,78813.20,0.00,0.00,19613.46,7552.00,50.00,0.00,1500.08,0.00,200.00
7.8450,50.00,0.00,100.00,171907.07,1200.05,82734.92,100.00,100.00,17811.10,8652.62,50.00,0.00,1300.06,50.00,150.00
8.1450,300.00,0.00,100.00,177169.48,900.03,70972.94,0.00,300.00,17460.67,8802.72,100.00,0.00,750.02,0.00,200.00
8.4450,150.00,0.00,50.00,170895.29,600.01,78209.95,50.00,0.00,18061.42,7602.03,0.00,0.00,1200.05,0.00,50.00
8.7450,150.00,0.00,50.00,172918.93,1300.06,75696.70,0.00,50.00,18912.52,7552.00,200.00,0.00,1150.05,0.00,0.00
9.0450,100.00,0.00,100.00,171502.36,1600.09,69666.64,100.00,50.00,17560.79,7952.22,50.00,0.00,1300.06,50.00,250.00
9.3451,400.01,0.00,50.00,164219.25,1500.08,82232.08,0.00,200.00,19963.95,8152.33,0.00,0.00,1050.04,50.00,150.00
9.6451,100.00,0.00,150.00,174234.44,1300.06,80522.54,0.00,200.00,16459.48,7451.95,0.00,50.00,1600.09,100.00,150.00
9.9451,200.00,0.00,100.00,174335.64,1100.04,77606.74,50.00,100.00,17260.43,7351.90,0.00,0.00,1200.05,0.00,100.00
10.2451,100.00,0.00,100.00,169782.40,1900.12,77506.20,50.00,50.00,18011.35,7351.90,100.00,0.00,1200.05,0.00,0.00
10.5451,50.00,0.00,0.00,172615.36,900.03,74088.44,50.00,0.00,16209.19,8302.42,0.00,100.00,1150.05,0.00,100.00
10.8451,150.00,0.00,50.00,167253.43,1400.07,75093.58,50.00,200.00,17260.43,8052.27,0.00,0.00,1150.05,100.00,250.00
11.1452,300.00,0.00,50.00,173424.88,1100.04,76299.84,50.00,0.00,17160.31,6951.69,200.00,0.00,850.03,0.00,100.00
11.4452,200.00,0.00,150.00,177574.35,1000.03,79718.12,0.00,200.00,16309.31,8102.30,50.00,0.00,1400.07,100.00,250.00
11.7452,150.00,0.00,0.00,167253.43,1100.04,75294.62,50.00,100.00,17961.29,6751.60,0.00,0.00,1200.05,0.00,250.00
12.0452,300.00,0.00,150.00,169883.57,1100.04,73987.93,100.00,150.00,16509.54,7201.82,50.00,0.00,1350.06,0.00,250.00
12.3452,100.00,0.00,50.00,174032.04,1300.06,82835.49,50.00,100.00,17010.13,7201.82,100.00,0.00,1100.04,50.00,250.00
12.6452,250.00,0.00,50.00,180408.83,1600.09,73686.40,0.00,100.00,16960.07,6901.67,50.00,0.00,950.03,0.00,50.00
12.9452,250.00,0.00,0.00,170895.29,1100.04,81628.69,0.00,50.00,17710.98,7301.87,50.00,0.00,1050.04,0.00,150.00
13.2452,100.00,0.00,100.00,174335.64,1500.08,78511.58,50.00,100.00,17560.79,8452.50,50.00,0.00,800.02,0.00,250.00
13.5453,250.00,0.00,150.00,175954.91,1700.10,69767.13,150.00,50.00,19563.39,8102.30,0.00,0.00,1300.06,0.00,200.00
13.8453,100.00,0.00,50.00,168062.66,1200.05,80019.77,0.00,150.00,18511.99,7001.72,50.00,0.00,1000.04,0.00,200.00
14.1453,150.00,0.00,100.00,167961.50,1600.09,77606.74,0.00,0.00,17360.55,7351.90,50.00,0.00,1550.09,50.00,50.00
14.4453,100.00,0.00,150.00,183243.84,1900.12,78209.95,150.00,100.00,17961.29,7852.16,50.00,0.00,1250.06,150.00,150.00
14.7453,200.00,0.00,50.00,175347.66,1800.11,79718.12,0.00,50.00,18361.80,7552.00,0.00,0.00,1250.06,0.00,150.00
15.0453,250.00,0.00,50.00,173020.12,1600.09,80723.65,150.00,100.00,18261.67,7151.79,0.00,0.00,1050.04,50.00,50.00
15.3454,200.00,0.00,50.00,172716.55,1700.10,80723.65,0.00,200.00,18712.25,6901.67,150.00,0.00,1200.05,50.00,250.00
15.6454,300.00,0.00,0.00,169782.40,2000.14,80623.10,0.00,150.00,18812.39,8352.45,0.00,0.00,1550.09,0.00,450.01
15.9454,100.00,0.00,50.00,172008.25,1400.07,76701.95,100.00,150.00,16910.01,7151.79,100.00,0.00,1000.04,50.00,100.00
16.2454,150.00,0.00,0.00,165635.12,1700.10,75093.58,50.00,150.00,16459.48,8802.72,0.00,0.00,950.03,0.00,150.00
16.5454,100.00,0.00,0.00,170996.46,1100.04,79114.84,50.00,0.00,17510.73,7501.97,50.00,0.00,1400.07,100.00,250.00
16.8454,100.00,50.00,100.00,173526.07,2000.14,75495.65,0.00,0.00,18061.42,8102.30,50.00,0.00,1000.04,0.00,100.00
17.1454,50.00,0.00,0.00,172109.44,1000.03,74490.49,100.00,50.00,19012.65,8252.39,0.00,0.00,1250.06,50.00,300.00
17.4455,100.00,100.00,100.00,171805.88,1600.09,72078.36,0.00,0.00,16809.89,7051.74,150.00,0.00,1200.05,0.00,250.00
17.7455,300.00,0.00,0.00,169175.42,500.01,75696.70,150.00,50.00,18211.61,7301.87,100.00,0.00,850.03,0.00,50.00
18.0455,250.00,0.00,0.00,167658.03,1300.06,74792.03,100.00,0.00,16509.54,8102.30,100.00,0.00,1350.06,0.00,100.00
18.3455,200.00,0.00,50.00,169681.23,1100.04,76500.89,0.00,100.00,18812.39,7652.05,50.00,0.00,1500.08,50.00,150.00
18.6455,150.00,0.00,50.00,171805.88,800.02,76500.89,0.00,50.00,18211.61,6101.31,0.00,0.00,1100.04,0.00,250.00
18.9455,150.00,0.00,200.00,174841.64,1800.11,74188.95,50.00,50.00,17660.91,7501.97,0.00,0.00,1000.04,0.00,150.00
19.2456,150.00,0.00,50.00,173020.12,1800.11,74490.49,50.00,150.00,17460.67,6501.48,50.00,0.00,1300.06,0.00,100.00
19.5456,200.00,0.00,0.00,170490.60,1200.05,79114.84,150.00,200.00,18912.52,7652.05,0.00,0.00,1050.04,50.00,150.00
19.8456,100.00,0.00,0.00,173829.65,1100.04,79315.93,0.00,250.00,18511.99,7351.90,50.00,0.00,700.02,0.00,50.00
20.1456,150.00,0.00,150.00,179193.98,1500.08,77506.20,0.00,150.00,18061.42,8352.45,0.00,0.00,850.03,50.00,150.00
20.4456,250.00,0.00,100.00,168568.44,800.02,69666.64,100.00,0.00,18061.42,7001.72,50.00,0.00,1250.06,0.00,100.00
20.7456,50.00,0.00,0.00,166848.84,1300.06,75797.22,200.00,200.00,18311.73,8602.59,0.00,0.00,1050.04,50.00,300.00
21.0456,50.00,0.00,200.00,167860.34,1600.09,79517.02,0.00,0.00,18411.86,6001.26,100.00,50.00,1550.09,0.00,150.00
21.3457,100.00,0.00,0.00,175550.07,1100.04,68762.35,50.00,200.00,17210.37,6901.67,50.00,0.00,1150.05,0.00,200.00
21.6457,150.00,0.00,100.00,170187.07,1300.06,77104.07,100.00,100.00,18111.48,7802.13,100.00,0.00,1350.06,0.00,150.00
21.9457,100.00,0.00,50.00,171805.88,1100.04,77807.81,150.00,150.00,19262.99,8202.36,0.00,0.00,1600.09,0.00,150.00
22.2457,100.00,0.00,0.00,177878.03,600.01,75194.10,0.00,200.00,18712.25,7752.11,50.00,0.00,1600.09,50.00,150.00
22.5457,100.00,0.00,0.00,170288.26,1200.05,72078.36,100.00,50.00,16209.19,7301.87,0.00,0.00,1650.10,0.00,550.01
22.8457,200.00,0.00,50.00,177979.25,1000.03,70169.06,100.00,150.00,20164.23,7201.82,150.00,0.00,1400.07,0.00,100.00
23.1458,150.00,0.00,50.00,167961.50,1700.10,74792.03,50.00,0.00,16709.77,7602.03,0.00,0.00,700.02,0.00,150.00
23.4458,300.00,0.00,100.00,172210.62,900.03,77305.13,50.00,50.00,17010.13,8102.30,50.00,50.00,1150.05,0.00,100.00
23.7458,50.00,0.00,50.00,171907.07,1400.07,73686.40,200.00,50.00,16059.03,8102.30,0.00,0.00,750.02,150.00,150.00
24.0458,0.00,0.00,100.00,172412.99,1800.11,77104.07,50.00,100.00,17761.04,7401.92,100.00,0.00,1100.04,50.00,200.00
24.3458,500.01,0.00,50.00,170085.90,700.02,76802.48,50.00,100.00,16209.19,7501.97,0.00,0.00,1300.06,0.00,50.00
