D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_b07.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 12:58:44 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3447,150.00,0.00,100.00,182332.52,700.02,77204.60,150.00,0.00,18762.32,7702.08,0.00,0.00,1350.06,50.00,400.01
0.6447,200.00,0.00,50.00,178586.60,1500.08,82936.06,0.00,50.00,17310.49,8052.27,50.00,0.00,1200.05,100.00,250.00
0.9448,250.00,0.00,100.00,184762.81,1700.10,77707.27,100.00,100.00,19212.92,8952.81,50.00,0.00,1100.04,100.00,200.00
1.2448,100.00,0.00,50.00,174740.44,800.02,80924.77,200.00,100.00,17911.23,7602.03,0.00,0.00,1250.06,50.00,250.00
1.5448,200.00,0.00,100.00,179092.75,1700.10,79315.93,100.00,100.00,20664.94,8452.50,0.00,0.00,900.03,100.00,250.00
1.8448,150.00,0.00,50.00,187294.80,1300.06,80120.32,50.00,200.00,18311.73,7501.97,50.00,0.00,950.03,150.00,100.00
2.1448,200.00,0.00,50.00,183243.84,2100.15,81729.25,100.00,0.00,19763.67,8252.39,100.00,0.00,1600.09,50.00,450.01
2.4448,100.00,0.00,100.00,185876.83,700.02,79718.12,150.00,100.00,18511.99,7802.13,0.00,0.00,950.03,0.00,200.00
2.7449,250.00,50.00,0.00,188206.42,1300.06,79315.93,150.00,50.00,19563.39,7602.03,50.00,0.00,1550.09,50.00,250.00
3.0449,250.00,50.00,50.00,181117.52,2000.14,82634.35,0.00,50.00,18762.32,8902.78,50.00,0.00,1500.08,0.00,150.00
3.3449,300.00,0.00,150.00,188611.61,700.02,83237.78,150.00,200.00,19012.65,7852.16,50.00,0.00,1550.09,0.00,100.00
3.6449,100.00,0.00,50.00,177574.35,2400.20,81829.82,100.00,150.00,17861.16,7702.08,50.00,100.00,1500.08,50.00,250.00
3.9449,250.00,0.00,100.00,185775.56,1200.05,83137.20,100.00,50.00,20114.16,8302.42,0.00,0.00,1450.07,100.00,300.00
4.2449,0.00,0.00,150.00,185269.18,1300.06,79416.48,200.00,250.00,18311.73,7101.77,150.00,0.00,1350.06,50.00,250.00
4.5450,100.00,0.00,50.00,180712.55,1000.03,79014.29,50.00,100.00,19613.46,7251.84,0.00,0.00,1250.06,0.00,100.00
4.8450,300.00,0.00,100.00,181117.52,1800.11,85048.22,100.00,50.00,18712.25,7602.03,0.00,0.00,1300.06,50.00,200.00
5.1450,50.00,0.00,50.00,182433.78,2200.17,77707.27,200.00,250.00,17861.16,7852.16,0.00,0.00,1400.07,0.00,300.00
5.4450,0.00,0.00,150.00,179902.62,1000.03,76400.37,100.00,150.00,18662.19,6451.46,50.00,50.00,1150.05,0.00,450.01
5.7450,150.00,0.00,150.00,183345.09,2200.17,79718.12,0.00,200.00,20064.09,7702.08,0.00,0.00,1200.05,0.00,100.00
6.0450,150.00,0.00,100.00,177169.48,1600.09,73485.39,0.00,0.00,18511.99,8102.30,0.00,0.00,1450.07,0.00,300.00
6.3450,200.00,0.00,50.00,185066.63,1800.11,83740.66,100.00,0.00,17710.98,7301.87,50.00,0.00,950.03,50.00,200.00
6.6451,150.00,50.00,0.00,186585.80,1400.07,79315.93,150.00,150.00,19313.05,7301.87,50.00,0.00,950.03,0.00,250.00
6.9451,150.00,0.00,100.00,188712.90,1600.09,84645.88,50.00,50.00,17811.10,7351.90,50.00,0.00,1000.04,0.00,50.00
7.2451,200.00,0.00,50.00,188307.71,1100.04,84645.88,50.00,250.00,18211.61,8002.24,50.00,0.00,1450.07,0.00,250.00
7.5451,350.00,0.00,0.00,185876.83,2300.18,81628.69,50.00,50.00,16709.77,7151.79,0.00,0.00,1450.07,0.00,250.00
7.8451,100.00,0.00,50.00,179295.21,1500.08,83941.81,100.00,50.00,18712.25,7952.22,50.00,0.00,1950.13,100.00,350.00
8.1451,350.00,0.00,50.00,181117.52,1100.04,80623.10,100.00,200.00,19713.60,8452.50,0.00,50.00,1700.10,50.00,150.00
8.4451,150.00,0.00,200.00,181522.51,1300.06,76601.42,100.00,50.00,17961.29,7201.82,50.00,0.00,1550.09,0.00,150.00
