D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_b16.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 13:33:09 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3446,200.00,0.00,100.00,172311.80,2200.17,75294.62,100.00,50.00,18562.06,7501.97,150.00,0.00,900.03,0.00,100.00
0.6446,200.00,0.00,100.00,166140.83,1200.05,67456.25,50.00,0.00,20114.16,7351.90,0.00,0.00,1050.04,50.00,100.00
0.9446,50.00,0.00,150.00,169984.74,2100.15,70771.97,100.00,150.00,18511.99,7852.16,250.00,0.00,1450.07,0.00,200.00
1.2446,100.00,0.00,100.00,168062.66,2000.14,77606.74,50.00,250.00,19162.85,7752.11,100.00,0.00,1250.06,50.00,50.00
1.5446,200.00,0.00,50.00,163309.12,1500.08,72580.85,100.00,50.00,16759.83,8052.27,0.00,0.00,1100.04,50.00,200.00
1.8446,300.00,0.00,100.00,166646.55,1800.11,70671.48,150.00,100.00,17160.31,8402.47,100.00,0.00,1050.04,0.00,250.00
2.1446,300.00,0.00,150.00,168264.97,1800.11,72178.86,50.00,150.00,18862.45,7501.97,50.00,0.00,1850.12,0.00,100.00
2.4447,200.00,0.00,200.00,167152.28,1100.04,71575.89,150.00,100.00,18211.61,8102.30,0.00,0.00,700.02,0.00,50.00
2.7447,50.00,0.00,100.00,167354.59,1800.11,70771.97,100.00,50.00,18511.99,6651.55,100.00,0.00,900.03,0.00,200.00
3.0447,250.00,50.00,0.00,174032.04,2200.17,67456.25,0.00,100.00,17460.67,7201.82,0.00,0.00,1050.04,0.00,150.00
3.3447,100.00,50.00,50.00,169580.07,1000.03,70370.02,0.00,100.00,18361.80,7852.16,50.00,0.00,1250.06,50.00,350.00
3.6447,100.00,0.00,0.00,170085.90,1300.06,70570.99,50.00,50.00,17460.67,8552.56,100.00,0.00,1150.05,0.00,150.00
3.9447,350.00,0.00,50.00,173020.12,1400.07,74188.95,100.00,150.00,16459.48,8102.30,50.00,0.00,1750.11,0.00,50.00
4.2448,150.00,0.00,100.00,171097.64,1800.11,74892.55,0.00,200.00,18712.25,8002.24,100.00,0.00,1000.04,0.00,50.00
4.5448,150.00,0.00,0.00,172210.62,1600.09,73887.42,100.00,100.00,17710.98,7702.08,100.00,0.00,800.02,0.00,0.00
4.8448,200.00,0.00,100.00,171603.53,1700.10,74490.49,50.00,250.00,17260.43,8252.39,0.00,100.00,1150.05,50.00,50.00
5.1448,100.00,0.00,50.00,171704.71,900.03,70470.51,50.00,250.00,18211.61,8402.47,50.00,0.00,1250.06,0.00,100.00
5.4448,150.00,0.00,0.00,174639.23,900.03,71073.43,50.00,100.00,17660.91,7702.08,200.00,0.00,750.02,0.00,150.00
5.7448,250.00,0.00,50.00,170187.07,1600.09,69164.25,100.00,50.00,18862.45,8202.36,150.00,0.00,1350.06,0.00,250.00
