D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_a02.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 10:58:30 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3440,350.00,0.00,50.00,222686.99,3000.31,70972.94,100.00,100.00,14157.01,11054.28,200.00,100.00,1750.11,150.00,450.01
0.6440,100.00,100.00,200.00,221164.09,4700.76,66552.09,100.00,350.00,13806.67,10403.79,50.00,50.00,1700.10,150.00,750.02
0.9440,250.00,0.00,0.00,228983.35,2500.21,69264.73,50.00,150.00,16209.19,12805.75,50.00,50.00,1200.05,150.00,650.02
1.2440,350.00,0.00,100.00,228170.78,3600.45,74892.55,100.00,100.00,13406.29,11604.72,150.00,150.00,1650.10,150.00,400.01
1.5440,500.01,0.00,150.00,205030.93,4000.55,65949.35,100.00,150.00,15007.88,10603.94,50.00,150.00,900.03,250.00,300.00
1.8441,500.01,0.00,200.00,214668.12,31033.07,72078.36,50.00,250.00,14557.42,11104.32,0.00,100.00,1350.06,0.00,550.01
2.1441,200.00,50.00,0.00,212029.93,6301.36,73585.89,50.00,350.00,14157.01,11754.84,250.00,350.00,1500.08,200.00,300.00
2.4441,300.00,50.00,250.00,233453.37,3800.50,75395.14,100.00,150.00,14307.16,10754.05,300.00,0.00,1750.11,150.00,200.00
2.7441,250.00,0.00,50.00,223600.81,4700.76,76299.84,50.00,50.00,13806.67,10353.76,250.00,200.00,1500.08,150.00,550.01
3.0441,350.00,100.00,300.00,225936.40,6101.28,74490.49,50.00,200.00,14157.01,11754.84,450.01,150.00,1150.05,300.00,500.01
3.3441,350.00,50.00,150.00,219235.28,5701.12,66552.09,0.00,50.00,13456.34,12105.14,300.00,250.00,1550.09,0.00,600.01
3.6442,300.00,50.00,150.00,235790.53,5401.00,69767.13,200.00,150.00,12755.69,11754.84,200.00,50.00,1150.05,150.00,450.01
3.9442,350.00,0.00,50.00,228272.34,3800.50,71676.39,350.00,150.00,13756.62,11354.52,150.00,150.00,1650.10,350.00,900.03
4.2442,300.00,0.00,300.00,220554.96,2600.23,70068.57,0.00,50.00,15258.15,12755.70,350.00,100.00,1650.10,150.00,650.02
4.5442,150.00,0.00,200.00,219945.85,2500.21,74088.44,250.00,50.00,14957.83,11154.36,50.00,300.00,850.03,250.00,650.02
4.8442,250.00,0.00,150.00,228373.90,2700.25,66953.93,50.00,50.00,13256.15,11454.60,0.00,250.00,1700.10,0.00,600.01
5.1442,300.00,0.00,150.00,238432.96,5701.12,71073.43,250.00,50.00,15007.88,11604.72,300.00,50.00,1000.04,150.00,550.01
5.4442,500.01,0.00,150.00,227053.54,6001.24,68762.35,50.00,400.01,14507.37,11604.72,300.00,0.00,1250.06,100.00,700.02
5.7442,450.01,0.00,50.00,244024.29,3200.35,81226.44,100.00,100.00,14006.87,11054.28,250.00,250.00,1400.07,150.00,350.00
6.0443,200.00,0.00,100.00,233148.56,4100.58,67054.39,100.00,250.00,14106.97,11504.64,100.00,0.00,1350.06,50.00,300.00
6.3443,350.00,0.00,0.00,235587.28,4300.64,74289.46,200.00,150.00,13656.53,11354.52,200.00,100.00,1100.04,0.00,400.01
6.6443,250.00,50.00,150.00,232640.53,3300.37,74591.00,100.00,150.00,13806.67,11354.52,50.00,0.00,1500.08,100.00,600.01
6.9443,50.00,0.00,50.00,198643.46,2500.21,71575.89,50.00,50.00,13606.48,11554.68,50.00,0.00,1350.06,100.00,650.02
7.2443,300.00,50.00,150.00,213348.95,2500.21,67657.18,150.00,350.00,15708.64,10503.87,150.00,100.00,1200.05,100.00,300.00
