D:\0 ICPMS Data\User Data\Hakim, Fahmi\24_03_22_ap_ne_FIMI.b\24_03_22_a06.d
Intensity Vs Time,CPS
Acquired      : 22/03/2024 10:34:33 using Batch 24_03_22_ap_ne_FIMI.b
Time [Sec],Li7,B11,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca43,Ca44,Sc45,Ti49,V51,Mn55,Fe56,Fe57,Ni60,Cu63,Zn66,As75,Br81,Rb85,Sr88,Y89,Zr90,Nb93,Sb121,I127,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Dy163,Er166,Yb172,Hf178,Ta181,Pb208
0.2779,1000.03,0.00,18511.74,0.00,2500.21,13005.82,1000.03,1000.03,500.01,36546.22,0.00,6001.25,0.00,0.00,0.00,1500.08,83242.10,1000.04,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.4579,0.00,0.00,21515.86,0.00,0.00,14507.24,3500.42,1250.05,2750.26,42061.21,500.01,5501.05,0.00,0.00,0.00,2000.14,76705.62,2500.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6380,500.01,0.00,16008.78,0.00,500.01,10003.44,2500.22,3500.42,750.02,40055.52,0.00,7501.96,500.01,0.00,0.00,2000.14,77711.03,3000.32,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.8180,1500.08,0.00,12505.36,0.00,1500.08,11004.17,2500.22,1250.05,750.02,47578.30,0.00,3500.43,0.00,0.00,0.00,3000.32,82236.29,1000.04,0.00,0.00,500.01,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9980,500.01,0.00,20013.72,0.00,0.00,9503.11,2500.22,1500.08,1250.05,46575.04,0.00,6501.47,0.00,0.00,500.01,3000.32,75700.27,3500.43,0.00,500.01,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1781,2000.14,500.01,14507.21,0.00,500.01,9002.79,2500.22,2000.14,1000.03,46575.04,500.01,7001.70,0.00,0.00,0.00,2500.22,90284.72,1000.04,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3581,1500.08,0.00,17009.91,0.00,500.01,13005.82,1500.08,2000.14,1750.11,42562.68,500.01,7001.70,0.00,0.00,0.00,3500.43,79219.29,1500.08,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5382,500.01,0.00,22517.37,0.00,0.00,15508.27,2000.14,2250.17,1500.08,37548.79,2000.14,4500.70,0.00,0.00,0.00,1500.08,75700.27,2500.22,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.7182,500.01,0.00,16008.78,0.00,500.01,14507.24,1500.08,1750.11,2000.14,38551.43,0.00,4000.56,1000.03,0.00,0.00,500.01,89781.56,2000.14,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1750.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8983,0.00,0.00,13506.25,0.00,500.01,11004.17,3000.31,2500.22,1750.11,50588.52,0.00,6501.47,0.00,0.00,0.00,3500.43,80727.71,1500.08,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.0783,0.00,0.00,14006.72,0.00,500.01,14006.75,1500.08,2000.14,1500.08,40055.52,0.00,7501.96,0.00,0.00,0.00,3000.32,78213.77,3000.32,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.2583,500.01,0.00,22517.37,0.00,1000.03,10503.80,2500.22,1750.11,1000.03,38050.10,0.00,4500.70,0.00,0.00,0.00,4000.56,62637.18,2000.14,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
