D:\0 ICPMS Data\User Data\Hakim, Fahmi\24_03_22_ap_ne_FIMI.b\24_03_22_a03.d
Intensity Vs Time,CPS
Acquired      : 22/03/2024 10:03:23 using Batch 24_03_22_ap_ne_FIMI.b
Time [Sec],Li7,B11,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca43,Ca44,Sc45,Ti49,V51,Mn55,Fe56,Fe57,Ni60,Cu63,Zn66,As75,Br81,Rb85,Sr88,Y89,Zr90,Nb93,Sb121,I127,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Dy163,Er166,Yb172,Hf178,Ta181,Pb208
0.2781,2000.14,0.00,22016.60,0.00,500.01,15007.75,2500.22,2250.17,3250.37,56108.87,0.00,8502.51,0.00,0.00,0.00,2000.14,97330.82,5000.88,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.4582,3000.31,0.00,18511.74,0.00,500.01,16008.82,3000.31,1250.05,1750.11,52093.86,0.00,9002.82,500.01,500.01,0.00,1000.04,102869.47,5501.06,0.00,0.00,0.00,0.00,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,1750.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6382,500.01,0.00,19513.04,0.00,500.01,15007.75,3000.31,1750.11,1250.05,56610.82,0.00,12005.01,500.01,0.00,0.00,2500.22,109417.91,4500.71,0.00,0.00,0.00,500.01,750.02,0.00,0.00,0.00,0.00,0.00,1000.04,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.8183,1000.03,0.00,25522.31,500.01,0.00,14507.24,1500.08,2000.14,500.01,47578.30,500.01,8502.51,0.00,0.00,0.00,3000.32,111937.33,3000.32,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9983,500.01,0.00,19012.38,0.00,0.00,13005.82,1500.08,2500.22,3000.31,59120.85,1000.03,7501.96,0.00,0.00,0.00,3500.43,103876.72,2500.22,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,500.01,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1783,1500.08,500.01,18011.11,500.01,1000.03,14507.24,3000.31,1750.11,2500.22,55606.93,0.00,10003.48,0.00,0.00,0.00,3000.32,98337.68,5000.88,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3584,1000.03,0.00,19513.04,0.00,0.00,19012.43,2000.14,3750.49,1500.08,70170.19,500.01,14006.82,1000.03,0.00,0.00,2500.22,85253.92,5501.06,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,500.01,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5384,1500.08,0.00,19513.04,0.00,0.00,18511.79,500.01,2250.17,2250.17,50086.77,0.00,10003.48,1000.03,0.00,0.00,2000.14,107402.69,1500.08,500.01,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.7185,0.00,0.00,21015.13,0.00,1000.03,18011.16,1500.08,2500.22,250.00,62635.64,500.01,9002.82,0.00,0.00,0.00,4000.56,95317.29,8502.53,0.00,0.00,0.00,500.01,750.02,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8985,1000.03,0.00,20013.72,0.00,1000.03,18511.79,4500.70,1000.03,3250.37,45070.27,1000.03,10503.83,0.00,0.00,0.00,3000.32,90787.90,4000.56,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,1750.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
