D:\0 ICPMS Data\User Data\M Beeskow\21_08_24_Qtz.b\21_08_24_a17.d
Intensity Vs Time,CPS
Acquired      : 24/08/2021 12:01:18 using Batch 21_08_24_Qtz.b
Time [Sec],Li7,Be9,B11,Na23,Al27,Si29,Ti47,Ti49,Mn55,Fe57,Ga69,Ga71,Ge72,Ge73,Sn118
0.3445,150.00,0.00,50.00,171704.71,1700.10,58116.01,100.00,50.00,10854.12,9303.03,50.00,0.00,1250.06,50.00,250.00
0.6446,300.00,0.00,0.00,178282.92,1600.09,61730.87,150.00,50.00,12705.65,9903.44,0.00,0.00,1250.06,0.00,200.00
0.9446,100.00,0.00,0.00,176562.18,2100.15,57614.02,50.00,300.00,12855.78,10153.61,50.00,0.00,1350.06,50.00,200.00
1.2446,50.00,0.00,0.00,178991.52,1200.05,60626.24,50.00,100.00,12555.52,8002.24,100.00,0.00,950.03,50.00,150.00
1.5446,200.00,0.00,150.00,182332.52,2000.14,57915.21,50.00,50.00,12855.78,9653.27,0.00,0.00,850.03,0.00,200.00
1.8446,150.00,0.00,100.00,171300.00,2200.17,63438.21,50.00,0.00,12605.56,8602.59,0.00,0.00,1150.05,0.00,0.00
2.1446,200.00,0.00,50.00,171300.00,2100.15,65848.90,100.00,0.00,12255.26,8902.78,0.00,0.00,1100.04,100.00,200.00
2.4447,0.00,0.00,100.00,173020.12,1900.12,56610.08,100.00,50.00,12905.83,10203.65,100.00,0.00,1150.05,50.00,250.00
2.7447,250.00,50.00,100.00,178687.83,1800.11,62333.44,50.00,50.00,12755.69,7351.90,0.00,0.00,950.03,50.00,100.00
3.0447,300.00,0.00,0.00,174740.44,1900.12,60224.57,100.00,50.00,11955.00,9703.30,0.00,50.00,900.03,0.00,250.00
3.3447,250.00,0.00,100.00,172109.44,800.02,57413.23,50.00,450.01,11804.88,10053.54,0.00,0.00,1000.04,50.00,50.00
3.6447,250.00,0.00,0.00,179092.75,1900.12,58417.22,150.00,100.00,12355.34,8702.66,0.00,0.00,800.02,50.00,450.01
3.9447,300.00,0.00,0.00,179902.62,2100.15,61228.76,0.00,100.00,12455.43,9253.00,50.00,0.00,1000.04,0.00,200.00
4.2448,150.00,50.00,50.00,176562.18,2400.20,59923.33,50.00,100.00,12055.09,9152.94,50.00,0.00,1500.08,50.00,100.00
4.5448,100.00,0.00,50.00,178282.92,1700.10,58015.61,50.00,100.00,14006.87,8802.72,100.00,0.00,1000.04,0.00,200.00
