C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16may17.b\16may17_a18.d
Intensity Vs Time,CPS
Acquired      : 17/05/2016 12:10:22 using Batch PAM_FI_16may17.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
0.3621,0.00,0.00,6601.44,0.00,4000.53,106978.71,3300.36,13806.36,2400.19,0.00,2600.23,0.00,0.00,0.00,0.00,3700.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
0.6592,0.00,0.00,8102.17,0.00,7201.72,109395.98,3650.44,11004.04,2200.16,0.00,2600.23,400.01,0.00,0.00,0.00,2900.29,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9562,0.00,0.00,7902.06,0.00,5601.04,114130.93,4550.69,12605.30,2800.26,0.00,2200.16,0.00,0.00,0.00,0.00,3200.35,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
1.2532,0.00,200.00,8402.33,0.00,4200.58,109899.63,3700.46,13806.36,800.02,0.00,1800.11,0.00,0.00,0.00,0.00,2900.29,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
1.5502,0.00,0.00,8402.33,0.00,3200.34,110151.46,2750.25,9803.21,2200.16,0.00,2800.26,200.00,0.00,0.00,0.00,2900.29,0.00,0.00,0.00,0.00,200.00,0.00,0.00,16.67,0.00
1.8473,0.00,0.00,9202.79,0.00,4400.64,118615.39,3300.36,15808.34,2200.16,200.00,1600.09,0.00,0.00,0.00,0.00,3850.51,200.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
2.1443,0.00,0.00,8202.22,0.00,5000.83,113727.91,4150.57,12605.30,3800.48,0.00,3400.39,0.00,0.00,0.00,400.01,2650.24,0.00,0.00,100.00,200.00,0.00,0.00,0.00,16.67,0.00
2.4413,200.00,0.00,8202.22,0.00,6201.27,110151.46,3100.32,13005.64,2000.13,0.00,1400.07,0.00,0.00,0.00,0.00,2300.18,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
2.7383,0.00,0.00,8402.33,0.00,5000.83,114533.97,3200.34,12004.81,2400.19,0.00,3200.35,200.00,0.00,0.00,200.00,3300.37,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
3.0354,0.00,0.00,8902.62,0.00,5000.83,115642.41,3150.33,15608.13,2400.19,0.00,3200.35,0.00,0.00,0.00,200.00,4000.55,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
3.3324,0.00,0.00,8702.50,0.00,3200.34,109395.98,3950.52,12204.97,2600.23,0.00,2200.16,0.00,0.00,0.00,0.00,4050.56,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
3.6294,0.00,0.00,8402.33,0.00,3800.48,115138.56,3900.51,9002.70,1800.11,0.00,2000.14,400.01,0.00,0.00,200.00,2750.26,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
3.9264,0.00,0.00,8402.33,0.00,7001.62,113324.88,3300.36,14406.92,1800.11,0.00,3000.30,400.01,0.00,0.00,0.00,2350.19,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
4.2235,0.00,0.00,8202.22,0.00,3200.34,118010.67,3150.33,9603.08,2000.13,0.00,1200.05,0.00,0.00,0.00,600.01,3600.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.5205,0.00,0.00,7701.96,0.00,5000.83,113224.13,2950.29,9603.08,1800.11,0.00,2800.26,0.00,0.00,0.00,0.00,3150.34,0.00,0.00,150.00,200.00,0.00,0.00,0.00,0.00,0.00
4.8175,0.00,0.00,8302.27,0.00,3000.30,107683.70,3150.33,11004.04,1600.09,0.00,1400.07,800.02,0.00,0.00,0.00,2600.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.1145,0.00,0.00,9703.11,0.00,5200.90,114080.55,3950.52,12605.30,2400.19,0.00,1400.07,200.00,0.00,0.00,200.00,2850.28,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
5.4116,0.00,0.00,6901.57,0.00,5601.04,111158.83,3400.38,8202.24,2800.26,0.00,2000.14,0.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
5.7086,0.00,0.00,7001.62,0.00,5000.83,112569.25,4000.53,11004.04,2200.16,0.00,2000.14,0.00,0.00,200.00,0.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.0056,0.00,0.00,8502.38,0.00,9803.18,110201.83,3600.43,11604.49,2200.16,0.00,3000.30,800.02,0.00,0.00,0.00,3150.34,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
6.3026,0.00,0.00,7601.91,0.00,4800.76,116247.03,3500.41,10403.61,1200.05,0.00,2200.16,0.00,0.00,0.00,0.00,4050.56,0.00,0.00,50.00,400.01,0.00,0.00,0.00,0.00,0.00
6.5997,0.00,0.00,9502.98,0.00,6001.19,110755.87,3500.41,11004.04,3600.43,0.00,2600.23,200.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.8967,0.00,0.00,8502.38,0.00,5000.83,112972.25,3600.43,13205.82,1800.11,0.00,1800.11,0.00,0.00,0.00,0.00,3200.35,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
7.1937,0.00,0.00,8102.17,0.00,5400.97,107834.78,3650.44,14607.12,1200.05,0.00,2000.14,200.00,0.00,0.00,200.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.4907,0.00,0.00,6001.19,0.00,5801.12,111914.39,2300.18,13205.82,3200.34,0.00,1600.09,0.00,0.00,0.00,400.01,3050.32,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
7.7878,0.00,0.00,7201.71,0.00,4800.76,114937.04,4700.74,9803.21,1000.03,0.00,3600.44,200.00,0.00,0.00,200.00,2700.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
