C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16may17.b\16may17_a14.d
Intensity Vs Time,CPS
Acquired      : 17/05/2016 11:51:58 using Batch PAM_FI_16may17.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
0.3621,0.00,0.00,6801.53,0.00,7201.72,93086.87,3500.41,12004.81,2000.13,0.00,1800.11,200.00,0.00,0.00,0.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
0.6592,0.00,0.00,7601.91,0.00,3800.48,93539.67,2900.28,13205.82,2400.19,0.00,3800.49,0.00,0.00,0.00,0.00,4150.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9562,0.00,0.00,6901.57,0.00,5601.04,94294.35,3050.31,9402.95,2600.23,0.00,3600.44,0.00,0.00,0.00,200.00,3350.39,0.00,0.00,0.00,400.01,200.00,0.00,0.00,33.33,0.00
1.2532,0.00,0.00,6401.35,0.00,5200.90,90722.50,3700.46,9603.08,2400.19,0.00,2200.16,0.00,0.00,0.00,0.00,3850.51,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1.5502,0.00,0.00,6201.27,0.00,6801.53,97917.36,3950.52,11404.34,1200.05,0.00,1800.11,0.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1.8473,0.00,0.00,6601.44,0.00,5601.04,102447.35,3150.33,9402.95,2400.19,0.00,800.02,200.00,0.00,0.00,200.00,3350.39,0.00,0.00,50.00,200.00,0.00,0.00,0.00,0.00,0.00
2.1443,0.00,0.00,7902.06,0.00,3000.30,95099.38,3300.36,10603.75,2200.16,0.00,2400.19,200.00,0.00,0.00,0.00,2750.26,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.4413,0.00,0.00,6701.48,0.00,4000.53,94143.41,2750.25,10003.34,3200.34,0.00,2600.23,200.00,0.00,400.01,0.00,3700.47,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
2.7383,0.00,0.00,6901.57,0.00,5801.12,92734.70,3050.31,10003.34,1600.09,0.00,1400.07,0.00,0.00,200.00,0.00,3050.32,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
3.0354,0.00,0.00,7701.96,0.00,5000.83,92332.24,3250.35,11004.04,2400.19,0.00,2200.16,0.00,0.00,0.00,0.00,3100.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.3324,0.00,0.00,5200.89,0.00,4600.70,95652.88,3200.34,12004.81,1800.11,0.00,2800.26,200.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
3.6294,0.00,0.00,6701.48,0.00,5000.83,97313.47,3150.33,9402.95,1400.07,0.00,2400.19,0.00,0.00,0.00,400.01,2900.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.9264,0.00,0.00,7601.91,0.00,4600.70,94193.72,3000.30,11004.04,1000.03,0.00,2000.14,0.00,0.00,0.00,0.00,2550.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.2235,0.00,0.00,7601.91,0.00,4600.70,93740.91,3350.37,12405.13,2200.16,0.00,2000.14,0.00,0.00,0.00,0.00,3700.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.5205,0.00,0.00,8002.11,0.00,6001.19,91376.44,3800.48,8802.58,2000.13,0.00,3000.30,400.01,0.00,0.00,0.00,3850.51,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
