D:\0 ICPMS Data\User Data\Hakim, Fahmi\24_03_22_ap_ne_FIMI.b\24_03_22_a07.d
Intensity Vs Time,CPS
Acquired      : 22/03/2024 10:37:50 using Batch 24_03_22_ap_ne_FIMI.b
Time [Sec],Li7,B11,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca43,Ca44,Sc45,Ti49,V51,Mn55,Fe56,Fe57,Ni60,Cu63,Zn66,As75,Br81,Rb85,Sr88,Y89,Zr90,Nb93,Sb121,I127,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Dy163,Er166,Yb172,Hf178,Ta181,Pb208
0.2791,500.01,500.01,17009.91,0.00,500.01,7001.69,3000.31,2000.14,1500.08,42562.68,0.00,10003.48,0.00,0.00,0.00,4000.56,75700.27,2000.14,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.4591,500.01,0.00,19012.38,0.00,0.00,13005.82,1500.08,2250.17,750.02,34541.29,1000.03,7501.96,0.00,0.00,0.00,3500.43,66655.32,1000.04,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6392,2000.14,0.00,18011.11,0.00,500.01,13005.82,1500.08,500.01,1000.03,38050.10,0.00,6501.47,0.00,0.00,0.00,4500.71,67660.03,2500.22,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.8192,1000.03,0.00,17510.50,0.00,500.01,17009.95,3000.31,750.02,1500.08,34040.10,500.01,8002.23,500.01,0.00,0.00,3000.32,82236.29,1000.04,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9992,1000.03,0.00,14006.72,0.00,1000.03,13005.82,2000.14,2250.17,1250.05,39052.77,0.00,6501.47,0.00,0.00,0.00,5000.88,74694.99,1500.08,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1750.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1793,0.00,0.00,20514.42,0.00,1000.03,14006.75,2000.14,2000.14,1250.05,37548.79,0.00,7501.96,0.00,0.00,0.00,3500.43,57114.07,2000.14,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3593,500.01,0.00,22517.37,0.00,1000.03,11504.55,3500.42,2000.14,2500.22,35042.50,0.00,8502.51,0.00,0.00,0.00,5501.06,66152.99,1500.08,0.00,0.00,0.00,0.00,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5394,1000.03,0.00,22517.37,0.00,500.01,10503.80,3500.42,2000.14,750.02,36546.22,1000.03,6001.25,500.01,0.00,0.00,500.01,63641.61,1500.08,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.7194,1000.03,0.00,15007.72,0.00,0.00,14006.75,2000.14,1750.11,2250.17,42061.21,0.00,5000.87,0.00,0.00,0.00,1500.08,76705.62,3500.43,0.00,0.00,0.00,0.00,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,750.02,1000.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.8995,500.01,0.00,16509.34,0.00,0.00,13506.28,1000.03,3250.36,1750.11,43064.16,1000.03,3500.43,0.00,0.00,0.00,2500.22,73187.21,1000.04,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.0795,500.01,0.00,18011.11,0.00,1500.08,9503.11,3000.31,2000.14,1250.05,44067.18,0.00,6001.25,0.00,0.00,0.00,1000.04,77711.03,3500.43,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.2596,500.01,0.00,24019.76,0.00,0.00,11004.17,2000.14,3000.31,1000.03,39052.77,0.00,2000.14,0.00,0.00,0.00,3000.32,80224.88,1500.08,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,1250.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.4396,1500.08,0.00,20514.42,0.00,2000.14,11504.55,2000.14,1500.08,1250.05,44568.72,0.00,6501.47,0.00,0.00,0.00,2500.22,65650.68,2000.14,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.6197,3000.31,0.00,16509.34,0.00,0.00,12004.96,2000.14,2750.26,1250.05,33037.78,0.00,6001.25,0.00,0.00,0.00,4500.71,70172.12,1000.04,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.7997,500.01,0.00,20514.42,0.00,500.01,10503.80,2000.14,1750.11,1750.11,44568.72,0.00,6001.25,0.00,0.00,0.00,4000.56,71679.58,2000.14,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.9797,1000.03,0.00,12004.94,0.00,0.00,12004.96,2500.22,1250.05,2750.26,41058.33,1000.03,6501.47,0.00,0.00,0.00,1500.08,86762.98,1500.08,0.00,0.00,0.00,0.00,1500.08,0.00,0.00,0.00,0.00,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.1598,1000.03,0.00,18011.11,0.00,0.00,9002.79,2000.14,750.02,1250.05,44568.72,2000.14,5501.05,0.00,0.00,0.00,2500.22,74192.38,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
