C:\Agilent\ICPMH\1\DATA\User Batches\Tobias_F\Orogenic Gold\PAM_FI_16may17.b\16may17_a15.d
Intensity Vs Time,CPS
Acquired      : 17/05/2016 12:03:14 using Batch PAM_FI_16may17.b
Time [Sec],Li7,B11,Na23,Mg24,Si29,S32,Cl35,K39,Ca44,Ti49,Mn55,Fe57,Cu63,Zn66,As75,Br81,Rb85,Sr88,Ag107,Sb121,Cs133,Ba137,W182,Au197,Pb208
0.3622,0.00,0.00,7501.86,0.00,7802.02,94445.29,3400.38,10403.61,1800.11,0.00,4000.54,0.00,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,400.01,0.00,0.00,0.00,0.00,0.00
0.6592,0.00,0.00,6901.57,0.00,5000.83,93187.49,2750.25,10003.34,1600.09,0.00,2200.16,200.00,0.00,0.00,0.00,3100.33,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
0.9562,0.00,0.00,5701.07,0.00,4800.76,98018.02,3650.44,9202.83,1600.09,0.00,3000.30,0.00,0.00,0.00,0.00,3150.34,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1.2532,0.00,0.00,5901.15,0.00,4000.53,100333.18,3550.42,10803.89,2200.16,0.00,2400.19,400.01,0.00,0.00,0.00,3050.32,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1.5503,0.00,0.00,5801.11,0.00,5200.90,97816.72,4450.66,10803.89,1800.11,0.00,2800.26,200.00,0.00,0.00,0.00,3800.50,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00
1.8473,0.00,0.00,7501.86,0.00,7401.82,90823.10,2700.24,11604.49,2200.16,0.00,2400.19,0.00,0.00,0.00,0.00,3250.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.1443,0.00,0.00,5501.00,0.00,5400.97,97112.18,2900.28,9603.08,1200.05,0.00,2000.14,200.00,0.00,0.00,0.00,3550.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.4413,0.00,0.00,5701.07,0.00,7401.82,101339.90,2650.23,13005.64,2400.19,0.00,2600.23,0.00,0.00,0.00,0.00,3550.43,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
2.7384,0.00,0.00,5701.07,0.00,3000.30,96357.35,3400.38,10403.61,2400.19,0.00,2800.26,0.00,0.00,0.00,0.00,2700.25,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
3.0354,0.00,0.00,6201.27,0.00,3400.38,97565.09,3050.31,11204.19,1200.05,0.00,2600.23,400.01,0.00,0.00,0.00,3600.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.3324,0.00,0.00,6501.39,0.00,6001.19,99276.21,3100.32,12204.97,2000.13,0.00,3000.30,200.00,0.00,0.00,200.00,3450.41,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
3.6294,0.00,0.00,7301.76,0.00,4600.70,94998.75,2650.23,11204.19,1200.05,0.00,1800.11,0.00,0.00,0.00,0.00,3600.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.9265,0.00,0.00,5400.96,0.00,4800.76,102598.38,3950.52,11204.19,1600.09,0.00,1400.07,0.00,0.00,0.00,0.00,2850.28,200.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
4.2235,0.00,0.00,7001.62,0.00,6801.53,101037.88,3650.44,12405.13,1000.03,0.00,3000.30,200.00,0.00,0.00,0.00,2800.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
4.5205,0.00,0.00,6501.39,0.00,4600.70,99880.19,3250.35,12405.13,3000.30,0.00,1600.09,0.00,0.00,0.00,0.00,4450.68,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
4.8175,0.00,0.00,7401.81,0.00,4000.53,94847.81,3400.38,9402.95,2000.13,0.00,4400.65,400.01,0.00,0.00,0.00,2950.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00
5.1146,0.00,0.00,5701.07,0.00,4800.76,98319.98,3300.36,9803.21,2600.23,0.00,3400.39,0.00,0.00,0.00,0.00,2450.21,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
5.4116,0.00,0.00,6701.48,0.00,5400.97,92935.94,2900.28,12204.97,2800.26,0.00,1200.05,0.00,0.00,0.00,200.00,2600.23,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67,0.00
5.7086,0.00,0.00,7601.91,0.00,4600.70,99628.53,2750.25,11604.49,2400.19,0.00,1800.11,0.00,0.00,0.00,0.00,3200.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
6.0056,0.00,0.00,6901.57,0.00,6601.44,99376.88,3150.33,12004.81,1600.09,0.00,2800.26,0.00,0.00,0.00,0.00,4000.55,0.00,0.00,0.00,200.00,0.00,0.00,0.00,16.67,0.00
