file,isotope,value
demo_fi03.csv,Na23,54639.4309555372
demo_fi04.csv,Na23,54890.0283011052
demo_fi05.csv,Na23,55001.5298602985
demo_fi06.csv,Na23,55118.493777255
demo_fi07.csv,Na23,54965.3262271321
demo_fi08.csv,Na23,55350.0590641722
demo_fi09.csv,Na23,55155.8215894651
