C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a01.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 13:58:17 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
0.3711,0.00,23918.86,0.00,300.00,15407.86,2300.18,1600.09,4100.56,18511.43,10203.49,0.00,8102.21,258842.46,200.00,0.00,1550.08,100.00,0.00,925.03,0.00,0.00,0.00
0.6852,0.00,23117.62,0.00,400.01,17209.81,2600.22,1800.11,4250.60,17209.88,9503.02,0.00,6601.47,250704.22,300.00,0.00,1650.09,0.00,0.00,1075.04,0.00,0.00,0.00
0.9992,0.00,22416.57,0.00,300.00,18411.23,1300.06,1500.07,4150.57,16709.31,7601.93,0.00,6601.47,268817.82,400.01,0.00,1250.05,0.00,0.00,1100.04,100.00,0.00,0.00
1.3132,0.00,23618.39,0.00,400.01,14406.88,2900.28,1500.07,3950.52,17309.99,9603.09,0.00,7101.70,261183.03,0.00,0.00,1150.05,100.00,0.00,1050.04,100.00,0.00,0.00
1.6272,0.00,19312.30,0.00,300.00,16809.36,1800.11,1100.04,4400.64,17009.65,9202.84,100.00,7501.90,269530.59,100.00,0.00,800.02,0.00,0.00,1000.04,0.00,0.00,0.00
1.9413,0.00,18311.06,0.00,100.00,18711.60,2200.16,1900.12,5400.97,18311.18,11004.05,0.00,7702.00,255383.18,100.00,100.00,1550.08,0.00,0.00,975.03,0.00,0.00,0.00
2.2553,0.00,22516.72,0.00,300.00,19412.48,1800.11,1800.11,4750.75,14607.12,11104.13,100.00,7702.00,278392.29,500.01,0.00,950.03,100.00,0.00,900.03,0.00,0.00,0.00
2.5693,0.00,23217.78,0.00,200.00,20013.26,2700.24,1500.07,4350.63,16208.76,8902.65,0.00,8602.50,269123.29,600.01,0.00,1550.08,0.00,0.00,875.03,0.00,0.00,0.00
2.8833,0.00,22015.99,0.00,600.01,14406.88,3700.45,1100.04,3800.48,18411.30,9202.84,0.00,6701.52,260368.85,100.00,0.00,1700.10,0.00,0.00,825.02,0.00,0.00,0.00
3.1974,0.00,23017.47,0.00,100.00,15107.56,1000.03,2100.15,4600.70,17810.58,12004.82,0.00,6601.47,249280.49,800.02,0.00,900.03,0.00,0.00,1025.04,0.00,0.00,0.00
3.5114,0.00,19011.92,0.00,200.00,17710.39,2900.28,1300.06,5150.88,16509.09,8702.54,0.00,7902.11,257214.45,300.00,0.00,1050.04,0.00,0.00,925.03,0.00,0.00,0.00
3.8254,0.00,21715.55,0.00,300.00,16408.92,2100.15,1200.05,4200.59,18211.06,6901.59,0.00,8402.38,275947.17,0.00,0.00,1300.06,0.00,0.00,1125.04,0.00,0.00,0.00
4.1394,0.00,22616.87,0.00,200.00,17109.70,2400.19,1500.07,5300.93,17309.99,8602.48,0.00,7802.05,254162.43,200.00,100.00,1700.10,0.00,0.00,1000.04,0.00,0.00,0.00
4.4534,0.00,20113.34,0.00,200.00,16909.47,1800.11,1000.03,4750.75,18010.82,9202.84,0.00,8102.21,250094.04,0.00,0.00,1500.08,0.00,0.00,950.03,0.00,0.00,0.00
4.7675,100.00,17309.88,0.00,0.00,17309.92,2900.28,1200.05,4300.62,17610.34,11804.66,0.00,6901.61,261691.89,400.01,0.00,1350.06,0.00,0.00,1150.05,0.00,0.00,0.00
5.0815,0.00,21014.56,0.00,100.00,19011.97,3300.36,1100.04,5801.12,17910.70,8702.54,0.00,8402.38,252534.96,100.00,100.00,850.02,0.00,0.00,1025.04,100.00,0.00,0.00
5.3955,0.00,22015.99,0.00,200.00,17410.04,1800.11,1600.09,4850.78,16809.42,9002.71,0.00,8202.27,261386.57,100.00,100.00,1200.05,0.00,0.00,1125.04,0.00,0.00,0.00
5.7095,0.00,24419.66,0.00,200.00,16709.25,2200.16,1800.11,4550.69,16108.65,10803.91,0.00,8602.50,260775.93,300.00,0.00,1550.08,100.00,0.00,825.02,0.00,0.00,0.00
6.0235,0.00,21114.70,0.00,300.00,17309.92,2100.15,1000.03,4450.66,16809.42,9803.22,0.00,7201.75,255077.98,300.00,0.00,1800.11,0.00,0.00,900.03,0.00,0.00,0.00
6.3376,0.00,24319.50,0.00,200.00,17209.81,3100.32,900.03,4800.77,16609.20,8302.31,0.00,7301.80,246535.11,400.01,0.00,900.03,0.00,0.00,1200.05,0.00,0.00,0.00
6.6516,0.00,25621.65,0.00,600.01,16308.81,1700.10,1200.05,4500.67,16809.42,11604.51,100.00,7802.05,255179.71,100.00,0.00,1400.07,0.00,0.00,825.02,0.00,0.00,0.00
6.9656,0.00,22416.57,0.00,300.00,16909.47,2300.18,2600.22,4200.59,14907.41,9202.84,0.00,9402.98,268410.52,200.00,0.00,1450.07,0.00,0.00,975.03,100.00,0.00,0.00
7.2796,0.00,18311.06,0.00,200.00,18311.10,2100.15,2100.15,4800.77,18311.18,9402.96,0.00,7301.80,276150.90,200.00,0.00,1400.07,100.00,0.00,1150.05,0.00,0.00,0.00
7.5936,0.00,22316.42,100.00,300.00,14306.78,2200.16,1700.10,4700.74,15407.92,10503.69,0.00,8702.55,252738.38,200.00,0.00,1450.07,0.00,0.00,775.02,0.00,0.00,0.00
7.9077,0.00,21214.84,0.00,400.01,15007.46,1500.07,1800.11,3600.43,16609.20,9503.02,0.00,7001.65,253145.24,300.00,0.00,1300.06,0.00,0.00,1050.04,0.00,0.00,100.00
8.2217,0.00,23818.71,0.00,400.01,16208.70,2400.19,1600.09,4600.70,16108.65,10003.35,0.00,7101.70,254060.72,200.00,0.00,1100.04,0.00,0.00,1025.04,0.00,0.00,0.00
8.5357,0.00,23418.08,0.00,700.02,17910.62,2400.19,1900.12,3850.49,19512.70,10503.69,0.00,7501.90,261691.89,300.00,0.00,1800.11,100.00,0.00,875.03,0.00,0.00,0.00
8.8497,100.00,21615.41,0.00,100.00,16408.92,1000.03,1200.05,4350.63,14507.02,9202.84,0.00,6701.52,262200.76,200.00,0.00,1800.11,0.00,0.00,1150.05,0.00,0.00,0.00
9.1638,0.00,20013.21,0.00,700.02,17009.58,3000.30,1300.06,3750.47,17610.34,8402.36,0.00,8302.32,264440.06,200.00,0.00,1100.04,0.00,0.00,1025.04,0.00,0.00,0.00
9.4778,0.00,22616.87,0.00,300.00,16108.59,2200.16,1500.07,4850.78,15107.61,9703.15,100.00,8502.44,257417.94,200.00,0.00,1300.06,0.00,0.00,1100.04,0.00,0.00,0.00
9.7918,100.00,21014.56,0.00,600.01,17710.39,2800.26,2300.18,4500.67,16509.09,9803.22,0.00,5000.84,264134.67,500.01,0.00,1350.06,0.00,0.00,1175.05,0.00,0.00,0.00
10.1058,100.00,18911.80,0.00,200.00,17009.58,2100.15,1100.04,4050.55,14607.12,8202.25,0.00,6901.61,253958.98,500.01,0.00,1050.04,100.00,0.00,1325.06,0.00,0.00,0.00
10.4198,200.00,22216.28,0.00,400.01,16909.47,2500.21,1900.12,4700.74,20113.49,8902.65,0.00,7201.75,264949.02,200.00,100.00,950.03,0.00,0.00,900.03,0.00,0.00,0.00
10.7339,100.00,23518.24,0.00,300.00,15407.86,2400.19,1300.06,3550.42,16108.65,10303.55,0.00,6701.52,247755.22,300.00,0.00,1150.05,0.00,0.00,1150.05,0.00,0.00,0.00
11.0479,0.00,23818.71,100.00,200.00,16008.49,2500.21,1300.06,4250.60,16008.55,7501.88,0.00,7101.70,246636.79,200.00,0.00,1400.07,0.00,0.00,1400.07,0.00,0.00,0.00
11.3619,0.00,23918.86,0.00,300.00,14306.78,1200.05,1400.07,4300.62,16308.87,9903.28,0.00,7501.90,263523.93,0.00,100.00,850.02,0.00,0.00,850.03,0.00,0.00,0.00
11.6759,100.00,22416.57,0.00,200.00,18911.85,3300.36,900.03,5050.85,17710.46,8902.65,0.00,8702.55,263116.80,400.01,0.00,1250.05,0.00,0.00,1125.04,0.00,0.00,0.00
11.9900,0.00,20113.34,0.00,400.01,17209.81,2700.24,1700.10,4700.74,19312.44,9903.28,0.00,8102.21,252229.81,300.00,0.00,1350.06,0.00,0.00,1175.05,0.00,0.00,0.00
12.3040,100.00,18511.30,100.00,200.00,14506.97,2700.24,1600.09,4150.57,17209.88,9302.90,0.00,9402.98,274419.17,400.01,0.00,1450.07,0.00,0.00,850.03,100.00,0.00,0.00
12.6180,0.00,22216.28,0.00,100.00,14506.97,2000.13,1900.12,4350.63,16509.09,9302.90,0.00,7601.95,271770.97,200.00,0.00,1450.07,0.00,0.00,975.03,0.00,0.00,0.00
12.9320,0.00,20213.48,0.00,600.01,18611.47,2600.22,2400.19,3550.42,17009.65,8302.31,0.00,7001.65,248772.07,600.01,0.00,1400.07,0.00,0.00,825.02,0.00,0.00,0.00
13.2460,0.00,21515.27,0.00,400.01,16509.03,2300.18,2000.13,4450.66,14507.02,8002.14,0.00,7201.75,248365.31,400.01,0.00,1100.04,100.00,0.00,1450.07,0.00,0.00,0.00
13.5601,0.00,20013.21,0.00,100.00,15207.66,2000.13,1700.10,4600.70,19813.09,9603.09,0.00,7902.11,262302.54,200.00,100.00,1250.05,100.00,0.00,1125.04,0.00,0.00,0.00
13.8741,0.00,21415.12,0.00,500.01,14506.97,2400.19,1600.09,5150.88,17710.46,7902.09,0.00,6901.61,246230.10,200.00,0.00,1350.06,100.00,0.00,900.03,0.00,0.00,0.00
14.1881,0.00,22416.57,0.00,200.00,17309.92,2400.19,1200.05,5400.97,16709.31,8402.36,0.00,6301.34,257214.45,400.01,100.00,1200.05,0.00,0.00,1000.04,0.00,0.00,0.00
14.5021,0.00,22717.02,0.00,300.00,15307.76,1500.07,1600.09,3850.49,16008.55,9803.22,0.00,8302.32,251721.26,400.01,0.00,1200.05,0.00,0.00,1175.05,0.00,0.00,0.00
14.8162,0.00,19612.69,0.00,100.00,15207.66,2800.26,900.03,5400.97,16008.55,7001.64,200.00,7802.05,250297.44,300.00,0.00,1150.05,0.00,0.00,925.03,0.00,0.00,0.00
15.1302,0.00,22917.32,0.00,300.00,20113.40,2100.15,1600.09,4550.69,17510.22,10303.55,100.00,8802.61,273706.15,200.00,0.00,1200.05,0.00,0.00,1175.05,100.00,0.00,0.00
15.4442,0.00,22416.57,0.00,200.00,14707.16,3100.32,1700.10,5000.83,17209.88,8502.42,0.00,7802.05,247755.22,700.02,0.00,900.03,0.00,0.00,1175.05,0.00,0.00,0.00
15.7582,0.00,23017.47,0.00,300.00,16208.70,2000.13,1300.06,3700.46,16108.65,8902.65,0.00,7902.11,242977.03,200.00,0.00,750.02,100.00,0.00,1175.05,0.00,0.00,0.00
16.0723,0.00,21715.55,0.00,0.00,19412.48,2000.13,1300.06,4400.64,15908.44,9302.90,0.00,5901.17,267596.00,100.00,0.00,1450.07,0.00,0.00,825.02,0.00,0.00,0.00
16.3863,0.00,18010.70,0.00,100.00,20013.26,2200.16,1200.05,3150.33,16108.65,9202.84,0.00,7001.65,251111.04,300.00,0.00,1350.06,200.00,0.00,1200.05,0.00,0.00,0.00
16.7003,0.00,19112.05,0.00,0.00,18110.86,3100.32,1800.11,4350.63,18010.82,8702.54,0.00,6601.47,254772.80,300.00,100.00,1400.07,0.00,0.00,1450.07,0.00,0.00,0.00
17.0143,0.00,24820.31,0.00,600.01,17510.15,2400.19,1600.09,4250.60,14306.83,9703.15,0.00,6101.26,258740.70,500.01,100.00,1200.05,100.00,0.00,1000.04,0.00,0.00,0.00
17.3283,100.00,20513.88,0.00,200.00,16208.70,2700.24,1900.12,4350.63,16408.98,9703.15,0.00,6601.47,244196.85,300.00,0.00,1200.05,0.00,0.00,925.03,0.00,0.00,0.00
17.6424,0.00,23017.47,0.00,100.00,18110.86,2500.21,1900.12,4400.64,16909.54,9302.90,0.00,6101.26,262506.10,300.00,0.00,1150.05,200.00,0.00,1150.05,100.00,0.00,0.00
17.9564,0.00,21114.70,0.00,300.00,17309.92,2300.18,1600.09,4250.60,15808.34,8902.65,0.00,6501.43,255688.38,500.01,0.00,900.03,0.00,0.00,1225.05,100.00,0.00,0.00
18.2704,0.00,21515.27,0.00,300.00,14607.07,2400.19,1700.10,4700.74,15207.71,8602.48,0.00,6301.34,266679.69,500.01,0.00,1350.06,0.00,0.00,775.02,0.00,0.00,0.00
18.5844,0.00,22416.57,0.00,300.00,15708.17,2700.24,2000.13,4450.66,19412.57,10403.62,0.00,8002.16,258842.46,100.00,100.00,1450.07,0.00,0.00,1075.04,0.00,0.00,0.00
18.8984,0.00,21314.98,0.00,800.02,14707.16,1800.11,2000.13,3850.49,16008.55,9803.22,0.00,6601.47,257417.94,400.01,0.00,1150.05,100.00,0.00,850.03,0.00,0.00,0.00
19.2125,100.00,21715.55,0.00,300.00,18010.74,2100.15,1700.10,4600.70,16108.65,10503.69,0.00,6801.56,267799.61,700.02,0.00,1400.07,0.00,0.00,1450.07,0.00,0.00,0.00
19.5265,0.00,23017.47,0.00,200.00,19212.22,2600.22,1800.11,4900.80,15007.51,9503.02,0.00,7101.70,251416.16,100.00,0.00,1350.06,0.00,0.00,1075.04,100.00,0.00,0.00
19.8405,0.00,20714.15,0.00,300.00,17710.39,1900.12,1400.07,4200.59,18211.06,9402.96,0.00,6501.43,254264.16,500.01,0.00,1050.04,0.00,0.00,1100.04,0.00,0.00,100.00
20.1545,200.00,21415.12,0.00,600.01,15708.17,2800.26,1300.06,4300.62,16809.42,7401.83,0.00,7501.90,255993.58,300.00,0.00,900.03,0.00,0.00,825.02,0.00,0.00,0.00
20.4686,0.00,20513.88,0.00,200.00,16008.49,2400.19,1800.11,4250.60,14006.54,10203.49,0.00,6801.56,241554.03,300.00,0.00,1450.07,0.00,0.00,1075.04,0.00,0.00,0.00
20.7826,0.00,23317.93,0.00,600.01,15207.66,2300.18,1400.07,3900.51,17410.11,9703.15,0.00,7501.90,255077.98,300.00,0.00,1000.03,0.00,0.00,925.03,0.00,0.00,0.00
21.0966,0.00,19512.56,0.00,100.00,17610.27,1900.12,1900.12,3900.51,17710.46,10603.76,0.00,8302.32,252229.81,200.00,100.00,1450.07,200.00,0.00,1225.05,0.00,0.00,0.00
21.4106,0.00,21014.56,0.00,300.00,15307.76,1800.11,1500.07,4050.55,15908.44,9503.02,0.00,8302.32,248975.44,0.00,100.00,1300.06,0.00,0.00,875.03,0.00,0.00,0.00
21.7246,0.00,20513.88,0.00,400.01,17910.62,3100.32,1100.04,3850.49,18711.68,8002.14,0.00,6101.26,270447.07,500.01,0.00,1700.10,0.00,0.00,700.02,0.00,0.00,0.00
22.0387,0.00,19512.56,0.00,300.00,16809.36,1700.10,1100.04,4350.63,18010.82,9903.28,0.00,7601.95,270243.41,300.00,0.00,900.03,0.00,0.00,975.03,0.00,0.00,0.00
22.3527,0.00,19913.08,0.00,0.00,15507.97,2200.16,1100.04,4500.67,16509.09,7001.64,0.00,7802.05,258537.21,100.00,0.00,1150.05,200.00,0.00,825.02,100.00,0.00,0.00
22.6667,0.00,20013.21,0.00,300.00,17910.62,1900.12,1500.07,5450.99,15508.02,10003.35,0.00,7001.65,241757.32,600.01,0.00,850.02,0.00,0.00,1025.04,0.00,0.00,0.00
22.9807,0.00,20113.34,0.00,300.00,17209.81,2000.13,700.02,4150.57,15608.13,7601.93,0.00,8002.16,269836.08,200.00,0.00,800.02,0.00,0.00,975.03,0.00,0.00,100.00
23.2948,0.00,22917.32,0.00,0.00,17209.81,2700.24,1600.09,3800.48,15708.23,9302.90,0.00,6401.38,259758.30,500.01,0.00,1150.05,100.00,0.00,1075.04,0.00,0.00,0.00
23.6088,100.00,20513.88,0.00,300.00,14807.26,1800.11,1100.04,5150.88,14607.12,8102.20,0.00,7601.95,250805.93,400.01,0.00,1450.07,0.00,0.00,1100.04,0.00,0.00,0.00
23.9228,0.00,22717.02,0.00,300.00,16909.47,1600.09,2100.15,5701.08,16509.09,8302.31,0.00,8102.21,264541.85,200.00,0.00,1500.08,0.00,0.00,1150.05,0.00,0.00,0.00
24.2368,0.00,21915.84,0.00,200.00,15708.17,2000.13,1600.09,4500.67,14206.73,10303.55,0.00,7802.05,265661.62,0.00,0.00,1550.08,0.00,0.00,950.03,0.00,0.00,0.00
24.5508,0.00,18811.67,0.00,400.01,16809.36,2600.22,1300.06,5100.87,16609.20,8802.59,0.00,8202.27,261284.79,200.00,100.00,1450.07,0.00,0.00,975.03,0.00,0.00,0.00
24.8649,0.00,23918.86,0.00,400.01,15507.97,2300.18,1600.09,5300.93,17910.70,9703.15,0.00,8702.55,258435.42,100.00,0.00,850.02,0.00,0.00,1175.05,0.00,0.00,0.00
25.1789,0.00,22116.13,0.00,100.00,18010.74,3200.34,1400.07,4100.56,15608.13,9102.77,0.00,7501.90,276150.90,300.00,0.00,1200.05,0.00,0.00,975.03,0.00,0.00,0.00
25.4929,0.00,19712.82,0.00,600.01,17510.15,2100.15,1300.06,4900.80,19412.57,8002.14,0.00,9202.86,255383.18,600.01,0.00,1550.08,0.00,0.00,1025.04,0.00,0.00,0.00
25.8069,0.00,19412.43,0.00,100.00,16308.81,1600.09,700.02,4100.56,18110.94,9603.09,0.00,8102.21,254671.07,500.01,0.00,1300.06,0.00,0.00,1200.05,0.00,0.00,0.00
26.1209,0.00,22416.57,0.00,200.00,16709.25,1400.07,1700.10,3800.48,19012.05,9503.02,0.00,9102.79,255891.85,400.01,100.00,1700.10,0.00,0.00,1275.06,0.00,0.00,0.00
