C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a14.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:43:38 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
0.3712,0.00,21515.27,0.00,400.01,14607.07,2200.16,1300.06,5450.99,14206.73,8802.59,200.00,7702.00,245721.78,400.01,0.00,1250.05,0.00,0.00,1200.05,0.00,0.00,100.00
0.6852,0.00,25922.16,0.00,200.00,17610.27,1500.07,700.02,3950.52,15908.44,7301.78,0.00,5701.10,267596.00,300.00,0.00,1550.08,100.00,0.00,1150.05,0.00,0.00,0.00
0.9992,0.00,23618.39,0.00,300.00,16509.03,2400.19,1800.11,4850.78,17309.99,8302.31,100.00,7401.85,260470.63,400.01,0.00,1250.05,0.00,0.00,1300.06,0.00,0.00,0.00
1.3132,0.00,21014.56,0.00,300.00,16008.49,2700.24,1300.06,4850.78,15708.23,8502.42,0.00,8802.61,236981.03,300.00,100.00,1000.03,0.00,0.00,1175.05,0.00,0.00,0.00
1.6272,0.00,21114.70,0.00,300.00,15808.28,2300.18,1600.09,4700.74,15608.13,9903.28,0.00,6001.21,246026.78,100.00,0.00,1650.09,0.00,0.00,850.03,0.00,0.00,0.00
1.9413,0.00,23117.62,0.00,200.00,15107.56,3000.30,1600.09,4350.63,16308.87,8102.20,0.00,6801.56,262506.10,100.00,0.00,1350.06,0.00,0.00,1050.04,0.00,0.00,0.00
2.2553,0.00,19011.92,0.00,200.00,12505.18,2300.18,1500.07,4300.62,15508.02,8502.42,0.00,5601.06,256298.78,500.01,0.00,1800.11,0.00,0.00,950.03,0.00,0.00,0.00
2.5693,0.00,23918.86,0.00,300.00,14707.16,1200.05,1900.12,5400.97,14306.83,8802.59,0.00,9302.92,254874.54,200.00,0.00,1200.05,100.00,0.00,1225.05,0.00,0.00,0.00
2.8833,0.00,22616.87,0.00,300.00,16609.14,2400.19,1200.05,4650.72,15007.51,8102.20,0.00,8302.32,248873.75,400.01,0.00,1350.06,0.00,0.00,1250.06,0.00,0.00,0.00
3.1974,0.00,22116.13,0.00,100.00,15407.86,2800.26,1600.09,4550.69,16108.65,8002.14,0.00,8202.27,241960.60,500.01,0.00,1850.12,0.00,0.00,1000.04,0.00,0.00,0.00
