C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a07.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:13:48 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
3.5114,0.00,24319.50,0.00,100.00,14907.36,1900.12,1600.09,4200.59,19012.05,7902.09,0.00,7001.65,249992.36,300.00,100.00,1550.08,0.00,0.00,925.03,0.00,0.00,0.00
3.8254,0.00,23117.62,0.00,100.00,13606.13,2700.24,1500.07,4400.64,17410.11,7501.88,0.00,5901.17,262200.76,400.01,0.00,2250.17,0.00,0.00,1100.04,0.00,0.00,0.00
4.1394,0.00,21515.27,0.00,300.00,15107.56,2000.13,2100.15,3700.46,18311.18,8902.65,100.00,7501.90,256807.50,200.00,0.00,2450.21,0.00,0.00,1275.06,0.00,0.00,0.00
4.4535,100.00,23418.08,0.00,0.00,15407.86,1800.11,2000.13,4350.63,15908.44,7501.88,0.00,8002.16,252026.39,100.00,0.00,1150.05,0.00,0.00,1125.04,0.00,0.00,0.00
4.7675,0.00,21014.56,0.00,300.00,18511.35,3500.41,1600.09,4500.67,14106.64,8102.20,0.00,9402.98,248772.07,300.00,0.00,1000.03,0.00,0.00,1100.04,0.00,0.00,0.00
5.0815,0.00,21214.84,0.00,200.00,16509.03,2800.26,1100.04,4350.63,17610.34,7902.09,100.00,5200.91,258333.67,300.00,0.00,1450.07,0.00,0.00,1100.04,0.00,0.00,0.00
5.3955,0.00,25421.31,0.00,400.01,16308.81,2700.24,2400.19,5250.92,15508.02,6101.25,0.00,6301.34,241147.49,200.00,100.00,1350.06,0.00,0.00,1150.05,0.00,0.00,0.00
5.7095,0.00,21114.70,0.00,300.00,16609.14,1900.12,1600.09,4600.70,16809.42,10803.91,0.00,8102.21,241655.66,400.01,0.00,1700.10,0.00,0.00,1100.04,0.00,0.00,0.00
6.0236,0.00,22015.99,0.00,300.00,15407.86,3000.30,1800.11,4600.70,15908.44,9002.71,0.00,6901.61,256095.31,200.00,0.00,950.03,0.00,0.00,1325.06,0.00,0.00,0.00
6.3376,0.00,19812.95,0.00,300.00,13906.41,1700.10,2400.19,4500.67,16008.55,10003.35,200.00,8002.16,245721.78,300.00,100.00,1450.07,0.00,0.00,1225.05,100.00,0.00,0.00
6.6516,100.00,19913.08,0.00,100.00,16008.49,1900.12,2000.13,3850.49,17109.76,8702.54,0.00,7802.05,251212.74,100.00,0.00,1200.05,0.00,0.00,1375.07,0.00,0.00,0.00
6.9656,0.00,26723.55,0.00,200.00,13405.95,1500.07,1800.11,3000.30,15508.02,8202.25,0.00,8402.38,236676.22,100.00,0.00,1450.07,0.00,0.00,1150.05,0.00,0.00,0.00
7.2797,0.00,21014.56,0.00,400.01,16509.03,2700.24,1700.10,4300.62,16609.20,8002.14,0.00,8502.44,260572.41,0.00,200.00,1000.03,100.00,0.00,1225.05,0.00,0.00,0.00
7.5937,0.00,22416.57,0.00,100.00,15708.17,1400.07,1400.07,4850.78,16408.98,8902.65,0.00,6501.43,251619.56,200.00,0.00,1350.06,0.00,0.00,1250.06,0.00,0.00,0.00
7.9077,0.00,20213.48,0.00,600.01,15808.28,2100.15,1500.07,4400.64,17309.99,7802.04,0.00,6301.34,280430.20,400.01,0.00,1150.05,0.00,0.00,825.02,0.00,0.00,0.00
8.2217,0.00,23117.62,0.00,300.00,18511.35,1600.09,1100.04,5050.85,18411.30,7701.99,0.00,7501.90,255077.98,300.00,0.00,1150.05,100.00,0.00,1000.04,0.00,0.00,0.00
8.5357,0.00,21815.70,0.00,200.00,15908.38,2500.21,1700.10,4350.63,13506.08,9402.96,0.00,6901.61,252229.81,200.00,0.00,1300.06,0.00,0.00,875.03,0.00,0.00,0.00
8.8498,0.00,21415.12,0.00,300.00,16008.49,2000.13,1400.07,4400.64,17209.88,8602.48,0.00,6401.38,260267.11,100.00,0.00,750.02,0.00,0.00,1050.04,0.00,0.00,0.00
9.1638,0.00,22316.42,0.00,200.00,17610.27,2300.18,1200.05,4550.69,16909.54,8702.54,0.00,6701.52,249178.81,400.01,100.00,750.02,0.00,0.00,1025.04,0.00,0.00,0.00
9.4778,0.00,20413.74,0.00,500.01,17309.92,2300.18,2100.15,4300.62,16008.55,8202.25,0.00,7301.80,244705.13,400.01,0.00,900.03,0.00,0.00,1125.04,0.00,0.00,0.00
9.7918,0.00,21114.70,0.00,400.01,17009.58,2900.28,1600.09,4050.55,17810.58,8302.31,0.00,5901.17,256298.78,100.00,100.00,1400.07,100.00,0.00,950.03,0.00,0.00,0.00
10.1059,0.00,22616.87,0.00,400.01,16208.70,3100.32,1700.10,4600.70,18110.94,9703.15,0.00,8802.61,249077.12,100.00,100.00,1750.11,200.00,0.00,1100.04,0.00,0.00,0.00
10.4199,0.00,21915.84,0.00,300.00,18110.86,2500.21,1100.04,4000.53,16208.76,7101.69,0.00,8802.61,253958.98,100.00,100.00,1250.05,0.00,0.00,1275.06,0.00,0.00,0.00
10.7339,0.00,24119.18,0.00,400.01,16709.25,2200.16,2500.21,3700.46,17910.70,8002.14,0.00,8002.16,249585.57,600.01,0.00,1700.10,0.00,0.00,1100.04,0.00,0.00,0.00
11.0479,0.00,19812.95,0.00,300.00,16709.25,2400.19,1400.07,4350.63,17610.34,8502.42,0.00,6901.61,248365.31,200.00,0.00,1200.05,100.00,0.00,1050.04,100.00,0.00,0.00
11.3619,0.00,22817.17,0.00,300.00,15007.46,2100.15,2300.18,3450.40,17510.22,7902.09,0.00,6901.61,260572.41,600.01,100.00,1350.06,100.00,0.00,1325.06,0.00,0.00,0.00
11.6760,0.00,20914.43,0.00,400.01,16709.25,2900.28,1300.06,4450.66,17610.34,7301.78,0.00,7702.00,255484.89,300.00,0.00,1000.03,0.00,0.00,1250.06,0.00,0.00,0.00
11.9900,0.00,21114.70,0.00,100.00,17309.92,2100.15,1500.07,4500.67,15708.23,7501.88,0.00,6401.38,267188.72,700.02,0.00,1250.05,0.00,0.00,975.03,0.00,0.00,100.00
12.3040,0.00,19812.95,0.00,500.01,17610.27,2300.18,1700.10,4800.77,16108.65,8702.54,0.00,7201.75,259147.73,100.00,0.00,950.03,0.00,0.00,1475.08,0.00,0.00,0.00
12.6180,0.00,21114.70,0.00,400.01,14106.59,2300.18,2000.13,4500.67,14807.31,8602.48,0.00,5601.06,243180.35,400.01,100.00,1150.05,0.00,0.00,975.03,0.00,0.00,0.00
12.9320,0.00,22516.72,0.00,200.00,16709.25,1600.09,1900.12,5350.95,15908.44,9703.15,0.00,7802.05,261895.43,500.01,0.00,1300.06,100.00,0.00,1025.04,0.00,0.00,0.00
13.2461,0.00,21415.12,0.00,600.01,15808.28,2300.18,2500.21,4450.66,17209.88,8302.31,0.00,7001.65,248873.75,100.00,0.00,1650.09,100.00,0.00,950.03,0.00,0.00,100.00
13.5601,0.00,21815.70,0.00,300.00,15207.66,3000.30,1500.07,5501.01,18211.06,9102.77,0.00,7001.65,248772.07,300.00,0.00,1750.11,0.00,0.00,1350.06,0.00,0.00,0.00
13.8741,0.00,20914.43,0.00,100.00,19212.22,3000.30,1800.11,3550.42,16008.55,6601.46,0.00,6401.38,256095.31,0.00,0.00,1100.04,0.00,0.00,1075.04,0.00,0.00,0.00
14.1881,0.00,22216.28,0.00,200.00,16108.59,1900.12,1300.06,5000.83,17910.70,8202.25,0.00,8102.21,256400.51,900.03,0.00,1750.11,0.00,0.00,1075.04,0.00,0.00,0.00
14.5022,0.00,24119.18,0.00,400.01,16108.59,2400.19,1600.09,5050.85,21515.44,7701.99,0.00,7501.90,258231.93,0.00,0.00,850.02,0.00,0.00,1200.05,0.00,0.00,0.00
14.8162,0.00,21314.98,0.00,100.00,18010.74,2600.22,1500.07,4700.74,17910.70,7902.09,0.00,7702.00,275947.17,400.01,0.00,1450.07,100.00,0.00,1000.04,0.00,0.00,0.00
15.1302,0.00,22015.99,0.00,700.02,16509.03,2500.21,2500.21,4750.75,16609.20,10103.42,0.00,7301.80,247653.54,100.00,100.00,1150.05,100.00,0.00,925.03,0.00,0.00,0.00
15.4442,100.00,22416.57,0.00,200.00,16208.70,2300.18,1900.12,4300.62,16709.31,9002.71,0.00,8302.32,245823.44,300.00,0.00,1200.05,0.00,0.00,1050.04,100.00,0.00,0.00
15.7582,0.00,22216.28,0.00,500.01,17610.27,1500.07,900.03,5000.83,17209.88,8502.42,0.00,6501.43,272585.77,400.01,0.00,550.01,0.00,0.00,1000.04,0.00,0.00,0.00
16.0723,100.00,24219.34,0.00,400.01,16609.14,2400.19,1100.04,4200.59,17910.70,9603.09,0.00,8502.44,266577.88,200.00,0.00,1200.05,0.00,0.00,1250.06,0.00,0.00,0.00
16.3863,0.00,20213.48,0.00,400.01,15207.66,2100.15,2000.13,3550.42,15007.51,7101.69,0.00,7802.05,246026.78,100.00,0.00,950.03,100.00,0.00,850.03,0.00,0.00,0.00
16.7003,0.00,24019.02,0.00,100.00,18711.60,2700.24,1700.10,4850.78,16208.76,8502.42,0.00,8102.21,251924.68,400.01,0.00,1350.06,0.00,0.00,1225.05,0.00,0.00,0.00
17.0143,0.00,20413.74,0.00,500.01,17910.62,3600.43,1600.09,4500.67,15908.44,9603.09,0.00,9302.92,252534.96,0.00,100.00,800.02,0.00,0.00,900.03,0.00,0.00,0.00
17.3284,0.00,23117.62,0.00,200.00,17910.62,2500.21,1400.07,4250.60,19312.44,8902.65,0.00,7001.65,248060.25,300.00,0.00,1500.08,0.00,0.00,1250.06,0.00,0.00,0.00
17.6424,0.00,20113.34,0.00,500.01,14807.26,2100.15,2100.15,4850.78,15207.71,8902.65,0.00,6901.61,252534.96,200.00,0.00,1400.07,0.00,0.00,1225.05,0.00,0.00,0.00
17.9564,100.00,25020.64,0.00,200.00,16208.70,1700.10,1600.09,3500.41,16609.20,6801.55,0.00,7001.65,246230.10,300.00,0.00,1600.09,0.00,0.00,900.03,0.00,0.00,0.00
18.2704,100.00,24920.48,0.00,300.00,17410.04,2400.19,2000.13,4350.63,15908.44,7902.09,0.00,7702.00,273706.15,400.01,0.00,1300.06,0.00,0.00,1175.05,0.00,0.00,0.00
18.5844,0.00,21615.41,0.00,200.00,15407.86,2800.26,1700.10,4300.62,17910.70,8102.20,0.00,7301.80,262607.89,200.00,0.00,1150.05,0.00,0.00,1175.05,0.00,0.00,0.00
18.8985,0.00,19913.08,0.00,500.01,13606.13,1500.07,1400.07,3900.51,16509.09,7401.83,0.00,5701.10,257112.72,200.00,0.00,1050.04,0.00,0.00,1100.04,0.00,0.00,0.00
19.2125,0.00,21715.55,0.00,0.00,14406.88,2000.13,1800.11,5400.97,17410.11,9503.02,0.00,9002.73,237489.09,100.00,100.00,1400.07,0.00,0.00,1000.04,0.00,0.00,0.00
19.5265,0.00,23618.39,0.00,100.00,18411.23,2900.28,1600.09,5200.90,15307.82,7601.93,0.00,7001.65,263931.10,200.00,0.00,1250.05,0.00,0.00,1125.04,0.00,0.00,0.00
19.8405,0.00,21915.84,0.00,200.00,14907.36,2300.18,1700.10,4250.60,15307.82,7401.83,0.00,7501.90,260674.17,100.00,0.00,700.02,0.00,0.00,1250.06,0.00,0.00,0.00
20.1546,0.00,21615.41,0.00,300.00,15908.38,2700.24,1500.07,4350.63,15508.02,7601.93,0.00,6801.56,244908.47,600.01,0.00,1600.09,0.00,0.00,1050.04,100.00,0.00,0.00
20.4686,0.00,22917.32,0.00,300.00,18511.35,3700.45,1500.07,4450.66,16909.54,7501.88,0.00,7401.85,256095.31,400.01,0.00,1450.07,0.00,0.00,900.03,0.00,0.00,0.00
20.7826,0.00,20814.29,0.00,300.00,14206.68,1900.12,1600.09,4050.55,15107.61,6401.37,0.00,8102.21,247551.86,100.00,0.00,1200.05,0.00,0.00,950.03,0.00,0.00,0.00
21.0966,100.00,21615.41,0.00,100.00,14907.36,2100.15,2200.16,3950.52,17610.34,7201.74,100.00,5801.14,257010.96,200.00,0.00,1550.08,0.00,0.00,1200.05,0.00,0.00,0.00
21.4107,0.00,23217.78,0.00,200.00,17910.62,2900.28,1300.06,4900.80,19312.44,8602.48,0.00,6601.47,242773.73,400.01,0.00,1550.08,0.00,0.00,1250.06,0.00,0.00,0.00
21.7247,0.00,23518.24,0.00,400.01,16909.47,2500.21,2100.15,3850.49,16609.20,8002.14,0.00,6701.52,247043.48,300.00,0.00,1100.04,0.00,0.00,1175.05,100.00,0.00,100.00
22.0387,0.00,20413.74,0.00,100.00,15107.56,3300.36,1300.06,4750.75,19212.31,7501.88,0.00,5901.17,261590.11,300.00,0.00,1450.07,100.00,0.00,1175.05,0.00,0.00,0.00
22.3527,0.00,20013.21,0.00,300.00,14807.26,2600.22,1500.07,4600.70,16008.55,9102.77,100.00,9102.79,255484.89,300.00,0.00,950.03,100.00,0.00,1325.06,100.00,0.00,0.00
22.6667,0.00,20413.74,0.00,100.00,16909.47,3000.30,2000.13,4200.59,16909.54,7601.93,0.00,7301.80,264949.02,700.02,100.00,1500.08,0.00,0.00,1150.05,0.00,0.00,0.00
22.9808,100.00,22717.02,0.00,300.00,14206.68,2400.19,1300.06,4700.74,19212.31,6401.37,0.00,8002.16,258537.21,100.00,0.00,1150.05,0.00,0.00,1300.06,0.00,0.00,0.00
23.2948,0.00,22917.32,0.00,400.01,14907.36,2600.22,1600.09,4400.64,14507.02,10903.98,0.00,6301.34,248772.07,300.00,0.00,1400.07,0.00,0.00,1125.04,0.00,0.00,0.00
23.6088,100.00,22516.72,0.00,500.01,14506.97,1600.09,1900.12,4800.77,16108.65,8302.31,0.00,7501.90,256604.00,100.00,100.00,1600.09,0.00,0.00,1050.04,0.00,0.00,0.00
23.9228,0.00,22817.17,0.00,100.00,14607.07,2500.21,1000.03,4100.56,17009.65,6801.55,0.00,9703.18,264236.47,0.00,0.00,1350.06,0.00,0.00,1375.07,0.00,0.00,0.00
24.2368,0.00,22516.72,0.00,300.00,15207.66,1300.06,1500.07,3550.42,16909.54,8602.48,0.00,8202.27,251111.04,200.00,0.00,1150.05,0.00,0.00,1025.04,0.00,0.00,0.00
24.5509,0.00,22015.99,0.00,200.00,15307.76,3200.34,1000.03,4100.56,14907.41,8202.25,0.00,7902.11,252636.65,100.00,0.00,1550.08,0.00,0.00,1250.06,0.00,0.00,0.00
24.8649,0.00,21815.70,0.00,400.01,17109.70,2700.24,1700.10,5250.92,16408.98,7501.88,0.00,8802.61,268308.72,500.01,0.00,900.03,0.00,0.00,1500.08,0.00,0.00,0.00
25.1789,0.00,24019.02,0.00,0.00,16809.36,3000.30,1500.07,4850.78,17710.46,11604.51,0.00,7201.75,254772.80,400.01,0.00,1200.05,0.00,0.00,1000.04,0.00,0.00,0.00
25.4929,0.00,24519.83,0.00,300.00,16909.47,1500.07,1500.07,4250.60,17810.58,9002.71,0.00,8002.16,251416.16,400.01,0.00,1200.05,0.00,0.00,1325.06,100.00,0.00,100.00
25.8069,0.00,23618.39,0.00,200.00,17510.15,1900.12,1700.10,3850.49,18211.06,8102.20,0.00,10003.37,254772.80,400.01,0.00,950.03,100.00,0.00,1075.04,0.00,0.00,0.00
26.1210,0.00,22817.17,0.00,300.00,16509.03,2300.18,2000.13,3900.51,16709.31,8702.54,0.00,7101.70,245213.43,400.01,0.00,1000.03,0.00,0.00,825.02,100.00,0.00,0.00
26.4350,0.00,19412.43,0.00,400.01,16008.49,2700.24,1400.07,3900.51,17810.58,7501.88,0.00,7501.90,258944.21,200.00,0.00,1750.11,0.00,0.00,1150.05,0.00,0.00,0.00
26.7490,0.00,19112.05,0.00,500.01,15007.46,2600.22,1500.07,4600.70,16609.20,10203.49,0.00,6301.34,253755.57,100.00,0.00,1300.06,0.00,0.00,1125.04,0.00,0.00,0.00
27.0630,200.00,21014.56,0.00,200.00,16509.03,2300.18,1000.03,4000.53,17910.70,8602.48,0.00,9202.86,258333.67,100.00,0.00,1450.07,0.00,0.00,1125.04,0.00,0.00,0.00
27.3771,0.00,25020.64,0.00,200.00,18010.74,3000.30,1700.10,4650.72,15508.02,8602.48,0.00,9202.86,241350.76,500.01,0.00,1150.05,0.00,0.00,1000.04,200.00,0.00,0.00
27.6911,0.00,21314.98,0.00,200.00,18711.60,2200.16,1300.06,4550.69,18711.68,9302.90,0.00,7902.11,258842.46,300.00,0.00,1500.08,200.00,0.00,1200.05,100.00,0.00,0.00
28.0051,0.00,21815.70,0.00,300.00,15808.28,2500.21,2200.16,4050.55,16909.54,7802.04,0.00,7301.80,251619.56,400.01,0.00,1150.05,0.00,0.00,1150.05,0.00,0.00,0.00
28.3191,100.00,19612.69,0.00,100.00,16709.25,3000.30,1400.07,4800.77,15107.61,8202.25,0.00,5601.06,253450.39,0.00,0.00,1550.08,0.00,0.00,750.02,0.00,0.00,0.00
28.6332,0.00,21715.55,0.00,200.00,16408.92,1500.07,1800.11,3900.51,16709.31,9402.96,100.00,7601.95,249382.20,200.00,0.00,1000.03,0.00,0.00,1050.04,0.00,0.00,0.00
28.9472,0.00,22516.72,0.00,0.00,14006.50,2600.22,1800.11,4400.64,16509.09,8602.48,0.00,7301.80,254162.43,0.00,100.00,1650.09,0.00,0.00,950.03,0.00,0.00,0.00
29.2612,0.00,23818.71,0.00,200.00,17710.39,2200.16,2100.15,4700.74,17810.58,7601.93,0.00,6801.56,249483.89,300.00,0.00,1450.07,0.00,0.00,1250.06,0.00,0.00,0.00
29.5752,0.00,22516.72,0.00,300.00,15507.97,1600.09,1200.05,3800.48,14707.21,7201.74,0.00,8102.21,252331.54,200.00,0.00,1300.06,0.00,0.00,1000.04,0.00,0.00,0.00
29.8892,0.00,19712.82,0.00,100.00,17209.81,1800.11,1800.11,3950.52,19813.09,8302.31,0.00,6601.47,244501.83,300.00,0.00,1050.04,100.00,0.00,1400.07,0.00,0.00,0.00
30.2033,0.00,21715.55,0.00,600.01,14907.36,2400.19,1600.09,3500.41,17710.46,8402.36,0.00,7301.80,233120.48,0.00,0.00,1550.08,0.00,0.00,1075.04,0.00,0.00,0.00
30.5173,100.00,21615.41,0.00,300.00,17009.58,2700.24,1600.09,3100.32,15207.71,8702.54,0.00,6601.47,259656.52,100.00,0.00,1500.08,0.00,0.00,1225.05,0.00,0.00,0.00
30.8313,0.00,22717.02,0.00,100.00,14306.78,2100.15,1200.05,3850.49,17610.34,9903.28,0.00,7501.90,255484.89,700.02,0.00,1350.06,200.00,0.00,1200.05,0.00,0.00,0.00
31.1453,0.00,20614.01,0.00,500.01,14106.59,2700.24,2000.13,3650.44,16308.87,9503.02,0.00,5901.17,257824.93,100.00,0.00,1350.06,0.00,0.00,1025.04,0.00,0.00,0.00
31.4593,0.00,23918.86,0.00,300.00,16709.25,1900.12,800.02,5000.83,15908.44,8002.14,0.00,7601.95,266577.88,200.00,100.00,850.02,100.00,0.00,1175.05,100.00,0.00,0.00
31.7734,0.00,23217.78,0.00,100.00,15307.76,2900.28,1600.09,4450.66,18511.43,7501.88,0.00,8402.38,253450.39,400.01,0.00,1250.05,100.00,0.00,1150.05,100.00,0.00,0.00
32.0874,0.00,21314.98,0.00,300.00,14707.16,1600.09,1000.03,4350.63,13906.45,7201.74,0.00,7001.65,248975.44,400.01,0.00,1350.06,0.00,0.00,1150.05,0.00,0.00,200.00
32.4014,0.00,22416.57,0.00,400.01,15007.46,3300.36,2100.15,4050.55,15708.23,7101.69,0.00,6801.56,256604.00,300.00,100.00,1400.07,100.00,0.00,875.03,0.00,0.00,0.00
32.7154,100.00,21915.84,0.00,500.01,14506.97,1600.09,1800.11,4950.82,17610.34,8202.25,0.00,8002.16,245620.09,400.01,100.00,1150.05,0.00,0.00,1100.04,200.00,0.00,0.00
33.0295,0.00,21915.84,0.00,0.00,15307.76,2200.16,3000.30,3800.48,17510.22,7001.64,0.00,7702.00,246331.79,400.01,0.00,1150.05,0.00,0.00,950.03,0.00,0.00,100.00
33.3435,0.00,23117.62,0.00,400.01,16408.92,2200.16,1400.07,3500.41,15908.44,9202.84,0.00,5901.17,254671.07,500.01,0.00,1150.05,0.00,0.00,1225.05,0.00,0.00,0.00
33.6575,0.00,22516.72,0.00,400.01,15107.56,2000.13,1900.12,5801.12,17309.99,9402.96,0.00,7001.65,247958.59,600.01,0.00,1450.07,0.00,0.00,1150.05,0.00,0.00,100.00
33.9715,0.00,21715.55,0.00,0.00,19011.97,2300.18,1200.05,4250.60,15608.13,9002.71,0.00,6801.56,266170.65,100.00,0.00,1150.05,0.00,0.00,1175.05,0.00,0.00,0.00
34.2855,100.00,18411.18,0.00,400.01,17009.58,2600.22,2000.13,4700.74,17910.70,9703.15,0.00,7401.85,261183.03,300.00,0.00,1400.07,0.00,0.00,1425.07,300.00,9102.95,1400.07
34.5996,200.00,1229977.64,18711.56,1240734.96,114130.03,3500.41,1800.11,12004.79,600080.52,89970.24,600.01,13105.79,258944.21,700.02,100.00,1250.05,2800.27,537589.21,1325.06,300.00,222347.73,12205.55
34.9136,1300.06,14710581.48,682650.20,13890214.06,650319.38,4500.67,1900.12,30480.89,2352773.83,321116.14,0.00,14006.62,286647.53,1000.03,300.00,2450.21,5601.08,1348005.86,1275.06,700.02,101666.96,7402.04
35.2276,1600.08,18194292.85,26367.26,13212568.59,674131.10,5801.12,2600.22,41056.02,2659887.77,472974.02,100.00,59519.28,288176.81,4700.75,200.00,4400.66,10403.73,2233841.60,1825.12,2500.22,170934.80,13206.50
35.5416,1900.12,17994916.57,34639.58,20850943.93,1027323.44,6801.54,6401.36,63785.10,3729720.52,612197.71,300.00,19012.19,294091.38,4700.75,0.00,3350.39,10503.80,2443260.22,1375.07,500.01,173870.53,13707.00
35.8557,2400.19,23464602.70,14607.04,24090014.68,1170292.38,5300.93,4700.73,70716.02,4496157.82,709463.33,0.00,19312.58,284404.93,4800.78,300.00,3600.45,11204.32,2447309.74,1850.12,500.01,211684.72,14407.73
36.1697,3600.42,23833754.07,9302.86,24838265.66,1320459.47,4600.70,3000.30,70113.21,4963862.86,800180.86,0.00,24920.94,294193.38,1400.07,200.00,3950.54,184768.03,2891401.85,2175.17,800.02,217878.44,15308.73
36.4837,2900.27,23506391.97,21415.14,25308182.66,1267058.98,2700.24,3800.48,75137.40,4790775.46,759959.13,100.00,21115.03,284099.15,1400.07,300.00,4850.81,53498.36,2788306.59,2050.15,0.00,231290.55,15508.96
36.7977,2100.14,25821697.84,108185.13,28326853.59,1453274.32,3600.43,4500.67,82877.95,5140753.15,857642.58,100.00,24019.45,298885.96,1900.12,600.01,8552.51,12405.30,2960730.83,1975.14,500.01,234238.84,12605.92
37.1117,2000.13,26551618.53,10703.78,30035856.89,1542077.41,4600.70,5100.86,80615.69,5173719.80,988042.48,0.00,25922.65,306642.11,2500.21,500.01,5000.86,12705.56,3478277.56,2300.19,100.00,279251.22,14307.63
37.4258,2000.13,28630818.88,45167.27,29163502.53,1316925.37,292410.21,4000.53,83229.88,5308915.50,937005.08,100.00,22617.25,310011.18,1200.05,100.00,4450.68,10603.87,3011045.33,2025.15,900.03,260190.06,17611.55
37.7398,2500.20,28753568.67,20413.75,30403009.60,1344278.24,2600.22,4100.56,83229.88,5668244.55,928178.52,0.00,23618.81,296437.45,1200.05,200.00,4550.71,10203.58,3193958.73,1525.08,200.00,253366.89,18212.35
38.0538,1500.07,30147937.62,6201.27,30829995.94,1361533.84,3000.30,4000.53,88509.94,5686473.46,950520.41,0.00,21215.17,302967.63,1200.05,500.01,4900.82,11604.63,3273259.27,2375.20,0.00,267016.50,19814.62
38.3678,2700.24,29151617.22,5300.93,29785450.08,1411129.97,3400.38,4100.56,84838.85,5637621.97,962129.69,0.00,23819.13,312461.87,2200.16,700.02,4800.79,16709.61,3774714.49,2125.16,100.00,287923.85,18612.90
38.6819,2400.19,29182582.42,34238.67,30768443.16,1398715.69,3400.38,4100.56,84788.56,5845533.82,963941.11,0.00,21615.75,296845.53,1400.07,300.00,5250.95,13806.56,3185022.39,2450.21,100.00,254792.36,15609.07
38.9959,2100.14,27898181.17,5300.93,29823511.82,1436482.89,3500.41,3700.46,80163.28,5621674.79,939558.20,0.00,24520.27,303375.88,1900.12,200.00,5250.95,14507.24,3132972.38,2175.17,0.00,265284.11,19414.04
39.3099,2600.22,27979933.70,6401.35,32384239.69,1608551.09,3500.41,4600.70,80867.03,5863850.02,890801.95,0.00,21615.75,300926.66,1700.10,100.00,4500.70,12205.13,3256193.44,2200.17,100.00,258764.04,16410.03
39.6239,2200.16,30147926.62,7301.76,31944654.26,1389789.12,2800.26,3700.46,92986.85,5864585.66,939983.79,100.00,22016.34,306948.36,1900.12,200.00,4900.82,12105.04,3370706.51,2200.17,200.00,283229.76,16510.15
39.9379,2600.22,34485089.48,6701.48,32947700.08,1601465.93,3900.50,3700.46,84285.75,6170549.62,992525.59,0.00,23418.49,310828.03,1300.06,500.01,5601.08,11304.40,3075837.63,2450.21,0.00,238815.01,18112.22
40.2520,2600.22,30437349.48,5100.86,29778609.55,1369594.58,3600.43,3200.34,84989.69,6126236.65,928816.41,0.00,24019.45,294091.38,1500.08,0.00,5801.16,17210.19,3934533.45,1875.12,300.00,340686.06,23821.13
