C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a05.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:07:33 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
3.5114,0.00,20714.15,0.00,200.00,16408.92,2000.13,1700.10,3850.49,17410.11,8502.42,0.00,8002.16,263422.17,100.00,100.00,1450.07,0.00,0.00,1400.07,0.00,0.00,0.00
3.8254,0.00,16909.43,0.00,500.01,17309.92,1700.10,1600.09,4950.82,17710.46,8902.65,0.00,8402.38,252128.10,500.01,0.00,1550.08,100.00,0.00,1400.07,0.00,0.00,0.00
4.1395,0.00,21615.41,0.00,100.00,16509.03,2200.16,1300.06,4600.70,17109.76,9603.09,0.00,6801.56,254671.07,200.00,0.00,950.03,100.00,0.00,1100.04,0.00,0.00,0.00
4.4535,0.00,23418.08,0.00,400.01,15708.17,1900.12,2000.13,5551.03,15508.02,7802.04,0.00,7401.85,251517.85,100.00,0.00,1100.04,0.00,0.00,975.03,0.00,0.00,0.00
4.7675,0.00,20313.61,0.00,0.00,16809.36,2100.15,1800.11,4700.74,13005.64,8702.54,0.00,7101.70,258537.21,400.01,0.00,900.03,0.00,0.00,1450.07,0.00,0.00,0.00
5.0815,0.00,21415.12,0.00,300.00,17109.70,3200.34,1800.11,4050.55,15407.92,7201.74,0.00,6601.47,257723.19,200.00,0.00,1300.06,0.00,0.00,1050.04,0.00,0.00,0.00
5.3956,0.00,20013.21,0.00,100.00,16408.92,2400.19,1700.10,4650.72,16108.65,7301.78,0.00,7401.85,264847.24,200.00,0.00,2000.14,100.00,0.00,950.03,0.00,0.00,0.00
5.7096,0.00,20113.34,0.00,300.00,17810.51,2300.18,1400.07,4400.64,15808.34,8502.42,0.00,6601.47,264032.89,600.01,0.00,1150.05,0.00,0.00,1200.05,0.00,0.00,100.00
6.0236,0.00,21515.27,0.00,300.00,15207.66,2400.19,1500.07,4500.67,15808.34,6901.59,0.00,6701.52,258231.93,100.00,0.00,1250.05,0.00,0.00,1225.05,0.00,0.00,100.00
6.3376,100.00,20313.61,0.00,200.00,17810.51,2500.21,700.02,3800.48,17209.88,10303.55,0.00,7601.95,247145.17,0.00,0.00,1350.06,0.00,0.00,1275.06,0.00,0.00,0.00
6.6516,100.00,21214.84,0.00,500.01,16709.25,2700.24,1400.07,4700.74,15808.34,8802.59,0.00,6901.61,254569.34,200.00,0.00,1250.05,0.00,0.00,1325.06,0.00,0.00,0.00
6.9657,0.00,19612.69,0.00,300.00,14707.16,3000.30,1600.09,4800.77,16609.20,8302.31,0.00,8102.21,244806.81,100.00,100.00,1100.04,0.00,0.00,825.02,0.00,0.00,0.00
7.2797,0.00,21014.56,0.00,200.00,15507.97,2700.24,1500.07,4650.72,13906.45,7601.93,0.00,8602.50,260572.41,500.01,0.00,1150.05,100.00,0.00,1275.06,0.00,0.00,0.00
7.5937,0.00,20313.61,0.00,0.00,16509.03,1900.12,700.02,4300.62,17209.88,9703.15,0.00,6901.61,235863.40,500.01,0.00,1550.08,0.00,0.00,1150.05,100.00,0.00,0.00
7.9077,0.00,16809.32,0.00,0.00,15207.66,2200.16,1700.10,4750.75,15007.51,7301.78,0.00,7702.00,247856.91,500.01,0.00,700.02,0.00,0.00,925.03,0.00,0.00,0.00
8.2218,0.00,19913.08,0.00,200.00,16008.49,1900.12,2100.15,4600.70,15908.44,9703.15,0.00,8002.16,253043.53,0.00,0.00,1450.07,0.00,0.00,1225.05,0.00,0.00,0.00
8.5358,100.00,21815.70,0.00,100.00,16509.03,2600.22,1300.06,4550.69,16709.31,9002.71,0.00,8002.16,266985.11,200.00,0.00,1750.11,0.00,0.00,1000.04,0.00,0.00,100.00
8.8498,0.00,21114.70,0.00,500.01,18010.74,2100.15,1600.09,3300.36,14707.21,9603.09,0.00,7802.05,250094.04,800.02,100.00,1100.04,0.00,0.00,1450.07,100.00,0.00,0.00
9.1638,0.00,20914.43,0.00,300.00,16609.14,3000.30,1100.04,4300.62,16609.20,9402.96,200.00,7702.00,253755.57,400.01,0.00,1350.06,100.00,0.00,925.03,0.00,0.00,0.00
9.4778,0.00,21114.70,0.00,400.01,14707.16,2300.18,1400.07,4000.53,16308.87,6701.50,0.00,7001.65,255281.45,200.00,100.00,1800.11,100.00,0.00,1275.06,100.00,0.00,0.00
9.7919,0.00,21114.70,0.00,200.00,18010.74,3200.34,1400.07,4750.75,18010.82,9903.28,0.00,8102.21,248263.65,200.00,0.00,1650.09,0.00,0.00,925.03,0.00,0.00,0.00
10.1059,0.00,23017.47,0.00,400.01,17209.81,2500.21,1000.03,4050.55,16509.09,8102.20,0.00,7201.75,261386.57,400.01,0.00,1200.05,300.00,0.00,975.03,0.00,0.00,0.00
10.4199,0.00,19011.92,0.00,300.00,14106.59,1100.04,1700.10,4200.59,16208.76,10003.35,0.00,8102.21,257723.19,200.00,0.00,1250.05,100.00,0.00,800.02,0.00,0.00,0.00
10.7339,0.00,20614.01,0.00,300.00,16709.25,2000.13,1200.05,4550.69,18010.82,8402.36,0.00,9202.86,253958.98,100.00,0.00,1150.05,0.00,0.00,1100.04,0.00,0.00,0.00
11.0480,0.00,19712.82,0.00,100.00,16809.36,1800.11,1200.05,3550.42,14406.92,9102.77,0.00,5000.84,264236.47,500.01,0.00,1250.05,0.00,0.00,1250.06,0.00,0.00,0.00
11.3620,0.00,20313.61,0.00,200.00,13806.31,1600.09,1500.07,4100.56,19012.05,8002.14,0.00,8602.50,262404.32,400.01,0.00,1850.12,200.00,0.00,1000.04,0.00,0.00,0.00
11.6760,0.00,22717.02,0.00,300.00,16909.47,2900.28,1400.07,4900.80,17910.70,9903.28,0.00,6801.56,255993.58,500.01,0.00,1400.07,0.00,0.00,1050.04,200.00,0.00,200.00
11.9900,0.00,24319.50,0.00,100.00,18010.74,2200.16,2200.16,5050.85,14707.21,7701.99,0.00,6901.61,254365.87,0.00,0.00,1250.05,0.00,0.00,1200.05,100.00,0.00,0.00
12.3040,0.00,22316.42,0.00,100.00,16208.70,2300.18,1100.04,5050.85,16509.09,9402.96,0.00,8202.27,268715.99,500.01,0.00,1250.05,0.00,0.00,1150.05,0.00,0.00,0.00
12.6181,0.00,20313.61,0.00,300.00,17410.04,1300.06,1900.12,4800.77,16909.54,10003.35,0.00,10203.51,263829.30,800.02,100.00,1550.08,0.00,0.00,975.03,0.00,0.00,0.00
12.9321,0.00,20413.74,0.00,100.00,15507.97,2900.28,1000.03,4900.80,13906.45,7301.78,100.00,7902.11,255891.85,300.00,0.00,1550.08,0.00,0.00,1200.05,100.00,0.00,0.00
13.2461,0.00,21114.70,0.00,200.00,17610.27,1800.11,1700.10,3950.52,17610.34,7601.93,0.00,6201.30,264440.06,300.00,0.00,1250.05,200.00,0.00,1300.06,0.00,0.00,0.00
13.5601,0.00,20614.01,0.00,500.01,20313.66,2600.22,2000.13,4400.64,15107.61,7301.78,0.00,4800.78,261488.33,0.00,0.00,950.03,0.00,0.00,1200.05,0.00,0.00,0.00
13.8742,0.00,22416.57,0.00,100.00,16909.47,2100.15,2300.18,4400.64,15808.34,8502.42,0.00,6001.21,253145.24,100.00,100.00,1550.08,100.00,0.00,1175.05,0.00,0.00,0.00
14.1882,0.00,20513.88,0.00,100.00,16408.92,3000.30,2800.26,4550.69,15808.34,7101.69,100.00,7201.75,263422.17,600.01,0.00,1300.06,0.00,0.00,1075.04,0.00,0.00,0.00
14.5022,0.00,22416.57,0.00,500.01,18411.23,2400.19,1100.04,4100.56,16208.76,7902.09,200.00,8202.27,265661.62,300.00,0.00,1600.09,0.00,0.00,975.03,0.00,0.00,0.00
14.8162,0.00,19112.05,0.00,200.00,15007.46,3200.34,1600.09,4700.74,18211.06,7701.99,0.00,7401.85,263625.73,200.00,0.00,750.02,0.00,0.00,1500.08,0.00,0.00,0.00
15.1302,0.00,21415.12,0.00,300.00,16509.03,3300.36,1600.09,3750.47,14707.21,7601.93,0.00,6801.56,265050.83,200.00,0.00,1000.03,100.00,0.00,1450.07,0.00,0.00,0.00
15.4443,0.00,22416.57,0.00,200.00,16408.92,2300.18,1200.05,4000.53,16208.76,8602.48,0.00,9202.86,255891.85,700.02,200.00,1400.07,0.00,0.00,1025.04,0.00,0.00,0.00
15.7583,0.00,20614.01,0.00,400.01,17009.58,2700.24,1800.11,3450.40,16909.54,10603.76,0.00,8302.32,263015.01,0.00,0.00,1300.06,100.00,0.00,1225.05,0.00,0.00,0.00
16.0723,100.00,22416.57,0.00,100.00,15007.46,1400.07,900.03,5050.85,16609.20,8702.54,0.00,7301.80,260775.93,200.00,0.00,1050.04,0.00,0.00,1325.06,0.00,0.00,0.00
16.3863,100.00,20313.61,0.00,500.01,16408.92,2600.22,1200.05,3250.35,16709.31,8502.42,0.00,7802.05,259147.73,0.00,100.00,1500.08,0.00,0.00,1300.06,0.00,0.00,0.00
16.7003,0.00,21415.12,0.00,0.00,16108.59,2900.28,1200.05,4850.78,17209.88,7902.09,0.00,7401.85,250399.15,0.00,0.00,600.01,0.00,0.00,1275.06,0.00,0.00,0.00
17.0144,0.00,23418.08,0.00,100.00,16809.36,3200.34,1500.07,4200.59,14907.41,9002.71,0.00,7301.80,261488.33,100.00,0.00,850.02,0.00,0.00,1200.05,0.00,0.00,0.00
17.3284,100.00,19913.08,0.00,500.01,17910.62,2500.21,1800.11,4650.72,16408.98,8302.31,0.00,7702.00,271363.62,200.00,0.00,1200.05,0.00,0.00,1075.04,0.00,0.00,0.00
17.6424,0.00,22817.17,0.00,200.00,16609.14,2200.16,1400.07,5250.92,14907.41,7701.99,0.00,5601.06,243993.55,200.00,100.00,1400.07,100.00,0.00,1125.04,0.00,0.00,0.00
17.9564,0.00,21915.84,0.00,100.00,16208.70,2500.21,1300.06,4400.64,16108.65,8202.25,0.00,7101.70,242773.73,900.03,0.00,1350.06,0.00,0.00,1150.05,0.00,0.00,0.00
18.2705,0.00,19011.92,0.00,400.01,16609.14,2500.21,2100.15,3350.37,16809.42,8202.25,0.00,6901.61,249077.12,400.01,0.00,1250.05,0.00,0.00,1250.06,0.00,0.00,0.00
18.5845,0.00,21915.84,0.00,300.00,18311.10,2200.16,1000.03,4750.75,13205.82,10503.69,0.00,7702.00,256705.74,200.00,0.00,1200.05,100.00,0.00,1475.08,0.00,0.00,0.00
18.8985,200.00,20013.21,0.00,100.00,14506.97,1800.11,1600.09,5000.83,14707.21,9202.84,0.00,6501.43,252534.96,400.01,0.00,1300.06,0.00,0.00,1300.06,0.00,0.00,0.00
19.2125,0.00,20714.15,0.00,300.00,16408.92,2100.15,1300.06,4500.67,15007.51,9603.09,0.00,7802.05,255891.85,100.00,0.00,1550.08,0.00,0.00,1050.04,0.00,0.00,0.00
19.5266,0.00,19312.30,0.00,200.00,17510.15,1400.07,2000.13,4100.56,15908.44,8802.59,0.00,7902.11,244908.47,100.00,0.00,1350.06,0.00,0.00,850.03,0.00,0.00,0.00
19.8406,0.00,22717.02,0.00,200.00,18010.74,2100.15,1600.09,5300.93,15407.92,7201.74,0.00,7201.75,267596.00,300.00,0.00,1350.06,0.00,0.00,1450.07,100.00,0.00,0.00
20.1546,0.00,19512.56,0.00,0.00,17009.58,1300.06,1800.11,4550.69,16609.20,8402.36,0.00,7902.11,253755.57,200.00,0.00,850.02,0.00,0.00,625.01,0.00,0.00,0.00
20.4686,0.00,22116.13,0.00,300.00,16408.92,2400.19,1300.06,4400.64,15708.23,7501.88,0.00,6201.30,257214.45,500.01,100.00,850.02,0.00,0.00,1225.05,0.00,0.00,0.00
20.7826,0.00,19412.43,0.00,100.00,16609.14,2700.24,1300.06,4050.55,15608.13,7401.83,0.00,8302.32,256909.23,400.01,100.00,1450.07,200.00,0.00,1375.07,0.00,0.00,0.00
21.0967,0.00,21515.27,0.00,300.00,17009.58,2900.28,2000.13,4450.66,15407.92,10203.49,0.00,6401.38,244806.81,0.00,0.00,1600.09,0.00,0.00,1000.04,0.00,0.00,0.00
21.4107,0.00,18711.55,0.00,100.00,17610.27,2300.18,900.03,4300.62,16909.54,8002.14,0.00,7802.05,251924.68,700.02,100.00,1400.07,0.00,0.00,1225.05,0.00,0.00,0.00
21.7247,0.00,19712.82,0.00,500.01,17309.92,2400.19,1000.03,4600.70,18511.43,10703.84,0.00,8602.50,247450.20,0.00,0.00,1150.05,100.00,0.00,1100.04,0.00,0.00,100.00
22.0387,0.00,21615.41,0.00,300.00,14006.50,2500.21,1700.10,4450.66,15808.34,9002.71,0.00,7001.65,246840.14,400.01,0.00,1000.03,100.00,0.00,1225.05,100.00,0.00,0.00
22.3527,0.00,22616.87,0.00,400.01,15307.76,2300.18,1300.06,5501.01,17910.70,7701.99,0.00,7201.75,249382.20,100.00,0.00,1300.06,100.00,0.00,800.02,0.00,0.00,0.00
22.6668,0.00,22116.13,0.00,200.00,16108.59,2300.18,1100.04,4750.75,16609.20,9202.84,0.00,7001.65,251009.33,0.00,0.00,850.02,0.00,0.00,1350.06,100.00,0.00,0.00
22.9808,100.00,20513.88,0.00,500.01,16709.25,2200.16,1200.05,4250.60,17109.76,6001.21,0.00,7702.00,253450.39,100.00,0.00,1650.09,100.00,0.00,1225.05,100.00,0.00,0.00
23.2948,0.00,20313.61,0.00,100.00,14807.26,2600.22,2400.19,4250.60,14607.12,6901.59,0.00,8202.27,250907.64,100.00,0.00,1000.03,200.00,0.00,900.03,100.00,0.00,0.00
23.6088,0.00,23117.62,0.00,100.00,14907.36,2200.16,1400.07,4000.53,17710.46,7902.09,0.00,8702.55,263015.01,400.01,0.00,1050.04,0.00,0.00,1025.04,0.00,0.00,0.00
23.9229,0.00,21014.56,0.00,100.00,15007.46,2200.16,1500.07,4550.69,17510.22,6701.50,0.00,8202.27,237793.90,200.00,0.00,1300.06,0.00,0.00,1150.05,100.00,0.00,0.00
24.2369,100.00,20113.34,0.00,400.01,16809.36,2400.19,1700.10,4350.63,15207.71,8102.20,0.00,8202.27,249382.20,100.00,0.00,1450.07,0.00,0.00,1300.06,100.00,0.00,0.00
24.5509,0.00,24319.50,0.00,200.00,14807.26,1800.11,1000.03,4300.62,14907.41,9002.71,0.00,6901.61,240029.57,100.00,0.00,1600.09,0.00,0.00,1100.04,0.00,0.00,0.00
24.8649,0.00,19412.43,0.00,400.01,17510.15,2500.21,1700.10,4650.72,15407.92,8902.65,0.00,7401.85,243180.35,0.00,100.00,1650.09,0.00,0.00,1425.07,0.00,0.00,0.00
25.1789,100.00,20914.43,0.00,100.00,16208.70,1600.09,1500.07,4700.74,18511.43,6801.55,0.00,6601.47,254874.54,200.00,0.00,1300.06,0.00,0.00,1000.04,0.00,0.00,0.00
25.4930,0.00,20213.48,0.00,200.00,16609.14,2500.21,1800.11,4850.78,19012.05,9402.96,100.00,8502.44,259860.03,400.01,0.00,1150.05,0.00,0.00,1000.04,0.00,0.00,0.00
25.8070,0.00,22116.13,0.00,200.00,18311.10,2200.16,1100.04,4900.80,15407.92,8902.65,0.00,5801.14,251924.68,300.00,0.00,1750.11,200.00,0.00,875.03,0.00,0.00,0.00
26.1210,0.00,18411.18,0.00,200.00,15107.56,2200.16,1300.06,4000.53,14907.41,9302.90,0.00,7201.75,257926.68,300.00,0.00,1350.06,0.00,0.00,1175.05,0.00,0.00,0.00
26.4350,100.00,22516.72,0.00,500.01,15107.56,2700.24,1100.04,4350.63,16108.65,10003.35,0.00,6201.30,255484.89,200.00,100.00,1050.04,0.00,0.00,1350.06,0.00,0.00,0.00
26.7491,100.00,20614.01,0.00,200.00,14406.88,2900.28,1900.12,4650.72,15107.61,9703.15,100.00,7702.00,256502.27,500.01,0.00,550.01,0.00,0.00,1150.05,0.00,0.00,0.00
27.0631,0.00,20313.61,0.00,300.00,18711.60,2700.24,1200.05,4050.55,16909.54,10503.69,0.00,8902.67,261284.79,300.00,100.00,1300.06,0.00,0.00,1150.05,0.00,0.00,0.00
27.3771,0.00,19913.08,0.00,200.00,15708.17,1700.10,1500.07,4100.56,15908.44,8702.54,0.00,6901.61,254467.60,100.00,0.00,1650.09,0.00,0.00,1025.04,0.00,0.00,0.00
27.6911,0.00,21515.27,0.00,300.00,15507.97,3300.36,2500.21,4200.59,14907.41,8802.59,0.00,6201.30,249788.96,500.01,200.00,1000.03,0.00,0.00,950.03,0.00,0.00,0.00
28.0051,0.00,21615.41,0.00,200.00,17009.58,2000.13,1500.07,4550.69,14406.92,7902.09,0.00,8302.32,248466.99,600.01,0.00,1300.06,0.00,0.00,1100.04,0.00,0.00,0.00
28.3192,0.00,22316.42,0.00,200.00,16809.36,2200.16,1200.05,4200.59,15007.51,7201.74,0.00,7001.65,261488.33,300.00,0.00,1000.03,0.00,200.00,1100.04,0.00,0.00,0.00
28.6332,0.00,20914.43,0.00,300.00,17009.58,1400.07,1300.06,4550.69,16208.76,8702.54,0.00,8702.55,262302.54,400.01,0.00,1100.04,0.00,0.00,1125.04,0.00,0.00,0.00
28.9472,0.00,21615.41,100.00,200.00,19212.22,1700.10,1300.06,4800.77,15808.34,7101.69,0.00,8702.55,251619.56,500.01,0.00,1000.03,0.00,0.00,850.03,0.00,0.00,0.00
29.2612,0.00,20113.34,0.00,300.00,15608.07,1700.10,1600.09,4350.63,18711.68,9402.96,0.00,6901.61,248060.25,100.00,0.00,950.03,100.00,0.00,1025.04,0.00,0.00,0.00
29.5753,100.00,20213.48,0.00,300.00,17510.15,2000.13,2100.15,3500.41,14507.02,10003.35,0.00,7401.85,247755.22,400.01,0.00,1050.04,0.00,0.00,875.03,0.00,0.00,0.00
29.8893,0.00,18711.55,0.00,200.00,17510.15,1700.10,2200.16,4000.53,19712.96,10803.91,0.00,6601.47,259045.97,200.00,0.00,1200.05,0.00,0.00,1350.06,0.00,0.00,0.00
30.2033,0.00,20313.61,0.00,0.00,15908.38,2300.18,1700.10,4600.70,16509.09,6301.33,0.00,9002.73,247450.20,100.00,0.00,1300.06,0.00,0.00,1250.06,0.00,0.00,0.00
30.5173,0.00,21014.56,0.00,500.01,16709.25,2300.18,1700.10,3500.41,16609.20,7101.69,0.00,7301.80,259249.49,200.00,0.00,1700.10,0.00,0.00,1075.04,0.00,0.00,0.00
30.8313,0.00,21715.55,0.00,200.00,13105.69,2200.16,2300.18,4550.69,14507.02,8002.14,0.00,8102.21,269021.46,400.01,100.00,1400.07,100.00,0.00,1350.06,0.00,0.00,0.00
31.1454,0.00,20714.15,0.00,700.02,16609.14,2800.26,1400.07,4450.66,16008.55,6601.46,0.00,5400.98,260267.11,300.00,0.00,1200.05,0.00,0.00,800.02,0.00,0.00,0.00
31.4594,0.00,20413.74,0.00,400.01,14306.78,2800.26,1300.06,4700.74,15808.34,9202.84,0.00,7802.05,243383.62,0.00,0.00,1100.04,0.00,0.00,1100.04,0.00,0.00,0.00
31.7734,0.00,22917.32,0.00,500.01,15407.86,1900.12,1700.10,4400.64,16208.76,7701.99,0.00,6901.61,247145.17,600.01,0.00,1200.05,100.00,0.00,1225.05,0.00,0.00,0.00
32.0874,0.00,22817.17,0.00,300.00,20013.26,1500.07,1900.12,3150.33,16709.31,9703.15,0.00,7101.70,235863.40,500.01,0.00,850.02,100.00,0.00,975.03,0.00,0.00,0.00
32.4014,0.00,19212.17,0.00,200.00,16208.70,2100.15,2500.21,5050.85,18110.94,10403.62,0.00,8202.27,256095.31,200.00,100.00,1350.06,0.00,0.00,875.03,0.00,0.00,0.00
32.7155,0.00,17810.46,0.00,200.00,16609.14,1700.10,1100.04,5400.97,17510.22,8602.48,0.00,7001.65,268614.18,200.00,0.00,900.03,0.00,0.00,1275.06,100.00,0.00,0.00
33.0295,0.00,20013.21,0.00,200.00,15207.66,2300.18,1700.10,4800.77,17810.58,10203.49,0.00,8102.21,247450.20,500.01,0.00,1350.06,100.00,0.00,1200.05,0.00,0.00,0.00
33.3435,0.00,21314.98,0.00,200.00,16509.03,2900.28,900.03,4450.66,14006.54,7802.04,0.00,7101.70,251517.85,100.00,100.00,1150.05,0.00,0.00,1275.06,0.00,0.00,0.00
33.6575,0.00,22616.87,0.00,0.00,16709.25,2600.22,1300.06,4450.66,15407.92,7802.04,0.00,8502.44,248873.75,200.00,0.00,1350.06,0.00,0.00,1025.04,0.00,100.00,1100.05
33.9716,0.00,55501.47,600.01,700.02,17810.51,1489122.75,1800.11,5801.12,43663.53,2386032.81,0.00,38951.12,305110.99,2700.25,1300.06,1550.08,300.00,457715.67,1525.08,0.00,400.01,5701.21
34.2856,0.00,481429.10,17510.12,2200.16,33136.35,6168697.22,6601.45,15858.36,30030.06,8654376.94,100.00,132287.82,484497.71,7802.06,600.01,2500.21,300.00,1291927.15,1425.07,100.00,1400.07,5201.01
34.5996,200.00,952103.91,29929.55,1400.06,42760.51,10254444.01,10103.39,21665.61,29829.66,14288191.06,0.00,176545.37,648703.17,15007.60,600.01,2600.23,200.00,1826132.81,1925.13,100.00,700.02,3700.51
34.9136,0.00,1240592.77,42258.89,1700.10,44766.31,13004160.69,10703.81,29679.28,23919.08,18128016.49,0.00,224792.07,722504.69,14006.63,500.01,3150.34,100.00,2073033.75,2100.16,0.00,1000.04,5100.97
35.2276,0.00,1339588.60,49280.07,700.02,53494.67,15569902.54,11204.17,33587.50,26623.63,20862022.73,0.00,249787.52,826750.39,24920.97,400.01,3450.41,400.01,2337850.95,2250.18,0.00,700.02,4900.89
35.5417,300.00,1533387.85,60420.32,1900.12,58212.08,16124094.25,12805.45,36845.12,21315.15,20983004.60,0.00,259044.43,818933.54,19913.39,200.00,4500.70,300.00,2659894.23,2125.16,0.00,1000.04,3600.48
35.8557,200.00,1665465.70,61424.35,36844.87,59517.16,17345609.93,14006.52,38098.24,22717.21,23169390.10,0.00,293987.38,859858.11,20514.21,0.00,3850.51,500.01,2540174.63,2725.26,4400.69,1800.12,4900.89
36.1697,100.00,1699675.92,60821.92,1700.10,62027.23,18010897.01,13005.62,34489.54,21715.73,24834252.46,0.00,287461.21,929800.00,22116.51,200.00,3850.51,400.01,2613065.97,2050.15,0.00,1800.12,3600.48
36.4837,0.00,1666884.71,59516.75,200.00,58814.41,18034442.49,13606.15,38098.24,19813.09,23319129.75,0.00,287970.97,964518.36,22517.12,200.00,3900.52,1200.05,2681877.33,2825.28,0.00,1300.06,4200.66
36.7978,0.00,1732896.13,68655.30,1100.04,59416.77,18337454.13,14506.99,37396.48,23017.67,25030866.91,0.00,307558.69,933630.08,21715.92,0.00,4350.65,700.02,2668343.42,2100.16,0.00,1200.05,3000.34
37.1118,100.00,1948882.52,71166.86,300.00,62529.30,18224091.50,14907.39,38248.62,20113.49,24910263.26,0.00,299700.12,952688.18,25321.64,0.00,5350.98,700.02,2875295.12,2525.23,0.00,1700.10,3500.46
37.4258,0.00,1839640.81,74181.28,800.02,63834.75,18773203.10,19212.27,44816.74,20714.31,26367656.08,0.00,327989.87,985643.46,26523.75,0.00,3700.47,600.01,2918256.56,2750.27,0.00,2500.22,3100.36
37.7398,400.01,1879461.07,76693.76,200.00,62730.14,18526969.77,14807.29,40153.58,19512.70,24806705.00,100.00,305312.96,967290.63,22917.73,100.00,3650.46,700.02,2885281.91,2425.21,0.00,600.01,4200.66
38.0538,0.00,1873114.03,74985.23,100.00,61023.16,18346620.13,14506.99,39953.05,19412.57,25442502.81,0.00,290418.04,924907.42,25421.82,0.00,4000.55,1100.04,2688286.53,3250.37,0.00,2400.21,3900.57
38.3679,300.00,1932910.41,67952.14,300.00,65441.61,19291506.75,15007.49,38699.78,19512.70,25910633.06,0.00,304802.61,1149440.72,28026.51,100.00,4400.66,500.01,2777101.91,2750.27,0.00,1900.13,4400.72
38.6819,0.00,1872421.03,73678.83,300.00,58714.02,18979474.59,13706.24,37747.36,18811.80,24744032.96,0.00,294599.37,979879.10,23819.15,0.00,4550.71,1000.03,2741798.03,3075.33,0.00,1900.13,4700.82
38.9959,100.00,1835020.79,67349.46,400.01,57308.63,19957642.53,14406.90,43011.47,21515.44,24953217.12,200.00,279918.90,923737.70,23318.36,0.00,3750.48,600.01,2631912.97,2550.23,0.00,1200.05,3500.46
39.3099,100.00,1897358.19,70564.05,0.00,60822.34,19728225.67,16108.62,40203.72,21014.73,24953986.18,0.00,301740.92,976997.85,25521.99,0.00,4300.63,1000.03,2778380.71,2825.28,0.00,1500.08,4100.63
39.6240,0.00,1936023.43,73879.81,500.01,59015.19,19021267.21,15007.49,43763.64,19612.83,24590561.48,100.00,307354.52,958548.83,24019.48,0.00,4150.59,800.02,2721337.30,2650.25,0.00,2300.19,3400.43
39.9380,300.00,1879164.07,73276.89,300.00,66445.99,19143553.36,14106.61,39501.86,17910.70,25289321.31,0.00,313991.50,930970.21,21515.63,0.00,4000.55,900.03,2789752.85,3100.34,0.00,1300.06,4400.72
40.2520,200.00,1872564.03,66345.04,400.01,64136.03,20940393.48,16108.62,40955.74,21515.44,24194508.49,0.00,306742.04,944274.12,21215.20,0.00,3350.39,500.01,2712964.24,3150.35,0.00,1600.09,3000.34
