C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a13.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:41:14 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
0.3706,0.00,22116.13,0.00,100.00,16909.47,1700.10,2000.13,4450.66,18711.68,6201.29,0.00,7001.65,258740.70,300.00,0.00,1300.06,0.00,0.00,1100.04,0.00,0.00,0.00
0.6847,0.00,24720.15,0.00,200.00,17009.58,2400.19,900.03,3750.47,17410.11,8802.59,100.00,7902.11,247958.59,300.00,0.00,900.03,0.00,0.00,1225.05,0.00,0.00,0.00
0.9987,0.00,20113.34,0.00,0.00,13506.04,3100.32,1900.12,3800.48,16108.65,7001.64,100.00,6001.21,248365.31,300.00,300.00,1050.04,0.00,0.00,875.03,100.00,0.00,0.00
1.3127,100.00,20914.43,0.00,400.01,13506.04,1600.09,1600.09,3950.52,15207.71,7902.09,0.00,8202.27,254264.16,300.00,0.00,1450.07,0.00,0.00,950.03,0.00,0.00,0.00
1.6267,0.00,22817.17,0.00,200.00,14006.50,2300.18,1800.11,5200.90,16408.98,6601.46,0.00,6101.26,261590.11,200.00,0.00,1650.09,0.00,0.00,1100.04,0.00,0.00,0.00
1.9408,0.00,20714.15,0.00,500.01,15507.97,2500.21,2200.16,5200.90,16509.09,8802.59,0.00,5400.98,250704.22,500.01,0.00,1300.06,100.00,0.00,1475.08,0.00,0.00,0.00
2.2548,0.00,20113.34,0.00,700.02,14206.68,2600.22,2400.19,5200.90,14106.64,8602.48,0.00,6901.61,245823.44,500.01,0.00,1100.04,0.00,0.00,1150.05,0.00,0.00,0.00
2.5688,0.00,21415.12,0.00,300.00,15708.17,2200.16,1600.09,4300.62,16008.55,8202.25,0.00,7902.11,249992.36,200.00,100.00,1050.04,0.00,0.00,1400.07,0.00,0.00,0.00
2.8828,0.00,19913.08,0.00,0.00,14607.07,2600.22,2400.19,3150.33,14406.92,8402.36,0.00,8002.16,241045.85,300.00,0.00,1300.06,0.00,0.00,925.03,0.00,0.00,0.00
3.1968,0.00,21114.70,0.00,100.00,14907.36,2600.22,1300.06,4650.72,17309.99,8702.54,0.00,8302.32,244705.13,0.00,0.00,1050.04,0.00,100.00,1175.05,100.00,0.00,0.00
3.5109,0.00,19212.17,0.00,0.00,14907.36,2400.19,2000.13,3850.49,15107.61,7001.64,0.00,8302.32,244298.51,300.00,0.00,1400.07,100.00,0.00,1325.06,0.00,0.00,0.00
3.8249,0.00,21214.84,0.00,400.01,14707.16,2400.19,1200.05,5100.87,15608.13,7802.04,0.00,6701.52,253755.57,400.01,0.00,1100.04,0.00,0.00,1125.04,0.00,0.00,0.00
4.1389,0.00,22116.13,0.00,100.00,17410.04,2900.28,2100.15,4650.72,17910.70,6801.55,0.00,7101.70,243993.55,100.00,0.00,1250.05,100.00,0.00,700.02,0.00,0.00,0.00
4.4529,100.00,22116.13,0.00,100.00,14406.88,2000.13,1100.04,3800.48,16208.76,9503.02,0.00,7201.75,257417.94,200.00,100.00,1500.08,0.00,0.00,1050.04,0.00,0.00,0.00
4.7670,0.00,21515.27,0.00,0.00,17209.81,1900.12,1600.09,4350.63,17810.58,9102.77,0.00,7501.90,239927.93,300.00,0.00,1350.06,100.00,0.00,1425.07,0.00,0.00,0.00
5.0810,100.00,21515.27,0.00,100.00,15107.56,2600.22,1700.10,5050.85,17109.76,7401.83,0.00,8502.44,258028.44,0.00,0.00,1300.06,0.00,0.00,950.03,0.00,0.00,0.00
5.3950,0.00,22516.72,0.00,300.00,16008.49,2600.22,1400.07,4350.63,17410.11,10203.49,0.00,9002.73,249280.49,100.00,0.00,950.03,100.00,0.00,1275.06,100.00,0.00,0.00
5.7090,0.00,22817.17,0.00,600.01,16108.59,1900.12,1600.09,4000.53,15307.82,7401.83,0.00,7601.95,256298.78,200.00,0.00,1000.03,0.00,0.00,975.03,0.00,0.00,0.00
6.0230,0.00,20914.43,0.00,100.00,16108.59,2600.22,1400.07,3900.51,16308.87,9102.77,0.00,7401.85,264134.67,100.00,0.00,1650.09,0.00,0.00,975.03,0.00,0.00,0.00
6.3371,0.00,23217.78,0.00,500.01,15908.38,3600.43,2200.16,4800.77,16509.09,8102.20,100.00,6501.43,268512.35,400.01,100.00,1200.05,0.00,0.00,725.02,0.00,0.00,0.00
6.6511,0.00,23918.86,0.00,100.00,15808.28,2700.24,1500.07,3650.44,16909.54,9803.22,0.00,6601.47,252026.39,300.00,100.00,1300.06,0.00,0.00,925.03,100.00,0.00,0.00
6.9651,0.00,21715.55,0.00,400.01,15708.17,3300.36,1400.07,4150.57,16709.31,7701.99,0.00,5701.10,267086.91,300.00,0.00,1650.09,0.00,0.00,1300.06,0.00,0.00,0.00
7.2791,100.00,22316.42,0.00,200.00,12705.35,2800.26,1500.07,4400.64,17209.88,7001.64,0.00,8402.38,251416.16,400.01,0.00,1200.05,0.00,0.00,1050.04,0.00,0.00,100.00
7.5932,0.00,22316.42,0.00,200.00,14506.97,2500.21,1900.12,5200.90,16308.87,10403.62,0.00,6201.30,242977.03,200.00,100.00,700.02,0.00,0.00,1200.05,0.00,100.00,0.00
7.9072,0.00,20714.15,0.00,100.00,15107.56,2600.22,1400.07,3800.48,17610.34,8002.14,0.00,8302.32,256197.05,400.01,0.00,1050.04,0.00,0.00,700.02,0.00,0.00,0.00
8.2212,100.00,18611.42,0.00,500.01,18611.47,2500.21,2100.15,3900.51,17309.99,9803.22,0.00,8102.21,253958.98,100.00,100.00,1950.13,0.00,0.00,1025.04,0.00,0.00,0.00
8.5352,0.00,21214.84,0.00,100.00,12805.43,3000.30,2000.13,5050.85,17209.88,6701.50,0.00,7301.80,250195.75,200.00,0.00,1050.04,0.00,0.00,1425.07,0.00,0.00,0.00
8.8492,0.00,19412.43,0.00,100.00,16509.03,2000.13,1700.10,4050.55,16509.09,8102.20,100.00,6701.52,242672.09,600.01,0.00,950.03,100.00,0.00,1175.05,100.00,0.00,0.00
9.1633,0.00,23418.08,0.00,300.00,16308.81,2600.22,2300.18,3400.38,15508.02,6801.55,100.00,8802.61,251721.26,400.01,100.00,900.03,0.00,0.00,1000.04,0.00,0.00,0.00
9.4773,0.00,20413.74,0.00,300.00,16108.59,2400.19,1500.07,4400.64,13806.36,8802.59,0.00,7702.00,245620.09,100.00,0.00,1150.05,0.00,0.00,1200.05,0.00,800.02,0.00
9.7913,100.00,22616.87,0.00,100.00,17009.58,2200.16,1300.06,3950.52,16509.09,6901.59,0.00,7902.11,247958.59,100.00,0.00,1550.08,100.00,0.00,1025.04,0.00,0.00,0.00
10.1053,0.00,20213.48,0.00,100.00,15307.76,3900.50,1400.07,3800.48,16509.09,8102.20,0.00,8902.67,252636.65,0.00,200.00,1050.04,0.00,0.00,850.03,0.00,0.00,0.00
10.4194,0.00,19612.69,0.00,400.01,15107.56,2800.26,1800.11,3900.51,15007.51,7902.09,0.00,6701.52,250500.83,100.00,0.00,1800.11,100.00,0.00,1050.04,100.00,0.00,0.00
10.7334,0.00,21615.41,0.00,200.00,17109.70,2500.21,1300.06,5100.87,18211.06,8002.14,0.00,7201.75,253552.10,400.01,0.00,1100.04,0.00,0.00,1150.05,0.00,0.00,0.00
11.0474,100.00,23518.24,0.00,200.00,16208.70,2900.28,1800.11,3650.44,15307.82,7501.88,0.00,7201.75,252840.09,300.00,0.00,1550.08,0.00,0.00,1325.06,0.00,0.00,0.00
11.3614,0.00,22416.57,100.00,0.00,17309.92,2900.28,1600.09,4200.59,16408.98,6901.59,0.00,8702.55,258638.94,200.00,100.00,950.03,200.00,0.00,1150.05,0.00,0.00,0.00
11.6754,0.00,22015.99,0.00,200.00,15808.28,1700.10,1100.04,4250.60,14707.21,7101.69,0.00,7001.65,258028.44,300.00,0.00,700.02,0.00,0.00,1100.04,0.00,0.00,0.00
11.9895,100.00,20614.01,0.00,300.00,16909.47,2300.18,1200.05,4400.64,17009.65,7601.93,100.00,7501.90,254162.43,100.00,100.00,1700.10,100.00,0.00,1425.07,0.00,0.00,0.00
12.3035,0.00,22416.57,0.00,100.00,15407.86,2100.15,1300.06,4550.69,17309.99,5701.09,0.00,6501.43,240029.57,400.01,0.00,1100.04,100.00,0.00,1175.05,0.00,0.00,0.00
12.6175,0.00,19812.95,0.00,400.01,14907.36,2900.28,1700.10,4000.53,17610.34,9803.22,0.00,7501.90,261284.79,400.01,0.00,1450.07,0.00,0.00,1225.05,0.00,0.00,0.00
12.9315,0.00,22616.87,0.00,100.00,15407.86,3100.32,1100.04,4400.64,16609.20,7701.99,0.00,7001.65,252026.39,300.00,0.00,1200.05,100.00,0.00,1100.04,0.00,0.00,0.00
13.2455,0.00,21715.55,0.00,500.01,16609.14,1900.12,900.03,4500.67,16909.54,7101.69,0.00,6601.47,236168.21,400.01,100.00,1250.05,0.00,0.00,1225.05,0.00,0.00,0.00
13.5596,100.00,22717.02,0.00,400.01,16809.36,1500.07,2300.18,3800.48,15608.13,7301.78,0.00,6101.26,256604.00,100.00,100.00,1600.09,0.00,0.00,1025.04,0.00,0.00,0.00
13.8736,0.00,19112.05,0.00,300.00,16509.03,2200.16,1700.10,4800.77,15407.92,9202.84,0.00,6101.26,253653.83,200.00,0.00,1200.05,0.00,0.00,825.02,0.00,0.00,0.00
14.1876,0.00,26322.85,0.00,100.00,17209.81,2800.26,1600.09,4950.82,17109.76,9102.77,0.00,7201.75,247856.91,500.01,0.00,1250.05,0.00,0.00,1075.04,0.00,0.00,0.00
14.5016,0.00,19612.69,0.00,400.01,13606.13,2000.13,1400.07,4500.67,15207.71,7701.99,0.00,7101.70,229667.16,400.01,0.00,950.03,0.00,0.00,1275.06,0.00,0.00,0.00
14.8157,0.00,22416.57,0.00,500.01,16509.03,2700.24,1400.07,4450.66,15608.13,8202.25,0.00,7001.65,246331.79,100.00,0.00,1850.12,0.00,0.00,1200.05,100.00,0.00,0.00
15.1297,100.00,22316.42,0.00,200.00,17209.81,3100.32,1600.09,4850.78,16809.42,8002.14,0.00,7401.85,254976.25,300.00,0.00,1350.06,100.00,0.00,1425.07,0.00,0.00,0.00
