C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a08.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:21:28 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
3.5113,0.00,21415.12,0.00,100.00,15407.86,1700.10,1100.04,4550.69,17309.99,8602.48,0.00,6801.56,253857.28,100.00,0.00,1000.03,0.00,0.00,950.03,0.00,0.00,0.00
3.8254,0.00,24519.83,0.00,200.00,17410.04,1700.10,2300.18,4300.62,16509.09,8102.20,200.00,6301.34,249077.12,200.00,0.00,950.03,0.00,0.00,950.03,0.00,0.00,0.00
4.1394,0.00,21314.98,0.00,300.00,15708.17,1500.07,1100.04,4450.66,16008.55,8502.42,0.00,8302.32,239013.31,200.00,0.00,1500.08,0.00,0.00,1275.06,0.00,0.00,100.00
4.4534,0.00,22717.02,0.00,0.00,14406.88,2000.13,1600.09,5100.87,16609.20,7101.69,0.00,8202.27,251314.45,300.00,0.00,1050.04,0.00,0.00,1200.05,0.00,0.00,0.00
4.7674,0.00,22416.57,0.00,300.00,14006.50,2400.19,1700.10,3500.41,15307.82,9302.90,0.00,8902.67,246026.78,100.00,100.00,1350.06,0.00,0.00,1225.05,0.00,0.00,0.00
5.0814,0.00,19112.05,0.00,100.00,16809.36,1800.11,2100.15,3600.43,14607.12,7802.04,0.00,6701.52,252636.65,100.00,0.00,1250.05,100.00,0.00,825.02,0.00,0.00,0.00
5.3955,0.00,20013.21,0.00,200.00,15507.97,2000.13,1900.12,4100.56,16108.65,9302.90,0.00,7501.90,241960.60,200.00,0.00,1450.07,100.00,0.00,1125.04,0.00,0.00,0.00
5.7095,0.00,21214.84,0.00,400.01,16008.49,1700.10,1000.03,3850.49,18611.55,8002.14,0.00,7401.85,257519.68,0.00,0.00,1000.03,100.00,0.00,1075.04,0.00,0.00,0.00
6.0235,200.00,20814.29,0.00,400.01,14807.26,2100.15,2100.15,5000.83,15307.82,8002.14,0.00,7601.95,243281.98,200.00,100.00,1550.08,0.00,0.00,950.03,0.00,0.00,0.00
6.3375,0.00,20513.88,0.00,400.01,15207.66,2700.24,1800.11,4200.59,17309.99,9402.96,0.00,6401.38,255281.45,100.00,0.00,1450.07,100.00,0.00,1000.04,100.00,0.00,0.00
6.6516,0.00,21214.84,0.00,300.00,16108.59,1700.10,900.03,3750.47,14807.31,8602.48,0.00,6701.52,242773.73,200.00,0.00,1250.05,0.00,0.00,1200.05,0.00,0.00,0.00
6.9656,0.00,22216.28,0.00,300.00,17209.81,2500.21,1600.09,5200.90,15808.34,9503.02,0.00,6601.47,244095.19,400.01,0.00,1200.05,0.00,0.00,1150.05,100.00,0.00,0.00
7.2796,0.00,20614.01,0.00,100.00,15407.86,1900.12,2500.21,4500.67,18811.80,8702.54,0.00,7702.00,253145.24,400.01,100.00,1350.06,100.00,0.00,1275.06,0.00,0.00,0.00
7.5936,0.00,20013.21,0.00,0.00,16008.49,2800.26,1400.07,4300.62,14406.92,7802.04,0.00,7702.00,261183.03,100.00,0.00,1500.08,0.00,0.00,1300.06,0.00,0.00,0.00
7.9076,0.00,24720.15,0.00,200.00,15207.66,2500.21,2000.13,4900.80,14306.83,8702.54,0.00,9102.79,257723.19,400.01,0.00,1250.05,0.00,0.00,1400.07,0.00,0.00,0.00
8.2217,0.00,22516.72,0.00,300.00,15908.38,2000.13,1700.10,5100.87,16108.65,7301.78,0.00,8502.44,243790.23,200.00,0.00,1150.05,0.00,0.00,1300.06,0.00,0.00,0.00
8.5357,0.00,19412.43,0.00,300.00,16008.49,2000.13,1800.11,4600.70,17910.70,8902.65,0.00,7101.70,257519.68,300.00,0.00,1250.05,0.00,0.00,1350.06,0.00,0.00,0.00
8.8497,0.00,19312.30,0.00,100.00,16108.59,2000.13,1900.12,4550.69,16509.09,10403.62,0.00,6301.34,260063.57,100.00,100.00,1450.07,0.00,0.00,1000.04,100.00,0.00,100.00
9.1637,0.00,25120.81,0.00,100.00,13506.04,2000.13,1900.12,4150.57,14907.41,7902.09,0.00,7401.85,253450.39,300.00,0.00,1650.09,0.00,0.00,1200.05,0.00,0.00,0.00
9.4778,0.00,22116.13,0.00,0.00,14206.68,2500.21,1700.10,4750.75,15808.34,8202.25,0.00,7001.65,247246.83,100.00,0.00,1100.04,0.00,0.00,975.03,0.00,0.00,0.00
9.7918,100.00,22015.99,0.00,400.01,14106.59,2100.15,1800.11,4000.53,16509.09,7001.64,0.00,6901.61,251111.04,300.00,100.00,1300.06,100.00,0.00,800.02,0.00,0.00,0.00
10.1058,0.00,20313.61,0.00,100.00,15507.97,2800.26,1300.06,4150.57,16609.20,9002.71,0.00,8802.61,249687.28,400.01,0.00,1300.06,0.00,0.00,1075.04,0.00,0.00,0.00
10.4198,0.00,22717.02,0.00,0.00,16108.59,2600.22,1700.10,3900.51,18811.80,9603.09,0.00,7802.05,254060.72,500.01,0.00,1150.05,0.00,0.00,1075.04,0.00,0.00,0.00
10.7338,0.00,18911.80,0.00,100.00,14807.26,3100.32,1900.12,4400.64,15407.92,8802.59,0.00,9302.92,239927.93,300.00,100.00,1500.08,0.00,0.00,1025.04,0.00,0.00,0.00
11.0479,0.00,23017.47,0.00,400.01,15808.28,1600.09,1600.09,4450.66,17309.99,10303.55,0.00,7201.75,246636.79,800.02,0.00,1600.09,0.00,100.00,1200.05,0.00,0.00,0.00
11.3619,0.00,22015.99,0.00,300.00,14406.88,1900.12,1800.11,4800.77,16509.09,7601.93,0.00,6901.61,261183.03,200.00,0.00,1100.04,100.00,0.00,1450.07,0.00,0.00,0.00
11.6759,0.00,23618.39,0.00,200.00,17510.15,1400.07,900.03,4200.59,13005.64,8402.36,0.00,6901.61,263320.36,300.00,0.00,1400.07,0.00,0.00,1000.04,0.00,0.00,0.00
11.9899,0.00,20614.01,0.00,100.00,17810.51,2200.16,1200.05,3750.47,18311.18,7301.78,0.00,6001.21,242672.09,300.00,0.00,1000.03,0.00,0.00,1125.04,0.00,0.00,0.00
12.3039,0.00,20213.48,0.00,100.00,18311.10,2500.21,1200.05,4750.75,13606.18,9703.15,0.00,7702.00,246636.79,200.00,100.00,1400.07,0.00,0.00,1100.04,0.00,0.00,0.00
12.6180,0.00,22015.99,0.00,300.00,15507.97,2500.21,1700.10,4950.82,15207.71,8502.42,0.00,6901.61,250704.22,300.00,0.00,1250.05,100.00,0.00,1275.06,0.00,0.00,0.00
12.9320,0.00,21415.12,0.00,300.00,16408.92,3200.34,1800.11,4400.64,12405.13,8502.42,0.00,5901.17,247551.86,500.01,100.00,1250.05,0.00,0.00,1200.05,0.00,0.00,0.00
13.2460,0.00,24419.66,0.00,0.00,15107.56,1300.06,1100.04,3750.47,16809.42,8102.20,0.00,6601.47,264643.63,300.00,0.00,1800.11,100.00,0.00,1025.04,0.00,0.00,0.00
13.5600,0.00,22917.32,0.00,800.02,15908.38,3500.41,1500.07,4200.59,15908.44,6901.59,0.00,7702.00,250907.64,400.01,0.00,1450.07,0.00,0.00,1200.05,100.00,0.00,0.00
13.8741,0.00,21014.56,0.00,100.00,16208.70,2300.18,1900.12,4300.62,16609.20,10303.55,0.00,7001.65,247450.20,500.01,0.00,850.02,0.00,0.00,1300.06,0.00,0.00,0.00
14.1881,100.00,21815.70,0.00,300.00,13806.31,2100.15,2000.13,4400.64,13105.73,7902.09,0.00,5901.17,255586.65,100.00,0.00,1550.08,100.00,0.00,950.03,0.00,0.00,0.00
14.5021,0.00,17910.58,0.00,200.00,16108.59,2700.24,2000.13,3100.32,16208.76,8302.31,0.00,6301.34,250500.83,200.00,0.00,1200.05,0.00,0.00,975.03,0.00,0.00,0.00
14.8161,0.00,23418.08,0.00,200.00,16208.70,1600.09,2200.16,4250.60,17209.88,8502.42,0.00,7902.11,251416.16,400.01,0.00,1200.05,0.00,0.00,1100.04,0.00,0.00,0.00
15.1301,0.00,22116.13,0.00,200.00,18210.98,2100.15,1500.07,4950.82,15708.23,9302.90,100.00,7301.80,245925.10,100.00,0.00,1000.03,0.00,0.00,775.02,0.00,0.00,0.00
15.4442,0.00,20013.21,0.00,200.00,16408.92,2200.16,1900.12,4300.62,16809.42,7401.83,0.00,7201.75,263931.10,300.00,0.00,1200.05,0.00,0.00,1200.05,0.00,0.00,0.00
15.7582,0.00,22516.72,0.00,400.01,19312.35,2100.15,2300.18,4400.64,13506.08,9002.71,0.00,7401.85,240639.31,400.01,0.00,1500.08,200.00,0.00,925.03,0.00,0.00,0.00
16.0722,100.00,21515.27,0.00,0.00,18210.98,1300.06,2600.22,4900.80,17510.22,9503.02,0.00,7101.70,251517.85,200.00,0.00,1100.04,0.00,0.00,1050.04,0.00,0.00,0.00
16.3862,0.00,22616.87,0.00,400.01,16509.03,1100.04,1700.10,3600.43,18611.55,9703.15,0.00,7301.80,261386.57,300.00,100.00,1750.11,0.00,0.00,1400.07,0.00,0.00,0.00
16.7003,0.00,21515.27,0.00,600.01,14907.36,2600.22,1100.04,4100.56,15908.44,9903.28,0.00,7301.80,249788.96,400.01,100.00,1400.07,0.00,0.00,1150.05,0.00,0.00,0.00
17.0143,0.00,22015.99,0.00,200.00,14907.36,2600.22,2800.26,4750.75,16909.54,9803.22,0.00,5901.17,248873.75,300.00,100.00,1500.08,100.00,0.00,975.03,0.00,0.00,100.00
17.3283,100.00,20814.29,0.00,300.00,14807.26,2300.18,1700.10,4500.67,15307.82,9903.28,0.00,7301.80,246636.79,400.01,0.00,1300.06,100.00,0.00,1375.07,0.00,0.00,0.00
17.6423,0.00,25220.97,0.00,300.00,16609.14,1600.09,1600.09,3950.52,15908.44,8702.54,0.00,5601.06,244095.19,200.00,100.00,1250.05,0.00,0.00,1125.04,0.00,0.00,0.00
17.9564,100.00,21715.55,0.00,500.01,17510.15,2600.22,1600.09,3900.51,17710.46,9503.02,0.00,8602.50,256400.51,100.00,0.00,800.02,0.00,0.00,1075.04,0.00,0.00,0.00
18.2704,0.00,21915.84,0.00,300.00,17710.39,2500.21,1700.10,4500.67,16809.42,7701.99,0.00,6501.43,256807.50,100.00,0.00,1450.07,0.00,0.00,1050.04,100.00,0.00,0.00
18.5844,0.00,22516.72,0.00,300.00,18611.47,2100.15,1600.09,4500.67,15708.23,8302.31,0.00,8002.16,257010.96,300.00,0.00,1300.06,0.00,0.00,900.03,0.00,0.00,0.00
18.8984,0.00,21515.27,0.00,100.00,16308.81,3100.32,2000.13,4900.80,15107.61,8002.14,0.00,8202.27,247653.54,300.00,0.00,1350.06,100.00,0.00,775.02,0.00,0.00,0.00
19.2124,0.00,24319.50,0.00,300.00,15908.38,2200.16,2200.16,4300.62,17910.70,9102.77,100.00,7501.90,244705.13,400.01,0.00,1900.12,0.00,0.00,1025.04,0.00,0.00,0.00
19.5265,0.00,21114.70,0.00,200.00,16408.92,1800.11,1700.10,4500.67,16308.87,8802.59,100.00,8602.50,236777.83,200.00,0.00,1300.06,0.00,0.00,925.03,0.00,0.00,0.00
19.8405,0.00,22917.32,0.00,400.01,15007.46,1800.11,1600.09,4500.67,18010.82,9202.84,0.00,7902.11,246331.79,400.01,0.00,1100.04,0.00,0.00,850.03,0.00,0.00,0.00
20.1545,0.00,23918.86,0.00,300.00,17309.92,2200.16,1200.05,4000.53,16809.42,7201.74,0.00,8702.55,241757.32,100.00,0.00,1000.03,100.00,0.00,1200.05,0.00,0.00,0.00
20.4685,0.00,19011.92,0.00,200.00,17209.81,2400.19,1900.12,4650.72,16909.54,9903.28,100.00,6601.47,246433.45,500.01,0.00,1850.12,0.00,0.00,1275.06,0.00,0.00,0.00
20.7825,0.00,21314.98,0.00,400.01,16909.47,1900.12,1600.09,4450.66,17510.22,7401.83,0.00,6101.26,261997.22,300.00,0.00,1100.04,0.00,0.00,1125.04,0.00,0.00,0.00
21.0966,0.00,24119.18,0.00,400.01,17410.04,2000.13,1900.12,5150.88,17410.11,9603.09,0.00,6601.47,245315.11,400.01,100.00,950.03,0.00,0.00,1150.05,0.00,0.00,0.00
21.4106,0.00,20914.43,0.00,300.00,17009.58,2900.28,1200.05,4700.74,15307.82,7001.64,0.00,8102.21,239724.68,200.00,0.00,1400.07,0.00,0.00,1100.04,0.00,0.00,0.00
21.7246,0.00,18110.82,0.00,300.00,16208.70,2300.18,1600.09,4550.69,16408.98,7701.99,200.00,6901.61,254874.54,100.00,0.00,1200.05,0.00,0.00,1100.04,0.00,0.00,0.00
22.0386,0.00,22216.28,0.00,700.02,17610.27,2200.16,1600.09,4550.69,17109.76,10003.35,0.00,8602.50,251822.97,0.00,0.00,1100.04,0.00,0.00,1250.06,0.00,0.00,0.00
22.3527,0.00,23017.47,0.00,0.00,14907.36,2700.24,1600.09,3900.51,17510.22,9002.71,0.00,5901.17,232409.45,200.00,0.00,1300.06,0.00,0.00,1125.04,0.00,0.00,0.00
22.6667,100.00,22616.87,0.00,300.00,16709.25,1500.07,1700.10,4250.60,18411.30,8402.36,0.00,7201.75,269734.28,300.00,0.00,950.03,0.00,0.00,1025.04,0.00,0.00,0.00
22.9807,0.00,21615.41,100.00,100.00,16809.36,3600.43,1800.11,3500.41,18110.94,7101.69,0.00,7702.00,254467.60,100.00,0.00,1250.05,0.00,0.00,975.03,0.00,0.00,0.00
23.2947,0.00,20013.21,0.00,200.00,17109.70,2000.13,2400.19,3750.47,15908.44,8802.59,0.00,6401.38,242062.23,300.00,100.00,1600.09,0.00,0.00,1675.10,0.00,0.00,0.00
23.6087,0.00,22516.72,0.00,400.01,14106.59,1900.12,1600.09,3800.48,16809.42,8502.42,0.00,8402.38,259656.52,200.00,100.00,1500.08,0.00,0.00,1000.04,0.00,0.00,0.00
23.9228,0.00,20413.74,0.00,500.01,16108.59,2900.28,1400.07,4050.55,15407.92,8002.14,0.00,8602.50,250907.64,500.01,0.00,950.03,0.00,0.00,1225.05,0.00,0.00,0.00
24.2368,0.00,24419.66,0.00,300.00,15908.38,1700.10,1400.07,4250.60,16809.42,7501.88,0.00,6301.34,255484.89,300.00,0.00,900.03,0.00,0.00,1100.04,0.00,0.00,0.00
24.5508,0.00,19812.95,0.00,600.01,14306.78,2200.16,1700.10,4450.66,16308.87,8802.59,0.00,7702.00,248060.25,300.00,0.00,850.02,100.00,0.00,1100.04,0.00,0.00,0.00
24.8648,0.00,20213.48,0.00,800.02,16008.49,2500.21,2000.13,4550.69,17209.88,9302.90,0.00,7702.00,252128.10,300.00,0.00,1200.05,0.00,0.00,975.03,0.00,0.00,0.00
25.1789,0.00,21915.84,0.00,200.00,15708.17,2200.16,1600.09,4050.55,16709.31,8302.31,0.00,8102.21,249382.20,500.01,100.00,1200.05,100.00,0.00,1075.04,0.00,0.00,0.00
25.4929,100.00,20614.01,0.00,600.01,16408.92,1700.10,1400.07,4450.66,15407.92,7902.09,0.00,7902.11,247653.54,400.01,100.00,1250.05,0.00,0.00,1450.07,0.00,0.00,0.00
25.8069,100.00,21314.98,0.00,200.00,16408.92,2100.15,1200.05,4350.63,15508.02,8702.54,0.00,5801.14,242265.53,500.01,0.00,1200.05,100.00,0.00,950.03,0.00,0.00,0.00
26.1209,100.00,20714.15,0.00,300.00,17510.15,2700.24,2200.16,4350.63,16108.65,8202.25,0.00,8502.44,248568.70,200.00,0.00,1550.08,100.00,0.00,750.02,0.00,0.00,0.00
26.4349,0.00,22316.42,0.00,300.00,15708.17,2100.15,1100.04,4600.70,16008.55,6301.33,0.00,7101.70,251212.74,300.00,100.00,1200.05,0.00,0.00,1050.04,0.00,0.00,0.00
26.7490,0.00,21314.98,0.00,100.00,13706.22,2500.21,2100.15,4800.77,16108.65,11604.51,0.00,5901.17,256197.05,500.01,0.00,1500.08,0.00,0.00,975.03,0.00,0.00,0.00
27.0630,0.00,25721.81,0.00,0.00,13105.69,2300.18,900.03,5200.90,14807.31,7101.69,0.00,8102.21,257519.68,400.01,0.00,1350.06,0.00,0.00,1175.05,0.00,0.00,0.00
27.3770,100.00,20113.34,0.00,200.00,16108.59,3000.30,2300.18,4300.62,15708.23,8902.65,0.00,7902.11,256095.31,300.00,0.00,1100.04,0.00,0.00,1200.05,0.00,0.00,0.00
27.6910,100.00,21314.98,0.00,100.00,15708.17,2000.13,1900.12,3700.46,13706.27,8902.65,0.00,7101.70,238098.75,200.00,0.00,800.02,0.00,0.00,1125.04,100.00,0.00,0.00
28.0050,0.00,24920.48,0.00,600.01,17009.58,2000.13,1200.05,4000.53,16308.87,7401.83,0.00,8502.44,257010.96,200.00,0.00,1200.05,100.00,0.00,1300.06,100.00,0.00,0.00
28.3191,0.00,21515.27,0.00,200.00,14106.59,2200.16,1700.10,4700.74,15508.02,9402.96,0.00,7101.70,253653.83,200.00,0.00,1400.07,0.00,0.00,1200.05,0.00,0.00,0.00
28.6331,100.00,21214.84,0.00,0.00,14607.07,2000.13,700.02,5651.06,16509.09,9402.96,0.00,7201.75,240029.57,400.01,0.00,1100.04,100.00,0.00,775.02,0.00,0.00,100.00
28.9471,0.00,21815.70,0.00,300.00,14607.07,2500.21,1400.07,4900.80,18311.18,9603.09,0.00,6301.34,251212.74,300.00,0.00,1100.04,100.00,0.00,1025.04,0.00,0.00,100.00
29.2611,0.00,23117.62,0.00,200.00,16208.70,1700.10,1600.09,4050.55,15608.13,8802.59,0.00,8802.61,241249.12,400.01,0.00,1300.06,0.00,0.00,1325.06,100.00,0.00,0.00
29.5752,0.00,20914.43,0.00,300.00,13806.31,2700.24,600.01,4500.67,17810.58,7401.83,0.00,7101.70,248263.65,500.01,0.00,1050.04,0.00,0.00,1175.05,100.00,0.00,0.00
29.8892,0.00,20714.15,0.00,200.00,14807.26,2400.19,1300.06,4250.60,18110.94,7501.88,0.00,7101.70,251517.85,200.00,0.00,1200.05,0.00,0.00,1275.06,100.00,0.00,100.00
30.2032,0.00,21114.70,0.00,100.00,13806.31,2900.28,1600.09,4300.62,16909.54,8302.31,0.00,6901.61,264847.24,300.00,0.00,1300.06,0.00,0.00,1200.05,0.00,0.00,0.00
30.5172,0.00,21915.84,0.00,200.00,15207.66,2600.22,1500.07,4350.63,18511.43,9102.77,100.00,7802.05,256502.27,100.00,0.00,1000.03,0.00,0.00,1150.05,0.00,0.00,0.00
30.8312,0.00,22917.32,0.00,200.00,17810.51,2600.22,1900.12,5651.06,15808.34,8202.25,0.00,7101.70,252941.80,300.00,0.00,1400.07,0.00,0.00,1175.05,0.00,0.00,0.00
31.1453,0.00,20213.48,0.00,300.00,17910.62,2900.28,1300.06,4600.70,16709.31,10903.98,0.00,6801.56,253246.95,400.01,0.00,1400.07,100.00,0.00,1025.04,0.00,0.00,0.00
31.4593,0.00,21815.70,0.00,100.00,15107.56,2700.24,1400.07,4000.53,16208.76,7301.78,0.00,8002.16,242163.87,600.01,0.00,1300.06,0.00,0.00,1050.04,100.00,0.00,0.00
31.7733,0.00,21415.12,0.00,200.00,15708.17,2300.18,2000.13,5000.83,18211.06,7501.88,100.00,5200.91,253246.95,100.00,100.00,750.02,0.00,0.00,1225.05,0.00,0.00,0.00
32.0873,0.00,21314.98,0.00,100.00,15808.28,2500.21,1300.06,4300.62,14406.92,8702.54,0.00,8302.32,244501.83,100.00,0.00,1550.08,0.00,1600.09,875.03,0.00,500.01,2400.21
32.4014,0.00,480087.50,323826.34,569120.65,69559.98,2700.24,2000.13,10853.92,587184.38,57912.08,1400.07,16909.64,452921.63,6401.38,800.02,2100.15,3400.40,521621.34,1200.05,700.02,66356.52,16309.91
32.7154,1400.06,8355428.13,2784960.35,7264257.03,497054.79,3300.36,2500.21,33286.83,2291474.02,218791.28,700.02,33437.68,765906.15,10904.02,800.02,3800.50,8802.67,1267505.57,1800.11,1000.04,134945.75,16410.03
33.0294,1000.03,14370107.29,3157426.73,13858283.70,895297.56,4100.56,2300.18,48929.54,3503205.70,366236.96,600.01,31934.37,842819.24,15307.91,1100.04,3100.33,8602.55,1444468.26,1825.12,1200.05,154849.71,17311.16
33.3434,800.02,19417170.71,3526533.11,17106455.13,1001255.57,4400.64,2700.24,58915.28,4117664.72,444931.59,16509.15,34339.74,832879.98,12405.20,1300.06,4050.56,9503.11,1882848.63,1850.12,400.01,179338.71,16910.65
33.6574,800.02,21051022.20,3147406.70,20837298.93,1315666.70,3600.43,3200.34,74936.40,5116526.90,515962.99,500.01,32936.56,818722.31,14707.30,1300.06,4400.66,11804.80,1953116.25,2050.15,900.03,204580.51,17110.90
33.9715,1200.05,24498697.34,3114441.74,21308874.97,1289332.42,4500.67,3200.34,73328.50,5477751.15,546832.96,300.00,31232.88,773485.21,12705.45,400.01,4900.82,11404.48,2058723.43,2050.15,300.00,225802.25,16309.91
34.2855,1100.04,25195551.82,2869139.17,24223026.39,1411252.34,5501.00,3100.32,80213.55,5797891.77,572675.10,100.00,33638.13,660717.19,9302.92,600.01,5250.95,13506.28,2032492.90,1975.14,400.01,214628.93,13506.80
34.5995,900.03,26717180.59,2366232.45,24736330.89,1338619.87,3600.43,4700.73,81872.46,5658394.45,571844.19,0.00,27024.62,626997.66,10403.66,600.01,6001.24,13706.47,2449806.43,2675.25,100.00,234848.90,15308.73
34.9135,800.02,28624779.84,1949824.93,27118844.22,1443202.21,4300.61,2700.24,92483.76,6569540.89,621990.23,0.00,24319.94,565598.19,6301.34,600.01,5601.08,16209.04,2365938.77,1950.13,200.00,269870.31,19914.77
35.2276,700.02,31601673.96,1515153.21,27213289.27,1352619.46,4800.76,3800.48,85794.24,6157894.12,597312.74,0.00,21415.46,517071.92,5701.10,600.01,5551.06,14307.04,2189967.41,1925.13,200.00,234950.59,15308.73
35.5416,500.01,29766653.17,1256855.18,26060593.25,1342290.49,3600.43,4100.56,92282.53,6320582.81,615947.31,100.00,17910.82,497932.52,5601.06,500.01,5851.18,13406.19,2306550.91,2050.15,300.00,222042.94,18112.22
35.8556,500.01,30107479.36,1048328.00,25851878.84,1391569.56,3900.50,3400.38,90974.58,6455766.04,624595.70,100.00,18211.18,455601.95,5100.88,400.01,4550.71,15908.71,2361706.57,2175.17,300.00,245631.18,16610.28
36.1696,700.02,29897103.01,921939.94,27203142.68,1395788.95,3100.32,4200.59,89867.96,6705671.72,626054.93,0.00,17810.70,416166.41,4700.75,600.01,5751.14,13806.56,2402856.38,2350.20,200.00,235967.46,12505.83
36.4837,700.02,30671254.98,864178.03,25959019.15,1289913.96,4000.53,3200.34,96005.75,6064966.56,622407.08,100.00,17910.82,406195.21,4900.81,1200.05,6851.61,14407.14,2388911.42,1875.12,400.01,237696.26,15408.84
36.7977,1300.06,29693832.71,762004.64,27636608.89,1409142.22,3900.50,4200.59,96156.71,6682654.92,636377.83,0.00,18511.55,385143.85,4900.81,500.01,6651.52,15908.71,2433760.60,2225.18,200.00,257949.24,15909.43
37.1117,600.01,30754250.52,742049.22,28385677.36,1443287.58,3800.48,3700.46,90924.28,6660760.27,623553.47,100.00,17510.34,395717.21,4500.68,400.01,5751.14,12905.73,2410772.73,2275.18,400.01,273846.26,16610.28
37.4257,1100.04,33750988.76,704832.67,29242270.85,1457055.47,4100.56,3200.34,98823.93,6598243.33,663312.89,0.00,14306.90,387299.00,3200.35,600.01,6051.26,14807.55,2260179.36,2850.29,200.00,242985.69,15809.31
37.7397,900.03,30224740.12,603076.22,28135246.52,1473859.86,3900.50,2900.28,96106.39,6141211.29,617509.91,100.00,18611.68,397873.85,4200.60,600.01,6051.26,13806.56,2282938.87,2025.15,300.00,243799.63,16009.55
38.0538,800.02,28525185.20,558514.84,25813660.81,1376606.58,3300.36,3500.41,93741.52,6498744.88,608553.22,100.00,15007.60,375193.26,3400.39,200.00,5200.93,14307.04,2293884.75,2525.23,300.00,251839.77,14607.95
38.3678,1100.04,30136101.55,583220.65,27147023.85,1480262.12,3200.34,2800.26,89666.76,6729598.73,642324.51,0.00,15107.70,397463.04,3600.44,300.00,5551.06,14206.95,2480360.51,2525.23,300.00,241561.43,15108.50
38.6818,1000.03,29283948.07,682441.06,26511683.76,1479640.18,4200.59,4400.64,98219.99,6790918.70,650152.64,100.00,16409.08,375808.57,3600.44,300.00,5601.08,14607.34,2324073.45,1900.13,500.01,238509.89,15809.31
38.9958,600.01,30518904.01,635878.27,27688964.82,1532504.51,3900.50,4600.70,98974.92,6936201.40,674497.56,100.00,15708.32,378064.92,4100.57,500.01,5451.02,14307.04,2363777.00,2250.18,300.00,237492.85,12706.01
39.3098,1100.04,30725067.33,709545.31,26705490.86,1366777.59,3500.41,2800.26,95502.56,6295708.19,602203.37,0.00,17209.99,390686.23,4700.75,300.00,7301.83,12505.38,2322398.84,1925.13,600.01,233832.13,14107.41
39.6239,1400.06,30831768.01,672197.75,27052266.24,1448824.00,3400.38,4100.56,90421.26,6529442.27,599081.49,100.00,15808.43,394176.93,3700.46,500.01,5300.96,11704.72,2168304.00,1925.13,300.00,219097.19,14407.73
39.9379,1500.07,29653550.45,672093.26,24911479.80,1427129.51,3300.36,2900.28,89867.96,6319847.17,624699.90,100.00,17710.58,401674.39,3700.46,600.01,5250.95,17009.96,2323327.49,2475.22,300.00,232815.43,16009.55
