C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a16.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:51:49 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
0.3712,0.00,20614.01,0.00,300.00,15808.28,1900.12,1600.09,4400.64,13706.27,7101.69,0.00,8502.44,252840.09,300.00,0.00,900.03,0.00,0.00,1050.04,0.00,0.00,0.00
0.6852,0.00,16809.32,0.00,400.01,16909.47,2000.13,2500.21,4250.60,18110.94,8402.36,0.00,7001.65,253552.10,300.00,300.00,1250.05,0.00,0.00,1250.06,0.00,0.00,0.00
0.9993,0.00,20213.48,0.00,100.00,15608.07,2800.26,2200.16,4500.67,16208.76,9903.28,0.00,8502.44,249890.65,400.01,0.00,1450.07,0.00,0.00,1300.06,0.00,0.00,0.00
1.3133,0.00,21114.70,0.00,400.01,19212.22,2600.22,1400.07,4200.59,15608.13,8402.36,0.00,7702.00,239927.93,400.01,0.00,1200.05,0.00,0.00,1225.05,0.00,0.00,0.00
1.6273,0.00,21014.56,0.00,200.00,19412.48,2500.21,2300.18,3350.37,17209.88,9002.71,0.00,7902.11,257926.68,300.00,0.00,1050.04,0.00,0.00,925.03,0.00,0.00,100.00
1.9413,100.00,20313.61,0.00,500.01,17610.27,1900.12,1200.05,3550.42,15708.23,8702.54,0.00,6701.52,252941.80,200.00,0.00,1850.12,0.00,0.00,925.03,100.00,0.00,0.00
2.2553,0.00,22216.28,0.00,300.00,19011.97,2300.18,2000.13,4200.59,17610.34,8002.14,0.00,7401.85,248161.94,300.00,0.00,1450.07,0.00,0.00,925.03,0.00,0.00,0.00
2.5694,0.00,21615.41,0.00,100.00,16909.47,1900.12,1800.11,3950.52,18110.94,9302.90,0.00,6301.34,261997.22,100.00,0.00,1050.04,300.00,0.00,700.02,0.00,0.00,0.00
2.8834,0.00,21415.12,0.00,400.01,15808.28,2300.18,1600.09,4600.70,16108.65,9202.84,0.00,7501.90,247043.48,200.00,0.00,1800.11,0.00,0.00,950.03,0.00,0.00,0.00
3.1974,0.00,22717.02,0.00,100.00,15407.86,2500.21,1300.06,3950.52,16108.65,8102.20,0.00,7501.90,256502.27,200.00,0.00,1250.05,0.00,0.00,1250.06,0.00,0.00,0.00
3.5114,0.00,21615.41,0.00,200.00,15407.86,2800.26,2400.19,4550.69,17109.76,6801.55,0.00,6901.61,259656.52,300.00,0.00,1550.08,100.00,0.00,1225.05,0.00,0.00,0.00
3.8255,0.00,18511.30,0.00,200.00,15107.56,3100.32,2300.18,5000.83,15908.44,7601.93,0.00,6501.43,257926.68,0.00,0.00,1450.07,200.00,0.00,1075.04,0.00,0.00,0.00
4.1395,0.00,21214.84,0.00,200.00,15708.17,2600.22,1300.06,4050.55,16408.98,8302.31,0.00,6801.56,251924.68,400.01,0.00,1450.07,0.00,0.00,1300.06,0.00,0.00,0.00
4.4535,0.00,22616.87,0.00,400.01,19412.48,3100.32,2200.16,5000.83,17810.58,10203.49,0.00,8102.21,255993.58,0.00,0.00,1250.05,0.00,100.00,650.01,0.00,0.00,0.00
4.7675,0.00,21815.70,0.00,100.00,13506.04,1300.06,1500.07,4350.63,14406.92,9102.77,0.00,8502.44,250094.04,400.01,0.00,1200.05,0.00,0.00,1400.07,100.00,0.00,100.00
