C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a04.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:05:22 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
0.3711,0.00,20513.88,0.00,300.00,14006.50,2700.24,1700.10,4850.78,16709.31,8202.25,0.00,7601.95,255688.38,100.00,0.00,950.03,0.00,0.00,1425.07,0.00,0.00,0.00
0.6852,0.00,20513.88,0.00,200.00,14206.68,2800.26,2100.15,4150.57,16809.42,10803.91,0.00,8102.21,252026.39,800.02,0.00,1350.06,0.00,0.00,1000.04,0.00,0.00,0.00
0.9992,0.00,23017.47,0.00,200.00,17109.70,3200.34,1800.11,4150.57,16909.54,10203.49,0.00,8002.16,263727.51,100.00,0.00,1550.08,0.00,0.00,1175.05,0.00,0.00,0.00
1.3132,0.00,23317.93,0.00,100.00,17410.04,1800.11,1400.07,3500.41,15608.13,9503.02,0.00,6001.21,251822.97,600.01,0.00,1400.07,0.00,0.00,1575.09,0.00,0.00,0.00
1.6272,0.00,19712.82,0.00,200.00,16008.49,2300.18,1700.10,3850.49,16208.76,8502.42,0.00,7401.85,258435.42,300.00,0.00,800.02,0.00,0.00,1025.04,0.00,0.00,0.00
1.9413,100.00,23618.39,0.00,300.00,17009.58,2100.15,1700.10,4450.66,16709.31,8802.59,0.00,7601.95,255790.09,100.00,0.00,1600.09,0.00,0.00,1000.04,0.00,0.00,0.00
2.2553,0.00,19112.05,0.00,600.01,16709.25,2400.19,2000.13,4150.57,15407.92,9803.22,0.00,6901.61,253043.53,200.00,0.00,1350.06,0.00,0.00,950.03,0.00,0.00,0.00
2.5693,0.00,20814.29,0.00,700.02,15708.17,2600.22,1600.09,4300.62,14907.41,7401.83,0.00,8802.61,254976.25,100.00,0.00,1400.07,0.00,0.00,1050.04,0.00,0.00,0.00
2.8833,0.00,21915.84,0.00,400.01,16008.49,2500.21,1700.10,4350.63,17109.76,8002.14,0.00,7201.75,265967.04,200.00,0.00,900.03,0.00,0.00,1150.05,0.00,0.00,0.00
3.1974,0.00,21014.56,0.00,200.00,17109.70,3100.32,1300.06,5601.04,15007.51,7601.93,0.00,5801.14,251924.68,200.00,0.00,1450.07,0.00,0.00,1175.05,0.00,0.00,0.00
3.5114,0.00,23117.62,0.00,100.00,13806.31,2200.16,1500.07,4200.59,16609.20,10003.35,0.00,7201.75,254671.07,200.00,0.00,1300.06,0.00,0.00,1300.06,100.00,0.00,0.00
3.8254,0.00,23718.55,0.00,200.00,14907.36,1400.07,1400.07,5100.87,17910.70,8702.54,0.00,7601.95,260063.57,100.00,0.00,1700.10,0.00,0.00,1100.04,0.00,0.00,0.00
4.1394,0.00,20413.74,0.00,300.00,16308.81,2400.19,1400.07,3900.51,17009.65,9503.02,100.00,6701.52,256197.05,100.00,100.00,950.03,0.00,0.00,1175.05,0.00,0.00,0.00
4.4534,0.00,17309.88,0.00,200.00,17009.58,2100.15,1500.07,4400.64,15708.23,7001.64,0.00,7001.65,247551.86,300.00,200.00,1050.04,100.00,0.00,1025.04,0.00,0.00,100.00
4.7675,200.00,22516.72,0.00,0.00,15107.56,2500.21,1500.07,4200.59,18211.06,8502.42,0.00,7802.05,251111.04,100.00,0.00,1550.08,0.00,0.00,1050.04,0.00,0.00,0.00
5.0815,0.00,19512.56,0.00,200.00,16308.81,1900.12,1600.09,3750.47,16809.42,8502.42,0.00,7101.70,257316.21,500.01,0.00,2050.14,0.00,0.00,900.03,0.00,0.00,0.00
5.3955,0.00,20413.74,0.00,600.01,17810.51,1900.12,1500.07,4400.64,17610.34,9002.71,0.00,7001.65,256298.78,400.01,0.00,1100.04,0.00,0.00,925.03,0.00,0.00,0.00
5.7095,0.00,20714.15,0.00,300.00,15007.46,1300.06,1800.11,3800.48,17109.76,10603.76,0.00,6401.38,246433.45,100.00,0.00,1650.09,0.00,0.00,1225.05,100.00,0.00,0.00
6.0236,0.00,19712.82,0.00,600.01,19412.48,1900.12,1400.07,3950.52,15007.51,8302.31,0.00,7501.90,262709.67,400.01,0.00,1650.09,100.00,0.00,1150.05,0.00,0.00,0.00
6.3376,0.00,19612.69,0.00,300.00,16509.03,2000.13,1900.12,4750.75,15808.34,8302.31,0.00,6201.30,257112.72,400.01,100.00,950.03,0.00,0.00,1250.06,100.00,0.00,0.00
6.6516,0.00,18411.18,0.00,400.01,19011.97,2500.21,800.02,4150.57,18411.30,8002.14,0.00,7201.75,262506.10,300.00,100.00,1250.05,100.00,100.00,1250.06,0.00,0.00,0.00
6.9656,0.00,20113.34,0.00,500.01,17009.58,2300.18,1900.12,4950.82,20413.90,9202.84,0.00,5501.02,244603.49,700.02,0.00,1500.08,0.00,0.00,750.02,0.00,0.00,100.00
7.2796,0.00,23117.62,0.00,100.00,14506.97,1800.11,1400.07,4900.80,17810.58,8602.48,0.00,7501.90,247653.54,300.00,0.00,800.02,0.00,0.00,1275.06,0.00,0.00,0.00
7.5937,0.00,20513.88,0.00,400.01,16609.14,1600.09,1600.09,4700.74,14206.73,10003.35,0.00,6401.38,260267.11,300.00,0.00,1400.07,0.00,0.00,1200.05,0.00,0.00,0.00
7.9077,0.00,20714.15,0.00,200.00,16509.03,3400.38,1100.04,4000.53,15508.02,9002.71,0.00,7101.70,262607.89,100.00,0.00,1350.06,0.00,0.00,975.03,0.00,0.00,0.00
8.2217,0.00,19913.08,0.00,800.02,14306.78,3100.32,1000.03,3950.52,14907.41,7701.99,0.00,7902.11,256807.50,300.00,0.00,1650.09,100.00,0.00,1150.05,0.00,0.00,0.00
8.5357,0.00,23017.47,0.00,300.00,15608.07,3200.34,2000.13,4800.77,16208.76,8902.65,0.00,7501.90,260368.85,300.00,200.00,1400.07,0.00,0.00,1075.04,0.00,0.00,0.00
8.8497,0.00,20914.43,0.00,0.00,17710.39,2600.22,2000.13,4150.57,17209.88,8802.59,0.00,8102.21,259860.03,400.01,100.00,1850.12,0.00,0.00,1350.06,0.00,0.00,0.00
9.1638,0.00,20814.29,0.00,0.00,14506.97,2900.28,1500.07,4250.60,14807.31,10003.35,0.00,8302.32,246840.14,400.01,0.00,1050.04,100.00,0.00,975.03,0.00,0.00,0.00
9.4778,0.00,21515.27,0.00,200.00,17510.15,2000.13,1200.05,4950.82,16108.65,9302.90,0.00,6501.43,258130.18,400.01,0.00,1300.06,100.00,0.00,875.03,0.00,0.00,0.00
9.7918,0.00,22015.99,0.00,300.00,14807.26,1900.12,1900.12,4300.62,18911.93,8802.59,0.00,7401.85,250704.22,300.00,0.00,1600.09,100.00,0.00,1225.05,0.00,0.00,0.00
10.1058,0.00,19112.05,0.00,300.00,14807.26,2000.13,1100.04,5350.95,17209.88,8202.25,0.00,6901.61,251721.26,300.00,200.00,1800.11,0.00,0.00,950.03,0.00,0.00,0.00
10.4199,0.00,23918.86,0.00,700.02,16108.59,2200.16,1700.10,3750.47,15007.51,6201.29,0.00,6501.43,248975.44,100.00,0.00,1750.11,0.00,0.00,1175.05,0.00,0.00,0.00
10.7339,0.00,22116.13,0.00,500.01,15307.76,1600.09,1700.10,4700.74,17610.34,8302.31,0.00,7401.85,248873.75,600.01,0.00,1350.06,0.00,0.00,1275.06,0.00,0.00,0.00
11.0479,0.00,20413.74,0.00,600.01,17109.70,2700.24,1600.09,4850.78,16408.98,9102.77,0.00,7601.95,241655.66,300.00,0.00,1350.06,0.00,0.00,850.03,0.00,0.00,0.00
11.3619,0.00,22516.72,0.00,100.00,16408.92,2300.18,2000.13,3500.41,15207.71,8302.31,0.00,7401.85,261488.33,300.00,0.00,1150.05,0.00,0.00,825.02,0.00,0.00,100.00
11.6759,0.00,19112.05,0.00,300.00,17009.58,2500.21,1400.07,3650.44,16709.31,8402.36,0.00,6601.47,255077.98,400.01,0.00,1200.05,0.00,0.00,1200.05,0.00,0.00,0.00
11.9900,0.00,20013.21,0.00,100.00,16809.36,3900.50,1400.07,4200.59,16609.20,8802.59,0.00,7301.80,246535.11,200.00,0.00,1400.07,100.00,0.00,1050.04,0.00,0.00,0.00
12.3040,0.00,25020.64,0.00,0.00,16909.47,2900.28,2200.16,4700.74,16809.42,7401.83,0.00,7301.80,253958.98,100.00,0.00,1450.07,0.00,0.00,875.03,0.00,0.00,0.00
12.6180,0.00,22316.42,0.00,300.00,16208.70,3300.36,900.03,4750.75,15808.34,10203.49,0.00,7101.70,253755.57,400.01,0.00,900.03,0.00,0.00,1325.06,100.00,0.00,0.00
12.9320,0.00,20413.74,0.00,200.00,16108.59,2100.15,1700.10,4800.77,16208.76,9202.84,0.00,7501.90,241350.76,300.00,0.00,1300.06,0.00,0.00,1325.06,0.00,0.00,0.00
13.2460,0.00,20914.43,0.00,300.00,14607.07,2700.24,2100.15,4800.77,14607.12,8702.54,0.00,7201.75,261895.43,400.01,0.00,1250.05,0.00,0.00,1100.04,0.00,0.00,0.00
13.5601,0.00,23618.39,0.00,500.01,16008.49,2700.24,1400.07,4050.55,18110.94,9402.96,0.00,7902.11,258842.46,500.01,0.00,1300.06,100.00,0.00,925.03,0.00,0.00,0.00
13.8741,0.00,20413.74,0.00,500.01,17710.39,2000.13,1600.09,4000.53,16809.42,9603.09,0.00,6401.38,245925.10,200.00,100.00,1050.04,0.00,0.00,1300.06,0.00,0.00,0.00
14.1881,0.00,19913.08,0.00,100.00,18411.23,2300.18,1300.06,3900.51,17109.76,8402.36,0.00,5901.17,260572.41,400.01,0.00,1550.08,0.00,0.00,1225.05,0.00,0.00,0.00
14.5021,0.00,21314.98,0.00,200.00,16408.92,1800.11,1700.10,4750.75,17910.70,8602.48,200.00,6301.34,267494.17,300.00,0.00,950.03,0.00,0.00,1250.06,0.00,0.00,0.00
14.8162,0.00,17810.46,0.00,300.00,16909.47,2300.18,1500.07,3900.51,17009.65,7902.09,0.00,6101.26,256298.78,200.00,100.00,1600.09,0.00,0.00,1275.06,0.00,0.00,0.00
15.1302,0.00,16508.99,0.00,200.00,17810.51,1800.11,1400.07,4300.62,15708.23,8402.36,100.00,6601.47,261691.89,500.01,300.00,850.02,0.00,0.00,925.03,0.00,0.00,0.00
15.4442,0.00,22116.13,0.00,700.02,15708.17,1900.12,1300.06,3750.47,17510.22,9302.90,0.00,8102.21,265152.64,200.00,0.00,1050.04,200.00,0.00,1325.06,0.00,0.00,0.00
15.7582,0.00,21314.98,0.00,200.00,14807.26,2600.22,1800.11,5300.93,15508.02,8902.65,0.00,7301.80,246433.45,500.01,0.00,1400.07,100.00,0.00,1300.06,0.00,0.00,0.00
16.0723,100.00,21915.84,0.00,200.00,15808.28,2000.13,1500.07,4150.57,15107.61,8102.20,0.00,8002.16,243688.57,400.01,0.00,1250.05,0.00,0.00,1050.04,0.00,0.00,0.00
16.3863,0.00,19112.05,0.00,600.01,13105.69,1500.07,1700.10,4200.59,13806.36,9102.77,0.00,6901.61,254671.07,200.00,0.00,950.03,0.00,0.00,1100.04,0.00,0.00,0.00
16.7003,0.00,22917.32,0.00,300.00,15608.07,2200.16,1700.10,5350.95,16809.42,9102.77,0.00,8702.55,248466.99,800.02,100.00,1600.09,0.00,0.00,1075.04,0.00,0.00,100.00
17.0143,0.00,22316.42,0.00,400.01,16809.36,2300.18,1800.11,4000.53,16709.31,9803.22,0.00,6901.61,251212.74,500.01,0.00,1200.05,0.00,0.00,950.03,0.00,0.00,0.00
17.3283,0.00,19011.92,0.00,200.00,15407.86,2100.15,1400.07,4700.74,17109.76,9503.02,0.00,7001.65,263931.10,100.00,100.00,800.02,0.00,0.00,850.03,0.00,0.00,0.00
17.6424,0.00,21615.41,0.00,200.00,17009.58,1700.10,1500.07,4000.53,15608.13,8602.48,0.00,7802.05,266985.11,400.01,100.00,1550.08,100.00,0.00,825.02,0.00,0.00,0.00
17.9564,0.00,22216.28,0.00,300.00,15808.28,2100.15,1800.11,4900.80,14006.54,8802.59,0.00,8502.44,255688.38,100.00,100.00,1350.06,100.00,0.00,1375.07,0.00,0.00,0.00
18.2704,100.00,20513.88,0.00,300.00,15908.38,2200.16,1800.11,4350.63,17410.11,9102.77,0.00,8702.55,247145.17,500.01,0.00,1400.07,200.00,0.00,1150.05,0.00,0.00,100.00
18.5844,0.00,25321.14,0.00,0.00,17810.51,2100.15,1700.10,4200.59,16108.65,8902.65,0.00,7301.80,263727.51,400.01,0.00,950.03,0.00,0.00,1350.06,0.00,0.00,0.00
18.8984,0.00,23518.24,0.00,300.00,17009.58,2800.26,1500.07,4200.59,18611.55,7601.93,0.00,7802.05,247348.51,100.00,0.00,1050.04,0.00,0.00,1075.04,0.00,0.00,0.00
19.2125,0.00,23418.08,0.00,200.00,16108.59,2900.28,2300.18,4350.63,14306.83,11204.20,0.00,7601.95,257723.19,700.02,0.00,1000.03,0.00,0.00,1175.05,0.00,0.00,0.00
19.5265,0.00,19712.82,0.00,0.00,12705.35,2900.28,1600.09,3950.52,16809.42,9803.22,0.00,9002.73,269734.28,800.02,0.00,1350.06,0.00,0.00,1050.04,0.00,0.00,0.00
19.8405,0.00,22717.02,0.00,300.00,16909.47,2200.16,1800.11,4600.70,15708.23,8902.65,0.00,9302.92,262607.89,100.00,0.00,1500.08,0.00,0.00,950.03,0.00,0.00,0.00
20.1545,0.00,21515.27,0.00,200.00,17009.58,2200.16,1600.09,4500.67,16108.65,10503.69,0.00,7601.95,249890.65,400.01,0.00,1300.06,100.00,0.00,975.03,0.00,0.00,0.00
20.4686,0.00,22717.02,0.00,200.00,15507.97,2400.19,3200.34,5651.06,16108.65,10903.98,0.00,7601.95,258740.70,200.00,0.00,1400.07,100.00,0.00,975.03,0.00,0.00,100.00
20.7826,100.00,19011.92,0.00,200.00,17109.70,2900.28,1900.12,4150.57,16709.31,8002.14,0.00,8302.32,258435.42,500.01,100.00,1200.05,0.00,0.00,1075.04,0.00,0.00,0.00
21.0966,0.00,22817.17,0.00,200.00,18311.10,1600.09,1900.12,3450.40,16008.55,7501.88,0.00,6801.56,237184.25,400.01,0.00,1300.06,0.00,0.00,1150.05,0.00,0.00,0.00
21.4106,0.00,21715.55,0.00,300.00,14106.59,3200.34,2100.15,4250.60,13906.45,9803.22,0.00,8102.21,251416.16,100.00,0.00,750.02,0.00,0.00,850.03,0.00,0.00,0.00
21.7246,0.00,18911.80,0.00,200.00,17309.92,3000.30,1500.07,4350.63,17009.65,8402.36,0.00,6801.56,253958.98,0.00,0.00,1250.05,0.00,0.00,1400.07,100.00,0.00,0.00
22.0387,0.00,21214.84,0.00,700.02,15507.97,1200.05,1500.07,4200.59,15407.92,8702.54,0.00,7601.95,251009.33,400.01,0.00,1550.08,0.00,0.00,1025.04,100.00,0.00,0.00
22.3527,0.00,21114.70,0.00,200.00,16408.92,1700.10,1700.10,4500.67,17109.76,9202.84,0.00,9503.05,260063.57,100.00,0.00,1250.05,100.00,0.00,1350.06,0.00,0.00,0.00
22.6667,0.00,19312.30,0.00,500.01,17510.15,2600.22,1700.10,4350.63,18911.93,8802.59,0.00,7201.75,260063.57,100.00,100.00,1350.06,0.00,0.00,1600.09,0.00,0.00,0.00
22.9807,0.00,22917.32,0.00,200.00,16909.47,2000.13,2300.18,5450.99,14006.54,8702.54,0.00,7501.90,253755.57,0.00,0.00,1350.06,0.00,0.00,925.03,0.00,0.00,0.00
23.2948,0.00,20714.15,0.00,0.00,15908.38,2500.21,1900.12,4650.72,16709.31,8902.65,0.00,8202.27,250704.22,100.00,0.00,1200.05,0.00,0.00,1050.04,0.00,0.00,0.00
23.6088,0.00,21615.41,0.00,300.00,15808.28,1900.12,1200.05,5701.08,16509.09,9102.77,100.00,7001.65,260368.85,400.01,100.00,1350.06,0.00,0.00,875.03,0.00,0.00,0.00
23.9228,0.00,22116.13,0.00,400.01,16609.14,1500.07,600.01,3750.47,18611.55,8802.59,0.00,8302.32,252026.39,300.00,0.00,1750.11,0.00,0.00,1125.04,0.00,0.00,0.00
24.2368,0.00,23117.62,0.00,200.00,14807.26,3100.32,1200.05,4100.56,17309.99,10203.49,0.00,7001.65,258231.93,200.00,0.00,1000.03,0.00,0.00,1425.07,0.00,0.00,0.00
24.5508,0.00,21615.41,0.00,300.00,14006.50,2000.13,1000.03,4950.82,15808.34,7701.99,0.00,6301.34,269326.95,200.00,100.00,1450.07,0.00,0.00,1225.05,0.00,0.00,0.00
24.8649,0.00,20914.43,0.00,200.00,17009.58,2500.21,1400.07,3800.48,15808.34,7501.88,0.00,8102.21,254569.34,400.01,0.00,1350.06,0.00,0.00,1025.04,0.00,0.00,0.00
25.1789,0.00,20513.88,0.00,500.01,17109.70,1600.09,1300.06,4350.63,17410.11,8502.42,0.00,7501.90,243485.28,300.00,0.00,1050.04,200.00,0.00,1375.07,0.00,0.00,0.00
25.4929,0.00,18811.67,0.00,0.00,19011.97,2900.28,1200.05,4750.75,16909.54,9803.22,0.00,6601.47,244705.13,400.01,0.00,1650.09,0.00,0.00,1300.06,0.00,0.00,0.00
25.8069,100.00,23017.47,0.00,600.01,14707.16,1900.12,1600.09,4300.62,15107.61,8402.36,0.00,8202.27,243688.57,300.00,0.00,1400.07,0.00,0.00,1100.04,0.00,0.00,0.00
26.1210,0.00,23117.62,0.00,300.00,17610.27,2200.16,2000.13,4300.62,16609.20,8802.59,0.00,7401.85,242367.16,400.01,0.00,1200.05,0.00,0.00,1075.04,0.00,0.00,0.00
