C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a02.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:00:35 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
11.9900,0.00,22416.57,0.00,300.00,19112.10,2900.28,2100.15,4650.72,18611.55,7301.78,100.00,7401.85,260877.71,200.00,0.00,1250.05,100.00,0.00,1150.05,0.00,0.00,0.00
12.3040,0.00,21815.70,0.00,400.01,15107.56,2300.18,1200.05,4300.62,16709.31,10203.49,0.00,7301.80,256095.31,200.00,0.00,1700.10,0.00,0.00,1100.04,0.00,0.00,0.00
12.6180,0.00,21915.84,0.00,100.00,20714.21,2000.13,1700.10,4300.62,13506.08,10303.55,0.00,7501.90,242977.03,500.01,0.00,1350.06,0.00,0.00,1225.05,0.00,0.00,0.00
12.9321,0.00,18811.67,0.00,0.00,16609.14,1800.11,1500.07,4200.59,16108.65,8902.65,0.00,5801.14,252229.81,400.01,0.00,1800.11,0.00,0.00,1125.04,0.00,0.00,100.00
13.2461,0.00,21815.70,0.00,400.01,15207.66,2300.18,700.02,3850.49,16709.31,8302.31,0.00,9402.98,258842.46,100.00,0.00,1250.05,0.00,0.00,1000.04,0.00,0.00,200.00
13.5601,0.00,21715.55,0.00,0.00,15908.38,3700.45,1400.07,3700.46,19712.96,9102.77,0.00,5300.95,249687.28,300.00,0.00,1050.04,100.00,0.00,1000.04,0.00,0.00,0.00
13.8741,0.00,23117.62,0.00,0.00,16408.92,1600.09,1700.10,4300.62,18211.06,9803.22,0.00,6201.30,250195.75,600.01,0.00,1200.05,0.00,0.00,1375.07,0.00,0.00,0.00
14.1881,100.00,22616.87,0.00,300.00,18210.98,2700.24,1200.05,4650.72,16809.42,8702.54,0.00,7702.00,246941.80,200.00,200.00,1250.05,0.00,0.00,925.03,0.00,0.00,0.00
14.5022,0.00,23217.78,0.00,100.00,18511.35,1100.04,1100.04,4300.62,16208.76,10103.42,0.00,7301.80,260979.47,200.00,0.00,800.02,100.00,0.00,1075.04,0.00,0.00,0.00
14.8162,0.00,24119.18,0.00,300.00,17410.04,1600.09,1700.10,3850.49,15708.23,9102.77,100.00,7902.11,253043.53,400.01,200.00,1050.04,0.00,0.00,925.03,0.00,0.00,0.00
15.1302,0.00,21014.56,0.00,200.00,17410.04,2400.19,1800.11,4800.77,16108.65,7601.93,0.00,6501.43,263116.80,0.00,0.00,1150.05,100.00,0.00,1200.05,0.00,0.00,100.00
15.4442,0.00,21615.41,0.00,200.00,17710.39,1900.12,1600.09,4600.70,15407.92,9102.77,0.00,7401.85,250704.22,200.00,0.00,1500.08,0.00,0.00,1175.05,0.00,0.00,0.00
15.7583,0.00,19712.82,0.00,300.00,16408.92,1800.11,1100.04,4700.74,18911.93,13305.93,0.00,10103.44,240842.60,400.01,0.00,1350.06,100.00,0.00,1000.04,0.00,0.00,0.00
16.0723,0.00,23718.55,0.00,900.03,15007.46,1700.10,1800.11,4650.72,17309.99,10603.76,0.00,7401.85,258740.70,600.01,0.00,800.02,0.00,0.00,1050.04,0.00,0.00,0.00
16.3863,0.00,19312.30,0.00,400.01,15507.97,2700.24,1800.11,4300.62,17309.99,8502.42,0.00,8002.16,245315.11,100.00,0.00,1550.08,0.00,0.00,1200.05,0.00,0.00,0.00
16.7003,0.00,21114.70,0.00,300.00,16509.03,2200.16,1500.07,4550.69,16809.42,9402.96,0.00,6901.61,247755.22,100.00,100.00,850.02,0.00,0.00,950.03,0.00,0.00,0.00
17.0143,0.00,20714.15,0.00,400.01,16909.47,3000.30,2500.21,4600.70,17910.70,9803.22,0.00,8002.16,265763.43,400.01,0.00,1000.03,0.00,0.00,900.03,100.00,0.00,0.00
17.3284,0.00,24019.02,0.00,400.01,15608.07,2700.24,1200.05,4100.56,15508.02,9803.22,0.00,8202.27,251314.45,300.00,100.00,1150.05,0.00,0.00,1100.04,0.00,0.00,0.00
17.6424,100.00,20714.15,0.00,400.01,16709.25,2200.16,2200.16,5000.83,16509.09,10003.35,0.00,6901.61,259351.25,500.01,0.00,1200.05,0.00,0.00,1175.05,0.00,0.00,0.00
17.9564,0.00,21815.70,0.00,200.00,14907.36,1500.07,1600.09,4650.72,15007.51,8802.59,0.00,7001.65,259758.30,500.01,0.00,1550.08,0.00,0.00,925.03,0.00,0.00,100.00
18.2704,0.00,18711.55,0.00,100.00,15507.97,2400.19,1700.10,3600.43,17209.88,9503.02,0.00,8502.44,251721.26,300.00,0.00,950.03,0.00,0.00,1275.06,0.00,0.00,0.00
18.5845,0.00,21715.55,0.00,300.00,18010.74,2300.18,1700.10,4550.69,16308.87,9202.84,0.00,7702.00,261488.33,400.01,100.00,1050.04,0.00,0.00,1200.05,0.00,0.00,0.00
18.8985,0.00,18811.67,0.00,300.00,17410.04,1500.07,1200.05,3700.46,18511.43,10703.84,0.00,7201.75,265559.81,300.00,0.00,1050.04,0.00,0.00,1200.05,0.00,0.00,0.00
19.2125,0.00,20914.43,0.00,300.00,17209.81,2900.28,1900.12,4750.75,16809.42,10403.62,0.00,8402.38,267392.36,200.00,0.00,1400.07,0.00,0.00,1200.05,0.00,0.00,0.00
19.5265,0.00,22216.28,0.00,300.00,16509.03,1700.10,1300.06,4550.69,17309.99,9603.09,0.00,7101.70,254162.43,200.00,0.00,1650.09,0.00,0.00,1000.04,0.00,0.00,0.00
19.8405,0.00,22917.32,0.00,200.00,17309.92,1700.10,1500.07,4100.56,15508.02,9903.28,0.00,6701.52,256502.27,200.00,0.00,1400.07,100.00,0.00,1125.04,0.00,0.00,100.00
20.1546,100.00,20814.29,0.00,200.00,17710.39,1700.10,900.03,4300.62,18110.94,9102.77,0.00,7301.80,247145.17,700.02,0.00,1350.06,0.00,0.00,1275.06,100.00,0.00,0.00
20.4686,0.00,19112.05,0.00,200.00,16809.36,2500.21,2300.18,4100.56,20313.76,8102.20,0.00,8402.38,264440.06,200.00,0.00,1100.04,0.00,0.00,1400.07,0.00,0.00,0.00
20.7826,0.00,22616.87,0.00,200.00,14707.16,1400.07,1600.09,4950.82,16709.31,5801.13,0.00,7902.11,242468.80,100.00,0.00,1550.08,0.00,0.00,1050.04,0.00,0.00,0.00
21.0966,0.00,19612.69,0.00,600.01,19813.00,2000.13,1600.09,4100.56,16809.42,7902.09,0.00,5901.17,234542.68,0.00,0.00,850.02,0.00,0.00,1150.05,0.00,0.00,0.00
21.4107,0.00,19612.69,0.00,400.01,14607.07,2000.13,1400.07,4200.59,16208.76,9402.96,0.00,7501.90,246941.80,0.00,0.00,1100.04,0.00,0.00,1250.06,0.00,0.00,0.00
21.7247,0.00,21515.27,0.00,400.01,16308.81,2400.19,2000.13,4350.63,16909.54,9503.02,200.00,6801.56,256502.27,100.00,100.00,450.01,100.00,0.00,875.03,100.00,0.00,0.00
22.0387,0.00,21615.41,0.00,200.00,16509.03,2000.13,1800.11,4250.60,17410.11,9302.90,0.00,7902.11,252433.23,100.00,300.00,1400.07,0.00,0.00,1100.04,0.00,0.00,0.00
22.3527,0.00,22316.42,0.00,0.00,17109.70,1900.12,1300.06,4950.82,15207.71,9202.84,0.00,7201.75,266170.65,900.03,0.00,1450.07,0.00,0.00,950.03,0.00,0.00,0.00
22.6667,0.00,22316.42,0.00,300.00,16108.59,2200.16,2200.16,4000.53,17610.34,8202.25,0.00,5701.10,252738.38,300.00,0.00,1250.05,0.00,0.00,1075.04,100.00,0.00,0.00
22.9808,0.00,20614.01,0.00,100.00,14306.78,2900.28,1400.07,4100.56,20013.36,10703.84,100.00,7001.65,245010.11,400.01,0.00,1300.06,0.00,0.00,1175.05,100.00,0.00,0.00
23.2948,0.00,21715.55,0.00,100.00,16408.92,2100.15,1900.12,4500.67,18211.06,9402.96,0.00,7702.00,267290.55,0.00,0.00,1150.05,0.00,0.00,950.03,100.00,0.00,0.00
23.6088,0.00,22616.87,0.00,100.00,16509.03,1700.10,1600.09,3600.43,16709.31,9102.77,0.00,8102.21,264745.43,600.01,200.00,750.02,0.00,0.00,1375.07,0.00,0.00,0.00
23.9228,0.00,19312.30,0.00,200.00,13806.31,1800.11,2400.19,5450.99,17910.70,11004.05,0.00,6501.43,269225.12,300.00,100.00,800.02,100.00,0.00,975.03,0.00,0.00,0.00
24.2368,0.00,19812.95,0.00,200.00,16509.03,2500.21,1900.12,3800.48,16008.55,11504.43,0.00,8902.67,260877.71,800.02,0.00,850.02,100.00,0.00,925.03,100.00,0.00,0.00
24.5509,0.00,26222.67,0.00,800.02,15007.46,2000.13,1500.07,4150.57,17710.46,9503.02,0.00,6801.56,269326.95,300.00,0.00,1200.05,100.00,0.00,1050.04,0.00,0.00,0.00
24.8649,200.00,20313.61,0.00,400.01,17209.81,3100.32,1200.05,4750.75,15407.92,9002.71,0.00,7902.11,266577.88,200.00,0.00,1350.06,0.00,0.00,1025.04,0.00,0.00,0.00
25.1789,0.00,20814.29,0.00,100.00,15507.97,2400.19,1100.04,4900.80,17910.70,10703.84,100.00,5601.06,254162.43,500.01,0.00,850.02,0.00,0.00,1250.06,0.00,0.00,100.00
25.4929,0.00,20814.29,0.00,400.01,12605.26,2400.19,2300.18,4500.67,15307.82,9503.02,0.00,8202.27,252534.96,500.01,0.00,1350.06,100.00,0.00,1100.04,0.00,0.00,0.00
25.8070,0.00,19712.82,0.00,200.00,18110.86,2600.22,1900.12,5601.04,16509.09,7201.74,0.00,8102.21,245823.44,200.00,0.00,1450.07,100.00,0.00,1300.06,0.00,0.00,100.00
26.1210,0.00,21114.70,0.00,500.01,18811.72,2200.16,1300.06,4200.59,18211.06,11204.20,0.00,6601.47,247246.83,100.00,0.00,1100.04,0.00,0.00,1100.04,100.00,0.00,0.00
26.4350,0.00,23518.24,0.00,500.01,18711.60,2700.24,1000.03,3650.44,19212.31,8802.59,0.00,7201.75,255993.58,200.00,0.00,1250.05,100.00,0.00,1225.05,0.00,0.00,0.00
26.7490,100.00,21515.27,0.00,600.01,17410.04,2100.15,1300.06,5050.85,15908.44,7101.69,0.00,8602.50,263218.58,700.02,100.00,1200.05,200.00,0.00,1275.06,0.00,0.00,0.00
27.0630,0.00,19512.56,0.00,100.00,16509.03,900.03,1600.09,4700.74,16008.55,10803.91,0.00,8302.32,248975.44,600.01,0.00,1600.09,0.00,0.00,1225.05,0.00,0.00,200.00
27.3771,0.00,21014.56,0.00,200.00,17410.04,1700.10,1000.03,4750.75,18110.94,8602.48,0.00,6701.52,245721.78,300.00,0.00,1600.09,0.00,0.00,1125.04,0.00,0.00,0.00
27.6911,0.00,21515.27,0.00,200.00,15808.28,2000.13,1500.07,3750.47,16509.09,8602.48,0.00,8202.27,261284.79,100.00,0.00,1550.08,0.00,0.00,1025.04,0.00,0.00,0.00
28.0051,100.00,24219.34,0.00,100.00,17410.04,2200.16,1600.09,4550.69,16609.20,9002.71,0.00,7201.75,253857.28,500.01,0.00,1250.05,100.00,0.00,1000.04,0.00,0.00,0.00
28.3191,0.00,24019.02,0.00,200.00,18811.72,1800.11,1900.12,3650.44,17510.22,8302.31,0.00,7101.70,252941.80,400.01,0.00,1050.04,100.00,0.00,1100.04,0.00,0.00,0.00
28.6332,0.00,20814.29,0.00,500.01,13506.04,2400.19,2100.15,4550.69,17710.46,9903.28,0.00,6601.47,253348.68,300.00,0.00,1800.11,0.00,0.00,850.03,0.00,0.00,0.00
28.9472,0.00,19612.69,0.00,100.00,14406.88,2100.15,1200.05,4000.53,16609.20,8102.20,0.00,7301.80,262811.45,400.01,100.00,1150.05,0.00,0.00,875.03,0.00,0.00,0.00
29.2612,0.00,18411.18,0.00,0.00,15808.28,1700.10,1900.12,4350.63,17209.88,9603.09,0.00,5400.98,270548.93,300.00,0.00,1450.07,100.00,0.00,1225.05,0.00,0.00,0.00
29.5752,0.00,23818.71,0.00,100.00,17209.81,2400.19,1300.06,3900.51,16108.65,8702.54,0.00,7201.75,260165.33,200.00,0.00,900.03,0.00,0.00,1425.07,100.00,0.00,0.00
29.8892,0.00,21815.70,100.00,200.00,18210.98,2500.21,1400.07,4950.82,13606.18,8502.42,0.00,6101.26,253755.57,200.00,0.00,1450.07,0.00,0.00,1025.04,0.00,0.00,0.00
30.2033,0.00,18911.80,0.00,600.01,16408.92,2300.18,1300.06,4250.60,17810.58,10903.98,0.00,9202.86,258537.21,400.01,100.00,1400.07,0.00,0.00,1325.06,0.00,0.00,0.00
30.5173,100.00,22015.99,0.00,300.00,17309.92,2900.28,1200.05,4150.57,16509.09,7201.74,0.00,6301.34,258842.46,100.00,0.00,1650.09,100.00,0.00,725.02,0.00,0.00,0.00
30.8313,0.00,19011.92,0.00,400.01,12905.52,2700.24,900.03,4350.63,14507.02,9402.96,0.00,6401.38,256807.50,600.01,0.00,1250.05,100.00,0.00,975.03,0.00,0.00,0.00
31.1453,0.00,24920.48,0.00,400.01,16709.25,2400.19,2200.16,4500.67,15808.34,9503.02,0.00,6901.61,247145.17,400.01,0.00,1000.03,0.00,0.00,1075.04,0.00,0.00,0.00
31.4594,0.00,23918.86,0.00,500.01,14106.59,2400.19,1300.06,4200.59,15007.51,9402.96,0.00,6001.21,261081.25,300.00,0.00,1700.10,0.00,0.00,1125.04,0.00,0.00,0.00
31.7734,0.00,24820.31,0.00,100.00,16108.59,2800.26,2300.18,4750.75,15407.92,7601.93,0.00,7501.90,264847.24,200.00,0.00,1150.05,100.00,0.00,1250.06,0.00,0.00,0.00
32.0874,0.00,21014.56,0.00,100.00,14206.68,1700.10,1600.09,4150.57,17209.88,9703.15,0.00,7802.05,261081.25,200.00,0.00,800.02,0.00,0.00,1075.04,0.00,0.00,0.00
32.4014,0.00,22516.72,0.00,100.00,15007.46,2400.19,1100.04,4150.57,15407.92,10003.35,0.00,6201.30,258130.18,300.00,0.00,900.03,0.00,0.00,1000.04,0.00,0.00,0.00
32.7155,0.00,21515.27,0.00,400.01,17209.81,2200.16,1300.06,4050.55,18611.55,7701.99,0.00,6801.56,248772.07,200.00,0.00,1450.07,100.00,0.00,1175.05,0.00,0.00,0.00
33.0295,0.00,22717.02,0.00,200.00,17510.15,1600.09,1700.10,5050.85,17610.34,10103.42,0.00,9803.24,273909.86,100.00,0.00,1100.04,200.00,0.00,1100.04,0.00,0.00,0.00
33.3435,0.00,20614.01,0.00,400.01,15908.38,1500.07,1400.07,4350.63,15808.34,8902.65,0.00,7301.80,264541.85,600.01,0.00,1050.04,0.00,0.00,900.03,0.00,0.00,0.00
33.6575,0.00,21114.70,0.00,500.01,14006.50,2100.15,1800.11,4400.64,14807.31,9703.15,0.00,6401.38,255179.71,200.00,0.00,1000.03,0.00,0.00,1300.06,0.00,100.00,0.00
33.9715,100.00,23017.47,0.00,200.00,16909.47,1500.07,1600.09,4700.74,16709.31,9302.90,0.00,7802.05,257824.93,0.00,0.00,1600.09,100.00,0.00,1400.07,0.00,0.00,0.00
34.2856,0.00,22015.99,0.00,200.00,17710.39,2600.22,1400.07,3650.44,17309.99,10203.49,0.00,6901.61,261183.03,200.00,800.02,1600.09,36746.43,62735.49,1275.06,466094.87,45573.89,562448.19
34.5996,48275.93,25937589.06,69559.42,1306115.63,1095690.92,20814.37,3700.46,7902.08,1227068.55,1516927.44,20213.72,405472.12,657268.75,11804.71,123415.60,3500.42,874247.27,1093019.92,2200.17,1434483.11,170631.14,1089298.14
34.9136,120370.95,59580309.65,186137.19,3561380.08,3043428.71,26623.50,5901.16,7601.92,1334930.57,2359121.29,39953.56,749274.56,992584.86,20714.49,165222.78,5250.95,1566686.91,2184268.95,1925.13,2125824.80,290169.41,1423408.11
35.2276,183593.33,80836835.17,267950.22,5154299.91,3541129.41,36845.00,6101.24,9452.97,1316175.20,3345610.20,47174.66,1039309.18,1183254.39,27425.39,160167.32,5801.16,1656814.84,2178016.76,2250.18,2694823.99,375456.59,1724889.26
35.5416,201415.15,99437206.63,308919.68,6148545.61,4493443.37,41156.13,6301.32,10353.57,1336021.68,4257008.65,57912.47,1095443.95,1254255.57,24019.48,160167.32,6351.38,1514725.06,2545944.44,2300.19,2617854.91,395701.61,1733160.35
35.8557,244129.44,111920911.80,343349.49,7393895.39,5988400.18,44866.71,4800.77,9853.23,1328821.68,4819090.22,69863.62,1254219.24,1400863.57,32134.85,158145.63,6151.30,1859263.67,2566663.97,2300.19,2696703.33,409900.59,1751419.14
36.1837,216924.73,112933303.31,310144.34,6664927.75,4731680.39,43161.73,7201.72,10603.74,1200760.06,4598622.32,66548.47,1254871.09,1439300.20,27124.84,178172.63,5200.93,1891005.74,2513228.59,2325.19,2767631.68,426277.83,1912328.32
36.5117,240878.59,115638473.68,371092.65,7021573.21,5198703.48,42860.88,6101.24,11704.56,1232270.61,4992418.57,76395.60,1313652.05,1413482.23,33137.06,152991.54,6401.41,1745043.88,2686992.51,2200.17,2689118.85,432669.04,1604696.06
36.8397,229506.03,112398105.87,352557.52,7012520.62,5019281.84,38549.25,7201.72,11754.60,1089844.73,4670384.39,81723.80,1267479.30,1473974.61,32936.61,174832.91,7201.78,1830379.42,2782171.42,2950.31,3288829.99,496428.47,1901659.38
37.1677,265683.57,130436428.72,396525.29,8105779.73,5890439.60,47173.73,6601.45,11804.64,1124145.02,4981651.73,76295.09,1333077.15,1486211.82,33036.83,190627.31,7652.01,1834354.92,2801201.11,2700.26,2888396.12,450104.79,1778680.66
37.4958,232957.52,114397533.71,381137.62,6994247.14,5245994.80,44365.22,5901.16,10203.46,1022112.21,4773463.57,75993.55,1307109.86,1409860.25,29429.23,185968.24,6751.56,1877687.82,2769368.25,2675.25,2750348.45,442570.75,1748582.42
37.8238,251446.34,123321715.02,386880.54,8334102.07,5498170.44,43964.05,6101.24,10303.53,1106178.91,5164675.27,82327.11,1391279.39,1533597.17,32635.94,170684.61,7702.04,1963573.82,2912364.96,2950.31,2992280.05,464668.12,2002353.71
38.1518,261004.17,126357382.52,378779.52,7540335.70,5441318.43,44164.63,6701.49,11104.10,1052619.53,4909662.73,72074.12,1352198.44,1373279.86,35241.91,166537.48,7101.73,1815119.64,2812649.38,3000.32,2825404.63,437515.87,1733955.87
38.4798,248295.58,127070187.10,351227.12,7585610.66,5760016.54,42158.90,4700.73,10353.57,1152049.61,5173576.18,81321.60,1416839.16,1522649.22,34740.73,165930.68,6851.61,1923849.45,2919733.26,3550.45,2966908.94,456093.55,1803602.15
38.8079,252361.21,118476161.90,357880.22,7481499.90,5411965.62,41356.68,7001.63,11754.60,996575.10,4954696.83,66548.47,1372000.29,1386970.17,32736.17,152789.45,7351.86,1895501.10,2768043.78,2775.27,2831092.99,425144.24,1716849.22
39.1359,238948.73,119952668.39,353785.67,7242009.10,4991063.14,45067.30,7101.68,12305.04,1021577.54,5155156.58,74887.96,1362807.32,1432044.82,31533.56,164211.55,6701.54,1790578.60,2742072.05,2850.29,2980483.82,454647.80,1818416.21
39.4639,232957.52,123927972.92,377651.88,7615918.19,5749248.56,48778.83,6001.20,11154.14,1153020.12,5707278.21,89065.75,1547929.49,1553632.81,33036.83,181918.05,7601.98,1863911.20,2835850.38,3000.32,2710831.95,443912.11,1802463.09
39.7919,241183.35,121370082.49,363204.81,7549304.13,5403807.31,41055.86,6001.20,12655.33,1092422.56,5171168.15,74887.96,1283624.49,1453812.79,33638.18,162897.06,6551.47,1852015.30,2776142.82,2475.22,2710211.10,429473.05,1790282.42
40.1199,257648.10,124776023.36,385854.86,7867947.97,5584509.41,43964.05,5200.90,13305.89,984942.48,5139699.75,72074.12,1317906.05,1460375.67,31132.71,174731.73,7852.12,1969414.74,2772839.26,2925.30,2935228.62,429473.05,1771178.52
