C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a12.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:38:57 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
0.3723,0.00,23618.39,0.00,600.01,13305.87,2400.19,1500.07,3900.51,16709.31,8802.59,0.00,7301.80,264338.26,300.00,0.00,1350.06,0.00,0.00,1175.05,100.00,0.00,0.00
0.6863,0.00,22717.02,0.00,300.00,14106.59,2400.19,1600.09,3800.48,16308.87,6901.59,0.00,6901.61,245213.43,200.00,0.00,1200.05,100.00,0.00,1550.09,0.00,0.00,0.00
1.0004,100.00,22917.32,0.00,100.00,15407.86,2500.21,1700.10,4400.64,16408.98,8902.65,0.00,9302.92,256197.05,200.00,0.00,1150.05,100.00,0.00,1050.04,0.00,0.00,0.00
1.3144,0.00,21214.84,100.00,400.01,17510.15,1800.11,800.02,4150.57,15908.44,9002.71,0.00,7702.00,243688.57,500.01,0.00,1450.07,0.00,0.00,975.03,0.00,0.00,0.00
1.6284,0.00,19913.08,0.00,100.00,17209.81,2000.13,1900.12,3700.46,15908.44,8102.20,0.00,6401.38,245823.44,100.00,0.00,850.02,0.00,0.00,1250.06,0.00,0.00,0.00
1.9424,0.00,21415.12,0.00,100.00,14607.07,2200.16,1100.04,4900.80,15007.51,7902.09,0.00,9102.79,254162.43,400.01,0.00,1450.07,100.00,0.00,1075.04,0.00,0.00,0.00
2.2565,0.00,20614.01,0.00,600.01,14607.07,2400.19,1400.07,4200.59,14707.21,9102.77,0.00,8002.16,261895.43,400.01,0.00,1250.05,0.00,0.00,1050.04,0.00,0.00,0.00
2.5705,0.00,20714.15,0.00,600.01,14506.97,2000.13,1300.06,3900.51,15407.92,6901.59,0.00,7501.90,264643.63,300.00,0.00,900.03,0.00,0.00,825.02,0.00,0.00,0.00
2.8845,0.00,23518.24,0.00,100.00,18210.98,3000.30,2700.24,4250.60,16909.54,8902.65,100.00,6301.34,238200.37,500.01,0.00,900.03,0.00,0.00,875.03,0.00,0.00,0.00
3.1985,100.00,20513.88,0.00,400.01,17710.39,1900.12,1400.07,4100.56,16208.76,8102.20,0.00,7101.70,240944.21,300.00,0.00,1100.04,0.00,0.00,800.02,0.00,0.00,0.00
