C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a06.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:11:36 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
0.3712,0.00,20714.15,0.00,100.00,15808.28,3300.36,2700.24,3800.48,18811.80,9102.77,0.00,7401.85,242265.53,200.00,0.00,1600.09,0.00,0.00,1175.05,0.00,0.00,0.00
0.6852,0.00,20614.01,0.00,100.00,15808.28,2400.19,1600.09,4600.70,15407.92,10003.35,0.00,8302.32,250805.93,200.00,0.00,950.03,100.00,0.00,1175.05,100.00,0.00,0.00
0.9992,0.00,22116.13,0.00,100.00,16509.03,2400.19,2200.16,5100.87,16509.09,10303.55,0.00,8102.21,268919.63,400.01,0.00,1150.05,0.00,0.00,925.03,0.00,0.00,0.00
1.3132,0.00,22616.87,0.00,200.00,15908.38,2900.28,800.02,4100.56,17410.11,8602.48,0.00,6301.34,257824.93,400.01,0.00,900.03,0.00,0.00,1150.05,100.00,0.00,0.00
1.6273,0.00,20513.88,0.00,200.00,19212.22,2000.13,1700.10,4900.80,19112.18,8302.31,0.00,7001.65,259249.49,400.01,100.00,1600.09,0.00,0.00,1125.04,0.00,0.00,100.00
1.9413,0.00,19412.43,0.00,100.00,17209.81,1800.11,1200.05,4850.78,16308.87,8902.65,0.00,7601.95,255993.58,100.00,100.00,1200.05,100.00,0.00,825.02,0.00,0.00,0.00
2.2553,0.00,23217.78,0.00,200.00,16208.70,1500.07,1100.04,4650.72,16509.09,7802.04,100.00,7902.11,257519.68,100.00,0.00,1600.09,0.00,0.00,950.03,100.00,0.00,0.00
2.5693,0.00,23017.47,0.00,200.00,17109.70,2200.16,1100.04,4250.60,15407.92,8902.65,0.00,7802.05,241655.66,300.00,0.00,1350.06,100.00,0.00,1500.08,0.00,0.00,0.00
2.8834,0.00,21815.70,0.00,300.00,14106.59,2000.13,2100.15,3600.43,16008.55,7802.04,0.00,7601.95,247653.54,200.00,0.00,1050.04,0.00,0.00,1200.05,100.00,0.00,0.00
3.1974,0.00,20714.15,0.00,300.00,14807.26,3300.36,1600.09,4850.78,15207.71,9002.71,0.00,8702.55,249077.12,400.01,0.00,1400.07,0.00,0.00,900.03,0.00,0.00,0.00
3.5114,100.00,19312.30,0.00,300.00,17009.58,2700.24,1800.11,4000.53,18511.43,8902.65,0.00,8202.27,253552.10,500.01,0.00,1200.05,0.00,0.00,1100.04,0.00,0.00,0.00
3.8254,0.00,21114.70,0.00,300.00,15908.38,3500.41,2500.21,5150.88,13806.36,10303.55,0.00,8002.16,244196.85,100.00,0.00,1200.05,0.00,0.00,975.03,0.00,0.00,0.00
4.1395,0.00,19112.05,0.00,300.00,16408.92,3100.32,1200.05,4200.59,18311.18,9002.71,0.00,8802.61,264440.06,400.01,0.00,800.02,0.00,0.00,775.02,100.00,0.00,0.00
4.4535,0.00,20413.74,0.00,200.00,14306.78,2700.24,1500.07,4250.60,18010.82,10403.62,0.00,6801.56,254162.43,100.00,0.00,1250.05,0.00,0.00,1175.05,0.00,0.00,0.00
4.7675,0.00,21014.56,0.00,400.01,18611.47,2600.22,1600.09,4000.53,15708.23,8002.14,0.00,6801.56,246636.79,200.00,0.00,1300.06,0.00,0.00,1075.04,0.00,0.00,0.00
5.0815,0.00,20614.01,0.00,100.00,15808.28,2200.16,1700.10,4650.72,17510.22,10103.42,0.00,6301.34,259249.49,100.00,0.00,1550.08,0.00,0.00,1400.07,0.00,0.00,0.00
5.3955,0.00,19011.92,0.00,200.00,15207.66,2100.15,1700.10,4550.69,15007.51,8402.36,0.00,7401.85,249788.96,200.00,0.00,1650.09,100.00,0.00,950.03,0.00,0.00,0.00
5.7096,0.00,21014.56,0.00,600.01,15908.38,3200.34,2400.19,4400.64,15207.71,8202.25,0.00,7902.11,261895.43,300.00,0.00,1450.07,0.00,0.00,1100.04,0.00,0.00,0.00
6.0236,0.00,24820.31,0.00,500.01,14206.68,4000.53,1700.10,4400.64,15808.34,8902.65,0.00,7301.80,249483.89,0.00,100.00,650.01,0.00,0.00,1200.05,0.00,0.00,0.00
6.3376,0.00,24619.99,0.00,400.01,16909.47,2500.21,1300.06,4200.59,16709.31,9102.77,0.00,7301.80,249382.20,300.00,0.00,1350.06,0.00,0.00,875.03,100.00,0.00,0.00
6.6516,0.00,19512.56,0.00,300.00,14907.36,2300.18,2100.15,4400.64,14607.12,7902.09,0.00,7301.80,250602.54,500.01,0.00,950.03,100.00,0.00,1300.06,0.00,0.00,0.00
6.9656,0.00,19512.56,100.00,500.01,16509.03,2000.13,2100.15,4900.80,16408.98,8902.65,0.00,6901.61,259656.52,300.00,0.00,700.02,0.00,0.00,725.02,0.00,0.00,0.00
7.2797,0.00,19712.82,0.00,200.00,16208.70,1500.07,1700.10,4250.60,16609.20,9102.77,0.00,6501.43,255077.98,0.00,200.00,950.03,0.00,0.00,1125.04,0.00,0.00,0.00
7.5937,0.00,20814.29,0.00,100.00,16008.49,2800.26,1800.11,4150.57,15508.02,10203.49,0.00,8702.55,265356.23,0.00,0.00,1850.12,100.00,0.00,1500.08,0.00,0.00,0.00
7.9077,0.00,20313.61,0.00,300.00,15908.38,2100.15,2300.18,4300.62,15908.44,8402.36,0.00,7902.11,242570.46,0.00,0.00,1350.06,0.00,0.00,975.03,0.00,0.00,0.00
8.2217,100.00,20213.48,0.00,500.01,15307.76,2400.19,1400.07,3950.52,15207.71,9402.96,0.00,7101.70,252636.65,200.00,0.00,1250.05,0.00,0.00,1100.04,100.00,0.00,0.00
