C:\Agilent\ICPMH\1\DATA\User Batches\Johan\Scapolites\16nov14_Scapolite_comparison.b\16nov14_a09.d
Intensity Vs Time,CPS
Acquired      : 14/11/2016 14:24:13 using Batch 16nov14_Scapolite_comparison.b
Time [Sec],Li7,Na23,Mg24,Al27,Si29,P31,S34,Cl35,K39,Ca44,Ti49,Mn55,Fe56,Fe57,Zn66,Br81,Rb85,Sr88,I127,Cs133,Ba137,Pb208
0.3711,0.00,23017.47,0.00,200.00,16709.25,3100.32,1200.05,4050.55,15708.23,8902.65,0.00,7201.75,248161.94,200.00,0.00,1600.09,100.00,0.00,1125.04,0.00,0.00,0.00
0.6852,0.00,23818.71,0.00,200.00,15207.66,2200.16,1900.12,4100.56,16208.76,9402.96,0.00,8802.61,249890.65,400.01,0.00,1050.04,0.00,0.00,1250.06,100.00,0.00,100.00
0.9992,0.00,19612.69,0.00,100.00,17710.39,1800.11,1700.10,4450.66,16308.87,8302.31,0.00,6901.61,260979.47,400.01,0.00,1600.09,0.00,0.00,975.03,0.00,0.00,0.00
1.3132,0.00,21415.12,0.00,100.00,16108.59,1300.06,3100.32,4850.78,17309.99,8402.36,0.00,6801.56,245721.78,300.00,0.00,1450.07,100.00,0.00,1050.04,0.00,0.00,0.00
1.6272,0.00,20413.74,0.00,700.02,16609.14,2200.16,1800.11,4450.66,19012.05,7301.78,0.00,6001.21,250704.22,200.00,100.00,1350.06,0.00,0.00,1075.04,0.00,0.00,0.00
1.9413,0.00,23718.55,0.00,300.00,15307.76,3000.30,1700.10,4650.72,16709.31,9402.96,0.00,8902.67,237997.14,400.01,100.00,1250.05,100.00,0.00,800.02,0.00,0.00,0.00
2.2553,0.00,21615.41,0.00,0.00,16509.03,1600.09,1500.07,5150.88,18110.94,9803.22,0.00,7702.00,243790.23,300.00,0.00,1200.05,0.00,0.00,1100.04,0.00,0.00,0.00
2.5693,100.00,19112.05,0.00,100.00,16308.81,2500.21,2500.21,4500.67,15407.92,8502.42,0.00,6401.38,239216.55,200.00,0.00,1250.05,0.00,0.00,1325.06,0.00,0.00,0.00
2.8833,0.00,19112.05,0.00,300.00,14607.07,2300.18,1800.11,4150.57,14907.41,8402.36,0.00,7001.65,252941.80,300.00,0.00,1450.07,100.00,0.00,1250.06,0.00,0.00,0.00
3.1974,0.00,22917.32,0.00,300.00,16108.59,2200.16,2400.19,4400.64,17710.46,7601.93,100.00,7001.65,260572.41,400.01,0.00,1050.04,0.00,0.00,1150.05,0.00,0.00,0.00
3.5114,0.00,21515.27,0.00,200.00,13405.95,2300.18,1800.11,4200.59,15608.13,6801.55,0.00,8202.27,262200.76,200.00,100.00,1050.04,0.00,0.00,1025.04,0.00,0.00,0.00
3.8254,100.00,22917.32,0.00,0.00,16709.25,2000.13,2000.13,5651.06,19212.31,8602.48,0.00,6401.38,258740.70,500.01,0.00,1000.03,200.00,0.00,1225.05,0.00,0.00,0.00
4.1394,0.00,23217.78,0.00,400.01,19512.61,1400.07,3000.30,4950.82,16509.09,9202.84,200.00,6501.43,243078.69,400.01,0.00,800.02,0.00,0.00,1250.06,0.00,0.00,0.00
4.4534,0.00,20914.43,0.00,300.00,13606.13,2800.26,1500.07,4650.72,16208.76,8902.65,0.00,7001.65,239826.29,200.00,0.00,1100.04,0.00,0.00,1375.07,0.00,0.00,0.00
4.7675,0.00,19913.08,0.00,400.01,14907.36,2100.15,900.03,4450.66,15307.82,8702.54,0.00,9402.98,256197.05,200.00,0.00,1250.05,0.00,0.00,1250.06,0.00,0.00,0.00
5.0815,0.00,23217.78,0.00,300.00,15608.07,2200.16,1700.10,4600.70,15608.13,9002.71,0.00,7201.75,253755.57,100.00,0.00,1000.03,0.00,0.00,925.03,0.00,0.00,0.00
5.3955,0.00,19812.95,0.00,200.00,15608.07,2200.16,1700.10,4100.56,15407.92,8102.20,0.00,7201.75,260877.71,100.00,0.00,1150.05,100.00,0.00,1025.04,0.00,0.00,100.00
5.7095,0.00,20714.15,0.00,400.01,15007.46,2200.16,1000.03,3900.51,17510.22,10003.35,100.00,6801.56,249890.65,300.00,0.00,1550.08,0.00,0.00,725.02,0.00,0.00,100.00
6.0235,0.00,22717.02,0.00,200.00,14306.78,2000.13,1500.07,3800.48,18611.55,8202.25,0.00,6101.26,261488.33,300.00,0.00,1050.04,0.00,0.00,1100.04,0.00,0.00,0.00
6.3376,0.00,22316.42,0.00,100.00,16308.81,2700.24,1700.10,4450.66,19512.70,8102.20,0.00,6601.47,248568.70,0.00,0.00,1200.05,0.00,0.00,1125.04,0.00,0.00,0.00
6.6516,100.00,22616.87,0.00,500.01,16208.70,2100.15,900.03,5000.83,16108.65,8402.36,0.00,8202.27,247856.91,500.01,100.00,1650.09,0.00,0.00,1050.04,0.00,0.00,0.00
6.9656,0.00,20814.29,0.00,100.00,15808.28,1500.07,1800.11,3900.51,14907.41,9202.84,0.00,6901.61,261386.57,400.01,0.00,1400.07,100.00,0.00,950.03,0.00,0.00,0.00
7.2796,0.00,21515.27,0.00,300.00,17209.81,1800.11,1600.09,4250.60,16909.54,6801.55,0.00,7501.90,255077.98,200.00,0.00,1400.07,0.00,0.00,1225.05,0.00,0.00,100.00
7.5936,0.00,20814.29,0.00,500.01,15307.76,1600.09,1000.03,4250.60,17610.34,7802.04,0.00,7201.75,249585.57,200.00,0.00,1200.05,0.00,0.00,1050.04,0.00,0.00,0.00
