Li;9.00
Be;2.30
B;6.00
K;14900.00
Sc;33.00
Ti;14100.00
V;425.00
Cr;17.00
Mn;1550.00
Co;38.00
Ni;13.00
Cu;21.00
Zn;125.00
Ga;23.00
Ge;1.50
Rb;47.00
Sr;342.00
Y;35.00
Zr;184.00
Nb;12.50
Mo;270.00
Ag;0.50
Cd;0.20
In;0.11
Sn;2.60
Sb;0.35
Cs;1.16
Ba;683.00
La;24.70
Ce;53.30
Pr;6.70
Nd;28.90
Sm;6.59
Eu;1.97
Gd;6.71
Tb;1.02
Dy;6.44
Ho;1.27
Er;3.70
Tm;0.51
Yb;3.39
Lu;0.503
Hf;4.84
Ta;0.78
W;0.50
Re;0.0062
Pt;0.78
Tl;0.30
Pb;11.00
Bi;0.05
Th;5.90
U;1.69
